date,electoral college
2016-05-01,0.22510231923601637
2016-05-02,0.41268758526603005
2016-05-03,0.45020463847203274
2016-05-04,1.0129604365620737
2016-05-05,0.7878581173260574
2016-05-06,0.6753069577080492
2016-05-07,0.3751705320600273
2016-05-08,0.3751705320600273
2016-05-09,0.45020463847203274
2016-05-10,0.562755798090041
2016-05-11,0.5252387448840382
2016-05-12,0.45020463847203274
2016-05-13,0.3376534788540246
2016-05-14,0.18758526603001366
2016-05-15,0.22510231923601637
2016-05-16,0.3376534788540246
2016-05-17,0.3751705320600273
2016-05-18,0.41268758526603005
2016-05-19,0.45020463847203274
2016-05-20,0.3376534788540246
2016-05-21,0.18758526603001366
2016-05-22,0.15006821282401092
2016-05-23,0.30013642564802184
2016-05-24,0.30013642564802184
2016-05-25,0.30013642564802184
2016-05-26,0.30013642564802184
2016-05-27,0.2626193724420191
2016-05-28,0.18758526603001366
2016-05-29,0.15006821282401092
2016-05-30,0.15006821282401092
2016-05-31,0.22510231923601637
2016-06-01,0.2626193724420191
2016-06-02,0.22510231923601637
2016-06-03,0.22510231923601637
2016-06-04,0.18758526603001366
2016-06-05,0.22510231923601637
2016-06-06,0.2626193724420191
2016-06-07,0.3751705320600273
2016-06-08,0.5252387448840382
2016-06-09,0.41268758526603005
2016-06-10,0.3376534788540246
2016-06-11,0.22510231923601637
2016-06-12,0.22510231923601637
2016-06-13,0.18758526603001366
2016-06-14,0.22510231923601637
2016-06-15,0.2626193724420191
2016-06-16,0.18758526603001366
2016-06-17,0.15006821282401092
2016-06-18,0.18758526603001366
2016-06-19,0.15006821282401092
2016-06-20,0.18758526603001366
2016-06-21,0.18758526603001366
2016-06-22,0.22510231923601637
2016-06-23,0.18758526603001366
2016-06-24,0.22510231923601637
2016-06-25,0.22510231923601637
2016-06-26,0.2626193724420191
2016-06-27,0.22510231923601637
2016-06-28,0.18758526603001366
2016-06-29,0.22510231923601637
2016-06-30,0.18758526603001366
2016-07-01,0.22510231923601637
2016-07-02,0.15006821282401092
2016-07-03,0.18758526603001366
2016-07-04,0.15006821282401092
2016-07-05,0.18758526603001366
2016-07-06,0.22510231923601637
2016-07-07,0.22510231923601637
2016-07-08,0.22510231923601637
2016-07-09,0.18758526603001366
2016-07-10,0.15006821282401092
2016-07-11,0.18758526603001366
2016-07-12,0.22510231923601637
2016-07-13,0.30013642564802184
2016-07-14,0.2626193724420191
2016-07-15,0.22510231923601637
2016-07-16,0.18758526603001366
2016-07-17,0.2626193724420191
2016-07-18,0.22510231923601637
2016-07-19,0.3751705320600273
2016-07-20,0.41268758526603005
2016-07-21,0.6002728512960437
2016-07-22,0.6377899045020464
2016-07-23,0.5252387448840382
2016-07-24,0.562755798090041
2016-07-25,0.4877216916780355
2016-07-26,0.6753069577080492
2016-07-27,0.6753069577080492
2016-07-28,0.7503410641200546
2016-07-29,0.8628922237380628
2016-07-30,0.7878581173260574
2016-07-31,0.8628922237380628
2016-08-01,0.6377899045020464
2016-08-02,0.6377899045020464
2016-08-03,0.5252387448840382
2016-08-04,0.6002728512960437
2016-08-05,0.6002728512960437
2016-08-06,0.3751705320600273
2016-08-07,0.3751705320600273
2016-08-08,0.41268758526603005
2016-08-09,0.3376534788540246
2016-08-10,0.45020463847203274
2016-08-11,0.3376534788540246
2016-08-12,0.3751705320600273
2016-08-13,0.30013642564802184
2016-08-14,0.3376534788540246
2016-08-15,0.30013642564802184
2016-08-16,0.3376534788540246
2016-08-17,0.3376534788540246
2016-08-18,0.30013642564802184
2016-08-19,0.3376534788540246
2016-08-20,0.22510231923601637
2016-08-21,0.30013642564802184
2016-08-22,0.30013642564802184
2016-08-23,0.3376534788540246
2016-08-24,0.3751705320600273
2016-08-25,0.3751705320600273
2016-08-26,0.3376534788540246
2016-08-27,0.2626193724420191
2016-08-28,0.30013642564802184
2016-08-29,0.3376534788540246
2016-08-30,0.3376534788540246
2016-08-31,0.41268758526603005
2016-09-01,0.41268758526603005
2016-09-02,0.45020463847203274
2016-09-03,0.3376534788540246
2016-09-04,0.41268758526603005
2016-09-05,0.30013642564802184
2016-09-06,0.6753069577080492
2016-09-07,0.7503410641200546
2016-09-08,0.6377899045020464
2016-09-09,0.5252387448840382
2016-09-10,0.45020463847203274
2016-09-11,0.3751705320600273
2016-09-12,0.562755798090041
2016-09-13,0.6002728512960437
2016-09-14,0.7503410641200546
2016-09-15,0.9004092769440655
2016-09-16,0.8628922237380628
2016-09-17,0.5252387448840382
2016-09-18,0.6002728512960437
2016-09-19,0.7503410641200546
2016-09-20,0.7503410641200546
2016-09-21,0.7878581173260574
2016-09-22,0.9004092769440655
2016-09-23,0.7503410641200546
2016-09-24,0.45020463847203274
2016-09-25,0.562755798090041
2016-09-26,1.0504774897680764
2016-09-27,1.6132332878581175
2016-09-28,1.2755798090040928
2016-09-29,1.0504774897680764
2016-09-30,0.975443383356071
2016-10-01,0.8376534788540246
2016-10-02,0.8564120054570259
2016-10-03,0.9689631650750341
2016-10-04,1.0439972714870396
2016-10-05,1.0439972714870396
2016-10-06,1.0252387448840383
2016-10-07,0.8751705320600274
2016-10-08,0.9502046384720327
2016-10-09,0.9502046384720327
2016-10-10,1.8253751705320602
2016-10-11,1.8628922237380627
2016-10-12,1.9566848567530695
2016-10-13,1.8816507503410642
2016-10-14,1.3628922237380627
2016-10-15,1.0439972714870396
2016-10-16,1.1002728512960438
2016-10-17,1.3066166439290587
2016-10-18,1.8628922237380627
2016-10-19,1.9566848567530695
2016-10-20,2.9256480218281036
2016-10-21,1.975443383356071
2016-10-22,1.3441336971350615
2016-10-23,1.769099590723056
2016-10-24,2.0317189631650754
2016-10-25,2.219304229195089
2016-10-26,2.2568212824010914
2016-10-27,2.9631650750341065
2016-10-28,2.3130968622100956
2016-10-29,1.8066166439290587
2016-10-30,1.9379263301500682
2016-10-31,2.8693724420191
2016-11-01,3.8758526603001364
2016-11-02,5.0
2016-11-03,5.0
2016-11-04,6.0
2016-11-05,4.0
2016-11-06,5.0
2016-11-07,10.0
2016-11-08,25.0
2016-11-09,100.0
2016-11-10,49.0
2016-11-11,39.0
2016-11-12,25.0
2016-11-13,17.0
2016-11-14,12.0
2016-11-15,11.0
2016-11-16,10.0
2016-11-17,7.0
2016-11-18,5.0
2016-11-19,5.0
2016-11-20,5.0
2016-11-21,4.0
2016-11-22,4.0
2016-11-23,5.0
2016-11-24,4.0
2016-11-25,4.0
2016-11-26,4.0
2016-11-27,4.0
2016-11-28,4.0
2016-11-29,3.0
2016-11-30,2.0
2016-12-01,2.0
2016-12-02,3.0
2016-12-03,2.0
2016-12-04,2.0
2016-12-05,2.0
2016-12-06,4.0
2016-12-07,3.0
2016-12-08,3.0
2016-12-09,3.0
2016-12-10,3.0
2016-12-11,3.0
2016-12-12,5.0
2016-12-13,6.0
2016-12-14,6.0
2016-12-15,6.0
2016-12-16,7.0
2016-12-17,7.0
2016-12-18,10.0
2016-12-19,56.0
2016-12-20,28.0
2016-12-21,5.0
2016-12-22,2.0
2016-12-23,1.0
2016-12-24,1.0
2016-12-25,1.0
2016-12-26,1.0
2016-12-27,1.0
2016-12-28,0.0
2016-12-29,1.0
2016-12-30,1.0
2016-12-31,0.0
2017-01-01,1.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,1.0
2017-01-05,1.0
2017-01-06,1.0
2017-01-07,1.0
2017-01-08,0.0
2017-01-09,1.0
2017-01-10,1.0
2017-01-11,1.0
2017-01-12,1.0
2017-01-13,0.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,1.0
2017-01-18,1.0
2017-01-19,1.0
2017-01-20,1.0
2017-01-21,1.0
2017-01-22,1.0
2017-01-23,1.0
2017-01-24,1.0
2017-01-25,1.0
2017-01-26,1.0
2017-01-27,1.0
2017-01-28,1.0
2017-01-29,1.0
2017-01-30,1.0
2017-01-31,1.0
2017-02-01,1.0
2017-02-02,1.0
2017-02-03,1.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,1.0
2017-02-08,1.0
2017-02-09,1.0
2017-02-10,1.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,1.0
2017-02-16,2.0
2017-02-17,2.0
2017-02-18,1.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,1.0
2017-02-22,1.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.023957834211787255
2017-03-02,0.52252036415908
2017-03-03,0.016530905606133205
2017-03-04,0.010541447053186392
2017-03-05,0.013655965500718736
2017-03-06,0.02060373742213704
2017-03-07,0.019885002395783422
2017-03-08,0.01964542405366555
2017-03-09,0.017489218974604696
2017-03-10,0.016051748921897462
2017-03-11,0.008624820316243412
2017-03-12,0.008624820316243412
2017-03-13,0.018447532343076188
2017-03-14,0.018447532343076188
2017-03-15,0.012937230474365118
2017-03-16,0.016291327264015335
2017-03-17,0.018207954000958315
2017-03-18,0.007666506947771922
2017-03-19,0.011499760421657883
2017-03-20,0.019166267369429803
2017-03-21,0.017968375658840442
2017-03-22,0.019405845711547676
2017-03-23,0.017249640632486823
2017-03-24,0.016051748921897462
2017-03-25,0.007666506947771922
2017-03-26,0.009583133684714902
2017-03-27,0.019166267369429803
2017-03-28,0.018207954000958315
2017-03-29,0.018207954000958315
2017-03-30,0.014853857211308098
2017-03-31,0.014374700527072353
2017-04-01,0.006468615237182559
2017-04-02,0.02060373742213704
2017-04-03,0.03162434115955918
2017-04-04,0.03641590800191663
2017-04-05,0.03018687110685194
2017-04-06,0.03258265452803067
2017-04-07,0.031145184475323433
2017-04-08,0.016291327264015335
2017-04-09,0.016770483948251078
2017-04-10,0.02635361763296598
2017-04-11,0.03258265452803067
2017-04-12,0.031145184475323433
2017-04-13,0.02635361763296598
2017-04-14,0.014853857211308098
2017-04-15,0.013416387158600863
2017-04-16,0.018207954000958315
2017-04-17,0.031145184475323433
2017-04-18,0.033540967896502155
2017-04-19,0.03449928126497365
2017-04-20,0.03306181121226641
2017-04-21,0.024916147580258747
2017-04-22,0.013416387158600863
2017-04-23,0.02252036415908002
2017-04-24,0.03306181121226641
2017-04-25,0.036895064686152376
2017-04-26,0.03497843794920939
2017-04-27,0.03497843794920939
2017-04-28,0.0340201245807379
2017-04-29,0.017249640632486823
2017-04-30,0.013895543842836608
2017-05-01,0.035936751317680884
2017-05-02,0.035936751317680884
2017-05-03,0.027791087685673215
2017-05-04,0.036895064686152376
2017-05-05,0.031145184475323433
2017-05-06,0.01581217057977959
2017-05-07,0.018207954000958315
2017-05-08,0.028749401054144707
2017-05-09,0.033540967896502155
2017-05-10,0.03449928126497365
2017-05-11,0.03306181121226641
2017-05-12,0.02635361763296598
2017-05-13,0.014853857211308098
