date,hillary fraud
2016-05-01,7.800522648083624
2016-05-02,9.53397212543554
2016-05-03,9.53397212543554
2016-05-04,21.668118466898957
2016-05-05,7.800522648083624
2016-05-06,6.933797909407666
2016-05-07,6.067073170731708
2016-05-08,9.53397212543554
2016-05-09,11.267421602787458
2016-05-10,11.267421602787458
2016-05-11,7.800522648083624
2016-05-12,6.067073170731708
2016-05-13,7.800522648083624
2016-05-14,5.200348432055749
2016-05-15,13.000871080139373
2016-05-16,13.000871080139373
2016-05-17,11.267421602787458
2016-05-18,21.668118466898957
2016-05-19,6.067073170731708
2016-05-20,13.000871080139373
2016-05-21,13.000871080139373
2016-05-22,7.800522648083624
2016-05-23,12.134146341463415
2016-05-24,13.000871080139373
2016-05-25,14.73432055749129
2016-05-26,11.267421602787458
2016-05-27,8.667247386759582
2016-05-28,3.466898954703833
2016-05-29,9.53397212543554
2016-05-30,3.466898954703833
2016-05-31,6.067073170731708
2016-06-01,17.334494773519165
2016-06-02,7.800522648083624
2016-06-03,6.933797909407666
2016-06-04,11.267421602787458
2016-06-05,7.800522648083624
2016-06-06,15.601045296167248
2016-06-07,20.801393728222997
2016-06-08,43.33623693379791
2016-06-09,45.06968641114983
2016-06-10,50.27003484320558
2016-06-11,66.73780487804878
2016-06-12,70.20470383275261
2016-06-13,70.20470383275261
2016-06-14,50.27003484320558
2016-06-15,31.202090592334496
2016-06-16,30.335365853658537
2016-06-17,29.46864111498258
2016-06-18,24.26829268292683
2016-06-19,20.801393728222997
2016-06-20,19.93466898954704
2016-06-21,30.335365853658537
2016-06-22,23.40156794425087
2016-06-23,14.73432055749129
2016-06-24,13.000871080139373
2016-06-25,14.73432055749129
2016-06-26,14.73432055749129
2016-06-27,13.000871080139373
2016-06-28,15.601045296167248
2016-06-29,6.067073170731708
2016-06-30,6.067073170731708
2016-07-01,10.400696864111499
2016-07-02,11.267421602787458
2016-07-03,11.267421602787458
2016-07-04,6.933797909407666
2016-07-05,6.933797909407666
2016-07-06,19.93466898954704
2016-07-07,14.73432055749129
2016-07-08,10.400696864111499
2016-07-09,3.466898954703833
2016-07-10,7.800522648083624
2016-07-11,7.800522648083624
2016-07-12,6.067073170731708
2016-07-13,7.800522648083624
2016-07-14,7.800522648083624
2016-07-15,14.73432055749129
2016-07-16,7.800522648083624
2016-07-17,15.601045296167248
2016-07-18,9.53397212543554
2016-07-19,11.267421602787458
2016-07-20,16.467770034843205
2016-07-21,11.267421602787458
2016-07-22,19.93466898954704
2016-07-23,17.334494773519165
2016-07-24,13.000871080139373
2016-07-25,41.602787456445995
2016-07-26,24.26829268292683
2016-07-27,20.801393728222997
2016-07-28,32.93554006968641
2016-07-29,37.2691637630662
2016-07-30,45.06968641114983
2016-07-31,22.534843205574916
2016-08-01,14.73432055749129
2016-08-02,16.467770034843205
2016-08-03,21.668118466898957
2016-08-04,16.467770034843205
2016-08-05,13.867595818815332
2016-08-06,13.867595818815332
2016-08-07,19.06794425087108
2016-08-08,19.06794425087108
2016-08-09,14.73432055749129
2016-08-10,11.267421602787458
2016-08-11,14.73432055749129
2016-08-12,10.400696864111499
2016-08-13,19.06794425087108
2016-08-14,19.06794425087108
2016-08-15,13.867595818815332
2016-08-16,13.000871080139373
2016-08-17,5.200348432055749
2016-08-18,14.73432055749129
2016-08-19,13.867595818815332
2016-08-20,5.200348432055749
2016-08-21,13.000871080139373
2016-08-22,11.267421602787458
2016-08-23,16.467770034843205
2016-08-24,11.267421602787458
2016-08-25,18.201219512195124
2016-08-26,19.93466898954704
2016-08-27,9.53397212543554
2016-08-28,7.800522648083624
2016-08-29,9.53397212543554
2016-08-30,3.466898954703833
2016-08-31,11.267421602787458
2016-09-01,3.466898954703833
2016-09-02,5.200348432055749
2016-09-03,7.800522648083624
2016-09-04,9.53397212543554
2016-09-05,7.800522648083624
2016-09-06,6.067073170731708
2016-09-07,4.333623693379791
2016-09-08,9.53397212543554
2016-09-09,9.53397212543554
2016-09-10,11.267421602787458
2016-09-11,10.400696864111499
2016-09-12,9.53397212543554
2016-09-13,11.267421602787458
2016-09-14,12.134146341463415
2016-09-15,11.267421602787458
2016-09-16,22.534843205574916
2016-09-17,16.467770034843205
2016-09-18,12.134146341463415
2016-09-19,8.667247386759582
2016-09-20,13.867595818815332
2016-09-21,4.333623693379791
2016-09-22,7.800522648083624
2016-09-23,11.267421602787458
2016-09-24,10.400696864111499
2016-09-25,13.867595818815332
2016-09-26,9.53397212543554
2016-09-27,12.134146341463415
2016-09-28,12.134146341463415
2016-09-29,21.668118466898957
2016-09-30,6.067073170731708
2016-10-01,20.433797909407666
2016-10-02,21.767421602787458
2016-10-03,11.933797909407666
2016-10-04,19.767421602787458
2016-10-05,11.433797909407666
2016-10-06,7.533536585365853
2016-10-07,21.86759581881533
2016-10-08,15.300522648083625
2016-10-09,12.667247386759582
2016-10-10,20.467334494773517
2016-10-11,24.16768292682927
2016-10-12,31.10104529616725
2016-10-13,37.90113240418118
2016-10-14,13.167247386759582
2016-10-15,20.667247386759584
2016-10-16,24.000871080139373
2016-10-17,24.53397212543554
2016-10-18,54.13501742160279
2016-10-19,60.23519163763066
2016-10-20,93.33623693379792
2016-10-21,45.16811846689896
2016-10-22,23.86759581881533
2016-10-23,24.634146341463413
2016-10-24,31.534407665505228
2016-10-25,54.801829268292686
2016-10-26,29.934233449477354
2016-10-27,43.734756097560975
2016-10-28,35.73432055749129
2016-10-29,60.40200348432056
2016-10-30,37.36803135888502
2016-10-31,27.23432055749129
2016-11-01,34.16811846689896
2016-11-02,35.0
2016-11-03,41.0
2016-11-04,25.0
2016-11-05,31.0
2016-11-06,26.0
2016-11-07,36.0
2016-11-08,95.0
