date,obama hand
2016-11-02,6.0
2016-11-03,6.0
2016-11-04,6.0
2016-11-05,5.0
2016-11-06,9.0
2016-11-07,7.0
2016-11-08,11.0
2016-11-09,38.0
2016-11-10,34.0
2016-11-11,57.0
2016-11-12,40.0
2016-11-13,34.0
2016-11-14,23.0
2016-11-15,19.0
2016-11-16,14.0
2016-11-17,15.0
2016-11-18,11.0
2016-11-19,6.0
2016-11-20,7.0
2016-11-21,4.0
2016-11-22,9.0
2016-11-23,11.0
2016-11-24,6.0
2016-11-25,6.0
2016-11-26,11.0
2016-11-27,8.0
2016-11-28,5.0
2016-11-29,5.0
2016-11-30,5.0
2016-12-01,4.0
2016-12-02,6.0
2016-12-03,5.0
2016-12-04,6.0
2016-12-05,5.0
2016-12-06,4.0
2016-12-07,5.0
2016-12-08,3.0
2016-12-09,2.0
2016-12-10,4.0
2016-12-11,4.0
2016-12-12,9.0
2016-12-13,8.0
2016-12-14,9.0
2016-12-15,4.0
2016-12-16,10.0
2016-12-17,7.0
2016-12-18,5.0
2016-12-19,5.0
2016-12-20,10.0
2016-12-21,3.0
2016-12-22,5.0
2016-12-23,3.0
2016-12-24,5.0
2016-12-25,6.0
2016-12-26,4.0
2016-12-27,7.0
2016-12-28,7.0
2016-12-29,6.0
2016-12-30,7.0
2016-12-31,12.0
2017-01-01,12.0
2017-01-02,10.0
2017-01-03,7.0
2017-01-04,15.0
2017-01-05,10.0
2017-01-06,6.0
2017-01-07,6.0
2017-01-08,8.0
2017-01-09,7.0
2017-01-10,5.0
2017-01-11,29.0
2017-01-12,11.0
2017-01-13,13.0
2017-01-14,5.0
2017-01-15,13.0
2017-01-16,9.0
2017-01-17,18.0
2017-01-18,10.0
2017-01-19,11.0
2017-01-20,82.0
2017-01-21,93.0
2017-01-22,85.0
2017-01-23,100.0
2017-01-24,54.0
2017-01-25,27.0
2017-01-26,22.0
2017-01-27,14.0
2017-01-28,20.0
2017-01-29,24.0
2017-01-30,14.0
2017-01-31,10.0
2017-02-01,7.0
2017-02-02,12.0
2017-02-03,8.0
2017-02-04,7.0
2017-02-05,7.0
2017-02-06,6.0
2017-02-07,5.0
2017-02-08,9.0
2017-02-09,6.0
2017-02-10,7.0
2017-02-11,9.0
2017-02-12,9.0
2017-02-13,7.0
2017-02-14,2.0
2017-02-15,2.0
2017-02-16,7.0
2017-02-17,2.0
2017-02-18,3.0
2017-02-19,4.0
2017-02-20,3.0
2017-02-21,3.0
2017-02-22,3.0
2017-02-23,4.0
2017-02-24,6.0
2017-02-25,8.0
2017-02-26,6.0
2017-02-27,3.0
2017-02-28,7.0
2017-03-01,6.47945205479452
2017-03-02,5.482876712328768
2017-03-03,3.48972602739726
2017-03-04,9.965753424657535
2017-03-05,4.482876712328768
2017-03-06,7.476027397260274
2017-03-07,4.731164383561644
2017-03-08,3.482876712328767
2017-03-09,2.7448630136986303
2017-03-10,2.241438356164384
2017-03-11,4.986301369863014
2017-03-12,1.74486301369863
2017-03-13,3.738013698630137
2017-03-14,3.238013698630137
2017-03-15,3.738013698630137
2017-03-16,5.7243150684931505
2017-03-17,5.7243150684931505
2017-03-18,10.462328767123289
2017-03-19,7.47945205479452
2017-03-20,5.97945205479452
2017-03-21,5.476027397260274
2017-03-22,3.738013698630137
2017-03-23,2.98972602739726
2017-03-24,2.9863013698630136
2017-03-25,2.2448630136986303
2017-03-26,5.238013698630137
2017-03-27,2.738013698630137
2017-03-28,3.238013698630137
2017-03-29,3.48972602739726
2017-03-30,2.2448630136986303
2017-03-31,4.486301369863014
2017-04-01,2.738013698630137
2017-04-02,1.4897260273972601
2017-04-03,1.4897260273972601
2017-04-04,1.4897260273972601
2017-04-05,2.9794520547945202
2017-04-06,4.469178082191781
2017-04-07,4.469178082191781
2017-04-08,1.9863013698630136
2017-04-09,2.482876712328767
2017-04-10,2.482876712328767
2017-04-11,5.9589041095890405
2017-04-12,2.9794520547945202
2017-04-13,1.4897260273972601
2017-04-14,3.4760273972602738
2017-04-15,4.469178082191781
2017-04-16,6.9520547945205475
2017-04-17,27.311643835616437
2017-04-18,49.65753424657534
2017-04-19,15.89041095890411
2017-04-20,9.931506849315069
2017-04-21,5.462328767123288
2017-04-22,2.482876712328767
2017-04-23,2.482876712328767
2017-04-24,4.965753424657534
2017-04-25,4.469178082191781
2017-04-26,1.4897260273972601
2017-04-27,1.4897260273972601
2017-04-28,1.4897260273972601
2017-04-29,1.4897260273972601
2017-04-30,7.945205479452055
2017-05-01,7.448630136986301
2017-05-02,6.455479452054794
2017-05-03,4.965753424657534
2017-05-04,1.4897260273972601
2017-05-05,2.9794520547945202
2017-05-06,4.469178082191781
2017-05-07,2.482876712328767
2017-05-08,5.9589041095890405
2017-05-09,4.469178082191781
2017-05-10,4.469178082191781
2017-05-11,4.469178082191781
2017-05-12,5.9589041095890405
2017-05-13,2.482876712328767
2017-05-14,3.4760273972602738
2017-05-15,3.4760273972602738
2017-05-16,1.9863013698630136
2017-05-17,3.4760273972602738
2017-05-18,2.9794520547945202
2017-05-19,6.9520547945205475
2017-05-20,8.938356164383562
2017-05-21,10.428082191780822
2017-05-22,12.414383561643834
2017-05-23,14.400684931506849
2017-05-24,20.856164383561644
2017-05-25,16.883561643835616
2017-05-26,21.84931506849315
2017-05-27,8.938356164383562
2017-05-28,8.938356164383562
2017-05-29,6.455479452054794
2017-05-30,5.462328767123288
2017-05-31,5.462328767123288
2017-06-01,7.448630136986301
2017-06-02,1.4897260273972601
2017-06-03,7.945205479452055
