date,travel
2016-11-03,68.0
2016-11-04,64.0
2016-11-05,57.0
2016-11-06,63.0
2016-11-07,71.0
2016-11-08,66.0
2016-11-09,58.0
2016-11-10,63.0
2016-11-11,63.0
2016-11-12,58.0
2016-11-13,61.0
2016-11-14,70.0
2016-11-15,71.0
2016-11-16,69.0
2016-11-17,68.0
2016-11-18,65.0
2016-11-19,57.0
2016-11-20,61.0
2016-11-21,72.0
2016-11-22,70.0
2016-11-23,65.0
2016-11-24,59.0
2016-11-25,62.0
2016-11-26,58.0
2016-11-27,62.0
2016-11-28,74.0
2016-11-29,70.0
2016-11-30,67.0
2016-12-01,66.0
2016-12-02,63.0
2016-12-03,56.0
2016-12-04,61.0
2016-12-05,71.0
2016-12-06,69.0
2016-12-07,69.0
2016-12-08,69.0
2016-12-09,63.0
2016-12-10,53.0
2016-12-11,61.0
2016-12-12,69.0
2016-12-13,69.0
2016-12-14,68.0
2016-12-15,65.0
2016-12-16,61.0
2016-12-17,60.0
2016-12-18,59.0
2016-12-19,68.0
2016-12-20,69.0
2016-12-21,65.0
2016-12-22,64.0
2016-12-23,57.0
2016-12-24,50.0
2016-12-25,48.0
2016-12-26,65.0
2016-12-27,69.0
2016-12-28,73.0
2016-12-29,71.0
2016-12-30,68.0
2016-12-31,55.0
2017-01-01,62.0
2017-01-02,77.0
2017-01-03,84.0
2017-01-04,84.0
2017-01-05,84.0
2017-01-06,80.0
2017-01-07,74.0
2017-01-08,81.0
2017-01-09,86.0
2017-01-10,85.0
2017-01-11,83.0
2017-01-12,82.0
2017-01-13,80.0
2017-01-14,72.0
2017-01-15,78.0
2017-01-16,83.0
2017-01-17,83.0
2017-01-18,80.0
2017-01-19,80.0
2017-01-20,72.0
2017-01-21,66.0
2017-01-22,73.0
2017-01-23,82.0
2017-01-24,78.0
2017-01-25,75.0
2017-01-26,73.0
2017-01-27,71.0
2017-01-28,69.0
2017-01-29,89.0
2017-01-30,100.0
2017-01-31,95.0
2017-02-01,85.0
2017-02-02,80.0
2017-02-03,78.0
2017-02-04,86.0
2017-02-05,82.0
2017-02-06,84.0
2017-02-07,87.0
2017-02-08,88.0
2017-02-09,86.0
2017-02-10,88.0
2017-02-11,75.0
2017-02-12,76.0
2017-02-13,78.0
2017-02-14,74.0
2017-02-15,76.0
2017-02-16,76.0
2017-02-17,75.0
2017-02-18,70.0
2017-02-19,72.0
2017-02-20,82.0
2017-02-21,82.0
2017-02-22,82.0
2017-02-23,90.0
2017-02-24,75.0
2017-02-25,70.0
2017-02-26,73.0
2017-02-27,80.0
2017-02-28,79.0
2017-03-01,76.49079754601226
2017-03-02,77.88469866474196
2017-03-03,75.99079754601226
2017-03-04,71.25604474918802
2017-03-05,75.04384698664742
2017-03-06,89.19505593648503
2017-03-07,87.74810537712017
2017-03-08,78.38469866474196
2017-03-09,77.83164922410683
2017-03-10,74.99079754601226
2017-03-11,69.41519307109347
2017-03-12,73.59689642728256
2017-03-13,82.11945146156623
2017-03-14,85.40725369902563
2017-03-15,82.11945146156623
2017-03-16,84.40725369902563
2017-03-17,73.14994586791772
2017-03-18,70.36214363045832
2017-03-19,76.93774810537712
2017-03-20,84.06640202093106
2017-03-21,82.11945146156623
2017-03-22,81.17250090220136
2017-03-23,76.49079754601226
2017-03-24,73.09689642728256
2017-03-25,66.07434139299892
2017-03-26,71.75604474918802
2017-03-27,80.67250090220136
2017-03-28,79.38469866474196
2017-03-29,77.88469866474196
2017-03-30,81.17250090220136
2017-03-31,73.70299530855287
2017-04-01,67.07434139299892
2017-04-02,70.61818837964634
2017-04-03,78.66329844821364
2017-04-04,79.55719956694334
2017-04-05,75.98159509202453
2017-04-06,75.98159509202453
2017-04-07,72.40599061710574
2017-04-08,66.14868278599783
2017-04-09,68.83038614218694
2017-04-10,82.23890292313244
2017-04-11,79.55719956694334
2017-04-12,78.66329844821364
2017-04-13,72.40599061710574
2017-04-14,68.83038614218694
2017-04-15,62.57307831107903
2017-04-16,62.57307831107903
2017-04-17,75.08769397329483
2017-04-18,77.76939732948394
2017-04-19,75.98159509202453
2017-04-20,76.87549621075424
2017-04-21,74.19379285456513
2017-04-22,67.04258390472754
2017-04-23,70.61818837964634
2017-04-24,79.55719956694334
2017-04-25,78.66329844821364
2017-04-26,74.19379285456513
2017-04-27,75.08769397329483
2017-04-28,69.72428726091664
2017-04-29,63.46697942980873
2017-04-30,69.72428726091664
2017-05-01,79.55719956694334
2017-05-02,80.45110068567304
2017-05-03,77.76939732948394
2017-05-04,75.08769397329483
2017-05-05,71.51208949837604
2017-05-06,67.04258390472754
2017-05-07,71.51208949837604
2017-05-08,84.02670516059185
2017-05-09,82.23890292313244
2017-05-10,75.98159509202453
2017-05-11,75.08769397329483
2017-05-12,72.40599061710574
2017-05-13,67.04258390472754
2017-05-14,68.83038614218694
2017-05-15,84.02670516059185
2017-05-16,82.23890292313244
2017-05-17,78.66329844821364
2017-05-18,75.98159509202453
2017-05-19,72.40599061710574
2017-05-20,67.93648502345724
2017-05-21,71.51208949837604
2017-05-22,81.34500180440274
2017-05-23,78.66329844821364
2017-05-24,79.55719956694334
2017-05-25,76.87549621075424
2017-05-26,75.98159509202453
2017-05-27,66.14868278599783
2017-05-28,67.93648502345724
2017-05-29,76.87549621075424
2017-05-30,81.34500180440274
2017-05-31,78.66329844821364
2017-06-01,75.08769397329483
2017-06-02,76.87549621075424
2017-06-03,69.72428726091664
