date,hillary pussy
2016-11-08,50.0
2016-11-09,100.0
2016-11-10,32.0
2016-11-11,33.0
2016-11-12,21.0
2016-11-13,17.0
2016-11-14,15.0
2016-11-15,7.0
2016-11-16,9.0
2016-11-17,14.0
2016-11-18,6.0
2016-11-19,3.0
2016-11-20,9.0
2016-11-21,9.0
2016-11-22,4.0
2016-11-23,6.0
2016-11-24,3.0
2016-11-25,2.0
2016-11-26,3.0
2016-11-27,3.0
2016-11-28,4.0
2016-11-29,1.0
2016-11-30,4.0
2016-12-01,7.0
2016-12-02,3.0
2016-12-03,0.0
2016-12-04,7.0
2016-12-05,1.0
2016-12-06,3.0
2016-12-07,3.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,8.0
2016-12-11,4.0
2016-12-12,3.0
2016-12-13,0.0
2016-12-14,6.0
2016-12-15,5.0
2016-12-16,2.0
2016-12-17,5.0
2016-12-18,5.0
2016-12-19,2.0
2016-12-20,3.0
2016-12-21,0.0
2016-12-22,2.0
2016-12-23,7.0
2016-12-24,2.0
2016-12-25,0.0
2016-12-26,2.0
2016-12-27,0.0
2016-12-28,2.0
2016-12-29,0.0
2016-12-30,3.0
2016-12-31,6.0
2017-01-01,6.0
2017-01-02,3.0
2017-01-03,6.0
2017-01-04,3.0
2017-01-05,0.0
2017-01-06,5.0
2017-01-07,5.0
2017-01-08,5.0
2017-01-09,3.0
2017-01-10,4.0
2017-01-11,1.0
2017-01-12,1.0
2017-01-13,3.0
2017-01-14,2.0
2017-01-15,3.0
2017-01-16,7.0
2017-01-17,0.0
2017-01-18,3.0
2017-01-19,4.0
2017-01-20,7.0
2017-01-21,17.0
2017-01-22,10.0
2017-01-23,6.0
2017-01-24,3.0
2017-01-25,0.0
2017-01-26,1.0
2017-01-27,8.0
2017-01-28,2.0
2017-01-29,5.0
2017-01-30,3.0
2017-01-31,3.0
2017-02-01,1.0
2017-02-02,1.0
2017-02-03,1.0
2017-02-04,2.0
2017-02-05,2.0
2017-02-06,1.0
2017-02-07,3.0
2017-02-08,3.0
2017-02-09,3.0
2017-02-10,3.0
2017-02-11,3.0
2017-02-12,3.0
2017-02-13,1.0
2017-02-14,3.0
2017-02-15,0.0
2017-02-16,6.0
2017-02-17,4.0
2017-02-18,3.0
2017-02-19,0.0
2017-02-20,3.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,3.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,3.0
2017-02-27,0.0
2017-02-28,3.0
2017-03-01,0.4289340101522843
2017-03-02,0.9289340101522843
2017-03-03,1.4238578680203047
2017-03-04,2.99492385786802
2017-03-05,2.951776649746193
2017-03-06,1.3578680203045685
2017-03-07,2.5888324873096447
2017-03-08,1.1598984771573604
2017-03-09,2.3908629441624365
2017-03-10,0.9619289340101523
2017-03-11,1.0
2017-03-12,1.4949238578680204
2017-03-13,0.8578680203045685
2017-03-14,0.8578680203045685
2017-03-15,1.9289340101522843
2017-03-16,0.5
2017-03-17,0.46192893401015234
2017-03-18,0.0
2017-03-19,1.9898477157360408
2017-03-20,1.3197969543147208
2017-03-21,0.4289340101522843
2017-03-22,0.0
2017-03-23,1.3908629441624365
2017-03-24,1.6928934010152283
2017-03-25,0.5279187817258884
2017-03-26,0.49492385786802034
2017-03-27,0.9289340101522843
2017-03-28,1.1598984771573604
2017-03-29,1.3908629441624365
2017-03-30,0.0
2017-03-31,2.3857868020304567
2017-04-01,1.0
2017-04-02,2.1116751269035534
2017-04-03,0.8578680203045685
2017-04-04,0.9238578680203047
2017-04-05,1.7817258883248732
2017-04-06,0.9238578680203047
2017-04-07,1.385786802030457
2017-04-08,1.583756345177665
2017-04-09,1.0558375634517767
2017-04-10,1.8477157360406093
2017-04-11,0.9238578680203047
2017-04-12,1.8477157360406093
2017-04-13,0.0
2017-04-14,2.0456852791878175
2017-04-15,1.0558375634517767
2017-04-16,1.0558375634517767
2017-04-17,2.8375634517766497
2017-04-18,1.3197969543147208
2017-04-19,0.8578680203045685
2017-04-20,1.3197969543147208
2017-04-21,0.9238578680203047
2017-04-22,0.0
2017-04-23,1.0558375634517767
2017-04-24,0.9238578680203047
2017-04-25,1.3197969543147208
2017-04-26,1.715736040609137
2017-04-27,0.8578680203045685
2017-04-28,0.9238578680203047
2017-04-29,1.0558375634517767
2017-04-30,1.0558375634517767
2017-05-01,0.9898477157360407
2017-05-02,2.6395939086294415
2017-05-03,6.598984771573605
2017-05-04,1.7817258883248732
2017-05-05,0.0
2017-05-06,1.0558375634517767
2017-05-07,1.0558375634517767
2017-05-08,1.7817258883248732
2017-05-09,0.8578680203045685
2017-05-10,1.3197969543147208
2017-05-11,0.8578680203045685
2017-05-12,0.9238578680203047
2017-05-13,1.583756345177665
2017-05-14,1.0558375634517767
2017-05-15,0.9238578680203047
2017-05-16,4.025380710659899
2017-05-17,1.3197969543147208
2017-05-18,4.553299492385787
2017-05-19,2.3096446700507616
2017-05-20,2.1116751269035534
2017-05-21,1.0558375634517767
2017-05-22,0.8578680203045685
2017-05-23,0.0
2017-05-24,1.7817258883248732
2017-05-25,2.771573604060914
2017-05-26,0.9898477157360407
2017-05-27,1.1218274111675128
2017-05-28,1.0558375634517767
2017-05-29,1.9137055837563453
2017-05-30,1.8477157360406093
2017-05-31,1.7817258883248732
2017-06-01,2.3096446700507616
2017-06-02,0.9238578680203047
2017-06-03,0.0
