date,idiot
2016-05-01,37.76374501992032
2016-05-02,34.821115537848605
2016-05-03,35.80199203187251
2016-05-04,34.330677290836654
2016-05-05,44.62988047808765
2016-05-06,38.25418326693227
2016-05-07,41.68725099601594
2016-05-08,34.821115537848605
2016-05-09,35.31155378486056
2016-05-10,37.76374501992032
2016-05-11,34.821115537848605
2016-05-12,38.744621513944224
2016-05-13,38.744621513944224
2016-05-14,38.744621513944224
2016-05-15,39.235059760956176
2016-05-16,34.330677290836654
2016-05-17,38.25418326693227
2016-05-18,37.27330677290837
2016-05-19,35.80199203187251
2016-05-20,40.21593625498008
2016-05-21,42.66812749003984
2016-05-22,34.821115537848605
2016-05-23,38.25418326693227
2016-05-24,37.27330677290837
2016-05-25,38.25418326693227
2016-05-26,35.31155378486056
2016-05-27,38.25418326693227
2016-05-28,41.19681274900399
2016-05-29,40.70637450199203
2016-05-30,32.8593625498008
2016-05-31,34.330677290836654
2016-06-01,35.80199203187251
2016-06-02,41.19681274900399
2016-06-03,37.76374501992032
2016-06-04,41.68725099601594
2016-06-05,44.62988047808765
2016-06-06,33.34980079681275
2016-06-07,36.78286852589642
2016-06-08,39.235059760956176
2016-06-09,38.25418326693227
2016-06-10,40.70637450199203
2016-06-11,38.744621513944224
2016-06-12,38.25418326693227
2016-06-13,33.8402390438247
2016-06-14,36.78286852589642
2016-06-15,37.76374501992032
2016-06-16,40.21593625498008
2016-06-17,39.235059760956176
2016-06-18,40.21593625498008
2016-06-19,35.80199203187251
2016-06-20,35.31155378486056
2016-06-21,31.878486055776893
2016-06-22,36.78286852589642
2016-06-23,38.25418326693227
2016-06-24,45.1203187250996
2016-06-25,43.64900398406375
2016-06-26,39.72549800796813
2016-06-27,33.34980079681275
2016-06-28,38.25418326693227
2016-06-29,35.80199203187251
2016-06-30,34.821115537848605
2016-07-01,35.80199203187251
2016-07-02,45.1203187250996
2016-07-03,38.744621513944224
2016-07-04,37.27330677290837
2016-07-05,39.235059760956176
2016-07-06,36.29243027888447
2016-07-07,35.80199203187251
2016-07-08,39.72549800796813
2016-07-09,42.17768924302789
2016-07-10,34.330677290836654
2016-07-11,34.821115537848605
2016-07-12,33.8402390438247
2016-07-13,33.8402390438247
2016-07-14,35.31155378486056
2016-07-15,35.31155378486056
2016-07-16,39.72549800796813
2016-07-17,38.25418326693227
2016-07-18,32.36892430278885
2016-07-19,41.19681274900399
2016-07-20,41.68725099601594
2016-07-21,43.64900398406375
2016-07-22,43.64900398406375
2016-07-23,41.19681274900399
2016-07-24,39.235059760956176
2016-07-25,32.8593625498008
2016-07-26,32.8593625498008
2016-07-27,36.29243027888447
2016-07-28,38.25418326693227
2016-07-29,40.21593625498008
2016-07-30,44.1394422310757
2016-07-31,40.70637450199203
2016-08-01,34.821115537848605
2016-08-02,33.34980079681275
2016-08-03,35.31155378486056
2016-08-04,34.330677290836654
2016-08-05,41.19681274900399
2016-08-06,38.25418326693227
2016-08-07,32.36892430278885
2016-08-08,32.36892430278885
2016-08-09,30.89760956175299
2016-08-10,32.8593625498008
2016-08-11,37.76374501992032
2016-08-12,40.21593625498008
2016-08-13,31.878486055776893
2016-08-14,41.19681274900399
2016-08-15,33.8402390438247
2016-08-16,29.916733067729083
2016-08-17,33.8402390438247
2016-08-18,41.68725099601594
2016-08-19,43.64900398406375
2016-08-20,41.68725099601594
2016-08-21,37.27330677290837
2016-08-22,37.76374501992032
2016-08-23,40.21593625498008
2016-08-24,33.34980079681275
2016-08-25,41.68725099601594
2016-08-26,38.744621513944224
2016-08-27,38.744621513944224
2016-08-28,39.235059760956176
2016-08-29,32.36892430278885
2016-08-30,36.29243027888447
2016-08-31,34.821115537848605
2016-09-01,38.25418326693227
2016-09-02,31.38804780876494
2016-09-03,36.78286852589642
2016-09-04,36.29243027888447
2016-09-05,35.31155378486056
2016-09-06,39.235059760956176
2016-09-07,40.21593625498008
2016-09-08,42.17768924302789
2016-09-09,38.744621513944224
2016-09-10,37.76374501992032
2016-09-11,33.8402390438247
2016-09-12,34.821115537848605
2016-09-13,38.744621513944224
2016-09-14,41.19681274900399
2016-09-15,37.76374501992032
2016-09-16,34.821115537848605
2016-09-17,40.21593625498008
2016-09-18,35.31155378486056
2016-09-19,33.34980079681275
2016-09-20,32.36892430278885
2016-09-21,35.31155378486056
2016-09-22,34.330677290836654
2016-09-23,37.76374501992032
2016-09-24,37.27330677290837
2016-09-25,38.744621513944224
2016-09-26,35.80199203187251
2016-09-27,42.66812749003984
2016-09-28,35.31155378486056
2016-09-29,36.29243027888447
2016-09-30,33.34980079681275
2016-10-01,38.60796812749004
2016-10-02,39.61752988047809
2016-10-03,32.19402390438247
2016-10-04,29.684462151394424
2016-10-05,37.88187250996016
2016-10-06,39.11752988047809
2016-10-07,34.410557768924306
2016-10-08,48.52191235059761
2016-10-09,40.362749003984064
2016-10-10,45.80537848605577
2016-10-11,38.39143426294821
2016-10-12,41.60796812749004
2016-10-13,38.89143426294821
2016-10-14,41.60796812749004
2016-10-15,42.579282868525894
2016-10-16,39.353187250996015
2016-10-17,39.37231075697211
2016-10-18,38.87231075697211
2016-10-19,37.87231075697211
2016-10-20,38.136653386454185
2016-10-21,37.39143426294821
2016-10-22,38.12709163346614
2016-10-23,38.37231075697211
2016-10-24,35.88187250996016
2016-10-25,36.88187250996016
2016-10-26,37.89143426294821
2016-10-27,37.38187250996016
2016-10-28,37.636653386454185
2016-10-29,38.38187250996016
2016-10-30,38.61752988047809
2016-10-31,35.15577689243028
2016-11-01,36.39143426294821
2016-11-02,38.0
2016-11-03,40.0
2016-11-04,38.0
2016-11-05,38.0
2016-11-06,41.0
2016-11-07,44.0
2016-11-08,40.0
2016-11-09,100.0
2016-11-10,60.0
2016-11-11,52.0
2016-11-12,42.0
2016-11-13,47.0
2016-11-14,40.0
2016-11-15,41.0
