date,idiot
2016-11-16,38.0
2016-11-17,43.0
2016-11-18,43.0
2016-11-19,41.0
2016-11-20,43.0
2016-11-21,44.0
2016-11-22,41.0
2016-11-23,38.0
2016-11-24,44.0
2016-11-25,36.0
2016-11-26,43.0
2016-11-27,45.0
2016-11-28,36.0
2016-11-29,36.0
2016-11-30,38.0
2016-12-01,43.0
2016-12-02,37.0
2016-12-03,38.0
2016-12-04,40.0
2016-12-05,38.0
2016-12-06,34.0
2016-12-07,36.0
2016-12-08,41.0
2016-12-09,39.0
2016-12-10,40.0
2016-12-11,44.0
2016-12-12,40.0
2016-12-13,42.0
2016-12-14,40.0
2016-12-15,40.0
2016-12-16,48.0
2016-12-17,40.0
2016-12-18,43.0
2016-12-19,42.0
2016-12-20,35.0
2016-12-21,39.0
2016-12-22,40.0
2016-12-23,40.0
2016-12-24,40.0
2016-12-25,42.0
2016-12-26,36.0
2016-12-27,36.0
2016-12-28,38.0
2016-12-29,42.0
2016-12-30,42.0
2016-12-31,41.0
2017-01-01,40.0
2017-01-02,35.0
2017-01-03,37.0
2017-01-04,36.0
2017-01-05,41.0
2017-01-06,44.0
2017-01-07,42.0
2017-01-08,39.0
2017-01-09,39.0
2017-01-10,36.0
2017-01-11,45.0
2017-01-12,43.0
2017-01-13,40.0
2017-01-14,42.0
2017-01-15,43.0
2017-01-16,34.0
2017-01-17,41.0
2017-01-18,44.0
2017-01-19,39.0
2017-01-20,45.0
2017-01-21,49.0
2017-01-22,50.0
2017-01-23,43.0
2017-01-24,37.0
2017-01-25,34.0
2017-01-26,44.0
2017-01-27,42.0
2017-01-28,41.0
2017-01-29,51.0
2017-01-30,42.0
2017-01-31,44.0
2017-02-01,40.0
2017-02-02,41.0
2017-02-03,40.0
2017-02-04,43.0
2017-02-05,42.0
2017-02-06,34.0
2017-02-07,38.0
2017-02-08,40.0
2017-02-09,41.0
2017-02-10,40.0
2017-02-11,37.0
2017-02-12,41.0
2017-02-13,35.0
2017-02-14,36.0
2017-02-15,35.0
2017-02-16,39.0
2017-02-17,45.0
2017-02-18,43.0
2017-02-19,39.0
2017-02-20,40.0
2017-02-21,38.0
2017-02-22,41.0
2017-02-23,39.0
2017-02-24,38.0
2017-02-25,44.0
2017-02-26,43.0
2017-02-27,36.0
2017-02-28,34.0
2017-03-01,37.40943600867679
2017-03-02,37.240238611713664
2017-03-03,42.571041214750544
2017-03-04,41.73644251626898
2017-03-05,40.183839479392624
2017-03-06,35.02223427331887
2017-03-07,37.63123644251627
2017-03-08,37.57483731019523
2017-03-09,36.63123644251627
2017-03-10,36.29663774403471
2017-03-11,37.63123644251627
2017-03-12,40.34924078091106
2017-03-13,33.41323210412148
2017-03-14,37.40943600867679
2017-03-15,38.740238611713664
2017-03-16,37.18763557483731
2017-03-17,38.13123644251627
2017-03-18,42.79284164859002
2017-03-19,40.51843817787419
2017-03-20,37.63123644251627
2017-03-21,38.07483731019523
2017-03-22,35.57863340563991
2017-03-23,37.63123644251627
2017-03-24,39.46203904555314
2017-03-25,41.96203904555314
2017-03-26,41.40563991323211
2017-03-27,33.63503253796095
2017-03-28,37.07483731019523
2017-03-29,38.96203904555314
2017-03-30,38.13123644251627
2017-03-31,40.90563991323211
2017-04-01,38.07483731019523
2017-04-02,39.036876355748376
2017-04-03,31.052060737527114
2017-04-04,37.7060737527115
2017-04-05,39.92407809110629
2017-04-06,39.036876355748376
2017-04-07,38.149674620390456
2017-04-08,35.044468546637745
2017-04-09,37.7060737527115
2017-04-10,34.157266811279825
2017-04-11,44.36008676789588
2017-04-12,38.593275488069416
2017-04-13,36.81887201735358
2017-04-14,40.81127982646421
2017-04-15,38.593275488069416
2017-04-16,35.931670281995665
2017-04-17,36.81887201735358
2017-04-18,34.600867678958785
2017-04-19,36.37527114967462
2017-04-20,38.149674620390456
2017-04-21,39.92407809110629
2017-04-22,36.81887201735358
2017-04-23,40.36767895878525
2017-04-24,34.157266811279825
2017-04-25,40.81127982646421
2017-04-26,36.81887201735358
2017-04-27,34.600867678958785
2017-04-28,35.488069414316705
2017-04-29,36.81887201735358
2017-04-30,36.81887201735358
2017-05-01,35.931670281995665
2017-05-02,35.931670281995665
2017-05-03,37.26247288503254
2017-05-04,35.044468546637745
2017-05-05,39.92407809110629
2017-05-06,39.92407809110629
2017-05-07,35.931670281995665
2017-05-08,38.593275488069416
2017-05-09,34.600867678958785
2017-05-10,35.488069414316705
2017-05-11,38.149674620390456
2017-05-12,39.48047722342733
2017-05-13,37.7060737527115
2017-05-14,36.81887201735358
2017-05-15,35.488069414316705
2017-05-16,36.81887201735358
2017-05-17,38.149674620390456
2017-05-18,35.931670281995665
2017-05-19,38.593275488069416
2017-05-20,37.7060737527115
2017-05-21,37.7060737527115
2017-05-22,36.81887201735358
2017-05-23,34.600867678958785
2017-05-24,35.488069414316705
2017-05-25,39.48047722342733
2017-05-26,39.48047722342733
2017-05-27,36.37527114967462
2017-05-28,35.488069414316705
2017-05-29,33.713665943600866
2017-05-30,32.82646420824295
2017-05-31,35.931670281995665
2017-06-01,40.81127982646421
2017-06-02,40.81127982646421
2017-06-03,40.36767895878525
