date,trump strength
2016-05-01,5.126241134751774
2016-05-02,2.9574468085106385
2016-05-03,8.478014184397164
2016-05-04,2.9574468085106385
2016-05-05,4.534751773049646
2016-05-06,4.534751773049646
2016-05-07,10.449645390070922
2016-05-08,6.9007092198581566
2016-05-09,4.337588652482269
2016-05-10,0.0
2016-05-11,8.675177304964539
2016-05-12,4.337588652482269
2016-05-13,0.0
2016-05-14,6.70354609929078
2016-05-15,3.35177304964539
2016-05-16,2.9574468085106385
2016-05-17,4.337588652482269
2016-05-18,2.9574468085106385
2016-05-19,14.590070921985816
2016-05-20,2.9574468085106385
2016-05-21,3.35177304964539
2016-05-22,0.0
2016-05-23,2.9574468085106385
2016-05-24,4.337588652482269
2016-05-25,5.914893617021277
2016-05-26,2.9574468085106385
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,6.9007092198581566
2016-05-30,2.9574468085106385
2016-05-31,5.717730496453901
2016-06-01,2.9574468085106385
2016-06-02,0.0
2016-06-03,3.1546099290780143
2016-06-04,10.449645390070922
2016-06-05,8.478014184397164
2016-06-06,4.337588652482269
2016-06-07,4.337588652482269
2016-06-08,0.0
2016-06-09,2.9574468085106385
2016-06-10,3.1546099290780143
2016-06-11,5.126241134751774
2016-06-12,6.9007092198581566
2016-06-13,0.0
2016-06-14,5.717730496453901
2016-06-15,4.337588652482269
2016-06-16,4.337588652482269
2016-06-17,2.9574468085106385
2016-06-18,6.9007092198581566
2016-06-19,0.0
2016-06-20,2.9574468085106385
2016-06-21,5.717730496453901
2016-06-22,2.9574468085106385
2016-06-23,2.9574468085106385
2016-06-24,4.534751773049646
2016-06-25,6.9007092198581566
2016-06-26,3.35177304964539
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,2.9574468085106385
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,3.548936170212766
2016-07-04,3.1546099290780143
2016-07-05,0.0
2016-07-06,2.9574468085106385
2016-07-07,6.112056737588652
2016-07-08,3.1546099290780143
2016-07-09,3.548936170212766
2016-07-10,3.548936170212766
2016-07-11,5.914893617021277
2016-07-12,0.0
2016-07-13,2.9574468085106385
2016-07-14,0.0
2016-07-15,2.9574468085106385
2016-07-16,0.0
2016-07-17,3.548936170212766
2016-07-18,0.0
2016-07-19,16.561702127659576
2016-07-20,12.02695035460993
2016-07-21,10.646808510638298
2016-07-22,12.421276595744681
2016-07-23,10.646808510638298
2016-07-24,6.9007092198581566
2016-07-25,0.0
2016-07-26,4.534751773049646
2016-07-27,8.872340425531915
2016-07-28,0.0
2016-07-29,7.886524822695035
2016-07-30,5.323404255319149
2016-07-31,3.548936170212766
2016-08-01,2.9574468085106385
2016-08-02,8.872340425531915
2016-08-03,9.069503546099291
2016-08-04,9.069503546099291
2016-08-05,4.731914893617022
2016-08-06,5.323404255319149
2016-08-07,3.548936170212766
2016-08-08,5.914893617021277
2016-08-09,2.9574468085106385
2016-08-10,5.914893617021277
2016-08-11,2.9574468085106385
2016-08-12,6.309219858156029
2016-08-13,5.323404255319149
2016-08-14,3.548936170212766
2016-08-15,7.68936170212766
2016-08-16,4.337588652482269
2016-08-17,4.337588652482269
2016-08-18,2.9574468085106385
2016-08-19,2.9574468085106385
2016-08-20,3.35177304964539
2016-08-21,13.604255319148937
2016-08-22,4.337588652482269
2016-08-23,5.914893617021277
2016-08-24,2.9574468085106385
2016-08-25,2.9574468085106385
2016-08-26,3.1546099290780143
2016-08-27,3.35177304964539
2016-08-28,0.0
2016-08-29,2.9574468085106385
2016-08-30,0.0
2016-08-31,4.337588652482269
2016-09-01,8.675177304964539
2016-09-02,4.534751773049646
2016-09-03,5.126241134751774
2016-09-04,3.35177304964539
2016-09-05,2.9574468085106385
2016-09-06,0.0
2016-09-07,8.675177304964539
2016-09-08,2.9574468085106385
2016-09-09,0.0
2016-09-10,0.0
2016-09-11,6.70354609929078
2016-09-12,2.9574468085106385
2016-09-13,0.0
2016-09-14,5.717730496453901
2016-09-15,4.337588652482269
2016-09-16,2.9574468085106385
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,2.7602836879432626
2016-09-20,5.520567375886525
2016-09-21,0.0
2016-09-22,2.9574468085106385
2016-09-23,5.914893617021277
2016-09-24,0.0
2016-09-25,4.929078014184397
2016-09-26,5.520567375886525
2016-09-27,13.801418439716313
2016-09-28,6.9007092198581566
2016-09-29,7.097872340425532
2016-09-30,2.9574468085106385
2016-10-01,4.077304964539007
2016-10-02,7.231914893617022
2016-10-03,9.239007092198582
2016-10-04,10.71063829787234
2016-10-05,8.640425531914893
2016-10-06,5.760283687943263
2016-10-07,6.548936170212766
2016-10-08,10.041843971631206
2016-10-09,15.006382978723405
2016-10-10,20.358156028368796
2016-10-11,13.83049645390071
2016-10-12,7.35886524822695
2016-10-13,7.739007092198582
2016-10-14,8.83758865248227
2016-10-15,11.83049645390071
2016-10-16,8.943262411347519
2016-10-17,9.140425531914893
2016-10-18,4.0702127659574465
2016-10-19,11.900709219858157
2016-10-20,10.400709219858157
2016-10-21,11.576595744680851
2016-10-22,3.077304964539007
2016-10-23,5.865957446808511
2016-10-24,3.3801418439716313
2016-10-25,7.541843971631206
2016-10-26,9.260283687943263
2016-10-27,6.450354609929079
2016-10-28,11.675177304964539
2016-10-29,9.33049645390071
2016-10-30,4.077304964539007
2016-10-31,4.380141843971631
2016-11-01,9.7177304964539
2016-11-02,3.0
2016-11-03,7.0
2016-11-04,3.0
2016-11-05,0.0
2016-11-06,17.0
2016-11-07,7.0
2016-11-08,16.0
2016-11-09,100.0
2016-11-10,41.0
2016-11-11,25.0
2016-11-12,19.0
2016-11-13,20.0
2016-11-14,16.0
2016-11-15,18.0
2016-11-16,13.0
2016-11-17,9.0
2016-11-18,5.0
2016-11-19,7.0
2016-11-20,18.0
2016-11-21,6.0
2016-11-22,12.0
2016-11-23,7.0
2016-11-24,0.0
2016-11-25,6.0
2016-11-26,3.0
2016-11-27,7.0
2016-11-28,3.0
2016-11-29,7.0
2016-11-30,10.0
2016-12-01,3.0
2016-12-02,0.0
2016-12-03,7.0
2016-12-04,12.0
2016-12-05,6.0
2016-12-06,3.0
2016-12-07,9.0
2016-12-08,7.0
2016-12-09,6.0
2016-12-10,19.0
2016-12-11,9.0
2016-12-12,3.0
2016-12-13,9.0
2016-12-14,6.0
2016-12-15,3.0
2016-12-16,3.0
2016-12-17,3.0
2016-12-18,7.0
2016-12-19,6.0
2016-12-20,3.0
2016-12-21,0.0
2016-12-22,11.0
2016-12-23,13.0
2016-12-24,4.0
2016-12-25,4.0
2016-12-26,3.0
2016-12-27,3.0
2016-12-28,3.0
2016-12-29,3.0
2016-12-30,6.0
2016-12-31,4.0
2017-01-01,5.0
2017-01-02,3.0
2017-01-03,3.0
2017-01-04,3.0
2017-01-05,3.0
2017-01-06,9.0
2017-01-07,0.0
2017-01-08,3.0
2017-01-09,4.0
2017-01-10,4.0
2017-01-11,11.0
2017-01-12,10.0
2017-01-13,3.0
2017-01-14,7.0
2017-01-15,8.0
2017-01-16,11.0
2017-01-17,20.0
2017-01-18,4.0
2017-01-19,26.0
2017-01-20,42.0
2017-01-21,42.0
2017-01-22,21.0
2017-01-23,14.0
2017-01-24,13.0
2017-01-25,7.0
2017-01-26,19.0
2017-01-27,19.0
2017-01-28,15.0
2017-01-29,26.0
2017-01-30,14.0
2017-01-31,18.0
2017-02-01,8.0
2017-02-02,15.0
2017-02-03,6.0
2017-02-04,13.0
2017-02-05,5.0
2017-02-06,7.0
2017-02-07,8.0
2017-02-08,11.0
2017-02-09,11.0
2017-02-10,12.0
2017-02-11,7.0
2017-02-12,8.0
2017-02-13,22.0
2017-02-14,8.0
2017-02-15,13.0
2017-02-16,13.0
2017-02-17,16.0
2017-02-18,7.0
2017-02-19,7.0
2017-02-20,3.0
2017-02-21,8.0
2017-02-22,3.0
2017-02-23,8.0
2017-02-24,15.0
2017-02-25,7.0
2017-02-26,8.0
2017-02-27,10.0
2017-02-28,4.0
2017-03-01,12.771566901408452
2017-03-02,3.5713028169014085
2017-03-03,7.367957746478874
2017-03-04,3.8899647887323945
2017-03-05,3.013644366197183
2017-03-06,3.35431338028169
2017-03-07,8.983274647887324
2017-03-08,4.20862676056338
2017-03-09,6.925616197183099
2017-03-10,3.5713028169014085
2017-03-11,3.09330985915493
2017-03-12,7.917253521126761
2017-03-13,5.70862676056338
2017-03-14,4.35431338028169
2017-03-15,8.20862676056338
2017-03-16,6.35431338028169
2017-03-17,7.222271126760564
2017-03-18,9.41725352112676
2017-03-19,4.810299295774648
2017-03-20,11.63424295774648
2017-03-21,3.991637323943662
2017-03-22,4.128961267605634
2017-03-23,6.425616197183099
2017-03-24,7.30193661971831
2017-03-25,3.09330985915493
2017-03-26,3.8899647887323945
2017-03-27,6.70862676056338
2017-03-28,3.35431338028169
2017-03-29,5.642605633802817
2017-03-30,4.433978873239437
2017-03-31,4.150968309859155
2017-04-01,1.5
2017-04-02,4.779929577464789
2017-04-03,5.576584507042254
2017-04-04,2.7086267605633805
2017-04-05,4.142605633802817
2017-04-06,8.444542253521128
2017-04-07,11.471830985915494
2017-04-08,4.939260563380282
2017-04-09,9.878521126760564
