date,trump supporter
2016-05-01,3.9910112359550562
2016-05-02,10.975280898876404
2016-05-03,24.9438202247191
2016-05-04,13.968539325842697
2016-05-05,8.231460674157303
2016-05-06,8.480898876404494
2016-05-07,5.737078651685393
2016-05-08,2.49438202247191
2016-05-09,2.743820224719101
2016-05-10,3.741573033707865
2016-05-11,3.242696629213483
2016-05-12,2.993258426966292
2016-05-13,3.492134831460674
2016-05-14,2.743820224719101
2016-05-15,1.9955056179775281
2016-05-16,1.9955056179775281
2016-05-17,2.743820224719101
2016-05-18,2.49438202247191
2016-05-19,1.9955056179775281
2016-05-20,1.9955056179775281
2016-05-21,3.9910112359550562
2016-05-22,1.247191011235955
2016-05-23,0.9977528089887641
2016-05-24,2.49438202247191
2016-05-25,1.9955056179775281
2016-05-26,3.242696629213483
2016-05-27,3.492134831460674
2016-05-28,3.741573033707865
2016-05-29,2.244943820224719
2016-05-30,1.9955056179775281
2016-05-31,2.49438202247191
2016-06-01,1.9955056179775281
2016-06-02,2.993258426966292
2016-06-03,14.71685393258427
2016-06-04,14.217977528089888
2016-06-05,10.476404494382022
2016-06-06,6.734831460674157
2016-06-07,5.737078651685393
2016-06-08,7.233707865168539
2016-06-09,7.9820224719101125
2016-06-10,8.979775280898876
2016-06-11,4.98876404494382
2016-06-12,4.489887640449438
2016-06-13,2.49438202247191
2016-06-14,2.993258426966292
2016-06-15,1.746067415730337
2016-06-16,3.741573033707865
2016-06-17,5.238202247191011
2016-06-18,5.238202247191011
2016-06-19,4.98876404494382
2016-06-20,3.242696629213483
2016-06-21,3.9910112359550562
2016-06-22,4.489887640449438
2016-06-23,4.98876404494382
2016-06-24,3.9910112359550562
2016-06-25,3.242696629213483
2016-06-26,3.741573033707865
2016-06-27,2.743820224719101
2016-06-28,2.49438202247191
2016-06-29,2.743820224719101
2016-06-30,3.242696629213483
2016-07-01,2.743820224719101
2016-07-02,3.242696629213483
2016-07-03,2.49438202247191
2016-07-04,2.993258426966292
2016-07-05,2.49438202247191
2016-07-06,3.242696629213483
2016-07-07,2.993258426966292
2016-07-08,2.743820224719101
2016-07-09,2.743820224719101
2016-07-10,1.9955056179775281
2016-07-11,1.9955056179775281
2016-07-12,1.9955056179775281
2016-07-13,2.244943820224719
2016-07-14,2.49438202247191
2016-07-15,1.496629213483146
2016-07-16,2.993258426966292
2016-07-17,2.743820224719101
2016-07-18,4.98876404494382
2016-07-19,6.734831460674157
2016-07-20,6.734831460674157
2016-07-21,8.480898876404494
2016-07-22,8.979775280898876
2016-07-23,10.476404494382022
2016-07-24,6.485393258426966
2016-07-25,8.979775280898876
2016-07-26,9.97752808988764
2016-07-27,7.48314606741573
2016-07-28,8.979775280898876
2016-07-29,9.229213483146067
2016-07-30,5.487640449438202
2016-07-31,5.238202247191011
2016-08-01,5.986516853932584
2016-08-02,6.984269662921348
2016-08-03,8.231460674157303
2016-08-04,7.9820224719101125
2016-08-05,6.485393258426966
2016-08-06,5.737078651685393
2016-08-07,4.240449438202247
2016-08-08,3.741573033707865
2016-08-09,6.235955056179775
2016-08-10,7.48314606741573
2016-08-11,6.235955056179775
2016-08-12,5.986516853932584
2016-08-13,7.48314606741573
2016-08-14,4.98876404494382
2016-08-15,4.240449438202247
2016-08-16,4.98876404494382
2016-08-17,4.739325842696629
2016-08-18,4.739325842696629
2016-08-19,7.233707865168539
2016-08-20,7.48314606741573
2016-08-21,5.238202247191011
2016-08-22,3.9910112359550562
2016-08-23,4.739325842696629
2016-08-24,5.238202247191011
2016-08-25,8.480898876404494
2016-08-26,5.487640449438202
2016-08-27,5.238202247191011
2016-08-28,5.487640449438202
2016-08-29,5.238202247191011
2016-08-30,4.739325842696629
2016-08-31,4.240449438202247
2016-09-01,4.240449438202247
2016-09-02,3.9910112359550562
2016-09-03,5.487640449438202
2016-09-04,4.98876404494382
2016-09-05,3.242696629213483
2016-09-06,2.993258426966292
2016-09-07,3.492134831460674
2016-09-08,4.240449438202247
2016-09-09,4.240449438202247
2016-09-10,6.235955056179775
2016-09-11,5.487640449438202
2016-09-12,4.489887640449438
2016-09-13,9.478651685393258
2016-09-14,10.476404494382022
2016-09-15,6.485393258426966
2016-09-16,7.48314606741573
2016-09-17,5.986516853932584
2016-09-18,2.993258426966292
2016-09-19,4.240449438202247
2016-09-20,4.240449438202247
2016-09-21,6.984269662921348
2016-09-22,10.226966292134831
2016-09-23,10.725842696629213
2016-09-24,7.7325842696629215
2016-09-25,6.734831460674157
2016-09-26,6.734831460674157
2016-09-27,15.964044943820225
2016-09-28,9.728089887640449
2016-09-29,10.226966292134831
2016-09-30,10.725842696629213
2016-10-01,7.61685393258427
2016-10-02,7.367415730337079
2016-10-03,8.491011235955057
2016-10-04,6.992134831460675
2016-10-05,5.868539325842697
2016-10-06,5.742696629213484
2016-10-07,6.2438202247191015
2016-10-08,15.607865168539327
2016-10-09,13.859550561797754
2016-10-10,17.8561797752809
2016-10-11,20.85056179775281
2016-10-12,18.479775280898878
2016-10-13,18.603370786516855
2016-10-14,20.10112359550562
2016-10-15,18.853932584269664
2016-10-16,18.230337078651687
2016-10-17,13.858426966292136
2016-10-18,13.98426966292135
2016-10-19,13.734831460674158
2016-10-20,18.730337078651687
2016-10-21,9.98876404494382
2016-10-22,8.73932584269663
2016-10-23,15.107865168539327
2016-10-24,12.485393258426967
2016-10-25,11.61123595505618
2016-10-26,13.110112359550563
2016-10-27,11.986516853932585
2016-10-28,10.862921348314607
2016-10-29,20.85056179775281
2016-10-30,23.098876404494384
2016-10-31,20.476404494382024
2016-11-01,14.608988764044945
2016-11-02,18.0
2016-11-03,18.0
2016-11-04,16.0
2016-11-05,28.0
2016-11-06,29.0
2016-11-07,28.0
2016-11-08,31.0
2016-11-09,61.0
2016-11-10,74.0
2016-11-11,100.0
2016-11-12,61.0
2016-11-13,38.0
2016-11-14,32.0
2016-11-15,31.0
2016-11-16,27.0
2016-11-17,22.0
2016-11-18,18.0
2016-11-19,19.0
2016-11-20,16.0
2016-11-21,12.0
2016-11-22,12.0
2016-11-23,8.0
2016-11-24,7.0
2016-11-25,7.0
2016-11-26,9.0
2016-11-27,8.0
2016-11-28,19.0
2016-11-29,27.0
2016-11-30,13.0
2016-12-01,9.0
2016-12-02,11.0
2016-12-03,8.0
2016-12-04,5.0
2016-12-05,6.0
2016-12-06,6.0
2016-12-07,5.0
2016-12-08,5.0
2016-12-09,5.0
2016-12-10,4.0
2016-12-11,5.0
2016-12-12,4.0
2016-12-13,5.0
2016-12-14,6.0
2016-12-15,6.0
2016-12-16,5.0
2016-12-17,5.0
2016-12-18,4.0
2016-12-19,3.0
2016-12-20,4.0
2016-12-21,6.0
2016-12-22,5.0
2016-12-23,3.0
2016-12-24,4.0
2016-12-25,4.0
2016-12-26,3.0
2016-12-27,3.0
2016-12-28,4.0
2016-12-29,3.0
2016-12-30,3.0
2016-12-31,3.0
2017-01-01,3.0
2017-01-02,2.0
2017-01-03,3.0
2017-01-04,4.0
2017-01-05,51.0
2017-01-06,17.0
2017-01-07,9.0
2017-01-08,7.0
2017-01-09,8.0
2017-01-10,8.0
2017-01-11,6.0
2017-01-12,6.0
2017-01-13,4.0
2017-01-14,6.0
2017-01-15,5.0
2017-01-16,5.0
2017-01-17,6.0
2017-01-18,6.0
2017-01-19,8.0
2017-01-20,15.0
2017-01-21,19.0
2017-01-22,20.0
2017-01-23,41.0
2017-01-24,35.0
2017-01-25,19.0
2017-01-26,16.0
2017-01-27,12.0
2017-01-28,12.0
2017-01-29,16.0
2017-01-30,17.0
2017-01-31,24.0
2017-02-01,15.0
2017-02-02,18.0
2017-02-03,18.0
2017-02-04,12.0
2017-02-05,16.0
2017-02-06,25.0
2017-02-07,14.0
2017-02-08,11.0
2017-02-09,11.0
2017-02-10,11.0
2017-02-11,11.0
2017-02-12,9.0
2017-02-13,13.0
2017-02-14,10.0
2017-02-15,9.0
2017-02-16,9.0
2017-02-17,10.0
2017-02-18,10.0
2017-02-19,21.0
2017-02-20,12.0
2017-02-21,8.0
2017-02-22,5.0
2017-02-23,5.0
2017-02-24,7.0
2017-02-25,7.0
2017-02-26,6.0
2017-02-27,9.0
2017-02-28,4.0
2017-03-01,4.850299401197605
2017-03-02,4.350299401197605
2017-03-03,3.833233532934132
2017-03-04,4.256287425149701
2017-03-05,8.730538922155688
2017-03-06,7.54251497005988
2017-03-07,7.337425149700598
2017-03-08,5.726347305389222
2017-03-09,4.615269461077844
2017-03-10,3.098203592814371
2017-03-11,4.068263473053892
2017-03-12,4.756287425149701
2017-03-13,3.6152694610778444
2017-03-14,5.132335329341317
2017-03-15,3.974251497005988
2017-03-16,5.132335329341317
2017-03-17,4.162275449101797
2017-03-18,5.085329341317365
2017-03-19,3.7392215568862275
2017-03-20,5.226347305389222
2017-03-21,5.085329341317365
2017-03-22,5.179341317365269
2017-03-23,4.145209580838324
2017-03-24,5.038323353293413
2017-03-25,6.196407185628742
2017-03-26,6.14940119760479
2017-03-27,4.068263473053892
2017-03-28,5.867365269461078
2017-03-29,4.115269461077844
2017-03-30,3.833233532934132
2017-03-31,4.4443113772455085
2017-04-01,3.6452095808383236
2017-04-02,3.384431137724551
2017-04-03,2.3502994011976046
2017-04-04,3.7604790419161676
2017-04-05,4.888622754491018
2017-04-06,4.794610778443114
2017-04-07,3.2904191616766467
2017-04-08,3.1964071856287424
2017-04-09,1.9742514970059881
2017-04-10,3.478443113772455
2017-04-11,3.478443113772455
2017-04-12,1.8802395209580838
2017-04-13,3.008383233532934
2017-04-14,2.3502994011976046
2017-04-15,2.5383233532934133
2017-04-16,3.6664670658682637
2017-04-17,4.04251497005988
2017-04-18,3.478443113772455
2017-04-19,3.854491017964072
2017-04-20,3.6664670658682637
2017-04-21,2.2562874251497007
2017-04-22,3.008383233532934
2017-04-23,3.008383233532934
2017-04-24,1.5982035928143712
2017-04-25,2.632335329341317
