date,trump putin
2016-08-09,1.7822878228782288
2016-08-10,1.7822878228782288
2016-08-11,1.5276752767527675
2016-08-12,1.2730627306273061
2016-08-13,1.2730627306273061
2016-08-14,1.2730627306273061
2016-08-15,4.07380073800738
2016-08-16,3.819188191881919
2016-08-17,2.03690036900369
2016-08-18,1.7822878228782288
2016-08-19,1.5276752767527675
2016-08-20,1.018450184501845
2016-08-21,1.018450184501845
2016-08-22,1.018450184501845
2016-08-23,1.018450184501845
2016-08-24,0.7638376383763837
2016-08-25,1.2730627306273061
2016-08-26,0.7638376383763837
2016-08-27,0.5092250922509225
2016-08-28,0.7638376383763837
2016-08-29,1.018450184501845
2016-08-30,0.7638376383763837
2016-08-31,1.018450184501845
2016-09-01,1.2730627306273061
2016-09-02,1.018450184501845
2016-09-03,0.7638376383763837
2016-09-04,0.7638376383763837
2016-09-05,1.018450184501845
2016-09-06,1.018450184501845
2016-09-07,1.5276752767527675
2016-09-08,5.601476014760148
2016-09-09,6.874538745387453
2016-09-10,4.583025830258302
2016-09-11,2.291512915129151
2016-09-12,2.03690036900369
2016-09-13,2.03690036900369
2016-09-14,2.291512915129151
2016-09-15,2.03690036900369
2016-09-16,2.291512915129151
2016-09-17,1.2730627306273061
2016-09-18,1.5276752767527675
2016-09-19,1.2730627306273061
2016-09-20,1.2730627306273061
2016-09-21,1.2730627306273061
2016-09-22,1.018450184501845
2016-09-23,1.2730627306273061
2016-09-24,1.018450184501845
2016-09-25,1.018450184501845
2016-09-26,1.7822878228782288
2016-09-27,3.5645756457564577
2016-09-28,1.5276752767527675
2016-09-29,1.5276752767527675
2016-09-30,1.2730627306273061
2016-10-01,1.136531365313653
2016-10-02,1.136531365313653
2016-10-03,1.636531365313653
2016-10-04,1.2638376383763839
2016-10-05,7.064575645756458
2016-10-06,1.8911439114391144
2016-10-07,1.8911439114391144
2016-10-08,2.018450184501845
2016-10-09,2.018450184501845
2016-10-10,6.555350553505535
2016-10-11,6.8099630996309966
2016-10-12,4.918819188191882
2016-10-13,6.937269372693727
2016-10-14,4.1642066420664205
2016-10-15,3.9095940959409594
2016-10-16,3.9095940959409594
2016-10-17,3.282287822878229
2016-10-18,3.9095940959409594
2016-10-19,3.9095940959409594
2016-10-20,25.230627306273064
2016-10-21,7.946494464944649
2016-10-22,5.046125461254612
2016-10-23,3.4095940959409594
2016-10-24,2.900369003690037
2016-10-25,2.900369003690037
2016-10-26,2.900369003690037
2016-10-27,3.0276752767527677
2016-10-28,3.0276752767527677
2016-10-29,2.6457564575645756
2016-10-30,2.273062730627306
2016-10-31,3.282287822878229
2016-11-01,5.046125461254612
2016-11-02,4.0
2016-11-03,3.0
2016-11-04,4.0
2016-11-05,4.0
2016-11-06,9.0
2016-11-07,5.0
2016-11-08,8.0
2016-11-09,100.0
2016-11-10,42.0
2016-11-11,23.0
2016-11-12,15.0
2016-11-13,12.0
2016-11-14,11.0
2016-11-15,12.0
2016-11-16,8.0
2016-11-17,6.0
2016-11-18,6.0
2016-11-19,5.0
2016-11-20,5.0
2016-11-21,4.0
2016-11-22,4.0
2016-11-23,4.0
2016-11-24,3.0
2016-11-25,3.0
2016-11-26,3.0
2016-11-27,3.0
2016-11-28,3.0
2016-11-29,2.0
2016-11-30,2.0
2016-12-01,3.0
2016-12-02,3.0
2016-12-03,2.0
2016-12-04,3.0
2016-12-05,2.0
2016-12-06,2.0
2016-12-07,2.0
2016-12-08,2.0
2016-12-09,2.0
2016-12-10,5.0
2016-12-11,6.0
2016-12-12,6.0
2016-12-13,6.0
2016-12-14,5.0
2016-12-15,12.0
2016-12-16,8.0
2016-12-17,8.0
2016-12-18,18.0
2016-12-19,11.0
2016-12-20,8.0
2016-12-21,5.0
2016-12-22,5.0
2016-12-23,16.0
2016-12-24,15.0
2016-12-25,7.0
2016-12-26,4.0
2016-12-27,3.0
2016-12-28,3.0
2016-12-29,4.0
2016-12-30,11.0
2016-12-31,16.0
2017-01-01,7.0
2017-01-02,5.0
2017-01-03,4.0
2017-01-04,4.0
2017-01-05,4.0
2017-01-06,6.0
2017-01-07,9.0
2017-01-08,7.0
2017-01-09,5.0
2017-01-10,5.0
2017-01-11,13.0
2017-01-12,9.0
2017-01-13,6.0
2017-01-14,6.0
2017-01-15,9.0
2017-01-16,7.0
2017-01-17,9.0
2017-01-18,11.0
2017-01-19,8.0
2017-01-20,15.0
2017-01-21,13.0
2017-01-22,14.0
2017-01-23,9.0
2017-01-24,6.0
2017-01-25,6.0
2017-01-26,6.0
2017-01-27,9.0
2017-01-28,17.0
2017-01-29,18.0
2017-01-30,9.0
2017-01-31,7.0
2017-02-01,6.0
2017-02-02,8.0
2017-02-03,8.0
2017-02-04,5.0
2017-02-05,13.0
2017-02-06,12.0
2017-02-07,11.0
2017-02-08,7.0
2017-02-09,7.0
2017-02-10,8.0
2017-02-11,6.0
2017-02-12,5.0
2017-02-13,4.0
2017-02-14,7.0
2017-02-15,10.0
2017-02-16,10.0
2017-02-17,7.0
2017-02-18,5.0
2017-02-19,5.0
2017-02-20,5.0
2017-02-21,5.0
2017-02-22,4.0
2017-02-23,3.0
2017-02-24,3.0
2017-02-25,3.0
2017-02-26,4.0
2017-02-27,3.0
2017-02-28,4.0
2017-03-01,3.8963178294573644
2017-03-02,5.094961240310077
2017-03-03,5.9941860465116275
2017-03-04,6.0939922480620154
2017-03-05,4.595930232558139
2017-03-06,3.8963178294573644
2017-03-07,3.0968992248062017
2017-03-08,2.8972868217054266
2017-03-09,2.8972868217054266
2017-03-10,2.7974806201550386
2017-03-11,2.7974806201550386
2017-03-12,2.697674418604651
2017-03-13,2.0978682170542635
2017-03-14,2.8972868217054266
2017-03-15,3.0968992248062017
2017-03-16,2.0978682170542635
2017-03-17,3.0968992248062017
2017-03-18,2.7974806201550386
2017-03-19,2.7974806201550386
2017-03-20,3.196705426356589
2017-03-21,2.9970930232558137
2017-03-22,2.9970930232558137
2017-03-23,2.9970930232558137
2017-03-24,3.196705426356589
2017-03-25,2.7974806201550386
2017-03-26,3.196705426356589
2017-03-27,3.0968992248062017
2017-03-28,2.197674418604651
2017-03-29,2.0978682170542635
2017-03-30,3.0968992248062017
2017-03-31,3.196705426356589
2017-04-01,2.2974806201550386
2017-04-02,2.395348837209302
2017-04-03,3.193798449612403
2017-04-04,3.593023255813953
2017-04-05,2.5949612403100772
2017-04-06,3.7926356589147288
2017-04-07,18.96317829457364
2017-04-08,10.379844961240309
2017-04-09,8.583333333333334
2017-04-10,7.784883720930233
2017-04-11,6.786821705426356
2017-04-12,10.978682170542635
2017-04-13,6.786821705426356
2017-04-14,5.589147286821706
2017-04-15,4.790697674418604
2017-04-16,4.391472868217054
2017-04-17,3.593023255813953
2017-04-18,2.994186046511628
2017-04-19,2.5949612403100772
2017-04-20,4.391472868217054
2017-04-21,2.5949612403100772
2017-04-22,2.195736434108527
2017-04-23,2.395348837209302
2017-04-24,2.395348837209302
2017-04-25,2.395348837209302
2017-04-26,2.395348837209302
2017-04-27,2.5949612403100772
2017-04-28,1.7965116279069766
2017-04-29,1.5968992248062015
2017-04-30,1.7965116279069766
2017-05-01,1.996124031007752
2017-05-02,7.3856589147286815
2017-05-03,7.5852713178294575
2017-05-04,4.790697674418604
2017-05-05,3.393410852713178
2017-05-06,4.990310077519379
2017-05-07,3.7926356589147288
2017-05-08,2.794573643410853
2017-05-09,2.395348837209302
2017-05-10,3.193798449612403
2017-05-11,3.992248062015504
2017-05-12,2.5949612403100772
2017-05-13,2.994186046511628
2017-05-14,2.5949612403100772
2017-05-15,2.994186046511628
2017-05-16,4.591085271317829
2017-05-17,19.961240310077518
2017-05-18,18.96317829457364
2017-05-19,5.589147286821706
2017-05-20,3.393410852713178
2017-05-21,2.195736434108527
2017-05-22,2.195736434108527
2017-05-23,2.395348837209302
2017-05-24,3.393410852713178
2017-05-25,3.393410852713178
2017-05-26,2.5949612403100772
2017-05-27,2.5949612403100772
2017-05-28,2.195736434108527
2017-05-29,6.187984496124031
2017-05-30,4.391472868217054
2017-05-31,2.994186046511628
2017-06-01,4.391472868217054
2017-06-02,7.984496124031008
2017-06-03,5.3895348837209305
