date,hillary clinton conference
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,1.492063492063492
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,1.492063492063492
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,1.492063492063492
2016-05-14,0.0
2016-05-15,4.476190476190476
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,2.984126984126984
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,2.984126984126984
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,4.476190476190476
2016-05-26,2.984126984126984
2016-05-27,1.492063492063492
2016-05-28,0.0
2016-05-29,1.492063492063492
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,2.984126984126984
2016-06-02,6.714285714285714
2016-06-03,4.476190476190476
2016-06-04,1.492063492063492
2016-06-05,1.492063492063492
2016-06-06,0.0
2016-06-07,2.984126984126984
2016-06-08,5.222222222222222
2016-06-09,2.984126984126984
2016-06-10,4.476190476190476
2016-06-11,0.0
2016-06-12,2.984126984126984
2016-06-13,2.984126984126984
2016-06-14,5.222222222222222
2016-06-15,1.492063492063492
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,1.492063492063492
2016-06-19,0.0
2016-06-20,1.492063492063492
2016-06-21,1.492063492063492
2016-06-22,0.0
2016-06-23,1.492063492063492
2016-06-24,2.984126984126984
2016-06-25,1.492063492063492
2016-06-26,1.492063492063492
2016-06-27,0.0
2016-06-28,1.492063492063492
2016-06-29,0.0
2016-06-30,1.492063492063492
2016-07-01,1.492063492063492
2016-07-02,0.0
2016-07-03,2.984126984126984
2016-07-04,1.492063492063492
2016-07-05,14.174603174603174
2016-07-06,7.4603174603174605
2016-07-07,11.19047619047619
2016-07-08,10.444444444444445
2016-07-09,1.492063492063492
2016-07-10,1.492063492063492
2016-07-11,0.0
2016-07-12,2.984126984126984
2016-07-13,1.492063492063492
2016-07-14,4.476190476190476
2016-07-15,4.476190476190476
2016-07-16,0.0
2016-07-17,8.206349206349206
2016-07-18,2.984126984126984
2016-07-19,4.476190476190476
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,10.444444444444445
2016-07-23,8.206349206349206
2016-07-24,2.984126984126984
2016-07-25,5.222222222222222
2016-07-26,4.476190476190476
2016-07-27,30.58730158730159
2016-07-28,12.682539682539684
2016-07-29,22.38095238095238
2016-07-30,8.206349206349206
2016-07-31,5.222222222222222
2016-08-01,6.714285714285714
2016-08-02,5.968253968253968
2016-08-03,6.714285714285714
2016-08-04,1.492063492063492
2016-08-05,11.936507936507937
2016-08-06,14.920634920634921
2016-08-07,1.492063492063492
2016-08-08,68.63492063492063
2016-08-09,74.60317460317461
2016-08-10,6.714285714285714
2016-08-11,4.476190476190476
2016-08-12,2.984126984126984
2016-08-13,1.492063492063492
2016-08-14,2.984126984126984
2016-08-15,0.0
2016-08-16,1.492063492063492
2016-08-17,4.476190476190476
2016-08-18,2.984126984126984
2016-08-19,2.984126984126984
2016-08-20,0.0
2016-08-21,1.492063492063492
2016-08-22,6.714285714285714
2016-08-23,11.19047619047619
2016-08-24,5.222222222222222
2016-08-25,14.174603174603174
2016-08-26,12.682539682539684
2016-08-27,1.492063492063492
2016-08-28,1.492063492063492
2016-08-29,3.7301587301587302
2016-08-30,1.492063492063492
2016-08-31,5.222222222222222
2016-09-01,5.222222222222222
2016-09-02,11.19047619047619
2016-09-03,9.6984126984127
2016-09-04,1.492063492063492
2016-09-05,9.6984126984127
2016-09-06,13.428571428571429
2016-09-07,2.984126984126984
2016-09-08,42.523809523809526
2016-09-09,15.666666666666668
2016-09-10,15.666666666666668
2016-09-11,4.476190476190476
2016-09-12,16.41269841269841
2016-09-13,9.6984126984127
2016-09-14,10.444444444444445
2016-09-15,17.904761904761905
2016-09-16,9.6984126984127
2016-09-17,1.492063492063492
2016-09-18,10.444444444444445
2016-09-19,14.920634920634921
2016-09-20,10.444444444444445
2016-09-21,5.222222222222222
2016-09-22,1.492063492063492
2016-09-23,4.476190476190476
2016-09-24,1.492063492063492
2016-09-25,1.492063492063492
2016-09-26,3.7301587301587302
2016-09-27,6.714285714285714
2016-09-28,0.0
2016-09-29,3.7301587301587302
2016-09-30,1.492063492063492
2016-10-01,4.238095238095238
2016-10-02,1.5
2016-10-03,4.365079365079366
2016-10-04,6.111111111111111
2016-10-05,5.73015873015873
2016-10-06,2.0
2016-10-07,1.246031746031746
2016-10-08,4.484126984126984
2016-10-09,9.722222222222221
2016-10-10,24.03968253968254
2016-10-11,6.857142857142858
2016-10-12,3.0
2016-10-13,1.246031746031746
2016-10-14,5.357142857142858
2016-10-15,2.246031746031746
2016-10-16,1.0
2016-10-17,3.611111111111111
2016-10-18,6.73015873015873
2016-10-19,1.746031746031746
2016-10-20,4.611111111111111
2016-10-21,3.865079365079365
2016-10-22,0.0
2016-10-23,2.746031746031746
2016-10-24,3.492063492063492
2016-10-25,1.246031746031746
2016-10-26,1.0
2016-10-27,1.746031746031746
2016-10-28,19.460317460317462
2016-10-29,35.285714285714285
2016-10-30,3.992063492063492
2016-10-31,7.722222222222222
2016-11-01,7.603174603174603
2016-11-02,9.0
2016-11-03,4.0
2016-11-04,8.0
2016-11-05,5.0
2016-11-06,6.0
2016-11-07,6.0
2016-11-08,4.0
2016-11-09,100.0
2016-11-10,11.0
2016-11-11,5.0
2016-11-12,8.0
2016-11-13,6.0
2016-11-14,2.0
2016-11-15,5.0
2016-11-16,4.0
2016-11-17,6.0
2016-11-18,11.0
2016-11-19,4.0
2016-11-20,5.0
2016-11-21,1.0
2016-11-22,5.0
2016-11-23,2.0
2016-11-24,3.0
2016-11-25,0.0
2016-11-26,3.0
2016-11-27,3.0
2016-11-28,3.0
2016-11-29,1.0
2016-11-30,1.0
2016-12-01,1.0
2016-12-02,1.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,2.0
2016-12-06,1.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,3.0
2016-12-10,0.0
2016-12-11,1.0
2016-12-12,1.0
2016-12-13,2.0
2016-12-14,1.0
2016-12-15,2.0
2016-12-16,3.0
2016-12-17,3.0
2016-12-18,1.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,1.0
2016-12-22,1.0
2016-12-23,3.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,1.0
2016-12-27,0.0
2016-12-28,1.0
2016-12-29,0.0
2016-12-30,1.0
2016-12-31,5.0
2017-01-01,2.0
2017-01-02,0.0
2017-01-03,2.0
2017-01-04,2.0
2017-01-05,1.0
2017-01-06,0.0
2017-01-07,1.0
2017-01-08,3.0
2017-01-09,1.0
