date,obama pizza
2016-05-01,51.50501672240802
2016-05-02,25.75250836120401
2016-05-03,18.026755852842808
2016-05-04,9.270903010033445
2016-05-05,7.725752508361204
2016-05-06,5.665551839464883
2016-05-07,17.51170568561873
2016-05-08,6.695652173913043
2016-05-09,10.816053511705686
2016-05-10,0.0
2016-05-11,5.665551839464883
2016-05-12,10.816053511705686
2016-05-13,9.270903010033445
2016-05-14,4.120401337792642
2016-05-15,8.240802675585284
2016-05-16,5.665551839464883
2016-05-17,5.150501672240803
2016-05-18,10.816053511705686
2016-05-19,5.665551839464883
2016-05-20,9.785953177257525
2016-05-21,8.755852842809364
2016-05-22,14.936454849498327
2016-05-23,12.876254180602006
2016-05-24,9.270903010033445
2016-05-25,7.210702341137123
2016-05-26,23.17725752508361
2016-05-27,13.391304347826086
2016-05-28,8.755852842809364
2016-05-29,17.51170568561873
2016-05-30,3.6053511705685617
2016-05-31,9.270903010033445
2016-06-01,14.421404682274247
2016-06-02,12.876254180602006
2016-06-03,17.51170568561873
2016-06-04,13.391304347826086
2016-06-05,6.695652173913043
2016-06-06,3.6053511705685617
2016-06-07,5.665551839464883
2016-06-08,14.936454849498327
2016-06-09,16.996655518394647
2016-06-10,21.11705685618729
2016-06-11,10.816053511705686
2016-06-12,31.933110367892976
2016-06-13,7.210702341137123
2016-06-14,18.026755852842808
2016-06-15,9.270903010033445
2016-06-16,11.331103678929766
2016-06-17,11.331103678929766
2016-06-18,10.816053511705686
2016-06-19,8.755852842809364
2016-06-20,10.816053511705686
2016-06-21,9.270903010033445
2016-06-22,3.6053511705685617
2016-06-23,11.331103678929766
2016-06-24,9.785953177257525
2016-06-25,4.635451505016722
2016-06-26,12.876254180602006
2016-06-27,3.6053511705685617
2016-06-28,7.210702341137123
2016-06-29,3.6053511705685617
2016-06-30,9.270903010033445
2016-07-01,7.725752508361204
2016-07-02,4.635451505016722
2016-07-03,4.635451505016722
2016-07-04,11.846153846153847
2016-07-05,11.331103678929766
2016-07-06,3.6053511705685617
2016-07-07,7.725752508361204
2016-07-08,7.725752508361204
2016-07-09,8.755852842809364
2016-07-10,4.635451505016722
2016-07-11,5.665551839464883
2016-07-12,9.270903010033445
2016-07-13,14.936454849498327
2016-07-14,0.0
2016-07-15,9.785953177257525
2016-07-16,10.816053511705686
2016-07-17,11.331103678929766
2016-07-18,9.270903010033445
2016-07-19,20.60200668896321
