date,strength
2016-05-01,87.58782287822878
2016-05-02,91.52435424354243
2016-05-03,92.50848708487085
2016-05-04,86.60369003690037
2016-05-05,86.60369003690037
2016-05-06,81.6830258302583
2016-05-07,78.73062730627306
2016-05-08,84.63542435424354
2016-05-09,90.54022140221402
2016-05-10,93.49261992619927
2016-05-11,92.50848708487085
2016-05-12,92.50848708487085
2016-05-13,83.65129151291512
2016-05-14,71.84169741697417
2016-05-15,80.69889298892988
2016-05-16,84.63542435424354
2016-05-17,91.52435424354243
2016-05-18,89.55608856088561
2016-05-19,90.54022140221402
2016-05-20,80.69889298892988
2016-05-21,71.84169741697417
2016-05-22,79.71476014760148
2016-05-23,84.63542435424354
2016-05-24,85.61955719557196
2016-05-25,87.58782287822878
2016-05-26,89.55608856088561
2016-05-27,78.73062730627306
2016-05-28,72.82583025830259
2016-05-29,73.80996309963099
2016-05-30,77.74649446494465
2016-05-31,95.46088560885609
2016-06-01,86.60369003690037
2016-06-02,85.61955719557196
2016-06-03,79.71476014760148
2016-06-04,75.77822878228783
2016-06-05,79.71476014760148
2016-06-06,80.69889298892988
2016-06-07,85.61955719557196
2016-06-08,80.69889298892988
2016-06-09,81.6830258302583
2016-06-10,80.69889298892988
2016-06-11,70.85756457564575
2016-06-12,72.82583025830259
2016-06-13,81.6830258302583
2016-06-14,87.58782287822878
2016-06-15,88.5719557195572
2016-06-16,80.69889298892988
2016-06-17,76.76236162361623
2016-06-18,76.76236162361623
2016-06-19,78.73062730627306
2016-06-20,78.73062730627306
2016-06-21,87.58782287822878
2016-06-22,83.65129151291512
2016-06-23,84.63542435424354
2016-06-24,78.73062730627306
2016-06-25,67.90516605166052
2016-06-26,75.77822878228783
2016-06-27,79.71476014760148
2016-06-28,84.63542435424354
2016-06-29,80.69889298892988
2016-06-30,79.71476014760148
2016-07-01,75.77822878228783
2016-07-02,67.90516605166052
2016-07-03,72.82583025830259
2016-07-04,70.85756457564575
2016-07-05,75.77822878228783
2016-07-06,80.69889298892988
2016-07-07,76.76236162361623
2016-07-08,71.84169741697417
2016-07-09,72.82583025830259
2016-07-10,72.82583025830259
2016-07-11,81.6830258302583
2016-07-12,83.65129151291512
2016-07-13,85.61955719557196
2016-07-14,83.65129151291512
2016-07-15,76.76236162361623
2016-07-16,73.80996309963099
2016-07-17,83.65129151291512
2016-07-18,86.60369003690037
2016-07-19,87.58782287822878
2016-07-20,90.54022140221402
2016-07-21,85.61955719557196
2016-07-22,80.69889298892988
2016-07-23,73.80996309963099
2016-07-24,87.58782287822878
2016-07-25,88.5719557195572
2016-07-26,93.49261992619927
2016-07-27,87.58782287822878
2016-07-28,89.55608856088561
2016-07-29,78.73062730627306
2016-07-30,78.73062730627306
2016-07-31,79.71476014760148
2016-08-01,84.63542435424354
2016-08-02,88.5719557195572
2016-08-03,90.54022140221402
2016-08-04,87.58782287822878
2016-08-05,77.74649446494465
2016-08-06,75.77822878228783
2016-08-07,76.76236162361623
2016-08-08,82.66715867158672
2016-08-09,89.55608856088561
2016-08-10,85.61955719557196
2016-08-11,84.63542435424354
2016-08-12,78.73062730627306
2016-08-13,70.85756457564575
2016-08-14,78.73062730627306
2016-08-15,85.61955719557196
2016-08-16,83.65129151291512
2016-08-17,88.5719557195572
2016-08-18,84.63542435424354
2016-08-19,78.73062730627306
2016-08-20,73.80996309963099
2016-08-21,78.73062730627306
2016-08-22,90.54022140221402
2016-08-23,92.50848708487085
2016-08-24,88.5719557195572
2016-08-25,90.54022140221402
2016-08-26,82.66715867158672
2016-08-27,77.74649446494465
2016-08-28,84.63542435424354
2016-08-29,88.5719557195572
2016-08-30,91.52435424354243
2016-08-31,90.54022140221402
2016-09-01,83.65129151291512
2016-09-02,85.61955719557196
2016-09-03,70.85756457564575
2016-09-04,87.58782287822878
2016-09-05,82.66715867158672
2016-09-06,88.5719557195572
2016-09-07,91.52435424354243
2016-09-08,92.50848708487085
2016-09-09,84.63542435424354
2016-09-10,74.79409594095941
2016-09-11,80.69889298892988
2016-09-12,87.58782287822878
2016-09-13,91.52435424354243
2016-09-14,87.58782287822878
2016-09-15,88.5719557195572
2016-09-16,79.71476014760148
2016-09-17,71.84169741697417
2016-09-18,81.6830258302583
2016-09-19,91.52435424354243
2016-09-20,91.52435424354243
2016-09-21,90.54022140221402
2016-09-22,89.55608856088561
2016-09-23,83.65129151291512
2016-09-24,74.79409594095941
2016-09-25,83.65129151291512
2016-09-26,85.61955719557196
2016-09-27,93.49261992619927
2016-09-28,90.54022140221402
2016-09-29,92.50848708487085
2016-09-30,80.69889298892988
2016-10-01,73.38118081180812
2016-10-02,76.38118081180812
2016-10-03,88.7859778597786
2016-10-04,90.26217712177122
2016-10-05,97.70664206642067
2016-10-06,92.24630996309963
2016-10-07,83.33357933579336
2016-10-08,69.92878228782288
2016-10-09,74.90498154981549
2016-10-10,83.83357933579336
2016-10-11,84.31771217712176
2016-10-12,90.2780442804428
2016-10-13,90.2780442804428
2016-10-14,82.84944649446494
2016-10-15,71.92084870848709
2016-10-16,83.80977859778598
2016-10-17,90.770110701107
2016-10-18,93.24630996309963
2016-10-19,93.26217712177122
2016-10-20,86.8018450184502
2016-10-21,81.80977859778598
2016-10-22,70.41291512915129
2016-10-23,74.92878228782288
2016-10-24,86.7780442804428
2016-10-25,88.24630996309963
2016-10-26,86.7939114391144
2016-10-27,86.30977859778598
2016-10-28,78.88118081180812
2016-10-29,68.45258302583025
2016-10-30,75.40498154981549
2016-10-31,82.86531365313652
2016-11-01,87.81771217712176
2016-11-02,91.0
2016-11-03,88.0
2016-11-04,86.0
2016-11-05,71.0
2016-11-06,80.0
2016-11-07,89.0
2016-11-08,85.0
2016-11-09,80.0
2016-11-10,86.0
2016-11-11,76.0
2016-11-12,71.0
2016-11-13,77.0
2016-11-14,86.0
2016-11-15,95.0
2016-11-16,97.0
2016-11-17,86.0
2016-11-18,84.0
2016-11-19,69.0
2016-11-20,80.0
2016-11-21,87.0
2016-11-22,89.0
2016-11-23,82.0
2016-11-24,67.0
2016-11-25,67.0
2016-11-26,72.0
2016-11-27,78.0
2016-11-28,90.0
2016-11-29,90.0
2016-11-30,89.0
2016-12-01,90.0
2016-12-02,84.0
2016-12-03,73.0
2016-12-04,84.0
2016-12-05,92.0
2016-12-06,90.0
2016-12-07,91.0
2016-12-08,91.0
2016-12-09,76.0
2016-12-10,62.0
2016-12-11,75.0
2016-12-12,82.0
2016-12-13,88.0
2016-12-14,88.0
2016-12-15,82.0
2016-12-16,74.0
2016-12-17,65.0
2016-12-18,71.0
2016-12-19,77.0
2016-12-20,77.0
2016-12-21,73.0
2016-12-22,73.0
2016-12-23,66.0
2016-12-24,61.0
2016-12-25,57.0
2016-12-26,63.0
2016-12-27,72.0
2016-12-28,79.0
2016-12-29,75.0
2016-12-30,72.0
2016-12-31,70.0
2017-01-01,68.0
2017-01-02,77.0
2017-01-03,85.0
2017-01-04,92.0
2017-01-05,88.0
2017-01-06,85.0
2017-01-07,77.0
2017-01-08,78.0
2017-01-09,86.0
2017-01-10,88.0
2017-01-11,92.0
2017-01-12,89.0
2017-01-13,83.0
2017-01-14,73.0
2017-01-15,75.0
2017-01-16,83.0
2017-01-17,97.0
2017-01-18,95.0
2017-01-19,96.0
2017-01-20,83.0
2017-01-21,77.0
2017-01-22,87.0
2017-01-23,95.0
2017-01-24,98.0
2017-01-25,89.0
2017-01-26,91.0
2017-01-27,87.0
2017-01-28,76.0
2017-01-29,82.0
2017-01-30,90.0
2017-01-31,95.0
2017-02-01,93.0
2017-02-02,88.0
2017-02-03,84.0
2017-02-04,80.0
2017-02-05,81.0
2017-02-06,90.0
2017-02-07,96.0
2017-02-08,95.0
2017-02-09,94.0
2017-02-10,85.0
2017-02-11,76.0
2017-02-12,80.0
2017-02-13,89.0
2017-02-14,86.0
2017-02-15,91.0
2017-02-16,96.0
2017-02-17,85.0
2017-02-18,75.0
2017-02-19,80.0
2017-02-20,87.0
2017-02-21,93.0
2017-02-22,98.0
2017-02-23,89.0
2017-02-24,87.0
2017-02-25,73.0
2017-02-26,84.0
2017-02-27,97.0
2017-02-28,95.0
2017-03-01,93.96636851520572
2017-03-02,93.46636851520572
2017-03-03,86.46923076923076
2017-03-04,75.4731663685152
2017-03-05,82.47030411449016
2017-03-06,93.96636851520572
2017-03-07,93.96601073345259
2017-03-08,98.96493738819319
2017-03-09,92.46672629695885
2017-03-10,81.97030411449016
2017-03-11,73.9742397137746
2017-03-12,79.97137745974955
2017-03-13,88.46815742397138
2017-03-14,91.96708407871199
2017-03-15,89.46779964221824
2017-03-16,89.46744186046512
2017-03-17,79.97066189624329
2017-03-18,73.47388193202147
2017-03-19,81.97066189624329
2017-03-20,93.46708407871199
2017-03-21,94.46565295169947
2017-03-22,90.96708407871199
2017-03-23,91.46779964221824
2017-03-24,83.47030411449016
2017-03-25,76.97280858676207
2017-03-26,83.96994633273704
2017-03-27,92.46672629695885
2017-03-28,95.96636851520572
2017-03-29,94.96601073345259
2017-03-30,95.96565295169947
2017-03-31,85.96923076923076
2017-04-01,70.9742397137746
2017-04-02,84.9391771019678
2017-04-03,87.93703041144902
2017-04-04,94.93202146690518
2017-04-05,90.93488372093023
2017-04-06,91.93416815742397
2017-04-07,83.93989266547406
2017-04-08,73.94704830053666
2017-04-09,79.9427549194991
2017-04-10,90.93488372093023
2017-04-11,95.93130590339892
2017-04-12,94.93202146690518
2017-04-13,84.9391771019678
2017-04-14,80.94203935599285
2017-04-15,78.94347048300536
2017-04-16,75.94561717352414
2017-04-17,91.93416815742397
2017-04-18,88.93631484794275
2017-04-19,90.93488372093023
2017-04-20,90.93488372093023
2017-04-21,88.93631484794275
2017-04-22,76.94490161001788
2017-04-23,82.94060822898032
2017-04-24,94.93202146690518
2017-04-25,96.93059033989266
2017-04-26,92.9334525939177
2017-04-27,91.93416815742397
2017-04-28,88.93631484794275
2017-04-29,76.94490161001788
2017-04-30,82.94060822898032
2017-05-01,99.92844364937388
2017-05-02,93.93273703041145
2017-05-03,91.93416815742397
2017-05-04,90.93488372093023
2017-05-05,83.93989266547406
2017-05-06,74.9463327370304
2017-05-07,80.94203935599285
2017-05-08,90.93488372093023
2017-05-09,92.9334525939177
2017-05-10,88.93631484794275
2017-05-11,87.93703041144902
2017-05-12,83.93989266547406
2017-05-13,74.9463327370304
2017-05-14,79.9427549194991
2017-05-15,90.93488372093023
2017-05-16,88.93631484794275
2017-05-17,88.93631484794275
2017-05-18,87.93703041144902
2017-05-19,81.94132379248659
2017-05-20,72.94776386404293
2017-05-21,79.9427549194991
2017-05-22,85.93846153846154
2017-05-23,89.93559928443649
2017-05-24,86.93774597495528
2017-05-25,87.93703041144902
2017-05-26,80.94203935599285
2017-05-27,72.94776386404293
2017-05-28,71.94847942754919
2017-05-29,75.94561717352414
2017-05-30,83.93989266547406
2017-05-31,82.94060822898032
2017-06-01,81.94132379248659
2017-06-02,80.94203935599285
2017-06-03,72.94776386404293
