date,trump stroke
2016-11-13,30.0
2016-11-14,20.0
2016-11-15,9.0
2016-11-16,13.0
2016-11-17,9.0
2016-11-18,7.0
2016-11-19,13.0
2016-11-20,15.0
2016-11-21,13.0
2016-11-22,9.0
2016-11-23,7.0
2016-11-24,14.0
2016-11-25,11.0
2016-11-26,0.0
2016-11-27,7.0
2016-11-28,9.0
2016-11-29,9.0
2016-11-30,4.0
2016-12-01,0.0
2016-12-02,9.0
2016-12-03,5.0
2016-12-04,10.0
2016-12-05,15.0
2016-12-06,9.0
2016-12-07,15.0
2016-12-08,5.0
2016-12-09,5.0
2016-12-10,17.0
2016-12-11,10.0
2016-12-12,17.0
2016-12-13,11.0
2016-12-14,13.0
2016-12-15,7.0
2016-12-16,5.0
2016-12-17,10.0
2016-12-18,5.0
2016-12-19,4.0
2016-12-20,7.0
2016-12-21,9.0
2016-12-22,5.0
2016-12-23,0.0
2016-12-24,6.0
2016-12-25,0.0
2016-12-26,5.0
2016-12-27,14.0
2016-12-28,9.0
2016-12-29,5.0
2016-12-30,10.0
2016-12-31,5.0
2017-01-01,8.0
2017-01-02,5.0
2017-01-03,4.0
2017-01-04,4.0
2017-01-05,4.0
2017-01-06,7.0
2017-01-07,5.0
2017-01-08,5.0
2017-01-09,8.0
2017-01-10,11.0
2017-01-11,13.0
2017-01-12,19.0
2017-01-13,11.0
2017-01-14,10.0
2017-01-15,12.0
2017-01-16,13.0
2017-01-17,6.0
2017-01-18,11.0
2017-01-19,13.0
2017-01-20,55.0
2017-01-21,27.0
2017-01-22,20.0
2017-01-23,23.0
2017-01-24,30.0
2017-01-25,13.0
2017-01-26,24.0
2017-01-27,18.0
2017-01-28,30.0
2017-01-29,30.0
2017-01-30,21.0
2017-01-31,28.0
2017-02-01,15.0
2017-02-02,23.0
2017-02-03,11.0
2017-02-04,12.0
2017-02-05,12.0
2017-02-06,8.0
2017-02-07,21.0
2017-02-08,19.0
2017-02-09,11.0
2017-02-10,18.0
2017-02-11,7.0
2017-02-12,10.0
2017-02-13,4.0
2017-02-14,4.0
2017-02-15,4.0
2017-02-16,6.0
2017-02-17,9.0
2017-02-18,20.0
2017-02-19,12.0
2017-02-20,4.0
2017-02-21,10.0
2017-02-22,8.0
2017-02-23,13.0
2017-02-24,9.0
2017-02-25,5.0
2017-02-26,7.0
2017-02-27,9.0
2017-02-28,4.0
2017-03-01,20.23913043478261
2017-03-02,4.3478260869565215
2017-03-03,14.83695652173913
2017-03-04,10.576086956521738
2017-03-05,6.141304347826088
2017-03-06,26.23913043478261
2017-03-07,20.891304347826086
2017-03-08,13.391304347826088
2017-03-09,18.369565217391305
2017-03-10,11.48913043478261
2017-03-11,10.576086956521738
2017-03-12,6.141304347826088
2017-03-13,4.3478260869565215
2017-03-14,16.543478260869566
2017-03-15,14.56521739130435
2017-03-16,12.043478260869566
2017-03-17,9.48913043478261
2017-03-18,11.75
2017-03-19,0.0
2017-03-20,7.521739130434783
2017-03-21,15.369565217391305
2017-03-22,6.695652173913044
2017-03-23,6.3478260869565215
2017-03-24,7.141304347826088
2017-03-25,8.076086956521738
2017-03-26,10.576086956521738
2017-03-27,18.891304347826086
2017-03-28,6.3478260869565215
2017-03-29,7.521739130434783
2017-03-30,4.3478260869565215
2017-03-31,7.141304347826088
2017-04-01,13.043478260869566
2017-04-02,5.869565217391305
2017-04-03,7.043478260869566
2017-04-04,9.391304347826088
2017-04-05,9.391304347826088
2017-04-06,14.673913043478262
2017-04-07,27.586956521739133
2017-04-08,11.152173913043478
2017-04-09,11.73913043478261
2017-04-10,7.630434782608696
2017-04-11,14.673913043478262
2017-04-12,0.0
2017-04-13,7.630434782608696
2017-04-14,11.152173913043478
2017-04-15,5.869565217391305
2017-04-16,11.73913043478261
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,14.086956521739133
2017-04-20,0.0
2017-04-21,12.913043478260871
2017-04-22,11.152173913043478
2017-04-23,8.217391304347826
2017-04-24,14.673913043478262
2017-04-25,9.391304347826088
2017-04-26,4.695652173913044
2017-04-27,12.32608695652174
2017-04-28,12.32608695652174
2017-04-29,8.217391304347826
2017-04-30,5.869565217391305
2017-05-01,21.1304347826087
2017-05-02,11.73913043478261
2017-05-03,4.695652173913044
2017-05-04,9.391304347826088
2017-05-05,9.978260869565219
2017-05-06,28.173913043478265
2017-05-07,5.869565217391305
2017-05-08,4.695652173913044
2017-05-09,9.391304347826088
2017-05-10,4.695652173913044
2017-05-11,12.32608695652174
2017-05-12,7.630434782608696
2017-05-13,5.869565217391305
2017-05-14,5.869565217391305
2017-05-15,4.695652173913044
2017-05-16,12.32608695652174
2017-05-17,19.369565217391305
2017-05-18,9.978260869565219
2017-05-19,9.978260869565219
2017-05-20,14.086956521739133
2017-05-21,11.73913043478261
2017-05-22,11.73913043478261
2017-05-23,4.695652173913044
2017-05-24,12.32608695652174
2017-05-25,7.630434782608696
2017-05-26,18.195652173913047
2017-05-27,14.673913043478262
2017-05-28,5.869565217391305
2017-05-29,15.260869565217392
2017-05-30,9.978260869565219
2017-05-31,58.69565217391305
2017-06-01,12.32608695652174
2017-06-02,33.45652173913044
2017-06-03,0.0
