date,trump bankruptcy
2016-05-01,7.526627218934911
2016-05-02,5.017751479289941
2016-05-03,6.899408284023669
2016-05-04,20.071005917159763
2016-05-05,20.698224852071004
2016-05-06,15.053254437869821
2016-05-07,13.171597633136095
2016-05-08,9.408284023668639
2016-05-09,9.408284023668639
2016-05-10,13.171597633136095
2016-05-11,8.781065088757396
2016-05-12,10.035502958579881
2016-05-13,10.662721893491124
2016-05-14,5.644970414201183
2016-05-15,3.7633136094674553
2016-05-16,6.899408284023669
2016-05-17,8.781065088757396
2016-05-18,8.781065088757396
2016-05-19,5.017751479289941
2016-05-20,5.017751479289941
2016-05-21,6.899408284023669
2016-05-22,5.644970414201183
2016-05-23,3.136094674556213
2016-05-24,8.781065088757396
2016-05-25,11.91715976331361
2016-05-26,10.035502958579881
2016-05-27,6.899408284023669
2016-05-28,10.035502958579881
2016-05-29,6.272189349112426
2016-05-30,8.153846153846153
2016-05-31,5.017751479289941
2016-06-01,5.017751479289941
2016-06-02,5.644970414201183
2016-06-03,5.644970414201183
2016-06-04,7.526627218934911
2016-06-05,5.644970414201183
2016-06-06,3.7633136094674553
2016-06-07,8.781065088757396
2016-06-08,5.644970414201183
2016-06-09,8.781065088757396
2016-06-10,10.035502958579881
2016-06-11,6.272189349112426
2016-06-12,7.526627218934911
2016-06-13,5.644970414201183
2016-06-14,6.899408284023669
2016-06-15,7.526627218934911
2016-06-16,8.781065088757396
2016-06-17,4.390532544378698
2016-06-18,6.272189349112426
2016-06-19,4.390532544378698
2016-06-20,2.5088757396449703
2016-06-21,11.91715976331361
2016-06-22,12.544378698224852
2016-06-23,9.408284023668639
2016-06-24,9.408284023668639
2016-06-25,11.289940828402367
2016-06-26,7.526627218934911
2016-06-27,5.644970414201183
2016-06-28,4.390532544378698
2016-06-29,6.899408284023669
2016-06-30,5.644970414201183
2016-07-01,3.7633136094674553
2016-07-02,4.390532544378698
2016-07-03,5.644970414201183
2016-07-04,2.5088757396449703
2016-07-05,5.017751479289941
2016-07-06,17.562130177514792
2016-07-07,10.035502958579881
2016-07-08,4.390532544378698
2016-07-09,6.899408284023669
2016-07-10,6.899408284023669
2016-07-11,3.136094674556213
2016-07-12,4.390532544378698
2016-07-13,3.7633136094674553
2016-07-14,6.899408284023669
2016-07-15,6.272189349112426
2016-07-16,6.899408284023669
2016-07-17,8.153846153846153
2016-07-18,10.662721893491124
2016-07-19,18.189349112426036
2016-07-20,30.106508875739642
2016-07-21,34.49704142011834
2016-07-22,52.05917159763313
2016-07-23,15.053254437869821
2016-07-24,20.698224852071004
2016-07-25,16.307692307692307
2016-07-26,41.39644970414201
2016-07-27,29.4792899408284
2016-07-28,37.005917159763314
2016-07-29,35.751479289940825
2016-07-30,27.597633136094675
2016-07-31,17.562130177514792
2016-08-01,9.408284023668639
2016-08-02,15.680473372781064
2016-08-03,17.562130177514792
2016-08-04,11.91715976331361
2016-08-05,13.171597633136095
2016-08-06,10.035502958579881
2016-08-07,8.781065088757396
2016-08-08,9.408284023668639
2016-08-09,5.644970414201183
2016-08-10,6.272189349112426
2016-08-11,6.272189349112426
2016-08-12,4.390532544378698
2016-08-13,7.526627218934911
2016-08-14,4.390532544378698
2016-08-15,3.136094674556213
2016-08-16,3.7633136094674553
2016-08-17,6.899408284023669
2016-08-18,6.272189349112426
2016-08-19,4.390532544378698
2016-08-20,4.390532544378698
2016-08-21,5.017751479289941
2016-08-22,5.017751479289941
2016-08-23,4.390532544378698
2016-08-24,4.390532544378698
2016-08-25,3.7633136094674553
2016-08-26,3.7633136094674553
2016-08-27,4.390532544378698
2016-08-28,3.136094674556213
2016-08-29,1.2544378698224852
2016-08-30,4.390532544378698
2016-08-31,2.5088757396449703
2016-09-01,7.526627218934911
2016-09-02,5.644970414201183
2016-09-03,2.5088757396449703
2016-09-04,3.136094674556213
2016-09-05,3.136094674556213
2016-09-06,3.7633136094674553
2016-09-07,4.390532544378698
2016-09-08,3.7633136094674553
2016-09-09,10.035502958579881
2016-09-10,3.7633136094674553
2016-09-11,5.017751479289941
2016-09-12,6.899408284023669
2016-09-13,3.136094674556213
2016-09-14,6.272189349112426
2016-09-15,6.899408284023669
2016-09-16,5.644970414201183
2016-09-17,3.7633136094674553
2016-09-18,5.644970414201183
2016-09-19,4.390532544378698
2016-09-20,2.5088757396449703
2016-09-21,6.272189349112426
2016-09-22,5.017751479289941
2016-09-23,5.017751479289941
2016-09-24,3.136094674556213
2016-09-25,5.644970414201183
2016-09-26,10.662721893491124
2016-09-27,62.721893491124256
2016-09-28,20.698224852071004
2016-09-29,11.91715976331361
2016-09-30,10.662721893491124
2016-10-01,4.508875739644971
2016-10-02,21.349112426035504
2016-10-03,17.653846153846153
2016-10-04,12.52662721893491
2016-10-05,10.272189349112427
2016-10-06,9.20414201183432
2016-10-07,6.008875739644971
2016-10-08,6.822485207100591
2016-10-09,14.52662721893491
2016-10-10,18.09467455621302
2016-10-11,14.899408284023668
2016-10-12,10.017751479289942
2016-10-13,11.644970414201183
2016-10-14,9.20414201183432
2016-10-15,7.6360946745562135
2016-10-16,8.076923076923077
2016-10-17,7.390532544378698
2016-10-18,5.508875739644971
2016-10-19,7.763313609467455
2016-10-20,29.112426035502956
2016-10-21,9.390532544378697
2016-10-22,7.449704142011834
2016-10-23,6.508875739644971
2016-10-24,6.1360946745562135
2016-10-25,5.008875739644971
2016-10-26,5.008875739644971
2016-10-27,5.1360946745562135
2016-10-28,7.1360946745562135
2016-10-29,7.890532544378698
2016-10-30,7.949704142011834
2016-10-31,9.331360946745562
2016-11-01,8.831360946745562
2016-11-02,10.0
2016-11-03,14.0
2016-11-04,30.0
2016-11-05,16.0
2016-11-06,14.0
2016-11-07,18.0
2016-11-08,29.0
2016-11-09,100.0
2016-11-10,46.0
2016-11-11,36.0
2016-11-12,18.0
2016-11-13,19.0
2016-11-14,16.0
2016-11-15,12.0
2016-11-16,16.0
2016-11-17,7.0
2016-11-18,8.0
2016-11-19,6.0
2016-11-20,3.0
2016-11-21,7.0
2016-11-22,9.0
2016-11-23,7.0
2016-11-24,7.0
2016-11-25,5.0
2016-11-26,4.0
2016-11-27,4.0
2016-11-28,4.0
2016-11-29,5.0
2016-11-30,6.0
2016-12-01,6.0
2016-12-02,7.0
2016-12-03,2.0
2016-12-04,1.0
2016-12-05,3.0
2016-12-06,2.0
2016-12-07,5.0
2016-12-08,3.0
2016-12-09,1.0
2016-12-10,2.0
2016-12-11,5.0
2016-12-12,2.0
2016-12-13,6.0
2016-12-14,4.0
2016-12-15,5.0
2016-12-16,6.0
2016-12-17,3.0
2016-12-18,2.0
2016-12-19,3.0
2016-12-20,4.0
2016-12-21,4.0
2016-12-22,3.0
2016-12-23,3.0
2016-12-24,3.0
2016-12-25,4.0
2016-12-26,2.0
2016-12-27,3.0
2016-12-28,3.0
2016-12-29,3.0
2016-12-30,2.0
2016-12-31,4.0
2017-01-01,1.0
2017-01-02,2.0
2017-01-03,2.0
2017-01-04,2.0
2017-01-05,1.0
2017-01-06,1.0
2017-01-07,4.0
2017-01-08,4.0
2017-01-09,6.0
2017-01-10,15.0
2017-01-11,13.0
2017-01-12,7.0
2017-01-13,8.0
2017-01-14,6.0
2017-01-15,7.0
2017-01-16,3.0
2017-01-17,6.0
2017-01-18,6.0
2017-01-19,7.0
2017-01-20,19.0
2017-01-21,16.0
2017-01-22,10.0
2017-01-23,12.0
2017-01-24,12.0
2017-01-25,11.0
2017-01-26,12.0
2017-01-27,8.0
2017-01-28,8.0
2017-01-29,6.0
2017-01-30,11.0
2017-01-31,14.0
2017-02-01,7.0
2017-02-02,6.0
2017-02-03,9.0
2017-02-04,4.0
2017-02-05,2.0
2017-02-06,3.0
2017-02-07,5.0
2017-02-08,7.0
2017-02-09,6.0
2017-02-10,6.0
2017-02-11,7.0
2017-02-12,3.0
2017-02-13,6.0
2017-02-14,5.0
2017-02-15,9.0
2017-02-16,9.0
2017-02-17,9.0
2017-02-18,5.0
2017-02-19,5.0
2017-02-20,4.0
2017-02-21,5.0
2017-02-22,3.0
2017-02-23,4.0
2017-02-24,8.0
2017-02-25,4.0
2017-02-26,3.0
2017-02-27,3.0
2017-02-28,5.0
2017-03-01,7.519455252918288
2017-03-02,3.706614785992218
2017-03-03,5.260700389105058
2017-03-04,1.353307392996109
2017-03-05,4.459533073929961
2017-03-06,1.4517509727626459
2017-03-07,3.608171206225681
2017-03-08,3.608171206225681
2017-03-09,3.9093385214007785
2017-03-10,6.210505836575876
2017-03-11,2.405447470817121
2017-03-12,2.6042801556420234
2017-03-13,2.4556420233463037
2017-03-14,5.361089494163425
2017-03-15,11.268482490272373
2017-03-16,4.90739299610895
2017-03-17,3.2587548638132295
2017-03-18,5.511673151750973
2017-03-19,2.6042801556420234
2017-03-20,2.7046692607003893
2017-03-21,4.9093385214007785
2017-03-22,3.7046692607003893
2017-03-23,4.706614785992218
2017-03-24,3.7568093385214008
2017-03-25,3.507782101167315
2017-03-26,2.0521400778210115
2017-03-27,5.359143968871596
2017-03-28,2.405447470817121
2017-03-29,4.710505836575876
2017-03-30,3.0038910505836576
2017-03-31,3.2568093385214008
2017-04-01,3.4575875486381324
2017-04-02,2.3089494163424127
2017-04-03,2.4093385214007785
2017-04-04,1.5058365758754864
2017-04-05,5.320622568093386
2017-04-06,2.007782101167315
2017-04-07,7.127626459143969
2017-04-08,4.01556420233463
2017-04-09,4.718287937743191
2017-04-10,4.517509727626459
2017-04-11,1.0038910505836576
2017-04-12,2.007782101167315
2017-04-13,3.1120622568093386
2017-04-14,2.8108949416342415
2017-04-15,3.6140077821011674
2017-04-16,4.115953307392997
2017-04-17,2.61011673151751
2017-04-18,4.316731517509727
2017-04-19,1.9073929961089495
2017-04-20,2.509727626459144
2017-04-21,1.5058365758754864
2017-04-22,3.413229571984436
2017-04-23,2.208560311284047
2017-04-24,2.007782101167315
2017-04-25,2.4093385214007785
2017-04-26,4.818677042801557
2017-04-27,2.9112840466926073
2017-04-28,3.5136186770428015
2017-04-29,1.1042801556420234
2017-04-30,1.2046692607003893
2017-05-01,2.108171206225681
2017-05-02,2.9112840466926073
2017-05-03,4.818677042801557
2017-05-04,3.915175097276265
2017-05-05,6.6256809338521405
2017-05-06,1.706614785992218
2017-05-07,0.0
2017-05-08,3.915175097276265
2017-05-09,2.4093385214007785
2017-05-10,1.5058365758754864
2017-05-11,2.007782101167315
2017-05-12,1.5058365758754864
2017-05-13,2.3089494163424127
2017-05-14,2.3089494163424127
2017-05-15,1.9073929961089495
2017-05-16,2.9112840466926073
2017-05-17,6.324513618677043
2017-05-18,4.9190661478599225
2017-05-19,2.509727626459144
2017-05-20,1.1042801556420234
2017-05-21,2.3089494163424127
2017-05-22,1.9073929961089495
2017-05-23,2.4093385214007785
2017-05-24,4.417120622568094
2017-05-25,4.617898832684825
2017-05-26,2.108171206225681
2017-05-27,3.6140077821011674
2017-05-28,3.6140077821011674
2017-05-29,0.0
2017-05-30,2.007782101167315
2017-05-31,2.509727626459144
2017-06-01,5.019455252918288
2017-06-02,5.722178988326848
2017-06-03,3.5136186770428015
