date,breitbart news
2016-05-01,6.0506329113924044
2016-05-02,6.0506329113924044
2016-05-03,5.33879374534624
2016-05-04,7.474311243484736
2016-05-05,4.9828741623231565
2016-05-06,6.406552494415488
2016-05-07,6.0506329113924044
2016-05-08,5.33879374534624
2016-05-09,5.694713328369322
2016-05-10,6.76247207743857
2016-05-11,6.76247207743857
2016-05-12,5.694713328369322
2016-05-13,6.0506329113924044
2016-05-14,5.694713328369322
2016-05-15,6.0506329113924044
2016-05-16,6.76247207743857
2016-05-17,6.406552494415488
2016-05-18,4.626954579300074
2016-05-19,6.0506329113924044
2016-05-20,5.694713328369322
2016-05-21,4.626954579300074
2016-05-22,6.76247207743857
2016-05-23,5.33879374534624
2016-05-24,5.694713328369322
2016-05-25,4.271034996276992
2016-05-26,5.33879374534624
2016-05-27,4.271034996276992
2016-05-28,6.76247207743857
2016-05-29,5.33879374534624
2016-05-30,4.9828741623231565
2016-05-31,5.694713328369322
2016-06-01,6.0506329113924044
2016-06-02,4.9828741623231565
2016-06-03,5.33879374534624
2016-06-04,4.626954579300074
2016-06-05,5.33879374534624
2016-06-06,4.626954579300074
2016-06-07,4.9828741623231565
2016-06-08,6.406552494415488
2016-06-09,4.9828741623231565
2016-06-10,5.694713328369322
2016-06-11,4.9828741623231565
2016-06-12,7.474311243484736
2016-06-13,7.474311243484736
2016-06-14,8.542069992553984
2016-06-15,6.0506329113924044
2016-06-16,6.0506329113924044
2016-06-17,5.694713328369322
2016-06-18,7.118391660461652
2016-06-19,6.0506329113924044
2016-06-20,6.406552494415488
2016-06-21,5.694713328369322
2016-06-22,6.406552494415488
2016-06-23,7.118391660461652
2016-06-24,9.965748324646313
2016-06-25,6.406552494415488
2016-06-26,5.33879374534624
2016-06-27,6.406552494415488
2016-06-28,5.33879374534624
2016-06-29,6.76247207743857
2016-06-30,7.118391660461652
2016-07-01,7.118391660461652
2016-07-02,7.118391660461652
2016-07-03,5.694713328369322
2016-07-04,6.76247207743857
2016-07-05,9.60982874162323
2016-07-06,6.406552494415488
2016-07-07,7.474311243484736
2016-07-08,12.457185405807891
2016-07-09,8.542069992553984
2016-07-10,7.830230826507818
2016-07-11,8.897989575577066
2016-07-12,7.474311243484736
2016-07-13,8.186150409530901
2016-07-14,7.830230826507818
2016-07-15,8.542069992553984
2016-07-16,6.76247207743857
2016-07-17,10.67758749069248
2016-07-18,9.965748324646313
2016-07-19,10.67758749069248
2016-07-20,10.321667907669397
2016-07-21,10.321667907669397
2016-07-22,12.457185405807891
2016-07-23,8.897989575577066
2016-07-24,11.745346239761727
2016-07-25,11.745346239761727
2016-07-26,10.321667907669397
2016-07-27,11.389426656738644
2016-07-28,10.67758749069248
2016-07-29,9.965748324646313
2016-07-30,8.186150409530901
2016-07-31,7.474311243484736
2016-08-01,9.965748324646313
2016-08-02,10.67758749069248
2016-08-03,12.813104988830975
2016-08-04,10.321667907669397
2016-08-05,9.965748324646313
2016-08-06,9.60982874162323
2016-08-07,9.60982874162323
2016-08-08,9.253909158600148
2016-08-09,11.389426656738644
2016-08-10,11.033507073715562
2016-08-11,10.321667907669397
2016-08-12,9.60982874162323
2016-08-13,8.542069992553984
2016-08-14,8.186150409530901
2016-08-15,8.897989575577066
2016-08-16,9.60982874162323
2016-08-17,35.591958302308264
2016-08-18,31.320923306031272
2016-08-19,19.575577066269545
2016-08-20,13.52494415487714
2016-08-21,16.01638123603872
2016-08-22,12.101265822784809
2016-08-23,12.101265822784809
2016-08-24,11.033507073715562
2016-08-25,11.389426656738644
2016-08-26,13.169024571854058
2016-08-27,13.52494415487714
2016-08-28,11.389426656738644
2016-08-29,10.321667907669397
2016-08-30,11.745346239761727
2016-08-31,11.389426656738644
2016-09-01,12.101265822784809
2016-09-02,9.60982874162323
2016-09-03,12.101265822784809
2016-09-04,8.186150409530901
2016-09-05,9.253909158600148
2016-09-06,10.321667907669397
2016-09-07,8.897989575577066
2016-09-08,12.457185405807891
2016-09-09,8.542069992553984
2016-09-10,8.542069992553984
2016-09-11,13.169024571854058
2016-09-12,13.169024571854058
2016-09-13,12.813104988830975
2016-09-14,11.389426656738644
2016-09-15,10.67758749069248
2016-09-16,11.389426656738644
2016-09-17,9.253909158600148
2016-09-18,11.389426656738644
2016-09-19,12.457185405807891
2016-09-20,9.965748324646313
2016-09-21,10.67758749069248
2016-09-22,10.67758749069248
2016-09-23,12.101265822784809
2016-09-24,11.745346239761727
2016-09-25,11.033507073715562
2016-09-26,10.321667907669397
2016-09-27,21.71109456440804
2016-09-28,12.813104988830975
2016-09-29,10.67758749069248
2016-09-30,10.321667907669397
2016-10-01,11.372673119880863
2016-10-02,9.660833953834699
2016-10-03,12.58451228592703
2016-10-04,10.872673119880863
2016-10-05,12.406552494415488
2016-10-06,11.550632911392405
2016-10-07,11.33879374534624
2016-10-08,14.652271034996277
2016-10-09,13.906552494415488
2016-10-10,21.67758749069248
2016-10-11,17.542069992553984
2016-10-12,15.652271034996277
2016-10-13,16.364110201042443
2016-10-14,17.220029784065524
2016-10-15,13.76247207743857
2016-10-16,15.618391660461652
2016-10-17,15.152271034996277
2016-10-18,15.652271034996277
2016-10-19,14.296351451973194
2016-10-20,21.821667907669397
2016-10-21,13.26247207743857
2016-10-22,12.906552494415488
2016-10-23,12.728592702903946
2016-10-24,13.94043186895011
2016-10-25,13.94043186895011
2016-10-26,14.974311243484735
2016-10-27,14.974311243484735
2016-10-28,17.042069992553984
2016-10-29,19.465748324646313
2016-10-30,16.00819061801936
