date,donald trump alone
2016-05-01,0.8690591658583899
2016-05-02,1.055286129970902
2016-05-03,0.8069835111542192
2016-05-04,1.1794374393792435
2016-05-05,1.2415130940834143
2016-05-06,1.4277400581959263
2016-05-07,0.8069835111542192
2016-05-08,1.489815712900097
2016-05-09,0.8690591658583899
2016-05-10,1.055286129970902
2016-05-11,0.5586808923375364
2016-05-12,0.6828322017458778
2016-05-13,0.8069835111542192
2016-05-14,0.37245392822502427
2016-05-15,0.31037827352085356
2016-05-16,0.6828322017458778
2016-05-17,0.43452958292919497
2016-05-18,0.31037827352085356
2016-05-19,0.6828322017458778
2016-05-20,0.18622696411251213
2016-05-21,0.31037827352085356
2016-05-22,0.49660523763336567
2016-05-23,0.31037827352085356
2016-05-24,0.7449078564500485
2016-05-25,0.24830261881668284
2016-05-26,0.43452958292919497
2016-05-27,0.8690591658583899
2016-05-28,0.6828322017458778
2016-05-29,0.49660523763336567
2016-05-30,0.49660523763336567
2016-05-31,0.7449078564500485
2016-06-01,0.24830261881668284
2016-06-02,0.9311348205625606
2016-06-03,0.6207565470417071
2016-06-04,1.3035887487875848
2016-06-05,1.1794374393792435
2016-06-06,1.1794374393792435
2016-06-07,0.24830261881668284
2016-06-08,0.9311348205625606
2016-06-09,0.6207565470417071
2016-06-10,0.5586808923375364
2016-06-11,0.6207565470417071
2016-06-12,0.5586808923375364
2016-06-13,0.43452958292919497
2016-06-14,0.43452958292919497
2016-06-15,0.6828322017458778
2016-06-16,0.6828322017458778
2016-06-17,0.8069835111542192
2016-06-18,0.43452958292919497
2016-06-19,0.6828322017458778
2016-06-20,0.24830261881668284
2016-06-21,0.43452958292919497
2016-06-22,0.37245392822502427
2016-06-23,0.8690591658583899
2016-06-24,1.1794374393792435
2016-06-25,0.31037827352085356
2016-06-26,0.6207565470417071
2016-06-27,0.43452958292919497
2016-06-28,0.6207565470417071
2016-06-29,0.18622696411251213
2016-06-30,0.6207565470417071
2016-07-01,0.6207565470417071
2016-07-02,0.49660523763336567
2016-07-03,0.49660523763336567
2016-07-04,0.7449078564500485
2016-07-05,0.24830261881668284
2016-07-06,0.8069835111542192
2016-07-07,0.43452958292919497
2016-07-08,0.37245392822502427
2016-07-09,0.49660523763336567
2016-07-10,0.8069835111542192
2016-07-11,0.37245392822502427
2016-07-12,0.18622696411251213
2016-07-13,0.0
2016-07-14,0.43452958292919497
2016-07-15,0.5586808923375364
2016-07-16,0.49660523763336567
2016-07-17,2.0484966052376334
2016-07-18,1.9864209505334627
2016-07-19,1.3035887487875848
2016-07-20,0.8069835111542192
2016-07-21,0.8069835111542192
2016-07-22,1.2415130940834143
2016-07-23,1.4277400581959263
2016-07-24,0.9932104752667313
2016-07-25,0.9311348205625606
2016-07-26,1.055286129970902
2016-07-27,1.055286129970902
2016-07-28,1.3035887487875848
2016-07-29,0.9932104752667313
2016-07-30,1.1173617846750727
2016-07-31,1.5518913676042678
2016-08-01,0.7449078564500485
2016-08-02,0.6207565470417071
2016-08-03,0.43452958292919497
2016-08-04,0.37245392822502427
2016-08-05,0.8069835111542192
2016-08-06,0.7449078564500485
2016-08-07,0.6828322017458778
2016-08-08,0.18622696411251213
2016-08-09,0.6207565470417071
2016-08-10,0.24830261881668284
