date,yule
2016-05-01,1.9849962490622657
2016-05-02,1.7959489872468117
2016-05-03,2.0795198799699923
2016-05-04,2.363090772693173
2016-05-05,1.512378094523631
2016-05-06,1.8904726181545386
2016-05-07,2.4576144036009
2016-05-08,2.2685671417854465
2016-05-09,2.0795198799699923
2016-05-10,3.024756189047262
2016-05-11,2.363090772693173
2016-05-12,2.4576144036009
2016-05-13,2.363090772693173
2016-05-14,2.1740435108777194
2016-05-15,2.2685671417854465
2016-05-16,2.363090772693173
2016-05-17,1.8904726181545386
2016-05-18,2.2685671417854465
2016-05-19,2.2685671417854465
2016-05-20,1.7014253563390849
2016-05-21,1.9849962490622657
2016-05-22,2.2685671417854465
2016-05-23,1.8904726181545386
2016-05-24,1.7959489872468117
2016-05-25,2.0795198799699923
2016-05-26,2.0795198799699923
2016-05-27,1.7959489872468117
2016-05-28,2.363090772693173
2016-05-29,2.646661665416354
2016-05-30,2.0795198799699923
2016-05-31,1.8904726181545386
2016-06-01,2.2685671417854465
2016-06-02,2.363090772693173
2016-06-03,3.024756189047262
2016-06-04,2.835708927231808
2016-06-05,2.4576144036009
2016-06-06,1.8904726181545386
2016-06-07,1.8904726181545386
2016-06-08,2.4576144036009
2016-06-09,1.8904726181545386
2016-06-10,2.4576144036009
2016-06-11,2.741185296324081
2016-06-12,1.9849962490622657
2016-06-13,2.2685671417854465
2016-06-14,1.8904726181545386
2016-06-15,2.363090772693173
2016-06-16,2.5521380345086273
2016-06-17,2.4576144036009
2016-06-18,2.2685671417854465
2016-06-19,3.119279819954989
2016-06-20,3.3083270817704427
2016-06-21,3.2138034508627156
2016-06-22,3.119279819954989
2016-06-23,1.9849962490622657
2016-06-24,2.2685671417854465
2016-06-25,2.1740435108777194
2016-06-26,2.5521380345086273
2016-06-27,1.7959489872468117
2016-06-28,1.9849962490622657
2016-06-29,1.7959489872468117
2016-06-30,2.4576144036009
2016-07-01,2.363090772693173
2016-07-02,1.8904726181545386
2016-07-03,2.363090772693173
2016-07-04,2.0795198799699923
2016-07-05,2.5521380345086273
2016-07-06,1.7959489872468117
2016-07-07,2.4576144036009
2016-07-08,2.2685671417854465
2016-07-09,2.741185296324081
2016-07-10,3.024756189047262
2016-07-11,1.7959489872468117
2016-07-12,2.5521380345086273
2016-07-13,2.4576144036009
2016-07-14,1.8904726181545386
2016-07-15,1.8904726181545386
2016-07-16,2.363090772693173
2016-07-17,2.363090772693173
2016-07-18,1.7959489872468117
2016-07-19,1.9849962490622657
2016-07-20,2.0795198799699923
2016-07-21,2.4576144036009
2016-07-22,1.8904726181545386
2016-07-23,2.1740435108777194
2016-07-24,1.8904726181545386
2016-07-25,2.2685671417854465
2016-07-26,1.9849962490622657
2016-07-27,2.2685671417854465
2016-07-28,2.646661665416354
2016-07-29,2.2685671417854465
2016-07-30,2.4576144036009
2016-07-31,3.4028507126781697
2016-08-01,2.4576144036009
2016-08-02,1.9849962490622657
2016-08-03,2.0795198799699923
2016-08-04,2.363090772693173
2016-08-05,2.0795198799699923
2016-08-06,2.5521380345086273
2016-08-07,2.741185296324081
2016-08-08,2.4576144036009
2016-08-09,2.2685671417854465
2016-08-10,2.1740435108777194
2016-08-11,1.9849962490622657
2016-08-12,2.1740435108777194
2016-08-13,1.9849962490622657
2016-08-14,2.646661665416354
2016-08-15,2.2685671417854465
2016-08-16,1.7959489872468117
2016-08-17,1.9849962490622657
2016-08-18,1.6069017254313578
2016-08-19,2.835708927231808
2016-08-20,1.9849962490622657
2016-08-21,1.7014253563390849
2016-08-22,1.7959489872468117
2016-08-23,2.5521380345086273
2016-08-24,2.363090772693173
2016-08-25,1.7959489872468117
2016-08-26,1.8904726181545386
2016-08-27,2.2685671417854465
2016-08-28,2.363090772693173
2016-08-29,2.2685671417854465
2016-08-30,2.835708927231808
2016-08-31,2.4576144036009
2016-09-01,2.9302325581395348
2016-09-02,2.1740435108777194
2016-09-03,2.363090772693173
2016-09-04,2.646661665416354
2016-09-05,2.4576144036009
2016-09-06,2.646661665416354
2016-09-07,2.2685671417854465
2016-09-08,2.363090772693173
2016-09-09,2.363090772693173
2016-09-10,2.741185296324081
2016-09-11,3.119279819954989
2016-09-12,2.9302325581395348
2016-09-13,3.2138034508627156
2016-09-14,2.646661665416354
2016-09-15,2.363090772693173
2016-09-16,2.5521380345086273
2016-09-17,2.9302325581395348
2016-09-18,2.4576144036009
2016-09-19,2.835708927231808
2016-09-20,2.0795198799699923
2016-09-21,3.024756189047262
2016-09-22,2.5521380345086273
2016-09-23,2.9302325581395348
2016-09-24,2.835708927231808
2016-09-25,3.024756189047262
2016-09-26,3.2138034508627156
2016-09-27,2.741185296324081
2016-09-28,2.646661665416354
2016-09-29,1.9849962490622657
2016-09-30,2.5521380345086273
2016-10-01,2.8705926481620407
2016-10-02,3.106901725431358
2016-10-03,3.0596399099774945
2016-10-04,3.0123780945236307
2016-10-05,3.0596399099774945
2016-10-06,3.106901725431358
2016-10-07,3.0123780945236307
2016-10-08,3.0123780945236307
2016-10-09,3.6541635408852216
2016-10-10,3.2959489872468115
2016-10-11,3.8432108027006753
2016-10-12,3.248687171792948
2016-10-13,3.106901725431358
2016-10-14,3.701425356339085
2016-10-15,9.726181545386346
2016-10-16,6.072018004501125
2016-10-17,4.221305326331583
2016-10-18,4.032258064516129
2016-10-19,3.606901725431358
2016-10-20,3.8432108027006753
2016-10-21,3.701425356339085
2016-10-22,4.863090772693173
2016-10-23,3.9377344336084024
2016-10-24,4.1267816954238565
2016-10-25,3.2959489872468115
2016-10-26,4.2685671417854465
2016-10-27,3.7959489872468115
2016-10-28,4.079519879969992
2016-10-29,4.31582895723931
2016-10-30,3.5596399099774945
2016-10-31,4.079519879969992
2016-11-01,5.382970742685671
2016-11-02,5.0
2016-11-03,5.0
2016-11-04,5.0
2016-11-05,5.0
2016-11-06,5.0
2016-11-07,5.0
2016-11-08,5.0
2016-11-09,4.0
2016-11-10,5.0
2016-11-11,5.0
2016-11-12,4.0
2016-11-13,6.0
2016-11-14,6.0
2016-11-15,6.0
2016-11-16,7.0
2016-11-17,6.0
2016-11-18,8.0
2016-11-19,8.0
2016-11-20,11.0
2016-11-21,7.0
2016-11-22,8.0
2016-11-23,9.0
2016-11-24,10.0
2016-11-25,9.0
2016-11-26,10.0
2016-11-27,13.0
2016-11-28,13.0
2016-11-29,12.0
2016-11-30,15.0
2016-12-01,17.0
2016-12-02,19.0
2016-12-03,20.0
2016-12-04,18.0
2016-12-05,18.0
2016-12-06,22.0
2016-12-07,21.0
2016-12-08,24.0
2016-12-09,27.0
2016-12-10,22.0
2016-12-11,26.0
2016-12-12,22.0
2016-12-13,23.0
2016-12-14,21.0
2016-12-15,23.0
2016-12-16,25.0
2016-12-17,28.0
2016-12-18,30.0
2016-12-19,28.0
2016-12-20,38.0
2016-12-21,73.0
2016-12-22,46.0
2016-12-23,48.0
2016-12-24,76.0
2016-12-25,100.0
2016-12-26,25.0
2016-12-27,11.0
2016-12-28,8.0
2016-12-29,7.0
2016-12-30,7.0
2016-12-31,8.0
2017-01-01,8.0
2017-01-02,5.0
2017-01-03,4.0
2017-01-04,4.0
2017-01-05,4.0
2017-01-06,5.0
2017-01-07,4.0
2017-01-08,6.0
2017-01-09,4.0
2017-01-10,4.0
2017-01-11,3.0
2017-01-12,4.0
2017-01-13,4.0
2017-01-14,3.0
2017-01-15,4.0
2017-01-16,4.0
2017-01-17,3.0
2017-01-18,3.0
2017-01-19,3.0
2017-01-20,2.0
2017-01-21,3.0
2017-01-22,4.0
2017-01-23,3.0
2017-01-24,3.0
2017-01-25,3.0
2017-01-26,3.0
2017-01-27,3.0
2017-01-28,3.0
2017-01-29,4.0
2017-01-30,3.0
2017-01-31,3.0
2017-02-01,3.0
2017-02-02,2.0
2017-02-03,3.0
2017-02-04,3.0
2017-02-05,4.0
2017-02-06,2.0
2017-02-07,3.0
2017-02-08,3.0
2017-02-09,3.0
2017-02-10,3.0
2017-02-11,4.0
2017-02-12,4.0
2017-02-13,3.0
2017-02-14,3.0
2017-02-15,3.0
2017-02-16,3.0
2017-02-17,3.0
2017-02-18,3.0
2017-02-19,4.0
2017-02-20,3.0
2017-02-21,3.0
2017-02-22,3.0
2017-02-23,2.0
2017-02-24,2.0
2017-02-25,3.0
2017-02-26,3.0
2017-02-27,3.0
2017-02-28,3.0
2017-03-01,2.942163244867301
2017-03-02,2.942163244867301
2017-03-03,3.0322984476715074
2017-03-04,3.7801702553830747
2017-03-05,4.1407110665999
2017-03-06,3.0097646469704555
2017-03-07,2.8970956434651978
2017-03-08,2.6942914371557336
2017-03-09,2.6266900350525786
2017-03-10,2.8294942413620428
2017-03-11,4.253380070105157
2017-03-12,3.2351026539809715
2017-03-13,2.1492238357536304
2017-03-14,2.8970956434651978
2017-03-15,2.2618928392588886
2017-03-16,2.6942914371557336
2017-03-17,1.9238858287431146
2017-03-18,3.644967451176765
2017-03-19,3.054832248372559
2017-03-20,2.081622433650476
2017-03-21,3.2125688532799197
2017-03-22,2.104156234351527
2017-03-23,3.0097646469704555
2017-03-24,2.3069604406609914
2017-03-25,2.964697045568353
2017-03-26,2.739359038557837
2017-03-27,2.1942914371557336
2017-03-28,2.8520280420630946
2017-03-29,2.216825237856785
2017-03-30,2.6492238357536304
2017-03-31,2.3069604406609914
2017-04-01,2.3520280420630946
2017-04-02,3.0195292939409115
2017-04-03,2.8392588883324987
2017-04-04,2.7941912869303955
2017-04-05,2.388582874311467
2017-04-06,2.388582874311467
2017-04-07,1.9379068602904357
2017-04-08,2.523785678517777
2017-04-09,2.56885327991988
2017-04-10,3.740610916374562
2017-04-11,2.2533800701051576
2017-04-12,2.2533800701051576
2017-04-13,2.298447671507261
2017-04-14,2.7491236855282923
2017-04-15,3.199799699549324
2017-04-16,3.244867300951427
2017-04-17,3.0645968953430147
2017-04-18,2.658988482724086
2017-04-19,2.4787180771156736
2017-04-20,2.1181772658988485
2017-04-21,2.56885327991988
2017-04-22,2.4787180771156736
2017-04-23,2.1632448673009517
2017-04-24,2.704056084126189
2017-04-25,2.2533800701051576
2017-04-26,2.704056084126189
2017-04-27,1.9379068602904357
2017-04-28,2.343515272909364
2017-04-29,2.1181772658988485
2017-04-30,2.7491236855282923
2017-05-01,3.0195292939409115
2017-05-02,2.388582874311467
2017-05-03,2.523785678517777
2017-05-04,2.929394091136705
2017-05-05,3.199799699549324
2017-05-06,2.2533800701051576
2017-05-07,2.298447671507261
2017-05-08,2.7941912869303955
2017-05-09,2.658988482724086
2017-05-10,2.704056084126189
2017-05-11,2.884326489734602
2017-05-12,2.56885327991988
2017-05-13,2.2533800701051576
2017-05-14,2.8392588883324987
2017-05-15,2.523785678517777
2017-05-16,2.1632448673009517
2017-05-17,1.8928392588883325
2017-05-18,2.0731096644967453
2017-05-19,2.7491236855282923
2017-05-20,2.4336504757135704
2017-05-21,2.2083124687030544
2017-05-22,2.0731096644967453
2017-05-23,2.523785678517777
2017-05-24,2.343515272909364
2017-05-25,3.0645968953430147
2017-05-26,2.704056084126189
2017-05-27,2.343515272909364
2017-05-28,2.298447671507261
2017-05-29,2.9744616925388083
2017-05-30,2.56885327991988
2017-05-31,2.2083124687030544
2017-06-01,2.2083124687030544
2017-06-02,1.8928392588883325
2017-06-03,2.0731096644967453
