date,polls
2016-05-01,1.644359464627151
2016-05-02,1.8636073932441044
2016-05-03,3.179094964945825
2016-05-04,2.082855321861058
2016-05-05,1.4251115360101976
2016-05-06,1.0962396430847674
2016-05-07,0.7673677501593371
2016-05-08,0.7673677501593371
2016-05-09,1.205863607393244
2016-05-10,1.4251115360101976
2016-05-11,1.205863607393244
2016-05-12,0.7673677501593371
2016-05-13,0.7673677501593371
2016-05-14,0.6577437858508604
2016-05-15,0.7673677501593371
2016-05-16,1.3154875717017207
2016-05-17,1.5347355003186742
2016-05-18,1.3154875717017207
2016-05-19,1.4251115360101976
2016-05-20,0.7673677501593371
2016-05-21,0.6577437858508604
2016-05-22,0.7673677501593371
2016-05-23,0.7673677501593371
2016-05-24,0.7673677501593371
2016-05-25,0.7673677501593371
2016-05-26,0.7673677501593371
2016-05-27,0.7673677501593371
2016-05-28,0.6577437858508604
2016-05-29,0.6577437858508604
2016-05-30,0.6577437858508604
2016-05-31,0.8769917144678139
2016-06-01,0.8769917144678139
2016-06-02,0.8769917144678139
2016-06-03,0.8769917144678139
2016-06-04,0.9866156787762906
2016-06-05,1.0962396430847674
2016-06-06,1.3154875717017207
2016-06-07,2.6309751434034414
2016-06-08,2.5213511790949648
2016-06-09,0.9866156787762906
2016-06-10,0.9866156787762906
2016-06-11,0.8769917144678139
2016-06-12,0.7673677501593371
2016-06-13,0.9866156787762906
2016-06-14,1.3154875717017207
2016-06-15,1.4251115360101976
2016-06-16,1.3154875717017207
2016-06-17,1.205863607393244
2016-06-18,1.3154875717017207
2016-06-19,1.3154875717017207
2016-06-20,1.644359464627151
2016-06-21,1.8636073932441044
2016-06-22,2.411727214786488
2016-06-23,5.590822179732314
2016-06-24,1.7539834289356278
2016-06-25,0.7673677501593371
2016-06-26,0.9866156787762906
2016-06-27,0.7673677501593371
2016-06-28,0.6577437858508604
2016-06-29,0.7673677501593371
2016-06-30,0.8769917144678139
2016-07-01,0.8769917144678139
2016-07-02,1.0962396430847674
2016-07-03,0.6577437858508604
2016-07-04,0.6577437858508604
2016-07-05,0.7673677501593371
2016-07-06,0.9866156787762906
2016-07-07,0.8769917144678139
2016-07-08,0.7673677501593371
2016-07-09,0.7673677501593371
2016-07-10,0.7673677501593371
2016-07-11,0.8769917144678139
2016-07-12,0.9866156787762906
2016-07-13,1.205863607393244
2016-07-14,1.0962396430847674
2016-07-15,0.8769917144678139
2016-07-16,0.9866156787762906
2016-07-17,0.9866156787762906
2016-07-18,0.9866156787762906
2016-07-19,1.205863607393244
2016-07-20,1.4251115360101976
2016-07-21,1.5347355003186742
2016-07-22,2.3021032504780115
2016-07-23,1.7539834289356278
2016-07-24,1.644359464627151
2016-07-25,1.9732313575525813
2016-07-26,2.3021032504780115
2016-07-27,2.5213511790949648
2016-07-28,3.288718929254302
2016-07-29,4.7138304652645
2016-07-30,3.617590822179732
2016-07-31,3.0694710006373485
2016-08-01,3.0694710006373485
2016-08-02,2.6309751434034414
2016-08-03,2.6309751434034414
2016-08-04,2.6309751434034414
2016-08-05,2.192479286169535
2016-08-06,1.8636073932441044
2016-08-07,1.8636073932441044
2016-08-08,1.7539834289356278
2016-08-09,1.9732313575525813
2016-08-10,1.9732313575525813
2016-08-11,1.9732313575525813
2016-08-12,2.082855321861058
2016-08-13,1.644359464627151
2016-08-14,1.7539834289356278
2016-08-15,1.7539834289356278
2016-08-16,1.7539834289356278
2016-08-17,1.7539834289356278
2016-08-18,1.8636073932441044
2016-08-19,2.082855321861058
2016-08-20,1.7539834289356278
2016-08-21,1.9732313575525813
2016-08-22,1.9732313575525813
2016-08-23,1.9732313575525813
2016-08-24,1.8636073932441044
2016-08-25,2.082855321861058
2016-08-26,1.9732313575525813
2016-08-27,1.8636073932441044
2016-08-28,1.7539834289356278
2016-08-29,1.8636073932441044
2016-08-30,1.8636073932441044
2016-08-31,1.9732313575525813
2016-09-01,2.5213511790949648
2016-09-02,1.9732313575525813
2016-09-03,1.9732313575525813
2016-09-04,1.8636073932441044
2016-09-05,1.7539834289356278
2016-09-06,2.6309751434034414
2016-09-07,2.192479286169535
2016-09-08,2.5213511790949648
2016-09-09,2.082855321861058
2016-09-10,1.9732313575525813
2016-09-11,1.9732313575525813
2016-09-12,2.192479286169535
2016-09-13,2.3021032504780115
2016-09-14,2.5213511790949648
2016-09-15,2.5213511790949648
2016-09-16,2.411727214786488
2016-09-17,2.192479286169535
2016-09-18,2.3021032504780115
2016-09-19,2.6309751434034414
2016-09-20,2.7405991077119185
2016-09-21,2.6309751434034414
2016-09-22,2.5213511790949648
2016-09-23,2.411727214786488
2016-09-24,2.082855321861058
2016-09-25,2.192479286169535
2016-09-26,2.5213511790949648
2016-09-27,10.962396430847674
2016-09-28,5.919694072657744
2016-09-29,4.604206500956023
2016-09-30,4.165710643722116
2016-10-01,3.034735500318674
2016-10-02,2.9251115360101974
2016-10-03,3.1991714467813894
2016-10-04,2.8702995538559595
2016-10-05,3.144359464627151
2016-10-06,3.0895474824729128
2016-10-07,2.8154875717017207
2016-10-08,3.808795411089866
2016-10-09,3.9184193753983427
2016-10-10,9.768642447418738
2016-10-11,6.1790949649458256
2016-10-12,5.130975143403441
2016-10-13,5.240599107711919
2016-10-14,5.021351179094965
2016-10-15,4.082855321861058
2016-10-16,4.082855321861058
2016-10-17,4.082855321861058
2016-10-18,3.9732313575525815
2016-10-19,3.9732313575525815
2016-10-20,8.939770554493307
2016-10-21,6.124282982791587
2016-10-22,5.795411089866157
2016-10-23,5.850223072020395
2016-10-24,6.124282982791587
2016-10-25,5.795411089866157
2016-10-26,6.069471000637348
2016-10-27,6.069471000637348
2016-10-28,6.124282982791587
2016-10-29,6.953154875717017
2016-10-30,7.891650732950924
2016-10-31,9.049394518801783
2016-11-01,10.87157425111536
2016-11-02,12.0
2016-11-03,11.0
2016-11-04,12.0
2016-11-05,11.0
2016-11-06,15.0
2016-11-07,24.0
2016-11-08,82.0
2016-11-09,100.0
2016-11-10,5.0
2016-11-11,2.0
2016-11-12,1.0
2016-11-13,1.0
2016-11-14,1.0
2016-11-15,1.0
2016-11-16,1.0
2016-11-17,0.0
2016-11-18,0.0
2016-11-19,0.0
2016-11-20,0.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,1.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.0
