date,donald trump sick
2016-05-01,6.75207756232687
2016-05-02,3.635734072022161
2016-05-03,3.635734072022161
2016-05-04,9.349030470914128
2016-05-05,11.426592797783934
2016-05-06,0.0
2016-05-07,6.75207756232687
2016-05-08,4.674515235457064
2016-05-09,3.635734072022161
2016-05-10,7.271468144044322
2016-05-11,3.635734072022161
2016-05-12,5.713296398891967
2016-05-13,3.635734072022161
2016-05-14,4.1551246537396125
2016-05-15,4.1551246537396125
2016-05-16,0.0
2016-05-17,7.271468144044322
2016-05-18,0.0
2016-05-19,3.635734072022161
2016-05-20,7.790858725761773
2016-05-21,4.1551246537396125
2016-05-22,8.829639889196677
2016-05-23,10.907202216066484
2016-05-24,10.907202216066484
2016-05-25,7.271468144044322
2016-05-26,0.0
2016-05-27,6.232686980609419
2016-05-28,0.0
2016-05-29,6.75207756232687
2016-05-30,7.790858725761773
2016-05-31,3.635734072022161
2016-06-01,10.907202216066484
2016-06-02,0.0
2016-06-03,4.1551246537396125
2016-06-04,4.674515235457064
2016-06-05,8.829639889196677
2016-06-06,3.635734072022161
2016-06-07,3.635734072022161
2016-06-08,3.635734072022161
2016-06-09,0.0
2016-06-10,7.790858725761773
2016-06-11,8.829639889196677
2016-06-12,4.1551246537396125
2016-06-13,3.635734072022161
2016-06-14,9.349030470914128
2016-06-15,12.98476454293629
2016-06-16,5.713296398891967
2016-06-17,7.790858725761773
2016-06-18,4.674515235457064
2016-06-19,4.674515235457064
2016-06-20,3.635734072022161
2016-06-21,0.0
2016-06-22,3.635734072022161
2016-06-23,3.635734072022161
2016-06-24,7.790858725761773
2016-06-25,8.829639889196677
2016-06-26,4.1551246537396125
2016-06-27,7.271468144044322
2016-06-28,3.635734072022161
2016-06-29,0.0
2016-06-30,7.790858725761773
2016-07-01,0.0
2016-07-02,4.674515235457064
2016-07-03,0.0
2016-07-04,4.1551246537396125
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,5.713296398891967
2016-07-08,4.1551246537396125
2016-07-09,4.674515235457064
2016-07-10,4.674515235457064
2016-07-11,3.635734072022161
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,5.713296398891967
2016-07-16,4.674515235457064
2016-07-17,0.0
2016-07-18,11.426592797783934
2016-07-19,13.50415512465374
2016-07-20,0.0
2016-07-21,7.790858725761773
2016-07-22,19.736842105263158
2016-07-23,6.75207756232687
2016-07-24,13.50415512465374
2016-07-25,22.85318559556787
2016-07-26,3.635734072022161
2016-07-27,13.50415512465374
2016-07-28,11.426592797783934
2016-07-29,14.023545706371191
2016-07-30,13.50415512465374
2016-07-31,8.829639889196677
2016-08-01,3.635734072022161
2016-08-02,19.21745152354571
2016-08-03,13.50415512465374
2016-08-04,7.790858725761773
2016-08-05,4.1551246537396125
2016-08-06,4.674515235457064
2016-08-07,0.0
2016-08-08,11.426592797783934
2016-08-09,5.713296398891967
2016-08-10,11.426592797783934
2016-08-11,7.790858725761773
2016-08-12,11.945983379501385
2016-08-13,8.829639889196677
2016-08-14,4.674515235457064
2016-08-15,7.790858725761773
2016-08-16,9.349030470914128
2016-08-17,7.790858725761773
2016-08-18,3.635734072022161
2016-08-19,5.713296398891967
2016-08-20,13.50415512465374
2016-08-21,6.75207756232687
2016-08-22,5.713296398891967
2016-08-23,7.790858725761773
2016-08-24,15.581717451523547
2016-08-25,5.713296398891967
2016-08-26,7.790858725761773
2016-08-27,8.829639889196677
2016-08-28,4.1551246537396125
2016-08-29,7.271468144044322
2016-08-30,3.635734072022161
2016-08-31,9.349030470914128
2016-09-01,12.98476454293629
2016-09-02,3.635734072022161
2016-09-03,4.1551246537396125
2016-09-04,0.0
2016-09-05,7.790858725761773
2016-09-06,5.713296398891967
2016-09-07,9.349030470914128
2016-09-08,7.271468144044322
2016-09-09,7.790858725761773
2016-09-10,4.1551246537396125
2016-09-11,8.310249307479225
2016-09-12,41.03185595567867
2016-09-13,25.96952908587258
2016-09-14,18.178670360110804
2016-09-15,12.98476454293629
2016-09-16,7.790858725761773
2016-09-17,10.907202216066484
2016-09-18,10.387811634349031
2016-09-19,7.271468144044322
2016-09-20,12.465373961218837
2016-09-21,7.271468144044322
2016-09-22,12.98476454293629
2016-09-23,11.426592797783934
2016-09-24,8.310249307479225
2016-09-25,12.465373961218837
2016-09-26,14.542936288088644
2016-09-27,51.93905817174516
2016-09-28,19.736842105263158
2016-09-29,12.98476454293629
2016-09-30,11.426592797783934
2016-10-01,10.732686980609419
2016-10-02,17.116343490304708
2016-10-03,2.596952908587258
2016-10-04,5.635734072022161
2016-10-05,0.0
2016-10-06,18.73268698060942
2016-10-07,8.674515235457065
2016-10-08,10.193905817174516
2016-10-09,13.232686980609419
2016-10-10,29.822022160664822
2016-10-11,19.329639889196677
2016-10-12,13.953601108033242
2016-10-13,11.271468144044322
2016-10-14,10.492382271468145
2016-10-15,14.271468144044322
2016-10-16,10.732686980609419
2016-10-17,8.414819944598339
2016-10-18,8.232686980609419
2016-10-19,7.635734072022161
2016-10-20,35.977146814404435
2016-10-21,13.953601108033242
2016-10-22,5.193905817174516
2016-10-23,7.693905817174516
2016-10-24,8.414819944598339
2016-10-25,21.011772853185597
2016-10-26,3.8178670360110805
2016-10-27,13.011772853185596
2016-10-28,10.13573407202216
2016-10-29,4.1551246537396125
2016-10-30,5.616343490304709
2016-10-31,11.953601108033242
2016-11-01,12.992382271468145
2016-11-02,8.0
2016-11-03,20.0
2016-11-04,17.0
2016-11-05,9.0
2016-11-06,23.0
2016-11-07,28.0
2016-11-08,43.0
2016-11-09,100.0
2016-11-10,45.0
2016-11-11,55.0
2016-11-12,5.0
2016-11-13,28.0
2016-11-14,43.0
2016-11-15,4.0
2016-11-16,24.0
2016-11-17,20.0
2016-11-18,0.0
2016-11-19,9.0
2016-11-20,5.0
2016-11-21,4.0
2016-11-22,20.0
2016-11-23,12.0
2016-11-24,12.0
2016-11-25,0.0
2016-11-26,14.0
2016-11-27,14.0
2016-11-28,0.0
2016-11-29,12.0
2016-11-30,0.0
2016-12-01,8.0
2016-12-02,0.0
2016-12-03,9.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,8.0
2016-12-07,0.0
2016-12-08,4.0
2016-12-09,4.0
2016-12-10,11.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,4.0
2016-12-14,8.0
2016-12-15,8.0
2016-12-16,8.0
2016-12-17,5.0
2016-12-18,9.0
2016-12-19,4.0
2016-12-20,8.0
2016-12-21,4.0
2016-12-22,4.0
2016-12-23,9.0
2016-12-24,10.0
2016-12-25,11.0
2016-12-26,0.0
2016-12-27,4.0
2016-12-28,9.0
2016-12-29,4.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,15.0
2017-01-02,13.0
2017-01-03,16.0
2017-01-04,16.0
2017-01-05,4.0
2017-01-06,17.0
2017-01-07,9.0
2017-01-08,9.0
2017-01-09,31.0
2017-01-10,16.0
2017-01-11,15.0
2017-01-12,4.0
2017-01-13,16.0
2017-01-14,9.0
2017-01-15,18.0
2017-01-16,0.0
2017-01-17,4.0
2017-01-18,12.0
2017-01-19,12.0
2017-01-20,84.0
2017-01-21,59.0
2017-01-22,35.0
2017-01-23,27.0
2017-01-24,15.0
2017-01-25,8.0
2017-01-26,23.0
2017-01-27,4.0
2017-01-28,9.0
2017-01-29,18.0
2017-01-30,12.0
2017-01-31,12.0
2017-02-01,12.0
2017-02-02,15.0
2017-02-03,4.0
2017-02-04,9.0
2017-02-05,22.0
2017-02-06,11.0
2017-02-07,11.0
2017-02-08,19.0
2017-02-09,12.0
2017-02-10,4.0
2017-02-11,13.0
2017-02-12,9.0
2017-02-13,15.0
2017-02-14,4.0
2017-02-15,4.0
2017-02-16,0.0
2017-02-17,4.0
2017-02-18,0.0
2017-02-19,14.0
2017-02-20,4.0
2017-02-21,0.0
2017-02-22,4.0
2017-02-23,8.0
2017-02-24,4.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,12.0
2017-02-28,4.0
2017-03-01,6.2
2017-03-02,1.7000000000000002
2017-03-03,1.7000000000000002
2017-03-04,2.0
2017-03-05,3.9000000000000004
2017-03-06,9.600000000000001
2017-03-07,10.8
2017-03-08,3.7
2017-03-09,8.0
2017-03-10,3.7
2017-03-11,1.9000000000000001
2017-03-12,3.8000000000000003
2017-03-13,7.300000000000001
2017-03-14,3.3000000000000003
2017-03-15,5.300000000000001
2017-03-16,8.8
2017-03-17,5.2
2017-03-18,8.4
2017-03-19,3.9000000000000004
2017-03-20,3.3000000000000003
2017-03-21,7.300000000000001
2017-03-22,6.1000000000000005
2017-03-23,9.4
2017-03-24,12.4
2017-03-25,6.5
2017-03-26,4.5
2017-03-27,6.5
2017-03-28,4.5
2017-03-29,5.4
2017-03-30,3.7
2017-03-31,1.8
2017-04-01,5.4
2017-04-02,4.0
2017-04-03,0.0
2017-04-04,3.4000000000000004
2017-04-05,6.800000000000001
2017-04-06,3.4000000000000004
2017-04-07,5.4
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,6.800000000000001
2017-04-11,13.8
2017-04-12,3.4000000000000004
2017-04-13,3.6
2017-04-14,4.0
2017-04-15,4.2
2017-04-16,0.0
2017-04-17,10.8
2017-04-18,3.4000000000000004
2017-04-19,3.4000000000000004
2017-04-20,3.4000000000000004
2017-04-21,5.4
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,3.4000000000000004
2017-04-25,3.4000000000000004
2017-04-26,5.0
2017-04-27,3.4000000000000004
2017-04-28,5.2
2017-04-29,0.0
2017-04-30,4.0
2017-05-01,0.0
2017-05-02,3.4000000000000004
2017-05-03,20.0
2017-05-04,3.4000000000000004
2017-05-05,3.4000000000000004
2017-05-06,8.0
2017-05-07,4.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,5.0
2017-05-11,0.0
2017-05-12,3.6
2017-05-13,4.0
2017-05-14,4.0
2017-05-15,5.0
2017-05-16,13.4
2017-05-17,10.200000000000001
2017-05-18,6.800000000000001
2017-05-19,3.6
2017-05-20,6.0
2017-05-21,6.0
2017-05-22,11.8
2017-05-23,3.4000000000000004
2017-05-24,10.200000000000001
2017-05-25,3.6
2017-05-26,3.6
2017-05-27,4.2
2017-05-28,6.2
2017-05-29,5.4
2017-05-30,0.0
2017-05-31,6.800000000000001
2017-06-01,8.6
2017-06-02,12.600000000000001
2017-06-03,8.0
