date,trump traitor
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,7.254901960784314
2016-05-04,7.254901960784314
2016-05-05,14.509803921568627
2016-05-06,7.254901960784314
2016-05-07,0.0
2016-05-08,8.705882352941176
2016-05-09,7.254901960784314
2016-05-10,7.254901960784314
2016-05-11,0.0
2016-05-12,14.509803921568627
2016-05-13,0.0
2016-05-14,0.0
2016-05-15,7.980392156862745
2016-05-16,7.254901960784314
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,7.254901960784314
2016-05-21,0.0
2016-05-22,7.980392156862745
2016-05-23,0.0
2016-05-24,7.254901960784314
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,8.705882352941176
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,7.254901960784314
2016-06-02,0.0
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,25.392156862745097
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,7.254901960784314
2016-06-09,0.0
2016-06-10,0.0
2016-06-11,12.333333333333332
2016-06-12,7.980392156862745
2016-06-13,10.156862745098039
2016-06-14,0.0
2016-06-15,7.254901960784314
2016-06-16,7.254901960784314
2016-06-17,14.509803921568627
2016-06-18,8.705882352941176
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,7.254901960784314
2016-06-23,0.0
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,7.254901960784314
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,14.509803921568627
2016-07-01,15.235294117647058
2016-07-02,0.0
2016-07-03,13.058823529411764
2016-07-04,7.254901960784314
2016-07-05,7.254901960784314
2016-07-06,7.254901960784314
2016-07-07,0.0
2016-07-08,0.0
2016-07-09,8.705882352941176
2016-07-10,8.705882352941176
2016-07-11,7.254901960784314
2016-07-12,7.254901960784314
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,7.254901960784314
2016-07-19,14.509803921568627
2016-07-20,7.254901960784314
2016-07-21,10.882352941176471
2016-07-22,7.254901960784314
2016-07-23,17.41176470588235
2016-07-24,8.705882352941176
2016-07-25,7.254901960784314
2016-07-26,7.254901960784314
2016-07-27,72.54901960784314
2016-07-28,69.6470588235294
2016-07-29,26.84313725490196
2016-07-30,17.41176470588235
2016-07-31,51.509803921568626
2016-08-01,29.019607843137255
2016-08-02,0.0
2016-08-03,14.509803921568627
2016-08-04,7.254901960784314
2016-08-05,7.980392156862745
2016-08-06,8.705882352941176
2016-08-07,8.705882352941176
2016-08-08,7.254901960784314
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,15.235294117647058
2016-08-13,17.41176470588235
2016-08-14,17.41176470588235
2016-08-15,0.0
2016-08-16,7.254901960784314
2016-08-17,7.254901960784314
2016-08-18,7.254901960784314
2016-08-19,0.0
2016-08-20,12.333333333333332
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,7.254901960784314
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,8.705882352941176
2016-08-28,12.333333333333332
2016-08-29,7.254901960784314
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,7.254901960784314
2016-09-02,10.882352941176471
2016-09-03,8.705882352941176
2016-09-04,0.0
2016-09-05,7.254901960784314
2016-09-06,7.254901960784314
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,7.254901960784314
2016-09-10,7.980392156862745
2016-09-11,7.980392156862745
2016-09-12,10.882352941176471
2016-09-13,7.254901960784314
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,7.254901960784314
2016-09-17,0.0
2016-09-18,7.980392156862745
2016-09-19,6.529411764705882
2016-09-20,0.0
2016-09-21,7.254901960784314
2016-09-22,0.0
2016-09-23,7.254901960784314
2016-09-24,0.0
2016-09-25,7.980392156862745
2016-09-26,13.784313725490195
2016-09-27,6.529411764705882
2016-09-28,6.529411764705882
2016-09-29,0.0
2016-09-30,0.0
2016-10-01,0.0
2016-10-02,3.9901960784313726
2016-10-03,3.5
2016-10-04,8.57843137254902
2016-10-05,0.0
2016-10-06,0.0
2016-10-07,0.0
2016-10-08,5.803921568627451
2016-10-09,4.5
2016-10-10,12.57843137254902
2016-10-11,16.57843137254902
2016-10-12,24.205882352941174
2016-10-13,7.264705882352941
2016-10-14,3.627450980392157
2016-10-15,24.970588235294116
2016-10-16,12.117647058823529
2016-10-17,17.529411764705884
2016-10-18,10.764705882352942
2016-10-19,0.0
2016-10-20,26.607843137254903
2016-10-21,16.205882352941174
2016-10-22,16.480392156862745
2016-10-23,8.490196078431373
2016-10-24,3.264705882352941
2016-10-25,0.0
2016-10-26,3.264705882352941
2016-10-27,0.0
2016-10-28,5.078431372549019
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,12.705882352941176
2016-11-01,10.892156862745097
2016-11-02,8.0
2016-11-03,15.0
2016-11-04,15.0
2016-11-05,26.0
2016-11-06,8.0
2016-11-07,0.0
2016-11-08,7.0
2016-11-09,7.0
2016-11-10,15.0
2016-11-11,24.0
2016-11-12,9.0
2016-11-13,34.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,15.0
2016-11-17,0.0
2016-11-18,0.0
2016-11-19,17.0
2016-11-20,0.0
2016-11-21,0.0
2016-11-22,7.0
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,8.0
2016-11-26,0.0
2016-11-27,17.0
2016-11-28,7.0
2016-11-29,7.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,8.0
2016-12-05,7.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,8.0
2016-12-09,0.0
2016-12-10,58.0
2016-12-11,71.0
2016-12-12,44.0
2016-12-13,37.0
2016-12-14,0.0
2016-12-15,38.0
2016-12-16,16.0
2016-12-17,35.0
2016-12-18,17.0
2016-12-19,0.0
2016-12-20,15.0
2016-12-21,0.0
2016-12-22,16.0
2016-12-23,0.0
2016-12-24,28.0
2016-12-25,19.0
2016-12-26,17.0
2016-12-27,0.0
2016-12-28,16.0
2016-12-29,16.0
2016-12-30,58.0
2016-12-31,73.0
2017-01-01,46.0
2017-01-02,0.0
2017-01-03,15.0
2017-01-04,22.0
2017-01-05,22.0
2017-01-06,23.0
2017-01-07,25.0
2017-01-08,33.0
2017-01-09,0.0
2017-01-10,7.0
2017-01-11,86.0
2017-01-12,21.0
2017-01-13,15.0
2017-01-14,25.0
2017-01-15,24.0
2017-01-16,28.0
2017-01-17,36.0
2017-01-18,28.0
2017-01-19,15.0
2017-01-20,7.0
2017-01-21,8.0
2017-01-22,16.0
