date,trump russia
2016-11-30,2.0
2016-12-01,1.0
2016-12-02,2.0
2016-12-03,1.0
2016-12-04,1.0
2016-12-05,1.0
2016-12-06,1.0
2016-12-07,1.0
2016-12-08,2.0
2016-12-09,2.0
2016-12-10,27.0
2016-12-11,21.0
2016-12-12,12.0
2016-12-13,12.0
2016-12-14,7.0
2016-12-15,8.0
2016-12-16,10.0
2016-12-17,8.0
2016-12-18,5.0
2016-12-19,6.0
2016-12-20,5.0
2016-12-21,3.0
2016-12-22,2.0
2016-12-23,3.0
2016-12-24,2.0
2016-12-25,2.0
2016-12-26,2.0
2016-12-27,2.0
2016-12-28,3.0
2016-12-29,6.0
2016-12-30,9.0
2016-12-31,6.0
2017-01-01,4.0
2017-01-02,3.0
2017-01-03,3.0
2017-01-04,4.0
2017-01-05,3.0
2017-01-06,8.0
2017-01-07,8.0
2017-01-08,6.0
2017-01-09,5.0
2017-01-10,9.0
2017-01-11,100.0
2017-01-12,46.0
2017-01-13,17.0
2017-01-14,18.0
2017-01-15,18.0
2017-01-16,12.0
2017-01-17,12.0
2017-01-18,7.0
2017-01-19,7.0
2017-01-20,13.0
2017-01-21,9.0
2017-01-22,9.0
2017-01-23,6.0
2017-01-24,5.0
2017-01-25,4.0
2017-01-26,4.0
2017-01-27,7.0
2017-01-28,6.0
2017-01-29,7.0
2017-01-30,6.0
2017-01-31,4.0
2017-02-01,4.0
2017-02-02,6.0
2017-02-03,5.0
2017-02-04,4.0
2017-02-05,4.0
2017-02-06,5.0
2017-02-07,4.0
2017-02-08,4.0
2017-02-09,3.0
2017-02-10,5.0
2017-02-11,9.0
2017-02-12,5.0
2017-02-13,4.0
2017-02-14,14.0
2017-02-15,40.0
2017-02-16,26.0
2017-02-17,13.0
2017-02-18,10.0
2017-02-19,7.0
2017-02-20,8.0
2017-02-21,7.0
2017-02-22,6.0
2017-02-23,5.0
2017-02-24,9.0
2017-02-25,8.0
2017-02-26,7.0
2017-02-27,7.0
2017-02-28,7.0
2017-03-01,5.735426008968609
2017-03-02,15.022421524663677
2017-03-03,12.996636771300448
2017-03-04,12.154708520179373
2017-03-05,12.154708520179373
2017-03-06,8.445067264573991
2017-03-07,6.919282511210762
2017-03-08,8.103139013452914
2017-03-09,9.286995515695068
2017-03-10,8.945067264573991
2017-03-11,6.919282511210762
2017-03-12,5.735426008968609
2017-03-13,4.893497757847534
2017-03-14,4.393497757847534
2017-03-15,6.919282511210762
2017-03-16,4.893497757847534
2017-03-17,4.051569506726457
2017-03-18,4.051569506726457
2017-03-19,4.893497757847534
2017-03-20,14.1804932735426
2017-03-21,14.6804932735426
2017-03-22,10.628923766816143
2017-03-23,16.206278026905828
2017-03-24,10.128923766816143
2017-03-25,8.945067264573991
2017-03-26,9.786995515695068
2017-03-27,9.786995515695068
2017-03-28,10.628923766816143
2017-03-29,13.838565022421523
2017-03-30,13.838565022421523
2017-03-31,13.6804932735426
2017-04-01,12.154708520179373
2017-04-02,13.677130044843048
2017-04-03,8.890134529147982
2017-04-04,10.257847533632287
2017-04-05,7.5224215246636765
2017-04-06,6.838565022421524
2017-04-07,25.986547085201792
2017-04-08,14.3609865470852
2017-04-09,10.257847533632287
2017-04-10,29.405829596412556
2017-04-11,12.993273542600896
2017-04-12,12.993273542600896
2017-04-13,12.309417040358744
2017-04-14,10.941704035874439
2017-04-15,8.20627802690583
2017-04-16,6.838565022421524
2017-04-17,6.838565022421524
2017-04-18,6.838565022421524
2017-04-19,6.154708520179372
2017-04-20,6.838565022421524
2017-04-21,7.5224215246636765
2017-04-22,10.941704035874439
2017-04-23,4.786995515695067
2017-04-24,8.20627802690583
2017-04-25,6.154708520179372
2017-04-26,4.786995515695067
2017-04-27,4.786995515695067
2017-04-28,4.786995515695067
2017-04-29,4.103139013452915
2017-04-30,4.103139013452915
2017-05-01,4.786995515695067
2017-05-02,4.103139013452915
2017-05-03,4.786995515695067
2017-05-04,4.103139013452915
2017-05-05,4.786995515695067
2017-05-06,4.103139013452915
2017-05-07,4.103139013452915
2017-05-08,6.154708520179372
2017-05-09,9.573991031390134
2017-05-10,16.41255605381166
2017-05-11,14.3609865470852
2017-05-12,15.728699551569505
2017-05-13,8.890134529147982
2017-05-14,8.20627802690583
2017-05-15,20.515695067264573
2017-05-16,68.38565022421524
2017-05-17,24.618834080717487
2017-05-18,32.14125560538116
2017-05-19,28.03811659192825
2017-05-20,10.941704035874439
2017-05-21,7.5224215246636765
2017-05-22,7.5224215246636765
2017-05-23,8.890134529147982
2017-05-24,8.890134529147982
2017-05-25,7.5224215246636765
2017-05-26,9.573991031390134
2017-05-27,10.941704035874439
2017-05-28,30.089686098654706
2017-05-29,17.09641255605381
2017-05-30,21.199551569506724
2017-05-31,12.309417040358744
2017-06-01,10.941704035874439
2017-06-02,10.941704035874439
2017-06-03,6.838565022421524
