date,trump fraud
2016-10-30,33.80093676814988
2016-10-31,24.614754098360656
2016-11-01,18.49297423887588
2016-11-02,19.0
2016-11-03,20.0
2016-11-04,20.0
2016-11-05,15.0
2016-11-06,14.0
2016-11-07,18.0
2016-11-08,27.0
2016-11-09,100.0
2016-11-10,61.0
2016-11-11,52.0
2016-11-12,25.0
2016-11-13,20.0
2016-11-14,22.0
2016-11-15,13.0
2016-11-16,14.0
2016-11-17,13.0
2016-11-18,21.0
2016-11-19,26.0
2016-11-20,24.0
2016-11-21,12.0
2016-11-22,9.0
2016-11-23,17.0
2016-11-24,10.0
2016-11-25,8.0
2016-11-26,11.0
2016-11-27,13.0
2016-11-28,28.0
2016-11-29,19.0
2016-11-30,10.0
2016-12-01,11.0
2016-12-02,10.0
2016-12-03,5.0
2016-12-04,4.0
2016-12-05,2.0
2016-12-06,8.0
2016-12-07,4.0
2016-12-08,2.0
2016-12-09,3.0
2016-12-10,5.0
2016-12-11,5.0
2016-12-12,4.0
2016-12-13,2.0
2016-12-14,2.0
2016-12-15,2.0
2016-12-16,4.0
2016-12-17,4.0
2016-12-18,1.0
2016-12-19,2.0
2016-12-20,4.0
2016-12-21,3.0
2016-12-22,1.0
2016-12-23,2.0
2016-12-24,1.0
2016-12-25,1.0
2016-12-26,1.0
2016-12-27,3.0
2016-12-28,2.0
2016-12-29,4.0
2016-12-30,0.0
2016-12-31,1.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,0.0
2017-01-04,2.0
2017-01-05,2.0
2017-01-06,4.0
2017-01-07,2.0
2017-01-08,1.0
2017-01-09,3.0
2017-01-10,4.0
2017-01-11,3.0
2017-01-12,2.0
2017-01-13,1.0
2017-01-14,5.0
2017-01-15,3.0
2017-01-16,3.0
2017-01-17,3.0
2017-01-18,3.0
2017-01-19,3.0
2017-01-20,6.0
2017-01-21,5.0
2017-01-22,9.0
2017-01-23,5.0
2017-01-24,21.0
2017-01-25,70.0
2017-01-26,50.0
2017-01-27,41.0
2017-01-28,17.0
2017-01-29,11.0
2017-01-30,7.0
2017-01-31,12.0
2017-02-01,8.0
2017-02-02,5.0
2017-02-03,4.0
2017-02-04,8.0
2017-02-05,7.0
2017-02-06,10.0
2017-02-07,7.0
2017-02-08,4.0
2017-02-09,4.0
2017-02-10,4.0
2017-02-11,10.0
2017-02-12,7.0
2017-02-13,7.0
2017-02-14,5.0
2017-02-15,6.0
2017-02-16,4.0
2017-02-17,3.0
2017-02-18,3.0
2017-02-19,3.0
2017-02-20,2.0
2017-02-21,4.0
2017-02-22,3.0
2017-02-23,3.0
2017-02-24,4.0
2017-02-25,1.0
2017-02-26,3.0
2017-02-27,2.0
2017-02-28,1.0
2017-03-01,2.5243664717348926
2017-03-02,2.060428849902534
2017-03-03,2.192982456140351
2017-03-04,2.6569200779727096
2017-03-05,1.861598440545809
2017-03-06,2.891812865497076
2017-03-07,2.1267056530214425
2017-03-08,3.922027290448343
2017-03-09,1.4639376218323585
2017-03-10,2.361598440545809
2017-03-11,1.7953216374269005
2017-03-12,1.4941520467836256
2017-03-13,2.891812865497076
2017-03-14,1.9278752436647173
2017-03-15,1.9278752436647173
2017-03-16,2.590643274853801
2017-03-17,2.060428849902534
2017-03-18,1.229044834307992
2017-03-19,0.8615984405458089
2017-03-20,1.6627680311890838
2017-03-21,3.560428849902534
2017-03-22,3.1267056530214425
2017-03-23,2.223196881091618
2017-03-24,2.6267056530214425
2017-03-25,0.9639376218323586
2017-03-26,1.2953216374269005
2017-03-27,1.861598440545809
2017-03-28,2.162768031189084
2017-03-29,1.7953216374269005
2017-03-30,1.6627680311890838
2017-03-31,2.891812865497076
2017-04-01,1.3255360623781676
2017-04-02,1.9883040935672514
2017-04-03,3.048732943469785
2017-04-04,1.1929824561403508
2017-04-05,1.590643274853801
2017-04-06,0.9278752436647173
2017-04-07,0.39766081871345027
2017-04-08,0.9278752436647173
2017-04-09,0.9278752436647173
2017-04-10,1.3255360623781676
2017-04-11,1.3255360623781676
2017-04-12,0.9278752436647173
2017-04-13,0.39766081871345027
2017-04-14,0.6627680311890838
2017-04-15,1.590643274853801
2017-04-16,0.9278752436647173
2017-04-17,1.4580896686159843
2017-04-18,1.3255360623781676
2017-04-19,1.7231968810916178
2017-04-20,2.120857699805068
2017-04-21,1.060428849902534
2017-04-22,1.060428849902534
2017-04-23,1.7231968810916178
2017-04-24,1.590643274853801
2017-04-25,0.9278752436647173
2017-04-26,1.4580896686159843
2017-04-27,0.39766081871345027
2017-04-28,1.8557504873294346
2017-04-29,0.9278752436647173
2017-04-30,0.9278752436647173
2017-05-01,1.1929824561403508
2017-05-02,1.1929824561403508
2017-05-03,0.7953216374269005
2017-05-04,1.3255360623781676
2017-05-05,2.3859649122807016
2017-05-06,1.060428849902534
2017-05-07,0.9278752436647173
2017-05-08,1.590643274853801
2017-05-09,2.120857699805068
2017-05-10,3.844054580896686
2017-05-11,13.255360623781677
2017-05-12,4.771929824561403
2017-05-13,3.181286549707602
2017-05-14,1.8557504873294346
2017-05-15,3.313840155945419
2017-05-16,3.048732943469785
2017-05-17,2.651072124756335
2017-05-18,2.9161793372319686
2017-05-19,2.3859649122807016
2017-05-20,2.783625730994152
2017-05-21,0.6627680311890838
2017-05-22,1.3255360623781676
2017-05-23,1.7231968810916178
2017-05-24,1.590643274853801
2017-05-25,1.8557504873294346
2017-05-26,1.4580896686159843
2017-05-27,0.9278752436647173
2017-05-28,0.9278752436647173
2017-05-29,1.060428849902534
2017-05-30,1.1929824561403508
2017-05-31,2.783625730994152
2017-06-01,2.518518518518518
2017-06-02,0.6627680311890838
2017-06-03,0.6627680311890838
