date,hillary clinton travel
2016-05-01,0.0
2016-05-02,3.7483407458091005
2016-05-03,3.7483407458091005
2016-05-04,7.496681491618201
2016-05-05,11.61985631200821
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,4.49800889497092
2016-05-09,7.496681491618201
2016-05-10,3.7483407458091005
2016-05-11,3.7483407458091005
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,4.49800889497092
2016-05-15,0.0
2016-05-16,7.496681491618201
2016-05-17,7.496681491618201
2016-05-18,3.7483407458091005
2016-05-19,0.0
2016-05-20,3.7483407458091005
2016-05-21,8.99601778994184
2016-05-22,13.494026684912763
2016-05-23,11.245022237427301
2016-05-24,7.496681491618201
2016-05-25,7.496681491618201
2016-05-26,0.0
2016-05-27,4.123174820390011
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,3.7483407458091005
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,7.871515566199111
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,7.496681491618201
2016-06-08,11.61985631200821
2016-06-09,7.871515566199111
2016-06-10,4.123174820390011
2016-06-11,4.49800889497092
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,3.7483407458091005
2016-06-17,7.871515566199111
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,11.245022237427301
2016-06-22,0.0
2016-06-23,11.61985631200821
2016-06-24,0.0
2016-06-25,4.49800889497092
2016-06-26,0.0
2016-06-27,7.496681491618201
2016-06-28,3.7483407458091005
2016-06-29,0.0
2016-06-30,7.871515566199111
2016-07-01,0.0
2016-07-02,13.868860759493671
2016-07-03,0.0
2016-07-04,4.123174820390011
2016-07-05,4.123174820390011
2016-07-06,4.123174820390011
2016-07-07,7.871515566199111
2016-07-08,8.246349640780021
2016-07-09,9.37085186452275
2016-07-10,0.0
2016-07-11,7.871515566199111
2016-07-12,3.7483407458091005
2016-07-13,3.7483407458091005
2016-07-14,0.0
2016-07-15,4.123174820390011
2016-07-16,4.49800889497092
2016-07-17,4.49800889497092
2016-07-18,3.7483407458091005
2016-07-19,7.871515566199111
2016-07-20,7.871515566199111
2016-07-21,3.7483407458091005
2016-07-22,16.117865206979133
2016-07-23,18.366869654464594
2016-07-24,17.99203557988368
2016-07-25,15.368197057817312
2016-07-26,15.368197057817312
2016-07-27,3.7483407458091005
2016-07-28,3.7483407458091005
2016-07-29,28.487389668149163
2016-07-30,18.7417037290455
2016-07-31,8.99601778994184
2016-08-01,23.23971262401642
2016-08-02,3.7483407458091005
2016-08-03,3.7483407458091005
2016-08-04,3.7483407458091005
2016-08-05,4.123174820390011
2016-08-06,0.0
2016-08-07,13.868860759493671
2016-08-08,7.871515566199111
2016-08-09,11.61985631200821
2016-08-10,3.7483407458091005
2016-08-11,7.871515566199111
2016-08-12,4.123174820390011
2016-08-13,0.0
2016-08-14,9.37085186452275
2016-08-15,4.123174820390011
2016-08-16,3.7483407458091005
2016-08-17,7.871515566199111
2016-08-18,11.61985631200821
2016-08-19,4.123174820390011
2016-08-20,4.49800889497092
2016-08-21,4.49800889497092
2016-08-22,11.245022237427301
2016-08-23,3.7483407458091005
2016-08-24,3.7483407458091005
2016-08-25,0.0
2016-08-26,7.871515566199111
2016-08-27,4.49800889497092
2016-08-28,4.49800889497092
2016-08-29,11.245022237427301
2016-08-30,3.7483407458091005
2016-08-31,11.245022237427301
2016-09-01,15.368197057817312
2016-09-02,7.871515566199111
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,11.245022237427301
2016-09-07,3.7483407458091005
2016-09-08,3.7483407458091005
2016-09-09,7.871515566199111
2016-09-10,0.0
2016-09-11,34.48473486144373
2016-09-12,37.483407458091
2016-09-13,18.366869654464594
2016-09-14,11.245022237427301
2016-09-15,3.7483407458091005
2016-09-16,26.988053369825526
2016-09-17,0.0
2016-09-18,8.621183715360932
2016-09-19,3.7483407458091005
2016-09-20,7.121847417037291
2016-09-21,14.993362983236402
2016-09-22,0.0
2016-09-23,11.61985631200821
2016-09-24,0.0
2016-09-25,8.621183715360932
2016-09-26,10.870188162846391
2016-09-27,25.48871707150188
2016-09-28,14.618528908655492
2016-09-29,3.7483407458091005
2016-09-30,11.61985631200821
2016-10-01,10.402483749572358
2016-10-02,6.034560383167979
2016-10-03,7.0041669517618885
2016-10-04,4.237837837837838
2016-10-05,3.7282244269586045
2016-10-06,8.858221005815942
2016-10-07,1.8741703729045502
2016-10-08,15.849982894286693
2016-10-09,12.464071159767364
2016-10-10,15.520075265138559
2016-10-11,15.372890865549094
2016-10-12,13.078959972630859
2016-10-13,8.87833732466644
2016-10-14,8.251043448511803
2016-10-15,7.094019842627438
2016-10-16,12.219322613752993
2016-10-17,9.485514881970579
2016-10-18,12.134163530619228
2016-10-19,8.87833732466644
2016-10-20,11.526985973315089
2016-10-21,13.645904892234007
2016-10-22,4.237837837837838
2016-10-23,7.036688333903524
2016-10-24,5.317413616147793
2016-10-25,6.2095723571672945
2016-10-26,3.7282244269586045
2016-10-27,12.419144714334589
2016-10-28,4.502702702702703
2016-10-29,13.731063975367775
2016-10-30,10.272398221005817
2016-10-31,14.648032842969553
2016-11-01,7.476565172767705
2016-11-02,10.594594594594595
2016-11-03,20.65945945945946
2016-11-04,16.42162162162162
2016-11-05,4.237837837837838
2016-11-06,23.308108108108108
2016-11-07,29.135135135135137
2016-11-08,29.135135135135137
2016-11-09,52.972972972972975
2016-11-10,24.36756756756757
2016-11-11,14.832432432432434
2016-11-12,7.9459459459459465
2016-11-13,13.772972972972974
2016-11-14,5.297297297297297
2016-11-15,17.481081081081083
2016-11-16,3.1783783783783788
2016-11-17,9.005405405405407
2016-11-18,10.594594594594595
2016-11-19,0.0
2016-11-20,7.9459459459459465
2016-11-21,3.1783783783783788
2016-11-22,3.1783783783783788
2016-11-23,0.0
2016-11-24,7.416216216216217
2016-11-25,0.0
2016-11-26,3.7081081081081084
2016-11-27,5.827027027027027
2016-11-28,3.1783783783783788
2016-11-29,3.1783783783783788
2016-11-30,3.7081081081081084
2016-12-01,0.0
2016-12-02,3.7081081081081084
2016-12-03,3.7081081081081084
2016-12-04,0.0
2016-12-05,5.297297297297297
2016-12-06,5.297297297297297
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,7.416216216216217
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,6.886486486486487
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,7.416216216216217
2016-12-17,8.475675675675676
2016-12-18,4.237837837837838
2016-12-19,3.7081081081081084
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,3.7081081081081084
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,3.7081081081081084
2016-12-29,7.416216216216217
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,3.7081081081081084
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,3.7081081081081084
2017-01-07,3.7081081081081084
2017-01-08,3.7081081081081084
2017-01-09,3.1783783783783788
