date,cake
2016-05-01,70.14153969526865
2016-05-02,58.82838813151564
2016-05-03,57.31996792301524
2016-05-04,59.58259823576584
2016-05-05,61.845228548516445
2016-05-06,61.845228548516445
2016-05-07,75.42101042502006
2016-05-08,69.38732959101844
2016-05-09,54.303127506014434
2016-05-10,55.81154771451484
2016-05-11,56.565757818765036
2016-05-12,58.07417802726544
2016-05-13,58.82838813151564
2016-05-14,67.12469927826784
2016-05-15,67.12469927826784
2016-05-16,56.565757818765036
2016-05-17,57.31996792301524
2016-05-18,57.31996792301524
2016-05-19,58.07417802726544
2016-05-20,61.09101844426624
2016-05-21,66.37048917401765
2016-05-22,67.87890938251805
2016-05-23,58.82838813151564
2016-05-24,56.565757818765036
2016-05-25,57.31996792301524
2016-05-26,59.58259823576584
2016-05-27,60.33680834001604
2016-05-28,66.37048917401765
2016-05-29,64.86206896551724
2016-05-30,57.31996792301524
2016-05-31,54.303127506014434
2016-06-01,56.565757818765036
2016-06-02,55.81154771451484
2016-06-03,59.58259823576584
2016-06-04,66.37048917401765
2016-06-05,62.59943865276664
2016-06-06,53.548917401764236
2016-06-07,55.05733761026464
2016-06-08,55.05733761026464
2016-06-09,57.31996792301524
2016-06-10,58.82838813151564
2016-06-11,65.61627906976744
2016-06-12,64.10785886126705
2016-06-13,53.548917401764236
2016-06-14,55.05733761026464
2016-06-15,56.565757818765036
2016-06-16,57.31996792301524
2016-06-17,61.09101844426624
2016-06-18,70.89574979951885
2016-06-19,69.38732959101844
2016-06-20,53.548917401764236
2016-06-21,52.79470729751404
2016-06-22,54.303127506014434
2016-06-23,55.81154771451484
2016-06-24,56.565757818765036
2016-06-25,62.59943865276664
2016-06-26,61.845228548516445
2016-06-27,53.548917401764236
2016-06-28,55.81154771451484
2016-06-29,55.81154771451484
2016-06-30,58.07417802726544
2016-07-01,61.845228548516445
2016-07-02,70.14153969526865
2016-07-03,71.64995990376904
2016-07-04,64.10785886126705
2016-07-05,58.07417802726544
2016-07-06,54.303127506014434
2016-07-07,56.565757818765036
2016-07-08,56.565757818765036
2016-07-09,64.86206896551724
2016-07-10,64.10785886126705
2016-07-11,52.79470729751404
2016-07-12,55.81154771451484
2016-07-13,55.05733761026464
2016-07-14,57.31996792301524
2016-07-15,55.81154771451484
2016-07-16,62.59943865276664
2016-07-17,61.845228548516445
2016-07-18,52.79470729751404
2016-07-19,54.303127506014434
2016-07-20,53.548917401764236
2016-07-21,56.565757818765036
2016-07-22,55.81154771451484
2016-07-23,62.59943865276664
2016-07-24,63.35364875701684
2016-07-25,54.303127506014434
2016-07-26,55.05733761026464
2016-07-27,55.05733761026464
2016-07-28,57.31996792301524
2016-07-29,58.82838813151564
2016-07-30,65.61627906976744
2016-07-31,63.35364875701684
2016-08-01,56.565757818765036
2016-08-02,55.81154771451484
2016-08-03,55.81154771451484
2016-08-04,55.05733761026464
2016-08-05,57.31996792301524
2016-08-06,63.35364875701684
2016-08-07,61.09101844426624
2016-08-08,52.79470729751404
2016-08-09,55.05733761026464
2016-08-10,54.303127506014434
2016-08-11,57.31996792301524
2016-08-12,57.31996792301524
2016-08-13,64.86206896551724
2016-08-14,64.86206896551724
2016-08-15,56.565757818765036
2016-08-16,54.303127506014434
2016-08-17,54.303127506014434
2016-08-18,55.05733761026464
2016-08-19,58.07417802726544
2016-08-20,64.86206896551724
2016-08-21,64.10785886126705
2016-08-22,53.548917401764236
2016-08-23,56.565757818765036
2016-08-24,58.82838813151564
2016-08-25,59.58259823576584
2016-08-26,59.58259823576584
2016-08-27,66.37048917401765
2016-08-28,65.61627906976744
2016-08-29,54.303127506014434
2016-08-30,54.303127506014434
2016-08-31,55.81154771451484
2016-09-01,58.07417802726544
2016-09-02,59.58259823576584
2016-09-03,68.63311948676825
2016-09-04,67.87890938251805
2016-09-05,57.31996792301524
2016-09-06,52.04049719326384
2016-09-07,53.548917401764236
2016-09-08,55.05733761026464
2016-09-09,58.07417802726544
2016-09-10,67.12469927826784
2016-09-11,65.61627906976744
2016-09-12,53.548917401764236
2016-09-13,53.548917401764236
2016-09-14,55.05733761026464
2016-09-15,58.07417802726544
2016-09-16,60.33680834001604
2016-09-17,68.63311948676825
2016-09-18,66.37048917401765
2016-09-19,53.548917401764236
2016-09-20,53.548917401764236
2016-09-21,54.303127506014434
2016-09-22,55.81154771451484
2016-09-23,58.82838813151564
2016-09-24,67.87890938251805
2016-09-25,67.87890938251805
2016-09-26,55.05733761026464
2016-09-27,54.303127506014434
2016-09-28,57.31996792301524
2016-09-29,58.07417802726544
2016-09-30,58.82838813151564
2016-10-01,66.56234963913391
2016-10-02,65.80813953488372
2016-10-03,52.89735364875702
2016-10-04,53.65156375300722
2016-10-05,54.65156375300722
2016-10-06,55.02866880513232
2016-10-07,57.65998396150762
2016-10-08,67.93945469125902
2016-10-09,65.30813953488372
2016-10-10,55.405773857257415
2016-10-11,53.77445870088212
2016-10-12,57.65998396150762
2016-10-13,55.905773857257415
2016-10-14,58.03708901363272
2016-10-15,67.93945469125902
2016-10-16,65.80813953488372
2016-10-17,52.89735364875702
2016-10-18,54.15156375300722
2016-10-19,57.15998396150762
2016-10-20,55.905773857257415
2016-10-21,58.03708901363272
2016-10-22,67.06234963913391
2016-10-23,65.30813953488372
2016-10-24,54.65156375300722
2016-10-25,55.02866880513232
2016-10-26,56.405773857257415
2016-10-27,58.03708901363272
2016-10-28,58.91419406575782
2016-10-29,64.93103448275862
2016-10-30,64.05392943063353
2016-10-31,52.89735364875702
2016-11-01,51.520248596631916
2016-11-02,53.0
2016-11-03,53.0
2016-11-04,56.0
2016-11-05,65.0
2016-11-06,63.0
2016-11-07,53.0
2016-11-08,53.0
2016-11-09,47.0
2016-11-10,53.0
2016-11-11,61.0
2016-11-12,67.0
2016-11-13,65.0
2016-11-14,54.0
2016-11-15,56.0
2016-11-16,56.0
2016-11-17,57.0
2016-11-18,58.0
2016-11-19,69.0
2016-11-20,70.0
2016-11-21,60.0
2016-11-22,63.0
2016-11-23,73.0
2016-11-24,69.0
2016-11-25,52.0
2016-11-26,60.0
2016-11-27,59.0
2016-11-28,50.0
2016-11-29,50.0
2016-11-30,53.0
2016-12-01,54.0
2016-12-02,55.0
2016-12-03,63.0
2016-12-04,64.0
2016-12-05,53.0
2016-12-06,53.0
2016-12-07,55.0
2016-12-08,56.0
2016-12-09,56.0
2016-12-10,63.0
2016-12-11,65.0
2016-12-12,55.0
2016-12-13,56.0
2016-12-14,56.0
2016-12-15,57.0
2016-12-16,60.0
2016-12-17,68.0
2016-12-18,69.0
2016-12-19,58.0
2016-12-20,64.0
2016-12-21,65.0
2016-12-22,69.0
2016-12-23,82.0
2016-12-24,100.0
2016-12-25,69.0
2016-12-26,52.0
2016-12-27,52.0
2016-12-28,54.0
2016-12-29,56.0
2016-12-30,64.0
2016-12-31,80.0
2017-01-01,64.0
2017-01-02,54.0
2017-01-03,51.0
2017-01-04,51.0
2017-01-05,55.0
2017-01-06,59.0
2017-01-07,66.0
2017-01-08,65.0
2017-01-09,53.0
2017-01-10,55.0
2017-01-11,52.0
2017-01-12,53.0
2017-01-13,56.0
2017-01-14,66.0
2017-01-15,67.0
2017-01-16,56.0
2017-01-17,54.0
2017-01-18,56.0
2017-01-19,54.0
2017-01-20,55.0
2017-01-21,68.0
2017-01-22,70.0
2017-01-23,54.0
2017-01-24,55.0
2017-01-25,55.0
2017-01-26,57.0
2017-01-27,60.0
2017-01-28,69.0
2017-01-29,66.0
2017-01-30,53.0
2017-01-31,55.0
2017-02-01,56.0
2017-02-02,57.0
2017-02-03,60.0
2017-02-04,71.0
2017-02-05,69.0
2017-02-06,52.0
2017-02-07,56.0
2017-02-08,55.0
2017-02-09,58.0
2017-02-10,60.0
2017-02-11,70.0
2017-02-12,71.0
2017-02-13,61.0
2017-02-14,64.0
2017-02-15,53.0
2017-02-16,54.0
2017-02-17,57.0
2017-02-18,65.0
2017-02-19,66.0
2017-02-20,56.0
2017-02-21,55.0
2017-02-22,55.0
2017-02-23,55.0
2017-02-24,57.0
2017-02-25,67.0
2017-02-26,66.0
2017-02-27,55.0
2017-02-28,61.0
2017-03-01,55.27290076335878
2017-03-02,55.27290076335878
2017-03-03,58.595419847328245
2017-03-04,66.06297709923663
2017-03-05,67.00381679389312
2017-03-06,53.45038167938931
2017-03-07,54.33206106870229
2017-03-08,53.3912213740458
2017-03-09,55.27290076335878
2017-03-10,58.095419847328245
2017-03-11,66.06297709923663
2017-03-12,65.18129770992365
2017-03-13,52.45038167938931
2017-03-14,55.33206106870229
2017-03-15,54.83206106870229
2017-03-16,54.33206106870229
2017-03-17,58.595419847328245
2017-03-18,65.12213740458014
2017-03-19,64.18129770992365
2017-03-20,54.3912213740458
2017-03-21,53.8912213740458
2017-03-22,53.8912213740458
2017-03-23,55.77290076335878
2017-03-24,58.595419847328245
2017-03-25,66.06297709923663
2017-03-26,62.29961832061069
2017-03-27,52.00954198473282
2017-03-28,52.00954198473282
2017-03-29,52.45038167938931
2017-03-30,52.95038167938931
2017-03-31,56.654580152671755
2017-04-01,64.18129770992365
2017-04-02,60.83587786259542
