date,hillary bus
2016-05-01,3.0
2016-05-02,0.0
2016-05-03,1.0
2016-05-04,4.0
2016-05-05,3.0
2016-05-06,5.0
2016-05-07,7.0
2016-05-08,4.0
2016-05-09,7.0
2016-05-10,4.0
2016-05-11,4.0
2016-05-12,3.0
2016-05-13,4.0
2016-05-14,1.0
2016-05-15,0.0
2016-05-16,2.0
2016-05-17,2.0
2016-05-18,2.0
2016-05-19,2.0
2016-05-20,2.0
2016-05-21,0.0
2016-05-22,1.0
2016-05-23,1.0
2016-05-24,2.0
2016-05-25,2.0
2016-05-26,3.0
2016-05-27,3.0
2016-05-28,2.0
2016-05-29,3.0
2016-05-30,2.0
2016-05-31,4.0
2016-06-01,2.0
2016-06-02,3.0
2016-06-03,3.0
2016-06-04,5.0
2016-06-05,1.0
2016-06-06,5.0
2016-06-07,3.0
2016-06-08,4.0
2016-06-09,6.0
2016-06-10,6.0
2016-06-11,3.0
2016-06-12,4.0
2016-06-13,2.0
2016-06-14,2.0
2016-06-15,2.0
2016-06-16,3.0
2016-06-17,1.0
2016-06-18,1.0
2016-06-19,1.0
2016-06-20,2.0
2016-06-21,2.0
2016-06-22,4.0
2016-06-23,1.0
2016-06-24,1.0
2016-06-25,1.0
2016-06-26,4.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,3.0
2016-06-30,0.0
2016-07-01,1.0
2016-07-02,0.0
2016-07-03,2.0
2016-07-04,2.0
2016-07-05,7.0
2016-07-06,5.0
2016-07-07,2.0
2016-07-08,3.0
2016-07-09,0.0
2016-07-10,2.0
2016-07-11,1.0
2016-07-12,3.0
2016-07-13,4.0
2016-07-14,1.0
2016-07-15,3.0
2016-07-16,2.0
2016-07-17,2.0
2016-07-18,3.0
2016-07-19,3.0
2016-07-20,3.0
2016-07-21,3.0
2016-07-22,6.0
2016-07-23,3.0
2016-07-24,5.0
2016-07-25,6.0
2016-07-26,2.0
2016-07-27,8.0
2016-07-28,6.0
2016-07-29,28.0
2016-07-30,22.0
2016-07-31,17.0
2016-08-01,18.0
2016-08-02,9.0
2016-08-03,4.0
2016-08-04,4.0
2016-08-05,4.0
2016-08-06,2.0
2016-08-07,9.0
2016-08-08,2.0
2016-08-09,4.0
2016-08-10,4.0
2016-08-11,3.0
2016-08-12,1.0
2016-08-13,2.0
2016-08-14,2.0
2016-08-15,3.0
2016-08-16,3.0
2016-08-17,3.0
2016-08-18,0.0
2016-08-19,3.0
2016-08-20,2.0
2016-08-21,2.0
2016-08-22,2.0
2016-08-23,4.0
2016-08-24,4.0
2016-08-25,3.0
2016-08-26,1.0
2016-08-27,4.0
2016-08-28,4.0
2016-08-29,4.0
2016-08-30,3.0
2016-08-31,1.0
2016-09-01,1.0
2016-09-02,3.0
2016-09-03,0.0
2016-09-04,2.0
2016-09-05,1.0
2016-09-06,2.0
2016-09-07,2.0
2016-09-08,2.0
2016-09-09,2.0
2016-09-10,1.0
2016-09-11,4.0
2016-09-12,14.0
2016-09-13,9.0
2016-09-14,5.0
2016-09-15,6.0
2016-09-16,4.0
2016-09-17,4.0
2016-09-18,4.0
2016-09-19,6.0
2016-09-20,3.0
2016-09-21,2.0
2016-09-22,5.0
2016-09-23,4.0
2016-09-24,6.0
2016-09-25,3.0
2016-09-26,4.0
2016-09-27,9.0
2016-09-28,4.0
2016-09-29,5.0
2016-09-30,4.0
2016-10-01,4.437192118226601
2016-10-02,1.958128078817734
2016-10-03,1.937192118226601
2016-10-04,1.958128078817734
2016-10-05,1.458128078817734
2016-10-06,1.958128078817734
2016-10-07,2.458128078817734
2016-10-08,4.3953201970443345
2016-10-09,4.916256157635468
2016-10-10,15.165024630541872
2016-10-11,11.22783251231527
2016-10-12,7.374384236453202
2016-10-13,5.853448275862069
2016-10-14,6.374384236453202
2016-10-15,3.416256157635468
2016-10-16,5.853448275862069
2016-10-17,3.395320197044335
2016-10-18,15.644088669950738
2016-10-19,97.90640394088669
2016-10-20,38.57881773399015
2016-10-21,25.976600985221673
2016-10-22,18.165024630541872
2016-10-23,8.832512315270936
2016-10-24,8.332512315270936
2016-10-25,8.769704433497537
2016-10-26,5.3953201970443345
2016-10-27,5.374384236453202
2016-10-28,13.165024630541872
2016-10-29,10.769704433497537
2016-10-30,18.560344827586206
2016-10-31,15.144088669950738
2016-11-01,14.248768472906404
2016-11-02,12.455665024630541
2016-11-03,12.455665024630541
2016-11-04,11.497536945812808
2016-11-05,16.288177339901477
2016-11-06,11.497536945812808
2016-11-07,13.413793103448276
2016-11-08,21.07881773399015
2016-11-09,35.45073891625616
2016-11-10,10.539408866995075
2016-11-11,6.706896551724138
2016-11-12,5.748768472906404
2016-11-13,0.958128078817734
2016-11-14,3.832512315270936
2016-11-15,2.874384236453202
2016-11-16,4.79064039408867
2016-11-17,1.916256157635468
2016-11-18,3.832512315270936
2016-11-19,2.874384236453202
2016-11-20,1.916256157635468
2016-11-21,0.958128078817734
2016-11-22,8.623152709359605
2016-11-23,8.623152709359605
2016-11-24,3.832512315270936
2016-11-25,1.916256157635468
2016-11-26,3.832512315270936
2016-11-27,2.874384236453202
2016-11-28,2.874384236453202
2016-11-29,1.916256157635468
2016-11-30,3.832512315270936
2016-12-01,1.916256157635468
2016-12-02,0.958128078817734
2016-12-03,0.958128078817734
2016-12-04,2.874384236453202
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,3.832512315270936
2016-12-08,0.0
2016-12-09,2.874384236453202
2016-12-10,2.874384236453202
2016-12-11,2.874384236453202
2016-12-12,0.958128078817734
2016-12-13,0.958128078817734
2016-12-14,0.958128078817734
2016-12-15,0.958128078817734
2016-12-16,0.958128078817734
2016-12-17,0.0
2016-12-18,0.958128078817734
2016-12-19,0.958128078817734
2016-12-20,1.916256157635468
2016-12-21,2.874384236453202
2016-12-22,2.874384236453202
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,1.916256157635468
2016-12-26,0.0
2016-12-27,1.916256157635468
2016-12-28,0.958128078817734
2016-12-29,0.958128078817734
2016-12-30,1.916256157635468
2016-12-31,0.958128078817734
2017-01-01,5.748768472906404
2017-01-02,1.916256157635468
2017-01-03,1.916256157635468
2017-01-04,0.958128078817734
2017-01-05,0.0
2017-01-06,0.958128078817734
2017-01-07,0.958128078817734
2017-01-08,0.958128078817734
2017-01-09,0.0
2017-01-10,1.916256157635468
2017-01-11,0.958128078817734
2017-01-12,2.874384236453202
2017-01-13,0.0
2017-01-14,0.958128078817734
2017-01-15,0.958128078817734
2017-01-16,0.958128078817734
2017-01-17,0.958128078817734
2017-01-18,0.958128078817734
2017-01-19,0.0
2017-01-20,3.832512315270936
2017-01-21,1.916256157635468
2017-01-22,2.874384236453202
2017-01-23,1.916256157635468
2017-01-24,2.874384236453202
2017-01-25,1.916256157635468
2017-01-26,1.916256157635468
2017-01-27,0.958128078817734
2017-01-28,0.0
2017-01-29,0.958128078817734
2017-01-30,0.958128078817734
2017-01-31,0.0
2017-02-01,0.958128078817734
2017-02-02,1.916256157635468
2017-02-03,1.916256157635468
2017-02-04,0.958128078817734
2017-02-05,0.0
2017-02-06,0.958128078817734
2017-02-07,0.958128078817734
2017-02-08,0.958128078817734
2017-02-09,1.916256157635468
2017-02-10,1.916256157635468
2017-02-11,0.0
2017-02-12,0.958128078817734
2017-02-13,0.0
2017-02-14,1.916256157635468
2017-02-15,0.958128078817734
2017-02-16,0.958128078817734
2017-02-17,1.916256157635468
2017-02-18,2.874384236453202
2017-02-19,0.0
2017-02-20,0.958128078817734
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,1.916256157635468
2017-02-25,0.0
2017-02-26,0.958128078817734
2017-02-27,0.0
2017-02-28,0.958128078817734
2017-03-01,0.479064039408867
2017-03-02,1.517421844633239
2017-03-03,1.3515623140810549
2017-03-04,0.479064039408867
2017-03-05,0.0
2017-03-06,1.4950500940006188
2017-03-07,1.3068188128158145
2017-03-08,1.038357805224372
2017-03-09,0.0
2017-03-10,1.0607295558569922
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,1.038357805224372
2017-03-14,1.517421844633239
2017-03-15,2.076715610448744
2017-03-16,0.0
2017-03-17,0.5816655164481251
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,1.038357805224372
2017-03-21,1.038357805224372
2017-03-22,0.0
2017-03-23,1.517421844633239
2017-03-24,0.6040372670807453
2017-03-25,1.150216558387473
2017-03-26,0.0
2017-03-27,1.038357805224372
2017-03-28,1.038357805224372
2017-03-29,1.038357805224372
2017-03-30,1.0607295558569922
2017-03-31,1.5621653458984794
2017-04-01,2.757125405551193
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,1.1633310328962503
2017-04-07,1.1633310328962503
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,1.1633310328962503
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,1.3870485392224523
2017-04-17,1.2080745341614907
2017-04-18,0.0
2017-04-19,1.1185875316310099
2017-04-20,2.28191856452726
2017-04-21,1.2080745341614907
2017-04-22,0.0
2017-04-23,1.2975615366919715
2017-04-24,0.0
2017-04-25,2.2371750632620198
2017-04-26,2.2371750632620198
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,1.342305037957212
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,3.35576259489303
2017-05-03,4.4743501265240395
2017-05-04,1.1185875316310099
2017-05-05,1.1633310328962503
2017-05-06,1.342305037957212
2017-05-07,1.342305037957212
2017-05-08,0.0
2017-05-09,1.1633310328962503
2017-05-10,0.0
2017-05-11,1.1185875316310099
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,3.4005060961582703
2017-05-16,2.818840579710145
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,1.1633310328962503
2017-05-20,1.342305037957212
2017-05-21,0.0
2017-05-22,2.28191856452726
2017-05-23,0.0
2017-05-24,1.1633310328962503
2017-05-25,2.371405567057741
