date,campaign
2016-05-01,21.44372421921037
2016-05-02,26.44725987035946
2016-05-03,29.30642309958751
2016-05-04,56.468473777253976
2016-05-05,37.883912787271655
2016-05-06,31.450795521508546
2016-05-07,23.588096641131408
2016-05-08,22.873305833824396
2016-05-09,31.450795521508546
2016-05-10,32.16558632881556
2016-05-11,30.73600471420153
2016-05-12,30.02121390689452
2016-05-13,26.44725987035946
2016-05-14,20.014142604596348
2016-05-15,21.44372421921037
2016-05-16,27.876841484973482
2016-05-17,27.876841484973482
2016-05-18,27.876841484973482
2016-05-19,27.16205067766647
2016-05-20,24.302887448438423
2016-05-21,17.86977018267531
2016-05-22,20.72893341190336
2016-05-23,25.017678255745434
2016-05-24,27.16205067766647
2016-05-25,27.876841484973482
2016-05-26,27.876841484973482
2016-05-27,23.588096641131408
2016-05-28,18.58456098998232
2016-05-29,20.014142604596348
2016-05-30,21.44372421921037
2016-05-31,24.302887448438423
2016-06-01,25.732469063052445
2016-06-02,25.732469063052445
2016-06-03,23.588096641131408
2016-06-04,18.58456098998232
2016-06-05,19.299351797289333
2016-06-06,23.588096641131408
2016-06-07,35.73954036535062
2016-06-08,32.88037713612257
2016-06-09,29.30642309958751
2016-06-10,25.017678255745434
2016-06-11,22.158515026517385
2016-06-12,20.014142604596348
2016-06-13,24.302887448438423
2016-06-14,26.44725987035946
2016-06-15,25.732469063052445
2016-06-16,27.16205067766647
2016-06-17,23.588096641131408
2016-06-18,18.58456098998232
2016-06-19,19.299351797289333
2016-06-20,33.59516794342958
2016-06-21,34.3099587507366
2016-06-22,32.88037713612257
2016-06-23,30.02121390689452
2016-06-24,34.3099587507366
2016-06-25,22.873305833824396
2016-06-26,22.873305833824396
2016-06-27,25.732469063052445
2016-06-28,26.44725987035946
2016-06-29,27.16205067766647
2016-06-30,25.732469063052445
2016-07-01,23.588096641131408
2016-07-02,17.86977018267531
2016-07-03,18.58456098998232
2016-07-04,20.72893341190336
2016-07-05,25.732469063052445
2016-07-06,25.017678255745434
2016-07-07,24.302887448438423
2016-07-08,20.72893341190336
2016-07-09,16.440188568061284
2016-07-10,17.1549793753683
2016-07-11,23.588096641131408
2016-07-12,24.302887448438423
2016-07-13,25.017678255745434
2016-07-14,23.588096641131408
2016-07-15,20.72893341190336
2016-07-16,19.299351797289333
2016-07-17,20.014142604596348
2016-07-18,23.588096641131408
2016-07-19,29.30642309958751
2016-07-20,27.16205067766647
2016-07-21,27.876841484973482
2016-07-22,27.876841484973482
2016-07-23,22.873305833824396
2016-07-24,22.158515026517385
2016-07-25,31.450795521508546
2016-07-26,33.59516794342958
2016-07-27,29.30642309958751
2016-07-28,30.02121390689452
2016-07-29,33.59516794342958
2016-07-30,25.017678255745434
2016-07-31,24.302887448438423
2016-08-01,26.44725987035946
2016-08-02,30.02121390689452
2016-08-03,32.16558632881556
2016-08-04,29.30642309958751
2016-08-05,25.732469063052445
2016-08-06,17.86977018267531
2016-08-07,20.014142604596348
2016-08-08,25.017678255745434
2016-08-09,25.732469063052445
2016-08-10,26.44725987035946
2016-08-11,26.44725987035946
2016-08-12,22.873305833824396
2016-08-13,17.86977018267531
2016-08-14,18.58456098998232
2016-08-15,25.732469063052445
2016-08-16,25.017678255745434
2016-08-17,30.73600471420153
2016-08-18,27.876841484973482
2016-08-19,32.88037713612257
2016-08-20,22.158515026517385
2016-08-21,22.873305833824396
2016-08-22,26.44725987035946
2016-08-23,27.876841484973482
2016-08-24,27.16205067766647
2016-08-25,27.16205067766647
2016-08-26,25.732469063052445
2016-08-27,19.299351797289333
2016-08-28,20.014142604596348
2016-08-29,23.588096641131408
2016-08-30,27.16205067766647
2016-08-31,27.876841484973482
2016-09-01,28.591632292280494
2016-09-02,27.16205067766647
2016-09-03,26.44725987035946
2016-09-04,24.302887448438423
2016-09-05,27.876841484973482
2016-09-06,32.88037713612257
2016-09-07,32.16558632881556
2016-09-08,31.450795521508546
2016-09-09,29.30642309958751
2016-09-10,25.017678255745434
2016-09-11,27.16205067766647
2016-09-12,31.450795521508546
