date,trump pizza
2016-05-01,6.101180438448567
2016-05-02,4.0674536256323774
2016-05-03,3.7284991568296797
2016-05-04,12.88026981450253
2016-05-05,9.15177065767285
2016-05-06,11.863406408094434
2016-05-07,4.745362563237774
2016-05-08,2.0337268128161887
2016-05-09,4.0674536256323774
2016-05-10,2.711635750421585
2016-05-11,4.406408094435076
2016-05-12,8.473861720067454
2016-05-13,4.0674536256323774
2016-05-14,5.762225969645868
2016-05-15,4.745362563237774
2016-05-16,3.3895446880269815
2016-05-17,3.3895446880269815
2016-05-18,4.406408094435076
2016-05-19,1.0168634064080944
2016-05-20,3.0505902192242833
2016-05-21,4.745362563237774
2016-05-22,4.0674536256323774
2016-05-23,4.0674536256323774
2016-05-24,1.6947723440134908
2016-05-25,2.711635750421585
2016-05-26,4.0674536256323774
2016-05-27,10.168634064080944
2016-05-28,4.745362563237774
2016-05-29,4.0674536256323774
2016-05-30,1.6947723440134908
2016-05-31,6.101180438448567
2016-06-01,5.084317032040472
2016-06-02,6.440134907251265
2016-06-03,5.42327150084317
2016-06-04,6.101180438448567
2016-06-05,6.779089376053963
2016-06-06,2.711635750421585
2016-06-07,3.7284991568296797
2016-06-08,6.779089376053963
2016-06-09,8.473861720067454
2016-06-10,4.745362563237774
2016-06-11,6.101180438448567
2016-06-12,3.3895446880269815
2016-06-13,5.42327150084317
2016-06-14,5.762225969645868
2016-06-15,5.42327150084317
2016-06-16,6.440134907251265
2016-06-17,3.0505902192242833
2016-06-18,3.3895446880269815
2016-06-19,4.0674536256323774
2016-06-20,5.084317032040472
2016-06-21,4.406408094435076
2016-06-22,4.0674536256323774
2016-06-23,2.372681281618887
2016-06-24,3.3895446880269815
2016-06-25,7.456998313659359
2016-06-26,6.779089376053963
2016-06-27,2.711635750421585
2016-06-28,1.6947723440134908
2016-06-29,3.3895446880269815
2016-06-30,0.6779089376053963
2016-07-01,6.101180438448567
2016-07-02,3.3895446880269815
2016-07-03,6.101180438448567
2016-07-04,2.372681281618887
2016-07-05,2.372681281618887
2016-07-06,5.762225969645868
2016-07-07,4.0674536256323774
2016-07-08,5.42327150084317
2016-07-09,1.3558178752107926
2016-07-10,4.745362563237774
2016-07-11,3.0505902192242833
2016-07-12,5.084317032040472
2016-07-13,2.372681281618887
2016-07-14,5.762225969645868
2016-07-15,5.42327150084317
2016-07-16,6.101180438448567
2016-07-17,3.3895446880269815
2016-07-18,2.711635750421585
2016-07-19,13.897133220910623
2016-07-20,14.913996627318719
2016-07-21,13.897133220910623
2016-07-22,18.981450252951095
2016-07-23,5.42327150084317
2016-07-24,6.101180438448567
2016-07-25,3.3895446880269815
2016-07-26,5.762225969645868
2016-07-27,9.829679595278247
2016-07-28,12.88026981450253
2016-07-29,12.54131534569983
2016-07-30,8.134907251264755
2016-07-31,6.101180438448567
2016-08-01,7.456998313659359
2016-08-02,8.473861720067454
2016-08-03,10.84654300168634
2016-08-04,8.134907251264755
2016-08-05,12.202360876897133
2016-08-06,10.84654300168634
2016-08-07,4.745362563237774
2016-08-08,7.456998313659359
2016-08-09,5.762225969645868
2016-08-10,8.812816188870151
2016-08-11,5.42327150084317
2016-08-12,4.0674536256323774
2016-08-13,8.812816188870151
2016-08-14,2.0337268128161887
2016-08-15,5.42327150084317
2016-08-16,4.0674536256323774
2016-08-17,4.0674536256323774
2016-08-18,1.6947723440134908
2016-08-19,6.779089376053963
2016-08-20,6.101180438448567
2016-08-21,6.101180438448567
2016-08-22,4.0674536256323774
2016-08-23,6.779089376053963
2016-08-24,4.745362563237774
2016-08-25,4.0674536256323774
2016-08-26,7.795952782462058
2016-08-27,5.42327150084317
2016-08-28,7.118043844856661
2016-08-29,3.3895446880269815
2016-08-30,5.084317032040472
2016-08-31,4.406408094435076
2016-09-01,2.711635750421585
2016-09-02,2.372681281618887
2016-09-03,5.42327150084317
2016-09-04,3.7284991568296797
2016-09-05,8.134907251264755
2016-09-06,6.101180438448567
2016-09-07,2.372681281618887
2016-09-08,6.101180438448567
2016-09-09,4.0674536256323774
2016-09-10,9.15177065767285
2016-09-11,7.795952782462058
2016-09-12,2.372681281618887
2016-09-13,4.406408094435076
2016-09-14,3.3895446880269815
2016-09-15,7.795952782462058
2016-09-16,10.168634064080944
2016-09-17,9.15177065767285
2016-09-18,6.779089376053963
2016-09-19,3.7284991568296797
2016-09-20,7.118043844856661
2016-09-21,3.3895446880269815
2016-09-22,2.372681281618887
2016-09-23,6.440134907251265
2016-09-24,5.762225969645868
2016-09-25,3.7284991568296797
2016-09-26,7.795952782462058
2016-09-27,10.84654300168634
2016-09-28,8.812816188870151
2016-09-29,7.795952782462058
2016-09-30,10.84654300168634
2016-10-01,10.745362563237773
2016-10-02,9.414839797639123
2016-10-03,9.075885328836424
2016-10-04,6.2116357504215856
2016-10-05,4.86424957841484
2016-10-06,4.203204047217538
2016-10-07,14.440134907251265
2016-10-08,29.447723440134908
2016-10-09,29.422428330522763
2016-10-10,26.24451939291737
2016-10-11,13.956998313659359
2016-10-12,14.118043844856661
2016-10-13,19.490725126475546
2016-10-14,16.79595278246206
2016-10-15,13.59274873524452
2016-10-16,16.304384485666105
2016-10-17,10.762225969645868
2016-10-18,13.109612141652613
2016-10-19,14.126475548060707
2016-10-20,18.507588532883645
2016-10-21,15.626475548060707
2016-10-22,10.753794266441822
2016-10-23,5.542158516020236
2016-10-24,6.881112984822934
2016-10-25,8.389544688026982
2016-10-26,6.220067453625632
2016-10-27,9.084317032040472
2016-10-28,9.406408094435076
2016-10-29,10.406408094435076
2016-10-30,7.550590219224283
2016-10-31,8.745362563237773
2016-11-01,8.55902192242833
2016-11-02,13.0
2016-11-03,13.0
2016-11-04,13.0
2016-11-05,12.0
2016-11-06,18.0
2016-11-07,15.0
2016-11-08,31.0
2016-11-09,100.0
2016-11-10,64.0
2016-11-11,45.0
2016-11-12,45.0
2016-11-13,39.0
2016-11-14,17.0
2016-11-15,22.0
2016-11-16,18.0
2016-11-17,15.0
2016-11-18,13.0
2016-11-19,16.0
2016-11-20,16.0
2016-11-21,13.0
2016-11-22,9.0
2016-11-23,13.0
2016-11-24,11.0
2016-11-25,9.0
2016-11-26,12.0
2016-11-27,9.0
2016-11-28,9.0
2016-11-29,8.0
2016-11-30,7.0
2016-12-01,5.0
2016-12-02,8.0
2016-12-03,6.0
2016-12-04,12.0
2016-12-05,11.0
2016-12-06,14.0
2016-12-07,13.0
2016-12-08,15.0
2016-12-09,9.0
2016-12-10,10.0
2016-12-11,12.0
2016-12-12,6.0
2016-12-13,10.0
2016-12-14,10.0
2016-12-15,6.0
2016-12-16,4.0
2016-12-17,8.0
2016-12-18,5.0
2016-12-19,4.0
2016-12-20,8.0
2016-12-21,7.0
2016-12-22,7.0
2016-12-23,10.0
2016-12-24,8.0
2016-12-25,3.0
2016-12-26,3.0
2016-12-27,6.0
2016-12-28,7.0
2016-12-29,7.0
2016-12-30,6.0
2016-12-31,6.0
2017-01-01,4.0
2017-01-02,4.0
2017-01-03,6.0
2017-01-04,7.0
2017-01-05,7.0
2017-01-06,7.0
2017-01-07,7.0
2017-01-08,9.0
2017-01-09,11.0
2017-01-10,7.0
2017-01-11,11.0
2017-01-12,14.0
2017-01-13,13.0
2017-01-14,14.0
2017-01-15,11.0
2017-01-16,7.0
2017-01-17,14.0
2017-01-18,6.0
2017-01-19,17.0
2017-01-20,70.0
2017-01-21,52.0
2017-01-22,37.0
2017-01-23,29.0
2017-01-24,22.0
2017-01-25,28.0
2017-01-26,17.0
2017-01-27,29.0
2017-01-28,25.0
2017-01-29,35.0
2017-01-30,16.0
2017-01-31,20.0
2017-02-01,22.0
2017-02-02,17.0
2017-02-03,36.0
2017-02-04,34.0
2017-02-05,31.0
2017-02-06,14.0
