date,trump pizza
2017-02-07,14.0
2017-02-08,10.0
2017-02-09,17.0
2017-02-10,23.0
2017-02-11,18.0
2017-02-12,19.0
2017-02-13,11.0
2017-02-14,12.0
2017-02-15,14.0
2017-02-16,16.0
2017-02-17,19.0
2017-02-18,14.0
2017-02-19,14.0
2017-02-20,16.0
2017-02-21,11.0
2017-02-22,11.0
2017-02-23,12.0
2017-02-24,15.0
2017-02-25,14.0
2017-02-26,13.0
2017-02-27,12.0
2017-02-28,11.0
2017-03-01,11.394641782059
2017-03-02,8.697772426249248
2017-03-03,8.262793497892837
2017-03-04,10.13275135460566
2017-03-05,11.915713425647201
2017-03-06,10.328717639975917
2017-03-07,8.893738711619505
2017-03-08,7.044852498494882
2017-03-09,6.631848284166165
2017-03-10,7.827814569536423
2017-03-11,7.044852498494882
2017-03-12,6.196869355809753
2017-03-13,6.479831426851295
2017-03-14,8.74081878386514
2017-03-15,12.458759783263094
2017-03-16,8.9367850692354
2017-03-17,16.199578567128235
2017-03-18,13.002709211318482
2017-03-19,8.175797712221552
2017-03-20,10.21974714027694
2017-03-21,9.849789283564117
2017-03-22,5.305839855508729
2017-03-23,7.892835641180012
2017-03-24,12.893738711619505
2017-03-25,10.154726068633353
2017-03-26,14.76369656833233
2017-03-27,5.218844069837447
2017-03-28,6.305839855508729
2017-03-29,4.696869355809753
2017-03-30,5.457856712823601
2017-03-31,8.697772426249248
2017-04-01,9.175797712221552
2017-04-02,9.047561709813365
2017-04-03,3.8278145695364234
2017-04-04,8.17760385310054
2017-04-05,9.56953642384106
2017-04-06,6.437688139674894
2017-04-07,10.961468994581576
2017-04-08,8.8735701384708
2017-04-09,8.699578567128235
2017-04-10,6.089704996989765
2017-04-11,6.959662853702588
2017-04-12,4.523780854906683
2017-04-13,10.265502709211319
2017-04-14,8.351595424443106
2017-04-15,8.8735701384708
2017-04-16,7.829620710415412
2017-04-17,5.219747140276941
2017-04-18,5.9157134256472
2017-04-19,5.567730282962071
2017-04-20,5.567730282962071
2017-04-21,6.611679711017459
2017-04-22,5.9157134256472
2017-04-23,5.393738711619506
2017-04-24,4.8717639975918114
2017-04-25,5.741721854304635
2017-04-26,4.001806140878989
2017-04-27,5.9157134256472
2017-04-28,5.741721854304635
2017-04-29,4.8717639975918114
2017-04-30,6.959662853702588
2017-05-01,3.653822998193859
2017-05-02,5.567730282962071
2017-05-03,4.8717639975918114
2017-05-04,5.741721854304635
2017-05-05,8.003612281757977
2017-05-06,7.655629139072847
2017-05-07,5.393738711619506
2017-05-08,4.8717639975918114
2017-05-09,6.785671282360024
2017-05-10,4.8717639975918114
2017-05-11,7.481637567730282
2017-05-12,7.133654425045153
2017-05-13,9.047561709813365
2017-05-14,6.26369656833233
2017-05-15,3.479831426851294
2017-05-16,8.17760385310054
2017-05-17,11.135460565924141
2017-05-18,9.047561709813365
2017-05-19,9.56953642384106
2017-05-20,9.56953642384106
2017-05-21,8.8735701384708
2017-05-22,7.481637567730282
2017-05-23,7.133654425045153
2017-05-24,8.003612281757977
2017-05-25,12.701384708007224
2017-05-26,9.047561709813365
2017-05-27,7.481637567730282
2017-05-28,8.351595424443106
2017-05-29,6.611679711017459
2017-05-30,7.133654425045153
2017-05-31,10.787477423239013
2017-06-01,10.439494280553882
2017-06-02,10.787477423239013
2017-06-03,7.829620710415412
