date,obama scandal
2016-09-14,10.243519245875882
2016-09-15,3.585231736056559
2016-09-16,17.926158680282796
2016-09-17,11.780047132757264
2016-09-18,11.780047132757264
2016-09-19,10.243519245875882
2016-09-20,10.243519245875882
2016-09-21,13.828750981932442
2016-09-22,10.243519245875882
2016-09-23,17.926158680282796
2016-09-24,7.682639434406912
2016-09-25,15.365278868813824
2016-09-26,27.14532600157109
2016-09-27,29.70620581304006
2016-09-28,19.974862529457972
2016-09-29,16.90180675569521
2016-09-30,13.828750981932442
2016-10-01,5.841319717203456
2016-10-02,19.975255302435194
2016-10-03,5.29261586802828
2016-10-04,6.829143754909662
2016-10-05,25.85310290652003
2016-10-06,5.329143754909662
2016-10-07,7.329143754909662
2016-10-08,18.23134328358209
2016-10-09,18.89002356637863
2016-10-10,15.950903377847604
2016-10-11,20.52395915161037
2016-10-12,48.608798114689705
2016-10-13,18.987431264728986
2016-10-14,46.77965435978005
2016-10-15,34.365278868813824
2016-10-16,22.02395915161037
2016-10-17,22.06048703849175
2016-10-18,10.329143754909662
2016-10-19,15.694815396700706
2016-10-20,14.158287509819324
2016-10-21,5.329143754909662
2016-10-22,2.0
2016-10-23,23.81657501963865
2016-10-24,15.194815396700706
2016-10-25,31.06048703849175
2016-10-26,24.02395915161037
2016-10-27,20.52395915161037
2016-10-28,16.158287509819324
2016-10-29,24.73134328358209
2016-10-30,40.04791830322074
2016-10-31,30.365278868813824
2016-11-01,35.69442262372348
2016-11-02,51.0
2016-11-03,40.0
2016-11-04,37.0
2016-11-05,33.0
2016-11-06,25.0
2016-11-07,53.0
2016-11-08,28.0
2016-11-09,100.0
2016-11-10,47.0
2016-11-11,31.0
2016-11-12,29.0
2016-11-13,37.0
2016-11-14,43.0
2016-11-15,32.0
2016-11-16,32.0
2016-11-17,18.0
2016-11-18,22.0
2016-11-19,8.0
2016-11-20,12.0
2016-11-21,14.0
2016-11-22,14.0
2016-11-23,22.0
2016-11-24,4.0
2016-11-25,30.0
2016-11-26,21.0
2016-11-27,0.0
2016-11-28,14.0
2016-11-29,28.0
2016-11-30,11.0
2016-12-01,25.0
2016-12-02,15.0
2016-12-03,12.0
2016-12-04,29.0
2016-12-05,18.0
2016-12-06,18.0
2016-12-07,29.0
2016-12-08,15.0
2016-12-09,4.0
2016-12-10,14.0
2016-12-11,13.0
2016-12-12,11.0
2016-12-13,18.0
2016-12-14,7.0
2016-12-15,7.0
2016-12-16,11.0
2016-12-17,9.0
2016-12-18,29.0
2016-12-19,11.0
2016-12-20,7.0
2016-12-21,8.0
2016-12-22,15.0
2016-12-23,8.0
2016-12-24,9.0
2016-12-25,19.0
2016-12-26,8.0
2016-12-27,15.0
2016-12-28,12.0
2016-12-29,4.0
2016-12-30,8.0
2016-12-31,13.0
2017-01-01,4.0
2017-01-02,8.0
2017-01-03,29.0
2017-01-04,21.0
2017-01-05,29.0
2017-01-06,11.0
2017-01-07,12.0
2017-01-08,4.0
2017-01-09,10.0
2017-01-10,14.0
2017-01-11,59.0
2017-01-12,31.0
2017-01-13,25.0
2017-01-14,28.0
2017-01-15,28.0
2017-01-16,31.0
2017-01-17,35.0
2017-01-18,31.0
2017-01-19,32.0
2017-01-20,96.0
2017-01-21,52.0
2017-01-22,44.0
2017-01-23,17.0
2017-01-24,55.0
2017-01-25,21.0
2017-01-26,35.0
2017-01-27,18.0
2017-01-28,16.0
2017-01-29,8.0
2017-01-30,28.0
2017-01-31,28.0
2017-02-01,17.0
2017-02-02,7.0
2017-02-03,18.0
2017-02-04,0.0
2017-02-05,12.0
2017-02-06,3.0
2017-02-07,10.0
2017-02-08,24.0
2017-02-09,10.0
2017-02-10,11.0
2017-02-11,12.0
2017-02-12,20.0
2017-02-13,13.0
2017-02-14,17.0
2017-02-15,14.0
2017-02-16,28.0
2017-02-17,7.0
2017-02-18,12.0
2017-02-19,8.0
2017-02-20,14.0
2017-02-21,7.0
2017-02-22,10.0
2017-02-23,7.0
2017-02-24,7.0
2017-02-25,24.0
2017-02-26,4.0
2017-02-27,3.0
2017-02-28,0.0
2017-03-01,3.0294117647058822
2017-03-02,12.341176470588236
2017-03-03,21.982352941176472
2017-03-04,46.08823529411765
2017-03-05,56.076470588235296
2017-03-06,51.33529411764706
2017-03-07,30.629411764705885
2017-03-08,13.258823529411766
2017-03-09,15.841176470588236
2017-03-10,19.4
2017-03-11,12.729411764705883
2017-03-12,20.982352941176472
2017-03-13,11.894117647058824
2017-03-14,9.923529411764706
2017-03-15,11.729411764705883
2017-03-16,7.476470588235294
2017-03-17,4.447058823529412
2017-03-18,13.811764705882354
2017-03-19,13.505882352941176
2017-03-20,13.729411764705883
2017-03-21,11.894117647058824
2017-03-22,9.894117647058824
2017-03-23,9.447058823529412
2017-03-24,19.870588235294118
2017-03-25,7.976470588235294
2017-03-26,9.647058823529413
2017-03-27,14.894117647058824
2017-03-28,12.811764705882354
2017-03-29,7.311764705882354
2017-03-30,4.447058823529412
2017-03-31,8.7
2017-04-01,12.894117647058824
2017-04-02,21.411764705882355
2017-04-03,8.564705882352943
2017-04-04,25.082352941176474
2017-04-05,25.082352941176474
2017-04-06,6.729411764705883
2017-04-07,10.4
2017-04-08,6.11764705882353
2017-04-09,6.11764705882353
2017-04-10,6.729411764705883
2017-04-11,12.23529411764706
2017-04-12,8.564705882352943
2017-04-13,12.23529411764706
2017-04-14,15.294117647058824
2017-04-15,7.952941176470588
2017-04-16,7.952941176470588
2017-04-17,10.4
2017-04-18,8.564705882352943
2017-04-19,4.894117647058824
2017-04-20,13.458823529411767
2017-04-21,12.23529411764706
2017-04-22,6.11764705882353
2017-04-23,7.952941176470588
2017-04-24,8.564705882352943
2017-04-25,11.623529411764707
2017-04-26,11.623529411764707
2017-04-27,8.564705882352943
2017-04-28,12.23529411764706
2017-04-29,9.788235294117648
2017-04-30,7.952941176470588
2017-05-01,14.682352941176472
2017-05-02,6.729411764705883
2017-05-03,9.788235294117648
2017-05-04,3.058823529411765
2017-05-05,17.741176470588236
2017-05-06,9.788235294117648
2017-05-07,11.623529411764707
2017-05-08,9.788235294117648
2017-05-09,6.729411764705883
2017-05-10,22.023529411764706
2017-05-11,15.294117647058824
2017-05-12,17.741176470588236
2017-05-13,11.623529411764707
2017-05-14,14.07058823529412
2017-05-15,17.129411764705885
2017-05-16,23.247058823529414
2017-05-17,31.811764705882354
2017-05-18,17.129411764705885
2017-05-19,20.8
2017-05-20,20.18823529411765
2017-05-21,20.18823529411765
2017-05-22,15.294117647058824
2017-05-23,23.247058823529414
2017-05-24,26.917647058823533
2017-05-25,22.63529411764706
2017-05-26,25.694117647058825
2017-05-27,16.51764705882353
2017-05-28,12.23529411764706
2017-05-29,7.341176470588236
2017-05-30,6.729411764705883
2017-05-31,15.294117647058824
2017-06-01,23.858823529411765
2017-06-02,17.741176470588236
2017-06-03,6.11764705882353
