date,obama scandal
2016-05-01,8.194815396700706
2016-05-02,17.413982717989
2016-05-03,16.90180675569521
2016-05-04,13.828750981932442
2016-05-05,14.340926944226236
2016-05-06,7.170463472113118
2016-05-07,20.99921445404556
2016-05-08,0.0
2016-05-09,10.243519245875882
2016-05-10,13.828750981932442
2016-05-11,13.828750981932442
2016-05-12,3.585231736056559
2016-05-13,21.511390416339353
2016-05-14,4.097407698350353
2016-05-15,0.0
2016-05-16,10.243519245875882
2016-05-17,10.243519245875882
2016-05-18,6.658287509819324
2016-05-19,7.170463472113118
2016-05-20,3.585231736056559
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,6.658287509819324
2016-05-24,17.413982717989
2016-05-25,7.170463472113118
2016-05-26,25.096622152395913
2016-05-27,7.170463472113118
2016-05-28,16.389630793401412
2016-05-29,8.194815396700706
2016-05-30,3.585231736056559
2016-05-31,0.0
2016-06-01,17.413982717989
2016-06-02,3.585231736056559
2016-06-03,7.170463472113118
2016-06-04,12.29222309505106
2016-06-05,28.681853888452473
2016-06-06,13.828750981932442
2016-06-07,3.585231736056559
2016-06-08,7.170463472113118
2016-06-09,21.511390416339353
2016-06-10,14.85310290652003
2016-06-11,16.389630793401412
2016-06-12,8.194815396700706
2016-06-13,10.243519245875882
2016-06-14,10.243519245875882
2016-06-15,6.658287509819324
2016-06-16,3.585231736056559
2016-06-17,7.170463472113118
2016-06-18,12.29222309505106
2016-06-19,12.29222309505106
2016-06-20,6.658287509819324
2016-06-21,13.828750981932442
2016-06-22,7.170463472113118
2016-06-23,17.413982717989
2016-06-24,7.170463472113118
2016-06-25,0.0
2016-06-26,4.097407698350353
2016-06-27,3.585231736056559
2016-06-28,3.585231736056559
2016-06-29,7.170463472113118
2016-06-30,7.170463472113118
2016-07-01,7.170463472113118
2016-07-02,12.804399057344854
2016-07-03,16.90180675569521
2016-07-04,0.0
2016-07-05,7.170463472113118
2016-07-06,36.36449332285938
2016-07-07,14.85310290652003
2016-07-08,14.85310290652003
2016-07-09,0.0
2016-07-10,4.097407698350353
2016-07-11,10.755695208169676
2016-07-12,7.170463472113118
2016-07-13,14.340926944226236
2016-07-14,10.755695208169676
2016-07-15,0.0
2016-07-16,20.99921445404556
2016-07-17,12.804399057344854
2016-07-18,7.170463472113118
2016-07-19,25.096622152395913
2016-07-20,10.755695208169676
2016-07-21,10.755695208169676
2016-07-22,11.26787117046347
2016-07-23,12.804399057344854
2016-07-24,16.389630793401412
2016-07-25,13.828750981932442
2016-07-26,20.99921445404556
2016-07-27,7.170463472113118
2016-07-28,32.26708562450903
2016-07-29,33.80361351139042
2016-07-30,12.804399057344854
2016-07-31,8.194815396700706
2016-08-01,3.585231736056559
2016-08-02,14.340926944226236
2016-08-03,25.096622152395913
2016-08-04,14.340926944226236
2016-08-05,7.682639434406912
2016-08-06,16.90180675569521
2016-08-07,4.097407698350353
2016-08-08,3.585231736056559
2016-08-09,7.170463472113118
2016-08-10,14.340926944226236
2016-08-11,17.926158680282796
2016-08-12,32.779261586802825
2016-08-13,41.99842890809112
2016-08-14,8.194815396700706
2016-08-15,7.170463472113118
2016-08-16,10.755695208169676
2016-08-17,7.170463472113118
2016-08-18,0.0
2016-08-19,14.85310290652003
2016-08-20,12.29222309505106
2016-08-21,12.29222309505106
2016-08-22,7.170463472113118
2016-08-23,20.99921445404556
2016-08-24,7.170463472113118
2016-08-25,3.585231736056559
2016-08-26,0.0
2016-08-27,16.389630793401412
2016-08-28,16.389630793401412
2016-08-29,3.585231736056559
2016-08-30,3.585231736056559
2016-08-31,6.658287509819324
2016-09-01,3.585231736056559
2016-09-02,14.340926944226236
2016-09-03,12.29222309505106
2016-09-04,8.194815396700706
2016-09-05,10.755695208169676
2016-09-06,16.90180675569521
2016-09-07,6.658287509819324
2016-09-08,13.828750981932442
2016-09-09,17.926158680282796
2016-09-10,4.097407698350353
2016-09-11,4.097407698350353
2016-09-12,6.658287509819324
2016-09-13,3.585231736056559
