date,putin
2016-11-03,14.0
2016-11-04,14.0
2016-11-05,14.0
2016-11-06,17.0
2016-11-07,16.0
2016-11-08,20.0
2016-11-09,100.0
2016-11-10,50.0
2016-11-11,31.0
2016-11-12,26.0
2016-11-13,23.0
2016-11-14,21.0
2016-11-15,22.0
2016-11-16,18.0
2016-11-17,16.0
2016-11-18,16.0
2016-11-19,18.0
2016-11-20,22.0
2016-11-21,19.0
2016-11-22,15.0
2016-11-23,12.0
2016-11-24,12.0
2016-11-25,12.0
2016-11-26,17.0
2016-11-27,15.0
2016-11-28,13.0
2016-11-29,11.0
2016-11-30,11.0
2016-12-01,13.0
2016-12-02,11.0
2016-12-03,10.0
2016-12-04,11.0
2016-12-05,10.0
2016-12-06,9.0
2016-12-07,10.0
2016-12-08,10.0
2016-12-09,10.0
2016-12-10,14.0
2016-12-11,18.0
2016-12-12,16.0
2016-12-13,20.0
2016-12-14,19.0
2016-12-15,35.0
2016-12-16,35.0
2016-12-17,29.0
2016-12-18,32.0
2016-12-19,35.0
2016-12-20,41.0
2016-12-21,23.0
2016-12-22,21.0
2016-12-23,36.0
2016-12-24,30.0
2016-12-25,23.0
2016-12-26,17.0
2016-12-27,13.0
2016-12-28,12.0
2016-12-29,18.0
2016-12-30,37.0
2016-12-31,37.0
2017-01-01,22.0
2017-01-02,16.0
2017-01-03,14.0
2017-01-04,13.0
2017-01-05,14.0
2017-01-06,18.0
2017-01-07,25.0
2017-01-08,19.0
2017-01-09,14.0
2017-01-10,13.0
2017-01-11,21.0
2017-01-12,17.0
2017-01-13,16.0
2017-01-14,15.0
2017-01-15,18.0
2017-01-16,16.0
2017-01-17,20.0
2017-01-18,21.0
2017-01-19,18.0
2017-01-20,24.0
2017-01-21,21.0
2017-01-22,29.0
2017-01-23,22.0
2017-01-24,16.0
2017-01-25,14.0
2017-01-26,14.0
2017-01-27,18.0
2017-01-28,23.0
2017-01-29,22.0
2017-01-30,16.0
2017-01-31,15.0
2017-02-01,13.0
2017-02-02,16.0
2017-02-03,16.0
2017-02-04,13.0
2017-02-05,20.0
2017-02-06,26.0
2017-02-07,23.0
2017-02-08,20.0
2017-02-09,17.0
2017-02-10,16.0
2017-02-11,14.0
2017-02-12,14.0
2017-02-13,12.0
2017-02-14,15.0
2017-02-15,18.0
2017-02-16,16.0
2017-02-17,14.0
2017-02-18,13.0
2017-02-19,12.0
2017-02-20,18.0
2017-02-21,18.0
2017-02-22,15.0
2017-02-23,12.0
2017-02-24,11.0
2017-02-25,11.0
2017-02-26,11.0
2017-02-27,10.0
2017-02-28,11.0
2017-03-01,9.720423412204234
2017-03-02,12.959526774595268
2017-03-03,17.4439601494396
2017-03-04,16.198630136986303
2017-03-05,13.7079701120797
2017-03-06,11.962640099626402
2017-03-07,10.7173100871731
2017-03-08,10.2173100871731
2017-03-09,10.965753424657535
2017-03-10,10.965753424657535
2017-03-11,9.968866749688667
2017-03-12,10.2173100871731
2017-03-13,10.2173100871731
2017-03-14,15.201743462017435
2017-03-15,10.468866749688667
2017-03-16,9.720423412204234
2017-03-17,11.214196762141967
2017-03-18,9.968866749688667
2017-03-19,11.214196762141967
2017-03-20,10.468866749688667
2017-03-21,10.7173100871731
2017-03-22,12.711083437110833
2017-03-23,13.704856787048568
2017-03-24,15.950186799501868
2017-03-25,14.704856787048568
2017-03-26,20.18617683686177
2017-03-27,17.195516811955166
2017-03-28,11.962640099626402
2017-03-29,11.214196762141967
2017-03-30,13.956413449564135
2017-03-31,13.2079701120797
2017-04-01,9.968866749688667
2017-04-02,10.434620174346202
2017-04-03,18.384806973848068
2017-04-04,16.89414694894147
2017-04-05,13.415940224159401
2017-04-06,22.359900373599004
2017-04-07,49.68866749688667
2017-04-08,28.322540473225406
2017-04-09,22.85678704856787
2017-04-10,20.869240348692404
2017-04-11,22.359900373599004
2017-04-12,26.831880448318802
2017-04-13,18.384806973848068
2017-04-14,16.89414694894147
2017-04-15,14.906600249066003
2017-04-16,14.409713574097136
2017-04-17,12.422166874221668
2017-04-18,11.428393524283935
2017-04-19,11.428393524283935
2017-04-20,15.403486924034869
2017-04-21,11.925280199252802
2017-04-22,10.931506849315069
2017-04-23,10.434620174346202
2017-04-24,9.937733499377334
2017-04-25,9.937733499377334
2017-04-26,8.9439601494396
2017-04-27,9.937733499377334
2017-04-28,9.440846824408467
2017-04-29,10.434620174346202
2017-04-30,11.925280199252802
2017-05-01,10.434620174346202
2017-05-02,20.372353673723538
2017-05-03,15.900373599003736
2017-05-04,11.428393524283935
2017-05-05,9.937733499377334
2017-05-06,10.434620174346202
2017-05-07,10.434620174346202
2017-05-08,10.434620174346202
2017-05-09,11.428393524283935
2017-05-10,12.422166874221668
2017-05-11,13.415940224159401
2017-05-12,10.931506849315069
2017-05-13,9.440846824408467
2017-05-14,12.422166874221668
2017-05-15,16.89414694894147
2017-05-16,14.906600249066003
2017-05-17,24.34744707347447
2017-05-18,20.869240348692404
2017-05-19,12.422166874221668
2017-05-20,10.931506849315069
2017-05-21,9.937733499377334
2017-05-22,8.447073474470734
2017-05-23,9.440846824408467
2017-05-24,9.440846824408467
2017-05-25,9.440846824408467
2017-05-26,9.440846824408467
2017-05-27,8.9439601494396
2017-05-28,9.440846824408467
2017-05-29,24.34744707347447
2017-05-30,18.881693648816935
2017-05-31,10.931506849315069
2017-06-01,18.384806973848068
2017-06-02,33.78829389788294
2017-06-03,30.806973848069738
