date,donald trump supporter
2016-05-01,11.246535796766743
2016-05-02,7.584872979214781
2016-05-03,23.016166281755197
2016-05-04,23.016166281755197
2016-05-05,12.031177829099308
2016-05-06,10.200346420323326
2016-05-07,3.9232101616628174
2016-05-08,3.661662817551963
2016-05-09,4.184757505773672
2016-05-10,8.369515011547344
2016-05-11,8.369515011547344
2016-05-12,4.184757505773672
2016-05-13,5.492494226327945
2016-05-14,9.93879907621247
2016-05-15,0.0
2016-05-16,4.184757505773672
2016-05-17,4.184757505773672
2016-05-18,4.184757505773672
2016-05-19,2.092378752886836
2016-05-20,8.892609699769054
2016-05-21,3.661662817551963
2016-05-22,6.277136258660509
2016-05-23,4.184757505773672
2016-05-24,3.1385681293302543
2016-05-25,3.1385681293302543
2016-05-26,6.538683602771362
2016-05-27,5.754041570438799
2016-05-28,6.277136258660509
2016-05-29,0.0
2016-05-30,6.538683602771362
2016-05-31,4.184757505773672
2016-06-01,4.184757505773672
2016-06-02,0.0
2016-06-03,18.046766743648963
2016-06-04,14.123556581986143
2016-06-05,7.584872979214781
2016-06-06,8.631062355658198
2016-06-07,6.277136258660509
2016-06-08,9.677251732101617
2016-06-09,9.677251732101617
2016-06-10,8.892609699769054
2016-06-11,8.631062355658198
2016-06-12,4.969399538106235
2016-06-13,6.277136258660509
2016-06-14,9.415704387990763
2016-06-15,4.184757505773672
2016-06-16,5.492494226327945
2016-06-17,11.246535796766743
2016-06-18,10.200346420323326
2016-06-19,4.969399538106235
2016-06-20,4.184757505773672
2016-06-21,4.184757505773672
2016-06-22,4.184757505773672
2016-06-23,5.492494226327945
2016-06-24,5.754041570438799
2016-06-25,2.615473441108545
2016-06-26,4.969399538106235
2016-06-27,4.184757505773672
2016-06-28,0.0
2016-06-29,4.184757505773672
2016-06-30,2.092378752886836
2016-07-01,2.3539260969976907
2016-07-02,5.23094688221709
2016-07-03,2.615473441108545
2016-07-04,2.3539260969976907
2016-07-05,7.846420323325635
2016-07-06,2.3539260969976907
2016-07-07,4.446304849884527
2016-07-08,4.446304849884527
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,2.092378752886836
2016-07-12,2.092378752886836
2016-07-13,4.446304849884527
2016-07-14,4.446304849884527
2016-07-15,2.3539260969976907
2016-07-16,2.615473441108545
2016-07-17,0.0
2016-07-18,3.4001154734411085
2016-07-19,7.584872979214781
2016-07-20,7.584872979214781
2016-07-21,12.292725173210162
2016-07-22,14.646651270207853
2016-07-23,7.584872979214781
2016-07-24,6.538683602771362
2016-07-25,4.446304849884527
2016-07-26,9.677251732101617
2016-07-27,10.98498845265589
2016-07-28,5.492494226327945
2016-07-29,12.554272517321017
2016-07-30,14.385103926096997
2016-07-31,5.23094688221709
2016-08-01,7.584872979214781
2016-08-02,6.538683602771362
2016-08-03,8.892609699769054
2016-08-04,4.446304849884527
2016-08-05,6.800230946882217
2016-08-06,5.23094688221709
2016-08-07,5.23094688221709
2016-08-08,5.492494226327945
2016-08-09,4.446304849884527
2016-08-10,2.092378752886836
2016-08-11,7.846420323325635
2016-08-12,9.154157043879907
2016-08-13,10.200346420323326
2016-08-14,3.9232101616628174
2016-08-15,0.0
2016-08-16,4.446304849884527
2016-08-17,8.631062355658198
2016-08-18,10.98498845265589
2016-08-19,11.246535796766743
2016-08-20,3.661662817551963
2016-08-21,8.631062355658198
2016-08-22,4.184757505773672
2016-08-23,2.092378752886836
2016-08-24,2.092378752886836
2016-08-25,13.077367205542725
2016-08-26,6.800230946882217
2016-08-27,4.969399538106235
2016-08-28,4.969399538106235
2016-08-29,7.323325635103926
2016-08-30,5.23094688221709
2016-08-31,3.1385681293302543
2016-09-01,6.277136258660509
2016-09-02,4.446304849884527
2016-09-03,2.615473441108545
2016-09-04,4.969399538106235
2016-09-05,5.492494226327945
2016-09-06,4.184757505773672
2016-09-07,4.184757505773672
2016-09-08,5.23094688221709
2016-09-09,6.538683602771362
2016-09-10,6.277136258660509
2016-09-11,4.969399538106235
2016-09-12,2.092378752886836
2016-09-13,7.323325635103926
2016-09-14,7.323325635103926
2016-09-15,3.1385681293302543
2016-09-16,13.077367205542725
2016-09-17,3.661662817551963
2016-09-18,0.0
2016-09-19,4.184757505773672
2016-09-20,2.092378752886836
2016-09-21,8.369515011547344
2016-09-22,8.369515011547344
2016-09-23,5.492494226327945
2016-09-24,4.969399538106235
2016-09-25,7.323325635103926
2016-09-26,11.246535796766743
2016-09-27,19.354503464203233
2016-09-28,11.246535796766743
2016-09-29,9.415704387990763
2016-09-30,9.677251732101617
2016-10-01,11.515588914549653
2016-10-02,6.030889145496536
2016-10-03,7.553983833718245
2016-10-04,5.5077944572748265
2016-10-05,7.553983833718245
2016-10-06,6.115473441108545
2016-10-07,4.592378752886836
2016-10-08,29.185046189376443
2016-10-09,15.892609699769054
2016-10-10,19.71564665127021
2016-10-11,13.077078521939953
2016-10-12,22.915704387990765
2016-10-13,11.66945727482679
2016-10-14,17.98498845265589
2016-10-15,18.200346420323328
2016-10-16,20.761836027713628
2016-10-17,10.515588914549653
2016-10-18,15.092667436489608
2016-10-19,16.515588914549653
2016-10-20,21.577367205542725
2016-10-21,14.207852193995382
2016-10-22,13.561778290993072
2016-10-23,13.407909930715935
2016-10-24,9.10796766743649
2016-10-25,9.423210161662817
2016-10-26,10.530889145496536
2016-10-27,13.131062355658198
2016-10-28,10.707852193995382
2016-10-29,26.90040415704388
2016-10-30,16.415704387990765
2016-10-31,21.92349884526559
2016-11-01,11.707852193995382
2016-11-02,12.0
2016-11-03,5.0
2016-11-04,17.0
2016-11-05,19.0
2016-11-06,42.0
2016-11-07,32.0
2016-11-08,25.0
2016-11-09,100.0
2016-11-10,68.0
2016-11-11,66.0
2016-11-12,57.0
2016-11-13,48.0
2016-11-14,30.0
2016-11-15,2.0
2016-11-16,14.0
2016-11-17,19.0
2016-11-18,7.0
2016-11-19,5.0
2016-11-20,16.0
2016-11-21,11.0
2016-11-22,14.0
2016-11-23,5.0
2016-11-24,12.0
2016-11-25,5.0
2016-11-26,8.0
2016-11-27,5.0
2016-11-28,5.0
2016-11-29,22.0
2016-11-30,16.0
2016-12-01,5.0
2016-12-02,12.0
2016-12-03,16.0
2016-12-04,5.0
2016-12-05,0.0
2016-12-06,9.0
2016-12-07,5.0
2016-12-08,2.0
2016-12-09,7.0
2016-12-10,6.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,12.0
2016-12-15,5.0
2016-12-16,5.0
2016-12-17,0.0
2016-12-18,8.0
2016-12-19,2.0
2016-12-20,0.0
2016-12-21,5.0
2016-12-22,5.0
2016-12-23,3.0
2016-12-24,3.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,5.0
2016-12-28,0.0
2016-12-29,2.0
2016-12-30,8.0
2016-12-31,9.0
2017-01-01,3.0
2017-01-02,0.0
2017-01-03,2.0
2017-01-04,5.0
2017-01-05,23.0
2017-01-06,10.0
2017-01-07,5.0
2017-01-08,3.0
2017-01-09,16.0
2017-01-10,7.0
2017-01-11,4.0
2017-01-12,0.0
2017-01-13,5.0
2017-01-14,3.0
2017-01-15,3.0
2017-01-16,7.0
2017-01-17,2.0
2017-01-18,2.0
2017-01-19,2.0
2017-01-20,14.0
2017-01-21,21.0
2017-01-22,10.0
2017-01-23,18.0
2017-01-24,15.0
2017-01-25,11.0
2017-01-26,20.0
2017-01-27,2.0
2017-01-28,8.0
2017-01-29,5.0
2017-01-30,13.0
2017-01-31,7.0
2017-02-01,9.0
2017-02-02,2.0
2017-02-03,14.0
2017-02-04,3.0
2017-02-05,7.0
2017-02-06,18.0
2017-02-07,4.0
2017-02-08,4.0
2017-02-09,7.0
2017-02-10,0.0
2017-02-11,8.0
2017-02-12,0.0
2017-02-13,9.0
2017-02-14,9.0
2017-02-15,7.0
2017-02-16,0.0
2017-02-17,12.0
2017-02-18,10.0
2017-02-19,18.0
2017-02-20,13.0
2017-02-21,4.0
2017-02-22,4.0
2017-02-23,4.0
2017-02-24,7.0
2017-02-25,3.0
2017-02-26,0.0
2017-02-27,9.0
2017-02-28,5.0
2017-03-01,1.435
2017-03-02,0.0
2017-03-03,1.476
2017-03-04,2.107
2017-03-05,6.165
2017-03-06,1.0
2017-03-07,2.394
2017-03-08,0.9430000000000001
2017-03-09,0.0
2017-03-10,4.976
2017-03-11,0.0
2017-03-12,3.14
2017-03-13,0.9430000000000001
2017-03-14,9.231
2017-03-15,2.829
2017-03-16,2.394
2017-03-17,1.984
2017-03-18,2.066
2017-03-19,2.066
2017-03-20,2.943
2017-03-21,2.943
2017-03-22,3.886
2017-03-23,0.9430000000000001
2017-03-24,1.0
2017-03-25,3.607
2017-03-26,2.607
2017-03-27,5.386
2017-03-28,3.886
2017-03-29,1.984
2017-03-30,1.927
2017-03-31,2.0250000000000004
2017-04-01,3.714
2017-04-02,2.214
2017-04-03,5.74
2017-04-04,4.756
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,3.0340000000000003
2017-04-08,4.51
2017-04-09,2.2960000000000003
2017-04-10,1.968
2017-04-11,1.968
2017-04-12,0.0
2017-04-13,6.0680000000000005
2017-04-14,2.214
2017-04-15,2.378
2017-04-16,2.2960000000000003
2017-04-17,2.0500000000000003
2017-04-18,1.8860000000000001
2017-04-19,1.8860000000000001
2017-04-20,0.0
