date,trump hand
2016-11-20,2.125
2016-11-21,1.7386363636363635
2016-11-22,2.125
2016-11-23,2.125
2016-11-24,1.1590909090909092
2016-11-25,1.1590909090909092
2016-11-26,1.5454545454545454
2016-11-27,1.1590909090909092
2016-11-28,1.3522727272727273
2016-11-29,1.1590909090909092
2016-11-30,1.1590909090909092
2016-12-01,1.3522727272727273
2016-12-02,1.5454545454545454
2016-12-03,1.3522727272727273
2016-12-04,1.1590909090909092
2016-12-05,0.9659090909090908
2016-12-06,1.3522727272727273
2016-12-07,1.1590909090909092
2016-12-08,0.7727272727272727
2016-12-09,0.7727272727272727
2016-12-10,0.9659090909090908
2016-12-11,1.5454545454545454
2016-12-12,0.7727272727272727
2016-12-13,0.9659090909090908
2016-12-14,1.1590909090909092
2016-12-15,0.9659090909090908
2016-12-16,1.3522727272727273
2016-12-17,1.1590909090909092
2016-12-18,0.9659090909090908
2016-12-19,1.1590909090909092
2016-12-20,0.7727272727272727
2016-12-21,0.5795454545454546
2016-12-22,1.1590909090909092
2016-12-23,0.7727272727272727
2016-12-24,0.7727272727272727
2016-12-25,0.38636363636363635
2016-12-26,0.7727272727272727
2016-12-27,0.7727272727272727
2016-12-28,0.5795454545454546
2016-12-29,0.7727272727272727
2016-12-30,0.5795454545454546
2016-12-31,0.7727272727272727
2017-01-01,1.1590909090909092
2017-01-02,0.9659090909090908
2017-01-03,0.9659090909090908
2017-01-04,0.9659090909090908
2017-01-05,0.9659090909090908
2017-01-06,0.9659090909090908
2017-01-07,0.7727272727272727
2017-01-08,0.7727272727272727
2017-01-09,1.5454545454545454
2017-01-10,1.3522727272727273
2017-01-11,3.090909090909091
2017-01-12,2.8977272727272725
2017-01-13,1.9318181818181817
2017-01-14,1.1590909090909092
2017-01-15,1.9318181818181817
2017-01-16,1.3522727272727273
2017-01-17,1.7386363636363635
2017-01-18,1.9318181818181817
2017-01-19,2.8977272727272725
2017-01-20,12.363636363636363
2017-01-21,12.363636363636363
2017-01-22,10.238636363636363
2017-01-23,10.045454545454545
2017-01-24,8.306818181818182
2017-01-25,7.534090909090909
2017-01-26,6.568181818181818
2017-01-27,10.431818181818182
2017-01-28,11.59090909090909
2017-01-29,9.272727272727273
2017-01-30,5.6022727272727275
2017-01-31,5.409090909090909
2017-02-01,3.8636363636363633
2017-02-02,4.443181818181818
2017-02-03,3.284090909090909
2017-02-04,3.090909090909091
2017-02-05,3.8636363636363633
2017-02-06,3.8636363636363633
2017-02-07,3.6704545454545454
2017-02-08,2.7045454545454546
2017-02-09,2.7045454545454546
2017-02-10,2.8977272727272725
2017-02-11,6.375
2017-02-12,5.0227272727272725
2017-02-13,7.727272727272727
2017-02-14,9.46590909090909
2017-02-15,5.795454545454545
2017-02-16,4.25
2017-02-17,4.25
2017-02-18,3.8636363636363633
2017-02-19,4.056818181818182
2017-02-20,2.8977272727272725
2017-02-21,2.5113636363636362
2017-02-22,1.9318181818181817
2017-02-23,2.3181818181818183
2017-02-24,1.9318181818181817
2017-02-25,1.3522727272727273
2017-02-26,1.9318181818181817
2017-02-27,2.125
2017-02-28,2.5113636363636362
2017-03-01,2.659090909090909
2017-03-02,1.8693181818181817
2017-03-03,1.8693181818181817
2017-03-04,1.3693181818181817
2017-03-05,1.3693181818181817
2017-03-06,1.7727272727272727
2017-03-07,0.8863636363636364
2017-03-08,1.6761363636363638
2017-03-09,1.0795454545454546
2017-03-10,1.1761363636363638
2017-03-11,0.8863636363636364
2017-03-12,0.9829545454545454
2017-03-13,1.4829545454545454
2017-03-14,1.1761363636363638
2017-03-15,1.6761363636363638
2017-03-16,1.1761363636363638
2017-03-17,8.056818181818182
2017-03-18,19.159090909090907
2017-03-19,6.767045454545455
2017-03-20,5.107954545454545
2017-03-21,3.8352272727272725
2017-03-22,2.3522727272727275
2017-03-23,1.8693181818181817
2017-03-24,1.7727272727272727
2017-03-25,2.0625
2017-03-26,2.159090909090909
2017-03-27,1.8693181818181817
2017-03-28,1.6761363636363638
2017-03-29,1.8693181818181817
2017-03-30,1.0795454545454546
2017-03-31,1.2727272727272727
2017-04-01,0.9829545454545454
2017-04-02,1.0
2017-04-03,1.0
2017-04-04,1.0
2017-04-05,1.0
2017-04-06,1.0
2017-04-07,2.0
2017-04-08,1.0
2017-04-09,1.0
2017-04-10,1.0
2017-04-11,1.0
2017-04-12,1.0
2017-04-13,1.0
2017-04-14,1.0
2017-04-15,1.0
2017-04-16,1.0
2017-04-17,4.0
2017-04-18,5.0
2017-04-19,2.0
2017-04-20,2.0
2017-04-21,1.0
2017-04-22,1.0
2017-04-23,1.0
2017-04-24,1.0
2017-04-25,1.0
2017-04-26,1.0
2017-04-27,1.0
2017-04-28,1.0
2017-04-29,1.0
2017-04-30,1.0
2017-05-01,1.0
2017-05-02,1.0
2017-05-03,1.0
2017-05-04,1.0
2017-05-05,1.0
2017-05-06,1.0
2017-05-07,1.0
2017-05-08,1.0
2017-05-09,1.0
2017-05-10,1.0
2017-05-11,1.0
2017-05-12,1.0
2017-05-13,2.0
2017-05-14,1.0
2017-05-15,1.0
2017-05-16,1.0
2017-05-17,2.0
2017-05-18,1.0
2017-05-19,2.0
2017-05-20,2.0
2017-05-21,2.0
2017-05-22,29.0
2017-05-23,58.0
2017-05-24,46.0
2017-05-25,60.0
2017-05-26,100.0
2017-05-27,56.0
2017-05-28,31.0
2017-05-29,20.0
2017-05-30,13.0
2017-05-31,11.0
2017-06-01,7.0
2017-06-02,6.0
2017-06-03,7.0
