date,cuck
2016-05-01,23.470087587960695
2016-05-02,18.655710646840554
2016-05-03,20.1602034409406
2016-05-04,19.25750776448057
2016-05-05,18.956609205660563
2016-05-06,21.664696235040644
2016-05-07,20.762000558580617
2016-05-08,20.1602034409406
2016-05-09,20.762000558580617
2016-05-10,18.956609205660563
2016-05-11,19.85930488212059
2016-05-12,26.779971734980794
2016-05-13,23.470087587960695
2016-05-14,21.363797676220635
2016-05-15,20.1602034409406
2016-05-16,19.25750776448057
2016-05-17,19.55840632330058
2016-05-18,21.664696235040644
2016-05-19,19.85930488212059
2016-05-20,21.363797676220635
2016-05-21,20.461101999760608
2016-05-22,22.56739191150067
2016-05-23,20.762000558580617
2016-05-24,23.770986146780704
2016-05-25,21.062899117400626
2016-05-26,20.762000558580617
2016-05-27,18.655710646840554
2016-05-28,18.354812088020545
2016-05-29,17.15121785274051
2016-05-30,23.470087587960695
2016-05-31,19.55840632330058
2016-06-01,20.1602034409406
2016-06-02,20.461101999760608
2016-06-03,21.062899117400626
2016-06-04,19.85930488212059
2016-06-05,22.56739191150067
2016-06-06,18.655710646840554
2016-06-07,18.655710646840554
2016-06-08,22.266493352680662
2016-06-09,19.55840632330058
2016-06-10,19.85930488212059
2016-06-11,21.965594793860653
2016-06-12,28.886261646720854
2016-06-13,22.56739191150067
2016-06-14,21.062899117400626
2016-06-15,19.55840632330058
2016-06-16,18.05391352920054
2016-06-17,20.1602034409406
2016-06-18,24.372783264420725
2016-06-19,21.664696235040644
2016-06-20,19.55840632330058
2016-06-21,20.762000558580617
2016-06-22,21.062899117400626
2016-06-23,21.363797676220635
2016-06-24,22.266493352680662
2016-06-25,20.1602034409406
2016-06-26,25.576377499700758
2016-06-27,21.965594793860653
2016-06-28,24.974580382060743
2016-06-29,22.56739191150067
2016-06-30,22.266493352680662
2016-07-01,21.062899117400626
2016-07-02,21.965594793860653
2016-07-03,23.16918902914069
2016-07-04,20.762000558580617
2016-07-05,21.965594793860653
2016-07-06,21.664696235040644
2016-07-07,22.56739191150067
2016-07-08,22.56739191150067
2016-07-09,21.965594793860653
2016-07-10,26.479073176160785
2016-07-11,20.461101999760608
2016-07-12,21.062899117400626
2016-07-13,24.372783264420725
2016-07-14,20.461101999760608
2016-07-15,21.664696235040644
2016-07-16,28.28446452908084
2016-07-17,30.089855882000897
2016-07-18,20.762000558580617
2016-07-19,24.974580382060743
2016-07-20,27.080870293800803
2016-07-21,24.372783264420725
2016-07-22,23.16918902914069
2016-07-23,27.68266741144082
2016-07-24,25.275478940880753
2016-07-25,22.56739191150067
2016-07-26,26.479073176160785
2016-07-27,23.770986146780704
2016-07-28,23.770986146780704
2016-07-29,23.470087587960695
2016-07-30,28.28446452908084
2016-07-31,22.86829047032068
2016-08-01,20.762000558580617
2016-08-02,28.585363087900845
2016-08-03,27.080870293800803
2016-08-04,26.178174617340776
2016-08-05,24.974580382060743
2016-08-06,29.788957323180888
2016-08-07,27.98356597026083
2016-08-08,21.664696235040644
2016-08-09,22.266493352680662
2016-08-10,23.470087587960695
2016-08-11,29.788957323180888
2016-08-12,21.363797676220635
2016-08-13,25.576377499700758
2016-08-14,27.080870293800803
2016-08-15,24.071884705600716
2016-08-16,21.363797676220635
2016-08-17,23.770986146780704
2016-08-18,23.16918902914069
2016-08-19,20.461101999760608
2016-08-20,24.673681823240734
2016-08-21,24.673681823240734
2016-08-22,24.673681823240734
2016-08-23,22.266493352680662
2016-08-24,22.86829047032068
2016-08-25,27.98356597026083
2016-08-26,24.071884705600716
2016-08-27,26.779971734980794
2016-08-28,26.779971734980794
2016-08-29,22.56739191150067
2016-08-30,20.461101999760608
2016-08-31,20.1602034409406
2016-09-01,22.56739191150067
2016-09-02,21.363797676220635
2016-09-03,23.16918902914069
2016-09-04,23.16918902914069
2016-09-05,21.664696235040644
2016-09-06,20.1602034409406
2016-09-07,23.470087587960695
2016-09-08,22.266493352680662
2016-09-09,21.664696235040644
2016-09-10,27.381768852620812
2016-09-11,25.275478940880753
2016-09-12,24.673681823240734
2016-09-13,21.965594793860653
2016-09-14,23.16918902914069
2016-09-15,22.56739191150067
2016-09-16,23.470087587960695
2016-09-17,24.974580382060743
2016-09-18,21.965594793860653
2016-09-19,21.363797676220635
2016-09-20,22.266493352680662
2016-09-21,21.664696235040644
2016-09-22,21.664696235040644
2016-09-23,27.080870293800803
2016-09-24,27.381768852620812
2016-09-25,23.770986146780704
2016-09-26,22.266493352680662
2016-09-27,23.16918902914069
2016-09-28,20.762000558580617
2016-09-29,20.762000558580617
2016-09-30,20.762000558580617
2016-10-01,23.46619957287482
2016-10-02,25.074316421220182
2016-10-03,23.56982362712014
2016-10-04,21.152661552644123
2016-10-05,21.303110832054127
2016-10-06,20.146341821938776
2016-10-07,21.19948677780881
2016-10-08,21.848109120613515
2016-10-09,25.53563786336614
2016-10-10,24.12479551959547
2016-10-11,23.165301014054812
2016-10-12,20.34361632651347
2016-10-13,20.794964164743483
2016-10-14,23.720272906530145
2016-10-15,23.165301014054812
2016-10-16,22.901254076483546
2016-10-17,24.830216691480807
2016-10-18,22.11215605818478
2016-10-19,20.193167047103465
2016-10-20,23.673447681365456
2016-10-21,22.10218245426884
2016-10-22,21.03906389448286
2016-10-23,25.224765700630186
2016-10-24,22.11215605818478
2016-10-25,20.8985882189888
2016-10-26,21.85808272452946
2016-10-27,23.165301014054812
2016-10-28,22.10218245426884
2016-10-29,20.748138939578794
2016-10-30,22.854428851318858
2016-10-31,22.41305461700479
2016-11-01,23.212126239219497
2016-11-02,23.462311557788944
2016-11-03,21.844221105527637
2016-11-04,22.65326633165829
2016-11-05,22.65326633165829
2016-11-06,21.035175879396984
2016-11-07,22.65326633165829
2016-11-08,18.608040201005025
2016-11-09,25.889447236180903
2016-11-10,28.316582914572862
2016-11-11,24.271356783919597
2016-11-12,80.90452261306532
2016-11-13,76.0502512562814
2016-11-14,41.26130653266331
2016-11-15,38.834170854271356
2016-11-16,36.40703517587939
2016-11-17,29.125628140703515
2016-11-18,28.316582914572862
2016-11-19,31.552763819095475
2016-11-20,22.65326633165829
2016-11-21,25.08040201005025
2016-11-22,37.21608040201005
2016-11-23,30.74371859296482
2016-11-24,24.271356783919597
2016-11-25,24.271356783919597
2016-11-26,30.74371859296482
2016-11-27,32.36180904522613
2016-11-28,23.462311557788944
2016-11-29,22.65326633165829
2016-11-30,26.698492462311556
2016-12-01,27.50753768844221
2016-12-02,26.698492462311556
2016-12-03,25.08040201005025
2016-12-04,27.50753768844221
2016-12-05,25.08040201005025
2016-12-06,21.035175879396984
2016-12-07,22.65326633165829
2016-12-08,25.08040201005025
2016-12-09,25.08040201005025
2016-12-10,22.65326633165829
2016-12-11,29.93467336683417
2016-12-12,25.889447236180903
2016-12-13,25.08040201005025
2016-12-14,26.698492462311556
2016-12-15,23.462311557788944
2016-12-16,26.698492462311556
2016-12-17,28.316582914572862
2016-12-18,26.698492462311556
2016-12-19,25.08040201005025
2016-12-20,28.316582914572862
2016-12-21,24.271356783919597
2016-12-22,23.462311557788944
2016-12-23,23.462311557788944
2016-12-24,25.889447236180903
2016-12-25,25.08040201005025
2016-12-26,26.698492462311556
2016-12-27,22.65326633165829
2016-12-28,29.125628140703515
2016-12-29,25.889447236180903
2016-12-30,30.74371859296482
2016-12-31,25.889447236180903
2017-01-01,29.125628140703515
2017-01-02,22.65326633165829
2017-01-03,25.08040201005025
2017-01-04,22.65326633165829
2017-01-05,25.08040201005025
2017-01-06,25.08040201005025
2017-01-07,29.125628140703515
2017-01-08,27.50753768844221
2017-01-09,22.65326633165829
2017-01-10,25.08040201005025
2017-01-11,23.462311557788944
2017-01-12,19.417085427135678
2017-01-13,22.65326633165829
2017-01-14,19.417085427135678
2017-01-15,24.271356783919597
2017-01-16,24.271356783919597
2017-01-17,21.035175879396984
2017-01-18,25.08040201005025
2017-01-19,21.844221105527637
2017-01-20,25.889447236180903
2017-01-21,28.316582914572862
2017-01-22,29.125628140703515
2017-01-23,24.271356783919597
2017-01-24,23.462311557788944
2017-01-25,21.844221105527637
2017-01-26,25.08040201005025
2017-01-27,21.844221105527637
2017-01-28,26.698492462311556
2017-01-29,23.462311557788944
2017-01-30,27.50753768844221
2017-01-31,27.50753768844221
2017-02-01,23.462311557788944
2017-02-02,27.50753768844221
2017-02-03,31.552763819095475
2017-02-04,26.698492462311556
2017-02-05,22.65326633165829
2017-02-06,21.844221105527637
2017-02-07,27.50753768844221
2017-02-08,22.65326633165829
2017-02-09,24.271356783919597
2017-02-10,29.125628140703515
2017-02-11,27.50753768844221
2017-02-12,25.889447236180903
2017-02-13,27.50753768844221
2017-02-14,28.316582914572862
2017-02-15,26.698492462311556
2017-02-16,25.08040201005025
2017-02-17,25.889447236180903
2017-02-18,22.65326633165829
2017-02-19,27.50753768844221
2017-02-20,28.316582914572862
2017-02-21,28.316582914572862
2017-02-22,25.889447236180903
