date,obama cake
2016-12-22,3.0
2016-12-23,1.0
2016-12-24,1.0
2016-12-25,2.0
2016-12-26,1.0
2016-12-27,2.0
2016-12-28,2.0
2016-12-29,2.0
2016-12-30,2.0
2016-12-31,2.0
2017-01-01,2.0
2017-01-02,2.0
2017-01-03,2.0
2017-01-04,0.0
2017-01-05,1.0
2017-01-06,2.0
2017-01-07,2.0
2017-01-08,3.0
2017-01-09,2.0
2017-01-10,1.0
2017-01-11,8.0
2017-01-12,3.0
2017-01-13,3.0
2017-01-14,2.0
2017-01-15,2.0
2017-01-16,2.0
2017-01-17,3.0
2017-01-18,3.0
2017-01-19,5.0
2017-01-20,9.0
2017-01-21,77.0
2017-01-22,100.0
2017-01-23,48.0
2017-01-24,22.0
2017-01-25,12.0
2017-01-26,6.0
2017-01-27,7.0
2017-01-28,7.0
2017-01-29,10.0
2017-01-30,5.0
2017-01-31,5.0
2017-02-01,3.0
2017-02-02,2.0
2017-02-03,4.0
2017-02-04,2.0
2017-02-05,1.0
2017-02-06,2.0
2017-02-07,2.0
2017-02-08,2.0
2017-02-09,3.0
2017-02-10,3.0
2017-02-11,0.0
2017-02-12,1.0
2017-02-13,1.0
2017-02-14,1.0
2017-02-15,4.0
2017-02-16,1.0
2017-02-17,1.0
2017-02-18,1.0
2017-02-19,1.0
2017-02-20,1.0
2017-02-21,3.0
2017-02-22,2.0
2017-02-23,3.0
2017-02-24,3.0
2017-02-25,1.0
2017-02-26,2.0
2017-02-27,1.0
2017-02-28,1.0
2017-03-01,2.4396051103368177
2017-03-02,0.36527293844367015
2017-03-03,1.386759581881533
2017-03-04,1.8379790940766552
2017-03-05,1.3164924506387923
2017-03-06,1.037166085946574
2017-03-07,0.3437862950058072
2017-03-08,3.148664343786295
2017-03-09,1.4024390243902438
2017-03-10,0.5
2017-03-11,1.4082462253193961
2017-03-12,0.9082462253193961
2017-03-13,0.8652729384436701
2017-03-14,1.537166085946574
2017-03-15,0.5
2017-03-16,0.8652729384436701
2017-03-17,0.8652729384436701
2017-03-18,1.3379790940766552
2017-03-19,1.3164924506387923
2017-03-20,1.5743321718931476
2017-03-21,0.36527293844367015
2017-03-22,1.537166085946574
2017-03-23,0.0
2017-03-24,1.386759581881533
2017-03-25,0.0
2017-03-26,1.7677119628339142
2017-03-27,1.2090592334494774
2017-03-28,0.8652729384436701
2017-03-29,1.2305458768873403
2017-03-30,0.8652729384436701
2017-03-31,1.386759581881533
2017-04-01,1.429732868757259
2017-04-02,0.859465737514518
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,1.4610917537746806
2017-04-06,0.0
2017-04-07,1.1602787456445993
2017-04-08,0.859465737514518
2017-04-09,0.859465737514518
2017-04-10,2.965156794425087
2017-04-11,0.0
2017-04-12,1.5470383275261324
2017-04-13,1.5470383275261324
2017-04-14,2.5354239256678284
2017-04-15,1.7619047619047619
2017-04-16,0.0
2017-04-17,0.7735191637630662
2017-04-18,1.4610917537746806
2017-04-19,0.7305458768873403
2017-04-20,1.5040650406504066
2017-04-21,0.0
2017-04-22,0.859465737514518
2017-04-23,0.859465737514518
2017-04-24,2.965156794425087
2017-04-25,0.7305458768873403
2017-04-26,0.0
2017-04-27,1.1173054587688733
2017-04-28,0.0
2017-04-29,0.859465737514518
2017-04-30,2.6643437862950057
2017-05-01,0.8164924506387922
2017-05-02,1.4610917537746806
2017-05-03,0.7305458768873403
2017-05-04,1.4610917537746806
2017-05-05,0.7735191637630662
2017-05-06,0.0
2017-05-07,1.289198606271777
2017-05-08,1.4610917537746806
2017-05-09,0.0
2017-05-10,1.4610917537746806
2017-05-11,2.191637630662021
2017-05-12,1.1602787456445993
2017-05-13,0.859465737514518
2017-05-14,0.859465737514518
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.7305458768873403
2017-05-18,0.7305458768873403
2017-05-19,1.1602787456445993
2017-05-20,1.289198606271777
2017-05-21,0.859465737514518
2017-05-22,1.4610917537746806
2017-05-23,1.4610917537746806
2017-05-24,0.7305458768873403
2017-05-25,0.7735191637630662
2017-05-26,1.5900116144018583
2017-05-27,0.9024390243902439
2017-05-28,0.9024390243902439
2017-05-29,0.7735191637630662
2017-05-30,0.0
2017-05-31,1.5040650406504066
2017-06-01,1.5040650406504066
2017-06-02,0.7735191637630662
2017-06-03,0.9024390243902439
