date,obama travel
2016-05-01,0.6830309498399146
2016-05-02,0.5229455709711847
2016-05-03,0.3415154749199573
2016-05-04,0.17075773745997866
2016-05-05,0.416221985058698
2016-05-06,0.24546424759871932
2016-05-07,0.35218783351120597
2016-05-08,0.20277481323372465
2016-05-09,0.4055496264674493
2016-05-10,0.4589114194236926
2016-05-11,0.3415154749199573
2016-05-12,0.288153681963714
2016-05-13,0.416221985058698
2016-05-14,0.13874066168623267
2016-05-15,0.26680896478121663
2016-05-16,0.3415154749199573
2016-05-17,0.11739594450373533
2016-05-18,0.0
2016-05-19,0.17075773745997866
2016-05-20,0.24546424759871932
2016-05-21,0.3415154749199573
2016-05-22,0.544290288153682
2016-05-23,0.4589114194236926
2016-05-24,0.5229455709711847
2016-05-25,0.288153681963714
2016-05-26,0.544290288153682
2016-05-27,0.3094983991462113
2016-05-28,0.3415154749199573
2016-05-29,0.416221985058698
2016-05-30,0.29882604055496265
2016-05-31,0.23479188900747067
2016-06-01,0.17075773745997866
2016-06-02,0.35218783351120597
2016-06-03,0.3628601921024546
2016-06-04,0.416221985058698
2016-06-05,0.3415154749199573
2016-06-06,0.35218783351120597
2016-06-07,0.288153681963714
2016-06-08,0.23479188900747067
2016-06-09,0.5976520811099253
2016-06-10,0.24546424759871932
2016-06-11,0.20277481323372465
2016-06-12,0.26680896478121663
2016-06-13,0.22411953041622198
2016-06-14,0.3415154749199573
2016-06-15,0.23479188900747067
2016-06-16,0.35218783351120597
2016-06-17,0.7257203842049093
2016-06-18,0.49092849519743864
2016-06-19,0.20277481323372465
2016-06-20,0.23479188900747067
2016-06-21,0.35218783351120597
2016-06-22,0.11739594450373533
2016-06-23,0.416221985058698
2016-06-24,0.5549626467449307
2016-06-25,0.416221985058698
2016-06-26,0.96051227321238
2016-06-27,0.288153681963714
2016-06-28,0.17075773745997866
2016-06-29,0.416221985058698
2016-06-30,0.46958377801494133
2016-07-01,0.3094983991462113
2016-07-02,0.5656350053361793
2016-07-03,0.42689434364994666
2016-07-04,0.3094983991462113
2016-07-05,0.42689434364994666
2016-07-06,0.544290288153682
2016-07-07,0.24546424759871932
2016-07-08,0.24546424759871932
2016-07-09,0.35218783351120597
2016-07-10,0.416221985058698
2016-07-11,0.46958377801494133
2016-07-12,0.4055496264674493
2016-07-13,0.1814300960512273
2016-07-14,0.3628601921024546
2016-07-15,0.37353255069370334
2016-07-16,0.27748132337246534
2016-07-17,0.5549626467449307
2016-07-18,0.5976520811099253
2016-07-19,0.3628601921024546
2016-07-20,0.544290288153682
2016-07-21,0.3628601921024546
2016-07-22,0.24546424759871932
2016-07-23,0.5656350053361793
2016-07-24,0.49092849519743864
2016-07-25,0.46958377801494133
2016-07-26,1.0672358591248665
2016-07-27,0.48025613660619
2016-07-28,0.96051227321238
2016-07-29,0.5016008537886874
2016-07-30,0.21344717182497333
2016-07-31,0.416221985058698
2016-08-01,0.23479188900747067
2016-08-02,0.5976520811099253
2016-08-03,0.29882604055496265
2016-08-04,0.544290288153682
2016-08-05,0.5016008537886874
2016-08-06,0.288153681963714
2016-08-07,0.13874066168623267
2016-08-08,0.23479188900747067
2016-08-09,0.29882604055496265
2016-08-10,0.0
2016-08-11,0.3628601921024546
2016-08-12,0.24546424759871932
2016-08-13,0.27748132337246534
2016-08-14,0.21344717182497333
2016-08-15,0.3094983991462113
2016-08-16,0.11739594450373533
2016-08-17,0.1814300960512273
2016-08-18,0.35218783351120597
2016-08-19,0.37353255069370334
2016-08-20,0.0
2016-08-21,0.13874066168623267
2016-08-22,0.23479188900747067
2016-08-23,0.23479188900747067
2016-08-24,0.11739594450373533
2016-08-25,0.416221985058698
2016-08-26,0.1814300960512273
2016-08-27,0.20277481323372465
2016-08-28,0.0
2016-08-29,0.11739594450373533
2016-08-30,0.17075773745997866
2016-08-31,0.288153681963714
2016-09-01,0.23479188900747067
2016-09-02,0.1814300960512273
2016-09-03,0.27748132337246534
2016-09-04,0.26680896478121663
2016-09-05,0.35218783351120597
2016-09-06,0.512273212379936
2016-09-07,0.3415154749199573
2016-09-08,0.5229455709711847
2016-09-09,0.29882604055496265
2016-09-10,0.20277481323372465
2016-09-11,0.128068303094984
2016-09-12,0.17075773745997866
2016-09-13,0.3415154749199573
2016-09-14,0.22411953041622198
2016-09-15,0.288153681963714
2016-09-16,0.416221985058698
2016-09-17,0.26680896478121663
2016-09-18,0.128068303094984
2016-09-19,0.22411953041622198
2016-09-20,0.4375667022411953
2016-09-21,0.17075773745997866
2016-09-22,0.22411953041622198
2016-09-23,0.416221985058698
2016-09-24,0.20277481323372465
2016-09-25,0.0
2016-09-26,0.22411953041622198
2016-09-27,0.44823906083244397
2016-09-28,0.33084311632870866
2016-09-29,0.44823906083244397
2016-09-30,0.29882604055496265
2016-10-01,0.16008537886873
2016-10-02,0.064034151547492
2016-10-03,0.16542155816435433
2016-10-04,0.16542155816435433
2016-10-05,0.16542155816435433
2016-10-06,0.05336179295624333
2016-10-07,0.11205976520811099
2016-10-08,0.128068303094984
2016-10-09,0.064034151547492
2016-10-10,0.05869797225186767
2016-10-11,0.11205976520811099
2016-10-12,0.644076840981857
2016-10-13,0.7508004268943437
2016-10-14,0.8468516542155817
2016-10-15,0.724119530416222
2016-10-16,0.16008537886873
2016-10-17,0.6387406616862327
2016-10-18,0.21878335112059766
2016-10-19,0.192102454642476
2016-10-20,0.13874066168623267
2016-10-21,0.3415154749199573
2016-10-22,0.724119530416222
2016-10-23,0.128068303094984
2016-10-24,0.692102454642476
2016-10-25,0.192102454642476
2016-10-26,0.13340448239060831
2016-10-27,0.13874066168623267
2016-10-28,0.612059765208111
2016-10-29,0.064034151547492
2016-10-30,0.66008537886873
2016-10-31,0.13874066168623267
2016-11-01,0.612059765208111
2016-11-02,1.0
2016-11-03,1.0
2016-11-04,1.0
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,1.0
2016-11-08,1.0
2016-11-09,2.0
2016-11-10,2.0
2016-11-11,2.0
2016-11-12,1.0
2016-11-13,1.0
2016-11-14,1.0
2016-11-15,2.0
2016-11-16,1.0
2016-11-17,1.0
2016-11-18,1.0
2016-11-19,1.0
2016-11-20,1.0
2016-11-21,1.0
2016-11-22,1.0
2016-11-23,1.0
2016-11-24,1.0
2016-11-25,1.0
2016-11-26,1.0
2016-11-27,0.0
2016-11-28,1.0
2016-11-29,1.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,1.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,1.0
2016-12-06,1.0
2016-12-07,1.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,1.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,1.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,1.0
2016-12-17,1.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,1.0
2016-12-21,1.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,1.0
2016-12-27,1.0
2016-12-28,0.0
2016-12-29,1.0
2016-12-30,1.0
2016-12-31,1.0
2017-01-01,1.0
2017-01-02,0.0
2017-01-03,1.0
2017-01-04,1.0
2017-01-05,0.0
