date,hillary car
2016-11-01,24.373493975903614
2016-11-02,27.0
2016-11-03,29.0
2016-11-04,21.0
2016-11-05,23.0
2016-11-06,28.0
2016-11-07,40.0
2016-11-08,71.0
2016-11-09,100.0
2016-11-10,37.0
2016-11-11,38.0
2016-11-12,27.0
2016-11-13,24.0
2016-11-14,13.0
2016-11-15,12.0
2016-11-16,11.0
2016-11-17,12.0
2016-11-18,12.0
2016-11-19,7.0
2016-11-20,7.0
2016-11-21,9.0
2016-11-22,4.0
2016-11-23,9.0
2016-11-24,11.0
2016-11-25,4.0
2016-11-26,7.0
2016-11-27,7.0
2016-11-28,5.0
2016-11-29,5.0
2016-11-30,4.0
2016-12-01,5.0
2016-12-02,8.0
2016-12-03,5.0
2016-12-04,6.0
2016-12-05,3.0
2016-12-06,3.0
2016-12-07,4.0
2016-12-08,3.0
2016-12-09,3.0
2016-12-10,6.0
2016-12-11,5.0
2016-12-12,2.0
2016-12-13,4.0
2016-12-14,3.0
2016-12-15,6.0
2016-12-16,5.0
2016-12-17,7.0
2016-12-18,3.0
2016-12-19,3.0
2016-12-20,3.0
2016-12-21,5.0
2016-12-22,4.0
2016-12-23,4.0
2016-12-24,1.0
2016-12-25,3.0
2016-12-26,6.0
2016-12-27,2.0
2016-12-28,4.0
2016-12-29,3.0
2016-12-30,5.0
2016-12-31,2.0
2017-01-01,5.0
2017-01-02,3.0
2017-01-03,4.0
2017-01-04,3.0
2017-01-05,4.0
2017-01-06,6.0
2017-01-07,4.0
2017-01-08,3.0
2017-01-09,3.0
2017-01-10,4.0
2017-01-11,3.0
2017-01-12,2.0
2017-01-13,3.0
2017-01-14,3.0
2017-01-15,3.0
2017-01-16,2.0
2017-01-17,4.0
2017-01-18,3.0
2017-01-19,6.0
2017-01-20,11.0
2017-01-21,20.0
2017-01-22,11.0
2017-01-23,6.0
2017-01-24,6.0
2017-01-25,3.0
2017-01-26,5.0
2017-01-27,6.0
2017-01-28,1.0
2017-01-29,2.0
2017-01-30,2.0
2017-01-31,3.0
2017-02-01,5.0
2017-02-02,0.0
2017-02-03,1.0
2017-02-04,3.0
2017-02-05,5.0
2017-02-06,2.0
2017-02-07,2.0
2017-02-08,3.0
2017-02-09,1.0
2017-02-10,3.0
2017-02-11,4.0
2017-02-12,4.0
2017-02-13,3.0
2017-02-14,3.0
2017-02-15,2.0
2017-02-16,4.0
2017-02-17,2.0
2017-02-18,3.0
2017-02-19,3.0
2017-02-20,3.0
2017-02-21,3.0
2017-02-22,1.0
2017-02-23,2.0
2017-02-24,3.0
2017-02-25,3.0
2017-02-26,1.0
2017-02-27,2.0
2017-02-28,4.0
2017-03-01,2.5227272727272725
2017-03-02,1.978896103896104
2017-03-03,1.0438311688311688
2017-03-04,3.0876623376623376
2017-03-05,1.87012987012987
2017-03-06,2.696428571428571
2017-03-07,1.978896103896104
2017-03-08,0.7613636363636364
2017-03-09,1.478896103896104
2017-03-10,2.2613636363636362
2017-03-11,2.913961038961039
2017-03-12,1.0438311688311688
2017-03-13,2.0227272727272725
2017-03-14,2.196428571428571
2017-03-15,1.978896103896104
2017-03-16,2.478896103896104
2017-03-17,3.0227272727272725
2017-03-18,2.1314935064935066
2017-03-19,1.0438311688311688
2017-03-20,2.978896103896104
2017-03-21,1.478896103896104
2017-03-22,1.978896103896104
2017-03-23,1.978896103896104
2017-03-24,3.5665584415584415
2017-03-25,1.0438311688311688
2017-03-26,1.87012987012987
2017-03-27,2.2613636363636362
2017-03-28,1.435064935064935
2017-03-29,2.478896103896104
2017-03-30,1.978896103896104
2017-03-31,2.5227272727272725
2017-04-01,2.913961038961039
2017-04-02,1.0876623376623376
2017-04-03,4.133116883116883
2017-04-04,1.9577922077922076
2017-04-05,1.0876623376623376
2017-04-06,2.6103896103896105
2017-04-07,4.133116883116883
2017-04-08,1.0876623376623376
2017-04-09,0.0
2017-04-10,1.9577922077922076
2017-04-11,1.9577922077922076
2017-04-12,1.0876623376623376
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,1.3051948051948052
2017-04-16,1.3051948051948052
2017-04-17,1.0876623376623376
2017-04-18,3.9155844155844153
2017-04-19,1.0876623376623376
2017-04-20,1.0876623376623376
2017-04-21,2.175324675324675
2017-04-22,2.8279220779220777
2017-04-23,1.0876623376623376
2017-04-24,1.0876623376623376
2017-04-25,1.9577922077922076
2017-04-26,1.5227272727272727
2017-04-27,1.0876623376623376
2017-04-28,2.175324675324675
2017-04-29,1.0876623376623376
2017-04-30,3.0454545454545454
2017-05-01,1.0876623376623376
2017-05-02,2.392857142857143
2017-05-03,10.441558441558442
2017-05-04,1.5227272727272727
2017-05-05,1.5227272727272727
2017-05-06,3.4805194805194803
2017-05-07,1.0876623376623376
2017-05-08,1.0876623376623376
2017-05-09,1.0876623376623376
2017-05-10,3.0454545454545454
2017-05-11,1.9577922077922076
2017-05-12,2.175324675324675
2017-05-13,2.392857142857143
2017-05-14,3.4805194805194803
2017-05-15,3.9155844155844153
2017-05-16,3.0454545454545454
2017-05-17,2.392857142857143
2017-05-18,1.9577922077922076
2017-05-19,21.753246753246753
2017-05-20,2.392857142857143
2017-05-21,3.0454545454545454
2017-05-22,3.0454545454545454
2017-05-23,3.0454545454545454
2017-05-24,1.0876623376623376
2017-05-25,0.0
2017-05-26,2.8279220779220777
2017-05-27,1.7402597402597402
2017-05-28,0.0
2017-05-29,2.175324675324675
2017-05-30,1.0876623376623376
2017-05-31,1.0876623376623376
2017-06-01,1.0876623376623376
2017-06-02,4.35064935064935
2017-06-03,1.0876623376623376
