date,trump supporters
2016-05-01,3.5594520547945203
2016-05-02,5.847671232876713
2016-05-03,12.203835616438356
2016-05-04,11.94958904109589
2016-05-05,8.39013698630137
2016-05-06,6.61041095890411
2016-05-07,4.830684931506849
2016-05-08,4.3221917808219175
2016-05-09,3.5594520547945203
2016-05-10,3.305205479452055
2016-05-11,6.101917808219178
2016-05-12,4.067945205479452
2016-05-13,3.050958904109589
2016-05-14,3.813698630136986
2016-05-15,3.050958904109589
2016-05-16,2.5424657534246577
2016-05-17,3.305205479452055
2016-05-18,3.305205479452055
2016-05-19,4.067945205479452
2016-05-20,2.5424657534246577
2016-05-21,3.050958904109589
2016-05-22,2.288219178082192
2016-05-23,2.5424657534246577
2016-05-24,1.7797260273972602
2016-05-25,3.813698630136986
2016-05-26,4.576438356164384
2016-05-27,3.050958904109589
2016-05-28,4.3221917808219175
2016-05-29,2.5424657534246577
2016-05-30,2.5424657534246577
2016-05-31,3.050958904109589
2016-06-01,3.050958904109589
2016-06-02,2.5424657534246577
2016-06-03,17.034520547945206
2016-06-04,15.50904109589041
2016-06-05,9.152876712328768
2016-06-06,6.864657534246575
2016-06-07,8.644383561643835
2016-06-08,10.932602739726027
2016-06-09,12.203835616438356
2016-06-10,7.627397260273972
2016-06-11,6.3561643835616435
2016-06-12,4.3221917808219175
2016-06-13,3.305205479452055
2016-06-14,3.5594520547945203
2016-06-15,3.305205479452055
2016-06-16,3.305205479452055
2016-06-17,4.830684931506849
2016-06-18,3.813698630136986
2016-06-19,3.5594520547945203
2016-06-20,3.5594520547945203
2016-06-21,3.050958904109589
2016-06-22,3.305205479452055
2016-06-23,2.288219178082192
2016-06-24,3.5594520547945203
2016-06-25,2.796712328767123
2016-06-26,4.067945205479452
2016-06-27,3.305205479452055
2016-06-28,2.796712328767123
2016-06-29,2.796712328767123
2016-06-30,2.5424657534246577
2016-07-01,2.796712328767123
2016-07-02,2.288219178082192
2016-07-03,1.7797260273972602
2016-07-04,2.033972602739726
2016-07-05,3.305205479452055
2016-07-06,3.050958904109589
2016-07-07,3.305205479452055
2016-07-08,2.288219178082192
2016-07-09,1.2712328767123289
2016-07-10,2.796712328767123
2016-07-11,1.7797260273972602
2016-07-12,3.813698630136986
2016-07-13,3.5594520547945203
2016-07-14,2.5424657534246577
2016-07-15,2.033972602739726
2016-07-16,2.5424657534246577
2016-07-17,3.050958904109589
2016-07-18,3.305205479452055
2016-07-19,7.627397260273972
2016-07-20,6.3561643835616435
2016-07-21,7.627397260273972
2016-07-22,10.678356164383562
2016-07-23,7.627397260273972
2016-07-24,7.373150684931507
2016-07-25,8.898630136986302
2016-07-26,12.203835616438356
2016-07-27,9.407123287671233
2016-07-28,9.661369863013698
2016-07-29,11.441095890410958
2016-07-30,9.152876712328768
2016-07-31,6.864657534246575
2016-08-01,6.3561643835616435
2016-08-02,6.864657534246575
2016-08-03,8.644383561643835
2016-08-04,10.932602739726027
2016-08-05,8.898630136986302
2016-08-06,5.847671232876713
2016-08-07,4.830684931506849
2016-08-08,3.5594520547945203
2016-08-09,6.864657534246575
2016-08-10,7.373150684931507
2016-08-11,6.3561643835616435
2016-08-12,5.847671232876713
2016-08-13,5.0849315068493155
2016-08-14,6.101917808219178
2016-08-15,5.847671232876713
2016-08-16,4.830684931506849
2016-08-17,6.61041095890411
2016-08-18,4.830684931506849
2016-08-19,5.847671232876713
2016-08-20,9.152876712328768
2016-08-21,7.627397260273972
2016-08-22,7.373150684931507
2016-08-23,5.847671232876713
2016-08-24,5.847671232876713
2016-08-25,6.3561643835616435
2016-08-26,5.847671232876713
2016-08-27,5.339178082191781
2016-08-28,5.0849315068493155
2016-08-29,4.3221917808219175
2016-08-30,3.813698630136986
2016-08-31,5.339178082191781
2016-09-01,4.576438356164384
2016-09-02,3.5594520547945203
2016-09-03,3.5594520547945203
2016-09-04,3.050958904109589
2016-09-05,3.050958904109589
2016-09-06,2.5424657534246577
2016-09-07,2.796712328767123
2016-09-08,2.796712328767123
2016-09-09,4.067945205479452
2016-09-10,25.424657534246574
2016-09-11,21.865205479452055
2016-09-12,15.763287671232877
2016-09-13,16.01753424657534
2016-09-14,10.932602739726027
2016-09-15,9.407123287671233
2016-09-16,7.627397260273972
2016-09-17,6.3561643835616435
2016-09-18,5.339178082191781
2016-09-19,5.0849315068493155
2016-09-20,4.067945205479452
2016-09-21,10.424109589041096
2016-09-22,19.322739726027397
2016-09-23,15.763287671232877
2016-09-24,10.932602739726027
2016-09-25,11.695342465753425
2016-09-26,9.915616438356164
2016-09-27,19.831232876712328
2016-09-28,15.00054794520548
2016-09-29,10.932602739726027
2016-09-30,10.678356164383562
2016-10-01,10.966301369863015
2016-10-02,12.601917808219177
2016-10-03,10.084931506849315
2016-10-04,9.457808219178082
2016-10-05,7.05945205479452
2016-10-06,7.05945205479452
2016-10-07,9.712054794520547
2016-10-08,19.661369863013697
2016-10-09,22.43260273972603
2016-10-10,20.924109589041095
2016-10-11,18.15287671232877
2016-10-12,23.32246575342466
2016-10-13,21.305479452054794
2016-10-14,19.534246575342465
2016-10-15,23.05972602739726
2016-10-16,19.407123287671233
2016-10-17,18.15287671232877
2016-10-18,17.017260273972603
2016-10-19,17.898630136986302
2016-10-20,23.195342465753427
2016-10-21,12.61041095890411
2016-10-22,10.720547945205478
2016-10-23,10.712054794520547
2016-10-24,9.830684931506848
2016-10-25,11.093424657534246
2016-10-26,11.093424657534246
2016-10-27,13.364657534246575
2016-10-28,11.220547945205478
2016-10-29,10.584931506849315
2016-10-30,10.457808219178082
2016-10-31,11.093424657534246
2016-11-01,10.212054794520547
2016-11-02,15.0
2016-11-03,16.0
2016-11-04,14.0
2016-11-05,16.0
2016-11-06,19.0
2016-11-07,21.0
2016-11-08,34.0
2016-11-09,95.0
2016-11-10,100.0
2016-11-11,95.0
2016-11-12,56.0
2016-11-13,41.0
2016-11-14,37.0
2016-11-15,27.0
2016-11-16,19.0
2016-11-17,15.0
2016-11-18,15.0
2016-11-19,14.0
2016-11-20,12.0
2016-11-21,11.0
2016-11-22,13.0
2016-11-23,11.0
2016-11-24,11.0
2016-11-25,6.0
2016-11-26,6.0
2016-11-27,5.0
2016-11-28,6.0
2016-11-29,6.0
2016-11-30,5.0
2016-12-01,8.0
2016-12-02,9.0
2016-12-03,7.0
2016-12-04,5.0
2016-12-05,6.0
2016-12-06,5.0
2016-12-07,4.0
2016-12-08,5.0
2016-12-09,6.0
2016-12-10,6.0
2016-12-11,4.0
2016-12-12,5.0
2016-12-13,5.0
2016-12-14,6.0
2016-12-15,7.0
2016-12-16,6.0
2016-12-17,7.0
2016-12-18,6.0
2016-12-19,5.0
2016-12-20,6.0
2016-12-21,5.0
