date,trump crime
2016-05-01,5.263940520446097
2016-05-02,4.605947955390334
2016-05-03,3.2899628252788107
2016-05-04,4.605947955390334
2016-05-05,9.211895910780669
2016-05-06,6.579925650557621
2016-05-07,3.2899628252788107
2016-05-08,7.237918215613383
2016-05-09,2.6319702602230484
2016-05-10,0.6579925650557621
2016-05-11,4.605947955390334
2016-05-12,2.6319702602230484
2016-05-13,1.9739776951672863
2016-05-14,6.579925650557621
2016-05-15,5.263940520446097
2016-05-16,5.263940520446097
2016-05-17,4.605947955390334
2016-05-18,5.263940520446097
2016-05-19,2.6319702602230484
2016-05-20,2.6319702602230484
2016-05-21,3.2899628252788107
2016-05-22,7.237918215613383
2016-05-23,0.6579925650557621
2016-05-24,5.263940520446097
2016-05-25,5.263940520446097
2016-05-26,3.9479553903345725
2016-05-27,8.553903345724907
2016-05-28,3.2899628252788107
2016-05-29,1.3159851301115242
2016-05-30,3.9479553903345725
2016-05-31,2.6319702602230484
2016-06-01,4.605947955390334
2016-06-02,2.6319702602230484
2016-06-03,5.921933085501859
2016-06-04,1.3159851301115242
2016-06-05,3.9479553903345725
2016-06-06,2.6319702602230484
2016-06-07,4.605947955390334
2016-06-08,1.9739776951672863
2016-06-09,7.237918215613383
2016-06-10,8.553903345724907
2016-06-11,13.817843866171003
2016-06-12,14.475836431226766
2016-06-13,12.50185873605948
2016-06-14,7.237918215613383
2016-06-15,3.2899628252788107
2016-06-16,4.605947955390334
2016-06-17,5.921933085501859
2016-06-18,1.9739776951672863
2016-06-19,6.579925650557621
2016-06-20,3.2899628252788107
2016-06-21,7.237918215613383
2016-06-22,2.6319702602230484
2016-06-23,2.6319702602230484
2016-06-24,3.9479553903345725
2016-06-25,3.2899628252788107
2016-06-26,5.263940520446097
2016-06-27,0.6579925650557621
2016-06-28,2.6319702602230484
2016-06-29,3.9479553903345725
2016-06-30,5.921933085501859
2016-07-01,1.9739776951672863
2016-07-02,1.9739776951672863
2016-07-03,3.2899628252788107
2016-07-04,4.605947955390334
2016-07-05,5.921933085501859
2016-07-06,6.579925650557621
2016-07-07,2.6319702602230484
2016-07-08,7.895910780669145
2016-07-09,7.895910780669145
2016-07-10,11.843866171003718
2016-07-11,7.237918215613383
2016-07-12,5.263940520446097
2016-07-13,8.553903345724907
2016-07-14,10.527881040892193
2016-07-15,18.423791821561338
2016-07-16,13.159851301115243
2016-07-17,4.605947955390334
2016-07-18,8.553903345724907
2016-07-19,26.977695167286246
2016-07-20,7.237918215613383
2016-07-21,5.921933085501859
2016-07-22,37.50557620817844
2016-07-23,13.159851301115243
2016-07-24,11.843866171003718
2016-07-25,9.211895910780669
2016-07-26,11.185873605947956
2016-07-27,13.159851301115243
2016-07-28,15.133828996282528
2016-07-29,10.527881040892193
2016-07-30,12.50185873605948
2016-07-31,6.579925650557621
2016-08-01,7.237918215613383
2016-08-02,9.211895910780669
2016-08-03,7.237918215613383
2016-08-04,7.237918215613383
2016-08-05,6.579925650557621
2016-08-06,9.869888475836431
2016-08-07,11.843866171003718
2016-08-08,4.605947955390334
2016-08-09,6.579925650557621
2016-08-10,13.159851301115243
2016-08-11,11.185873605947956
2016-08-12,4.605947955390334
2016-08-13,4.605947955390334
2016-08-14,6.579925650557621
2016-08-15,1.9739776951672863
2016-08-16,5.263940520446097
2016-08-17,9.869888475836431
2016-08-18,7.237918215613383
2016-08-19,5.921933085501859
2016-08-20,5.263940520446097
2016-08-21,3.9479553903345725
2016-08-22,7.895910780669145
2016-08-23,6.579925650557621
2016-08-24,1.9739776951672863
2016-08-25,11.185873605947956
2016-08-26,8.553903345724907
2016-08-27,5.263940520446097
2016-08-28,3.9479553903345725
2016-08-29,5.921933085501859
2016-08-30,12.50185873605948
2016-08-31,7.237918215613383
2016-09-01,12.50185873605948
2016-09-02,9.211895910780669
2016-09-03,6.579925650557621
2016-09-04,6.579925650557621
2016-09-05,5.263940520446097
2016-09-06,3.2899628252788107
2016-09-07,7.237918215613383
2016-09-08,7.895910780669145
2016-09-09,5.263940520446097
2016-09-10,6.579925650557621
2016-09-11,3.9479553903345725
2016-09-12,7.237918215613383
2016-09-13,5.263940520446097
2016-09-14,4.605947955390334
2016-09-15,4.605947955390334
2016-09-16,4.605947955390334
2016-09-17,5.921933085501859
2016-09-18,0.0
2016-09-19,7.895910780669145
2016-09-20,5.263940520446097
2016-09-21,7.237918215613383
2016-09-22,9.869888475836431
2016-09-23,8.553903345724907
2016-09-24,7.237918215613383
2016-09-25,7.895910780669145
2016-09-26,13.159851301115243
2016-09-27,65.79925650557621
2016-09-28,19.0817843866171
2016-09-29,9.869888475836431
2016-09-30,7.237918215613383
2016-10-01,4.144981412639405
2016-10-02,7.447955390334572
2016-10-03,10.079925650557621
2016-10-04,8.763940520446097
2016-10-05,7.947955390334572
2016-10-06,5.631970260223048
2016-10-07,8.763940520446097
2016-10-08,11.105947955390334
2016-10-09,16.21189591078067
2016-10-10,28.46282527881041
2016-10-11,10.763940520446097
2016-10-12,11.105947955390334
2016-10-13,14.579925650557621
2016-10-14,13.421933085501859
2016-10-15,7.947955390334572
2016-10-16,9.592936802973977
2016-10-17,11.763940520446097
2016-10-18,9.605947955390334
2016-10-19,17.369888475836433
2016-10-20,17.737918215613384
2016-10-21,11.434944237918216
2016-10-22,6.618959107806692
2016-10-23,8.447955390334572
2016-10-24,10.605947955390334
2016-10-25,10.421933085501859
2016-10-26,10.447955390334572
2016-10-27,9.092936802973977
2016-10-28,8.118959107806692
2016-10-29,10.421933085501859
2016-10-30,8.618959107806692
2016-10-31,11.921933085501859
2016-11-01,15.395910780669144
2016-11-02,18.0
2016-11-03,23.0
2016-11-04,14.0
2016-11-05,11.0
2016-11-06,20.0
2016-11-07,16.0
2016-11-08,26.0
2016-11-09,100.0
2016-11-10,82.0
2016-11-11,89.0
2016-11-12,63.0
2016-11-13,47.0
2016-11-14,40.0
2016-11-15,36.0
2016-11-16,37.0
2016-11-17,27.0
2016-11-18,20.0
2016-11-19,23.0
2016-11-20,21.0
2016-11-21,17.0
2016-11-22,21.0
2016-11-23,13.0
2016-11-24,10.0
2016-11-25,9.0
2016-11-26,8.0
2016-11-27,7.0
2016-11-28,13.0
2016-11-29,11.0
2016-11-30,12.0
2016-12-01,9.0
2016-12-02,12.0
2016-12-03,5.0
2016-12-04,8.0
2016-12-05,11.0
2016-12-06,10.0
2016-12-07,9.0
2016-12-08,8.0
2016-12-09,10.0
2016-12-10,6.0
2016-12-11,8.0
2016-12-12,10.0
2016-12-13,8.0
2016-12-14,6.0
2016-12-15,12.0
2016-12-16,7.0
2016-12-17,9.0
2016-12-18,7.0
2016-12-19,6.0
2016-12-20,7.0
2016-12-21,10.0
2016-12-22,5.0
2016-12-23,4.0
2016-12-24,4.0
2016-12-25,3.0
2016-12-26,6.0
2016-12-27,7.0
2016-12-28,3.0
2016-12-29,9.0
2016-12-30,3.0
2016-12-31,4.0
2017-01-01,3.0
2017-01-02,7.0
2017-01-03,9.0
2017-01-04,6.0
2017-01-05,39.0
2017-01-06,70.0
2017-01-07,20.0
2017-01-08,10.0
2017-01-09,12.0
2017-01-10,18.0
2017-01-11,21.0
2017-01-12,15.0
2017-01-13,9.0
2017-01-14,15.0
2017-01-15,19.0
2017-01-16,15.0
2017-01-17,8.0
2017-01-18,10.0
2017-01-19,10.0
2017-01-20,25.0
2017-01-21,33.0
2017-01-22,24.0
2017-01-23,17.0
2017-01-24,15.0
2017-01-25,42.0
2017-01-26,40.0
2017-01-27,43.0
2017-01-28,32.0
2017-01-29,32.0
2017-01-30,30.0
2017-01-31,29.0
2017-02-01,24.0
2017-02-02,21.0
2017-02-03,16.0
2017-02-04,10.0
2017-02-05,14.0
2017-02-06,14.0
2017-02-07,17.0
2017-02-08,28.0
2017-02-09,31.0
2017-02-10,24.0
2017-02-11,15.0
2017-02-12,15.0
2017-02-13,18.0
2017-02-14,12.0
2017-02-15,13.0
2017-02-16,19.0
2017-02-17,12.0
2017-02-18,11.0
2017-02-19,26.0
2017-02-20,52.0
2017-02-21,27.0
2017-02-22,19.0
2017-02-23,15.0
2017-02-24,17.0
2017-02-25,15.0
2017-02-26,17.0
2017-02-27,17.0
2017-02-28,19.0
2017-03-01,68.15672913117547
2017-03-02,23.637989778534923
2017-03-03,11.965076660988075
2017-03-04,12.672913117546848
2017-03-05,17.356047700170357
2017-03-06,15.514480408858603
2017-03-07,15.014480408858603
2017-03-08,10.465076660988075
2017-03-09,11.465076660988075
2017-03-10,9.94037478705281
2017-03-11,6.732538330494037
2017-03-12,6.915672913117547
2017-03-13,10.80664395229983
2017-03-14,8.757240204429301
2017-03-15,9.62350936967632
2017-03-16,9.965076660988075
2017-03-17,10.965076660988075
2017-03-18,9.257240204429301
2017-03-19,7.915672913117547
2017-03-20,8.281942078364565
2017-03-21,7.940374787052811
2017-03-22,10.965076660988075
2017-03-23,9.598807495741056
2017-03-24,15.514480408858603
2017-03-25,7.757240204429301
2017-03-26,7.281942078364565
2017-03-27,7.440374787052811
2017-03-28,11.148211243611584
2017-03-29,11.465076660988075
2017-03-30,5.390971039182283
2017-03-31,12.148211243611584
2017-04-01,8.94037478705281
2017-04-02,6.148211243611584
2017-04-03,8.197614991482112
2017-04-04,7.514480408858603
2017-04-05,9.56388415672913
2017-04-06,43.7206132879046
2017-04-07,12.296422487223168
2017-04-08,8.880749574105621
2017-04-09,8.197614991482112
2017-04-10,6.148211243611584
2017-04-11,10.24701873935264
2017-04-12,2.049403747870528
2017-04-13,4.781942078364565
2017-04-14,7.514480408858603
2017-04-15,6.148211243611584
2017-04-16,4.098807495741056
2017-04-17,4.781942078364565
2017-04-18,11.613287904599659
2017-04-19,7.514480408858603
2017-04-20,8.197614991482112
2017-04-21,8.197614991482112
2017-04-22,7.514480408858603
2017-04-23,8.197614991482112
2017-04-24,8.880749574105621
2017-04-25,10.93015332197615
2017-04-26,7.514480408858603
2017-04-27,13.662691652470187
2017-04-28,6.148211243611584
2017-04-29,2.049403747870528
2017-04-30,6.8313458262350935
2017-05-01,6.148211243611584
2017-05-02,4.781942078364565
2017-05-03,6.8313458262350935
2017-05-04,4.098807495741056
2017-05-05,6.148211243611584
2017-05-06,8.197614991482112
2017-05-07,7.514480408858603
2017-05-08,6.8313458262350935
2017-05-09,8.197614991482112
2017-05-10,10.93015332197615
2017-05-11,6.8313458262350935
2017-05-12,15.712095400340715
2017-05-13,5.465076660988075
2017-05-14,7.514480408858603
2017-05-15,8.197614991482112
2017-05-16,8.197614991482112
2017-05-17,10.93015332197615
2017-05-18,10.93015332197615
2017-05-19,8.197614991482112
2017-05-20,8.880749574105621
