date,trump university
2016-05-01,3.892665474060823
2016-05-02,3.40608228980322
2016-05-03,4.379248658318426
2016-05-04,9.731663685152057
2016-05-05,8.27191413237925
2016-05-06,6.325581395348838
2016-05-07,10.218246869409661
2016-05-08,5.838998211091234
2016-05-09,4.8658318425760285
2016-05-10,5.352415026833632
2016-05-11,2.919499105545617
2016-05-12,4.8658318425760285
2016-05-13,3.892665474060823
2016-05-14,3.40608228980322
2016-05-15,3.892665474060823
2016-05-16,4.8658318425760285
2016-05-17,3.892665474060823
2016-05-18,3.892665474060823
2016-05-19,3.892665474060823
2016-05-20,3.40608228980322
2016-05-21,3.40608228980322
2016-05-22,1.9463327370304115
2016-05-23,3.40608228980322
2016-05-24,2.919499105545617
2016-05-25,3.40608228980322
2016-05-26,3.892665474060823
2016-05-27,5.352415026833632
2016-05-28,6.325581395348838
2016-05-29,13.62432915921288
2016-05-30,9.245080500894455
2016-05-31,18.00357781753131
2016-06-01,48.658318425760285
2016-06-02,44.765652951699465
2016-06-03,27.24865831842576
2016-06-04,21.409660107334528
2016-06-05,24.815742397137747
2016-06-06,31.62790697674419
2016-06-07,41.35957066189624
2016-06-08,29.194991055456175
2016-06-09,15.570661896243292
2016-06-10,14.110912343470483
2016-06-11,13.62432915921288
2016-06-12,15.570661896243292
2016-06-13,8.27191413237925
2016-06-14,6.325581395348838
2016-06-15,4.8658318425760285
2016-06-16,4.8658318425760285
2016-06-17,5.352415026833632
2016-06-18,3.40608228980322
2016-06-19,2.4329159212880143
2016-06-20,3.40608228980322
2016-06-21,3.892665474060823
2016-06-22,4.8658318425760285
2016-06-23,3.40608228980322
2016-06-24,5.838998211091234
2016-06-25,4.379248658318426
2016-06-26,2.919499105545617
2016-06-27,2.919499105545617
2016-06-28,2.919499105545617
2016-06-29,3.892665474060823
2016-06-30,3.40608228980322
2016-07-01,3.892665474060823
2016-07-02,2.919499105545617
2016-07-03,3.892665474060823
2016-07-04,2.919499105545617
2016-07-05,3.892665474060823
2016-07-06,7.298747763864044
2016-07-07,3.40608228980322
2016-07-08,2.4329159212880143
2016-07-09,2.919499105545617
2016-07-10,1.9463327370304115
2016-07-11,1.9463327370304115
2016-07-12,3.892665474060823
2016-07-13,6.81216457960644
2016-07-14,7.298747763864044
2016-07-15,5.838998211091234
2016-07-16,3.40608228980322
2016-07-17,4.379248658318426
2016-07-18,4.379248658318426
2016-07-19,13.62432915921288
2016-07-20,14.597495527728087
2016-07-21,11.191413237924866
2016-07-22,16.5438282647585
2016-07-23,10.218246869409661
2016-07-24,6.325581395348838
2016-07-25,6.81216457960644
2016-07-26,43.79248658318426
2016-07-27,8.27191413237925
2016-07-28,12.164579606440071
2016-07-29,10.704830053667264
2016-07-30,6.325581395348838
2016-07-31,5.352415026833632
2016-08-01,6.81216457960644
2016-08-02,8.758497316636852
2016-08-03,16.5438282647585
2016-08-04,11.677996422182469
2016-08-05,6.81216457960644
2016-08-06,4.8658318425760285
2016-08-07,5.838998211091234
2016-08-08,3.40608228980322
2016-08-09,4.8658318425760285
2016-08-10,5.352415026833632
2016-08-11,4.8658318425760285
2016-08-12,3.892665474060823
2016-08-13,3.892665474060823
2016-08-14,3.40608228980322
2016-08-15,3.40608228980322
2016-08-16,4.8658318425760285
2016-08-17,2.919499105545617
2016-08-18,2.4329159212880143
2016-08-19,3.892665474060823
2016-08-20,2.919499105545617
2016-08-21,2.919499105545617
2016-08-22,4.379248658318426
2016-08-23,4.379248658318426
2016-08-24,4.379248658318426
2016-08-25,3.892665474060823
2016-08-26,3.40608228980322
2016-08-27,2.919499105545617
2016-08-28,3.40608228980322
2016-08-29,4.8658318425760285
2016-08-30,2.919499105545617
2016-08-31,3.40608228980322
2016-09-01,3.892665474060823
2016-09-02,4.379248658318426
2016-09-03,2.919499105545617
2016-09-04,1.9463327370304115
2016-09-05,2.4329159212880143
2016-09-06,5.838998211091234
2016-09-07,10.704830053667264
2016-09-08,5.352415026833632
2016-09-09,4.379248658318426
2016-09-10,4.379248658318426
2016-09-11,3.40608228980322
2016-09-12,3.40608228980322
2016-09-13,3.892665474060823
2016-09-14,7.785330948121646
2016-09-15,6.325581395348838
2016-09-16,6.325581395348838
2016-09-17,4.8658318425760285
2016-09-18,3.40608228980322
2016-09-19,3.40608228980322
2016-09-20,5.838998211091234
2016-09-21,5.838998211091234
2016-09-22,4.8658318425760285
2016-09-23,4.379248658318426
2016-09-24,3.40608228980322
2016-09-25,5.838998211091234
2016-09-26,11.191413237924866
2016-09-27,20.923076923076923
2016-09-28,11.191413237924866
2016-09-29,5.352415026833632
2016-09-30,5.838998211091234
2016-10-01,5.919499105545617
