date,trump university
2016-10-02,4.446332737030412
2016-10-03,6.662790697674419
2016-10-04,5.919499105545617
2016-10-05,5.676207513416816
2016-10-06,4.189624329159213
2016-10-07,5.419499105545617
2016-10-08,10.852415026833633
2016-10-09,11.10912343470483
2016-10-10,13.56887298747764
2016-10-11,7.90608228980322
2016-10-12,11.338998211091234
2016-10-13,11.095706618962433
2016-10-14,10.852415026833633
2016-10-15,7.649373881932021
2016-10-16,7.649373881932021
2016-10-17,9.365831842576029
2016-10-18,6.649373881932021
2016-10-19,7.149373881932021
2016-10-20,28.340787119856888
2016-10-21,9.865831842576029
2016-10-22,9.10912343470483
2016-10-23,6.419499105545617
2016-10-24,5.919499105545617
2016-10-25,7.3926654740608235
2016-10-26,6.90608228980322
2016-10-27,7.40608228980322
2016-10-28,6.40608228980322
2016-10-29,7.3926654740608235
2016-10-30,6.649373881932021
2016-10-31,7.8926654740608235
2016-11-01,8.879248658318426
2016-11-02,10.0
2016-11-03,9.0
2016-11-04,11.0
2016-11-05,9.0
2016-11-06,11.0
2016-11-07,15.0
2016-11-08,16.0
2016-11-09,76.0
2016-11-10,73.0
2016-11-11,56.0
2016-11-12,37.0
2016-11-13,33.0
2016-11-14,30.0
2016-11-15,23.0
2016-11-16,20.0
2016-11-17,14.0
2016-11-18,62.0
2016-11-19,100.0
2016-11-20,40.0
2016-11-21,29.0
2016-11-22,21.0
2016-11-23,11.0
2016-11-24,7.0
2016-11-25,6.0
2016-11-26,6.0
2016-11-27,6.0
2016-11-28,9.0
2016-11-29,11.0
2016-11-30,10.0
2016-12-01,9.0
2016-12-02,8.0
2016-12-03,6.0
2016-12-04,7.0
2016-12-05,3.0
2016-12-06,5.0
2016-12-07,6.0
2016-12-08,5.0
2016-12-09,3.0
2016-12-10,4.0
2016-12-11,3.0
2016-12-12,4.0
2016-12-13,4.0
2016-12-14,5.0
2016-12-15,4.0
2016-12-16,4.0
2016-12-17,3.0
2016-12-18,4.0
2016-12-19,3.0
2016-12-20,6.0
2016-12-21,4.0
2016-12-22,4.0
2016-12-23,3.0
2016-12-24,3.0
2016-12-25,2.0
2016-12-26,2.0
2016-12-27,3.0
2016-12-28,4.0
2016-12-29,2.0
2016-12-30,2.0
2016-12-31,3.0
2017-01-01,3.0
2017-01-02,3.0
2017-01-03,3.0
2017-01-04,3.0
2017-01-05,4.0
2017-01-06,4.0
2017-01-07,4.0
2017-01-08,3.0
2017-01-09,5.0
2017-01-10,7.0
2017-01-11,8.0
2017-01-12,4.0
2017-01-13,5.0
2017-01-14,4.0
2017-01-15,7.0
2017-01-16,5.0
2017-01-17,6.0
2017-01-18,7.0
2017-01-19,11.0
2017-01-20,24.0
2017-01-21,20.0
2017-01-22,13.0
2017-01-23,14.0
2017-01-24,12.0
2017-01-25,11.0
2017-01-26,11.0
2017-01-27,10.0
2017-01-28,9.0
2017-01-29,10.0
2017-01-30,14.0
2017-01-31,12.0
2017-02-01,11.0
2017-02-02,12.0
2017-02-03,12.0
2017-02-04,10.0
2017-02-05,9.0
2017-02-06,8.0
2017-02-07,8.0
2017-02-08,6.0
2017-02-09,8.0
2017-02-10,8.0
2017-02-11,5.0
2017-02-12,5.0
2017-02-13,5.0
2017-02-14,6.0
2017-02-15,5.0
2017-02-16,6.0
2017-02-17,6.0
2017-02-18,6.0
2017-02-19,7.0
2017-02-20,7.0
2017-02-21,4.0
2017-02-22,6.0
2017-02-23,4.0
2017-02-24,5.0
2017-02-25,4.0
2017-02-26,4.0
2017-02-27,4.0
2017-02-28,5.0
2017-03-01,6.918685121107266
2017-03-02,4.366782006920415
2017-03-03,4.103806228373703
2017-03-04,4.103806228373703
2017-03-05,3.5778546712802766
2017-03-06,5.1297577854671275
2017-03-07,4.6297577854671275
2017-03-08,4.603806228373703
2017-03-09,3.8408304498269894
2017-03-10,4.103806228373703
2017-03-11,3.5778546712802766
2017-03-12,3.0778546712802766
2017-03-13,3.3408304498269894
2017-03-14,3.8408304498269894
2017-03-15,4.866782006920415
2017-03-16,5.366782006920415
2017-03-17,5.1297577854671275
2017-03-18,3.6038062283737022
2017-03-19,3.3148788927335637
2017-03-20,4.603806228373703
2017-03-21,3.8408304498269894
2017-03-22,4.866782006920415
2017-03-23,4.866782006920415
2017-03-24,5.366782006920415
2017-03-25,4.103806228373703
2017-03-26,3.6038062283737022
2017-03-27,4.366782006920415
2017-03-28,3.8408304498269894
2017-03-29,3.0778546712802766
2017-03-30,6.418685121107266
2017-03-31,12.574394463667819
2017-04-01,8.970588235294116
2017-04-02,5.7854671280276815
2017-04-03,4.2076124567474045
2017-04-04,4.73356401384083
2017-04-05,4.2076124567474045
2017-04-06,3.155709342560553
2017-04-07,4.73356401384083
2017-04-08,2.1038062283737022
2017-04-09,2.629757785467128
2017-04-10,3.155709342560553
2017-04-11,2.1038062283737022
2017-04-12,2.629757785467128
2017-04-13,3.155709342560553
2017-04-14,2.629757785467128
2017-04-15,2.629757785467128
2017-04-16,3.155709342560553
2017-04-17,3.155709342560553
2017-04-18,3.681660899653979
2017-04-19,2.629757785467128
2017-04-20,4.73356401384083
2017-04-21,3.681660899653979
2017-04-22,2.629757785467128
2017-04-23,2.629757785467128
2017-04-24,3.681660899653979
2017-04-25,3.155709342560553
2017-04-26,3.681660899653979
2017-04-27,2.1038062283737022
2017-04-28,3.681660899653979
2017-04-29,2.1038062283737022
2017-04-30,3.155709342560553
2017-05-01,3.681660899653979
2017-05-02,3.681660899653979
2017-05-03,2.629757785467128
2017-05-04,3.681660899653979
2017-05-05,3.155709342560553
2017-05-06,2.629757785467128
2017-05-07,2.1038062283737022
2017-05-08,3.155709342560553
2017-05-09,4.2076124567474045
2017-05-10,4.2076124567474045
2017-05-11,4.2076124567474045
2017-05-12,5.259515570934256
2017-05-13,52.595155709342556
2017-05-14,25.245674740484425
2017-05-15,7.363321799307958
2017-05-16,7.889273356401383
2017-05-17,7.889273356401383
2017-05-18,6.311418685121106
2017-05-19,4.2076124567474045
2017-05-20,4.2076124567474045
2017-05-21,3.681660899653979
2017-05-22,5.259515570934256
2017-05-23,4.2076124567474045
2017-05-24,4.73356401384083
2017-05-25,3.681660899653979
2017-05-26,3.681660899653979
2017-05-27,3.155709342560553
2017-05-28,2.629757785467128
2017-05-29,2.1038062283737022
2017-05-30,2.629757785467128
2017-05-31,4.73356401384083
2017-06-01,4.2076124567474045
2017-06-02,3.681660899653979
2017-06-03,2.1038062283737022
