date,trump narcissist
2016-11-03,11.0
2016-11-04,3.0
2016-11-05,5.0
2016-11-06,8.0
2016-11-07,11.0
2016-11-08,11.0
2016-11-09,50.0
2016-11-10,24.0
2016-11-11,20.0
2016-11-12,19.0
2016-11-13,21.0
2016-11-14,7.0
2016-11-15,5.0
2016-11-16,12.0
2016-11-17,2.0
2016-11-18,9.0
2016-11-19,3.0
2016-11-20,6.0
2016-11-21,8.0
2016-11-22,6.0
2016-11-23,7.0
2016-11-24,4.0
2016-11-25,4.0
2016-11-26,3.0
2016-11-27,2.0
2016-11-28,6.0
2016-11-29,8.0
2016-11-30,10.0
2016-12-01,3.0
2016-12-02,3.0
2016-12-03,6.0
2016-12-04,6.0
2016-12-05,4.0
2016-12-06,2.0
2016-12-07,8.0
2016-12-08,5.0
2016-12-09,3.0
2016-12-10,5.0
2016-12-11,5.0
2016-12-12,5.0
2016-12-13,8.0
2016-12-14,6.0
2016-12-15,2.0
2016-12-16,4.0
2016-12-17,2.0
2016-12-18,3.0
2016-12-19,4.0
2016-12-20,6.0
2016-12-21,3.0
2016-12-22,2.0
2016-12-23,4.0
2016-12-24,4.0
2016-12-25,0.0
2016-12-26,4.0
2016-12-27,5.0
2016-12-28,2.0
2016-12-29,4.0
2016-12-30,4.0
2016-12-31,7.0
2017-01-01,2.0
2017-01-02,4.0
2017-01-03,4.0
2017-01-04,2.0
2017-01-05,3.0
2017-01-06,6.0
2017-01-07,4.0
2017-01-08,4.0
2017-01-09,5.0
2017-01-10,11.0
2017-01-11,14.0
2017-01-12,17.0
2017-01-13,8.0
2017-01-14,13.0
2017-01-15,11.0
2017-01-16,14.0
2017-01-17,10.0
2017-01-18,7.0
2017-01-19,7.0
2017-01-20,17.0
2017-01-21,26.0
2017-01-22,48.0
2017-01-23,24.0
2017-01-24,25.0
2017-01-25,29.0
2017-01-26,37.0
2017-01-27,28.0
2017-01-28,53.0
2017-01-29,100.0
2017-01-30,63.0
2017-01-31,59.0
2017-02-01,30.0
2017-02-02,35.0
2017-02-03,33.0
2017-02-04,21.0
2017-02-05,17.0
2017-02-06,21.0
2017-02-07,18.0
2017-02-08,23.0
2017-02-09,18.0
2017-02-10,16.0
2017-02-11,14.0
2017-02-12,22.0
2017-02-13,9.0
2017-02-14,19.0
2017-02-15,8.0
2017-02-16,15.0
2017-02-17,38.0
2017-02-18,21.0
2017-02-19,11.0
2017-02-20,11.0
2017-02-21,11.0
2017-02-22,9.0
2017-02-23,8.0
2017-02-24,8.0
2017-02-25,10.0
2017-02-26,8.0
2017-02-27,8.0
2017-02-28,6.0
2017-03-01,10.139657980456025
2017-03-02,5.8672638436482085
2017-03-03,3.449511400651466
2017-03-04,7.601384364820847
2017-03-05,8.335912052117264
2017-03-06,12.057410423452769
2017-03-07,6.285016286644951
2017-03-08,9.664902280130294
2017-03-09,5.3672638436482085
2017-03-10,4.449511400651466
2017-03-11,3.601384364820847
2017-03-12,3.6583876221498373
2017-03-13,2.8925081433224755
2017-03-14,3.879885993485342
2017-03-15,5.759771986970684
2017-03-16,6.285016286644951
2017-03-17,3.9621335504885993
2017-03-18,7.259771986970684
2017-03-19,7.861156351791531
2017-03-20,5.3672638436482085
2017-03-21,4.8672638436482085
2017-03-22,2.9051302931596092
2017-03-23,3.879885993485342
2017-03-24,4.993892508143323
2017-03-25,3.671009771986971
2017-03-26,3.6140065146579805
2017-03-27,2.9051302931596092
2017-03-28,2.879885993485342
2017-03-29,4.854641693811075
2017-03-30,3.4621335504885993
2017-03-31,5.993892508143323
2017-04-01,3.228013029315961
2017-04-02,0.0
2017-04-03,4.734527687296417
2017-04-04,0.0
2017-04-05,4.734527687296417
2017-04-06,3.899022801302932
2017-04-07,1.949511400651466
2017-04-08,4.456026058631922
2017-04-09,4.5952768729641695
2017-04-10,0.0
2017-04-11,3.899022801302932
2017-04-12,1.949511400651466
2017-04-13,0.0
2017-04-14,2.228013029315961
2017-04-15,4.734527687296417
2017-04-16,2.228013029315961
2017-04-17,2.0887622149837135
2017-04-18,3.759771986970684
2017-04-19,3.759771986970684
2017-04-20,1.949511400651466
2017-04-21,3.0635179153094465
2017-04-22,3.3420195439739415
2017-04-23,2.228013029315961
2017-04-24,2.924267100977199
2017-04-25,3.759771986970684
2017-04-26,4.734527687296417
2017-04-27,1.949511400651466
2017-04-28,1.949511400651466
2017-04-29,0.0
2017-04-30,3.481270358306189
2017-05-01,2.0887622149837135
2017-05-02,5.7092833876221505
2017-05-03,4.734527687296417
2017-05-04,5.7092833876221505
2017-05-05,11.000814332247558
2017-05-06,4.456026058631922
2017-05-07,5.570032573289902
2017-05-08,3.899022801302932
2017-05-09,4.734527687296417
2017-05-10,4.734527687296417
2017-05-11,1.949511400651466
2017-05-12,13.925081433224756
2017-05-13,8.912052117263844
2017-05-14,6.8232899022801305
2017-05-15,4.734527687296417
2017-05-16,8.633550488599349
2017-05-17,10.443811074918568
2017-05-18,9.747557003257329
2017-05-19,7.9372964169381115
2017-05-20,7.9372964169381115
2017-05-21,5.7092833876221505
2017-05-22,5.7092833876221505
2017-05-23,4.734527687296417
2017-05-24,2.924267100977199
2017-05-25,5.9877850162866455
2017-05-26,4.177524429967427
2017-05-27,3.481270358306189
2017-05-28,4.734527687296417
2017-05-29,5.013029315960912
2017-05-30,3.899022801302932
2017-05-31,3.899022801302932
2017-06-01,7.798045602605864
2017-06-02,4.0382736156351795
2017-06-03,3.481270358306189
