date,trump mafia
2016-11-05,23.0
2016-11-06,28.0
2016-11-07,16.0
2016-11-08,21.0
2016-11-09,100.0
2016-11-10,54.0
2016-11-11,66.0
2016-11-12,30.0
2016-11-13,39.0
2016-11-14,21.0
2016-11-15,8.0
2016-11-16,12.0
2016-11-17,11.0
2016-11-18,15.0
2016-11-19,26.0
2016-11-20,12.0
2016-11-21,12.0
2016-11-22,8.0
2016-11-23,11.0
2016-11-24,13.0
2016-11-25,11.0
2016-11-26,3.0
2016-11-27,11.0
2016-11-28,16.0
2016-11-29,8.0
2016-11-30,8.0
2016-12-01,5.0
2016-12-02,3.0
2016-12-03,14.0
2016-12-04,3.0
2016-12-05,8.0
2016-12-06,8.0
2016-12-07,5.0
2016-12-08,7.0
2016-12-09,3.0
2016-12-10,7.0
2016-12-11,5.0
2016-12-12,13.0
2016-12-13,7.0
2016-12-14,8.0
2016-12-15,7.0
2016-12-16,6.0
2016-12-17,10.0
2016-12-18,6.0
2016-12-19,5.0
2016-12-20,6.0
2016-12-21,11.0
2016-12-22,9.0
2016-12-23,9.0
2016-12-24,10.0
2016-12-25,5.0
2016-12-26,3.0
2016-12-27,7.0
2016-12-28,12.0
2016-12-29,9.0
2016-12-30,9.0
2016-12-31,10.0
2017-01-01,7.0
2017-01-02,9.0
2017-01-03,7.0
2017-01-04,8.0
2017-01-05,16.0
2017-01-06,11.0
2017-01-07,15.0
2017-01-08,12.0
2017-01-09,10.0
2017-01-10,8.0
2017-01-11,12.0
2017-01-12,16.0
2017-01-13,12.0
2017-01-14,6.0
2017-01-15,9.0
2017-01-16,13.0
2017-01-17,18.0
2017-01-18,12.0
2017-01-19,3.0
2017-01-20,53.0
2017-01-21,36.0
2017-01-22,34.0
2017-01-23,26.0
2017-01-24,25.0
2017-01-25,16.0
2017-01-26,21.0
2017-01-27,23.0
2017-01-28,12.0
2017-01-29,18.0
2017-01-30,8.0
2017-01-31,21.0
2017-02-01,18.0
2017-02-02,18.0
2017-02-03,13.0
2017-02-04,16.0
2017-02-05,12.0
2017-02-06,5.0
2017-02-07,6.0
2017-02-08,14.0
2017-02-09,13.0
2017-02-10,15.0
2017-02-11,8.0
2017-02-12,10.0
2017-02-13,10.0
2017-02-14,12.0
2017-02-15,10.0
2017-02-16,16.0
2017-02-17,12.0
2017-02-18,12.0
2017-02-19,8.0
2017-02-20,10.0
2017-02-21,9.0
2017-02-22,18.0
2017-02-23,9.0
2017-02-24,11.0
2017-02-25,14.0
2017-02-26,4.0
2017-02-27,13.0
2017-02-28,8.0
2017-03-01,8.649312377210215
2017-03-02,9.337917485265226
2017-03-03,7.0265225933202355
2017-03-04,19.759332023575638
2017-03-05,13.666994106090375
2017-03-06,10.658153241650295
2017-03-07,14.232809430255402
2017-03-08,9.903732809430256
2017-03-09,10.158153241650295
2017-03-10,7.017681728880158
2017-03-11,6.706286836935167
2017-03-12,15.110019646365423
2017-03-13,12.232809430255402
2017-03-14,3.3202357563850686
2017-03-15,13.978388998035363
2017-03-16,7.829076620825147
2017-03-17,15.026522593320236
2017-03-18,5.951866404715128
2017-03-19,9.197445972495089
2017-03-20,8.829076620825148
2017-03-21,20.81630648330059
2017-03-22,12.903732809430256
2017-03-23,23.0049115913556
2017-03-24,6.263261296660118
2017-03-25,10.044204322200393
2017-03-26,11.346758349705304
2017-03-27,10.223968565815325
2017-03-28,8.149312377210215
2017-03-29,28.851669941060905
2017-03-30,15.101178781925345
2017-03-31,20.55304518664047
2017-04-01,8.149312377210215
2017-04-02,25.273084479371317
2017-04-03,7.166994106090374
2017-04-04,8.675834970530452
2017-04-05,12.825147347740668
2017-04-06,7.166994106090374
2017-04-07,13.579567779960707
2017-04-08,10.18467583497053
2017-04-09,3.3948919449901767
2017-04-10,8.675834970530452
2017-04-11,7.544204322200393
2017-04-12,10.56188605108055
2017-04-13,7.544204322200393
2017-04-14,11.693516699410608
2017-04-15,8.675834970530452
2017-04-16,17.351669941060905
2017-04-17,12.447937131630649
2017-04-18,14.333988212180747
2017-04-19,8.675834970530452
2017-04-20,5.658153241650295
2017-04-21,7.544204322200393
2017-04-22,10.18467583497053
2017-04-23,10.18467583497053
2017-04-24,5.658153241650295
2017-04-25,11.31630648330059
2017-04-26,2.6404715127701377
2017-04-27,3.017681728880157
2017-04-28,0.0
2017-04-29,6.789783889980353
2017-04-30,6.789783889980353
2017-05-01,14.333988212180747
2017-05-02,10.18467583497053
2017-05-03,11.31630648330059
2017-05-04,3.017681728880157
2017-05-05,9.053045186640471
2017-05-06,8.298624754420432
2017-05-07,3.3948919449901767
2017-05-08,11.693516699410608
2017-05-09,11.693516699410608
2017-05-10,35.83497053045187
2017-05-11,15.842829076620825
2017-05-12,21.1237721021611
2017-05-13,28.667976424361495
2017-05-14,37.721021611001966
2017-05-15,8.675834970530452
2017-05-16,29.045186640471513
2017-05-17,23.009823182711198
2017-05-18,13.202357563850688
2017-05-19,12.070726915520629
2017-05-20,16.974459724950883
2017-05-21,13.579567779960707
2017-05-22,15.842829076620825
2017-05-23,9.80746561886051
2017-05-24,32.06286836935167
2017-05-25,15.088408644400786
2017-05-26,25.273084479371317
2017-05-27,10.56188605108055
2017-05-28,12.447937131630649
2017-05-29,13.579567779960707
2017-05-30,8.675834970530452
2017-05-31,14.711198428290766
2017-06-01,10.18467583497053
2017-06-02,13.956777996070727
2017-06-03,10.18467583497053
