date,kompromat
2016-11-15,2.0
2016-11-16,2.0
2016-11-17,4.0
2016-11-18,2.0
2016-11-19,3.0
2016-11-20,2.0
2016-11-21,1.0
2016-11-22,3.0
2016-11-23,3.0
2016-11-24,2.0
2016-11-25,1.0
2016-11-26,3.0
2016-11-27,0.0
2016-11-28,2.0
2016-11-29,2.0
2016-11-30,3.0
2016-12-01,3.0
2016-12-02,4.0
2016-12-03,1.0
2016-12-04,2.0
2016-12-05,2.0
2016-12-06,2.0
2016-12-07,3.0
2016-12-08,2.0
2016-12-09,2.0
2016-12-10,5.0
2016-12-11,4.0
2016-12-12,10.0
2016-12-13,2.0
2016-12-14,3.0
2016-12-15,1.0
2016-12-16,2.0
2016-12-17,4.0
2016-12-18,3.0
2016-12-19,2.0
2016-12-20,2.0
2016-12-21,3.0
2016-12-22,2.0
2016-12-23,4.0
2016-12-24,3.0
2016-12-25,2.0
2016-12-26,1.0
2016-12-27,3.0
2016-12-28,2.0
2016-12-29,2.0
2016-12-30,3.0
2016-12-31,3.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,2.0
2017-01-04,1.0
2017-01-05,2.0
2017-01-06,1.0
2017-01-07,1.0
2017-01-08,1.0
2017-01-09,5.0
2017-01-10,5.0
2017-01-11,100.0
2017-01-12,77.0
2017-01-13,41.0
2017-01-14,38.0
2017-01-15,20.0
2017-01-16,17.0
2017-01-17,21.0
2017-01-18,9.0
2017-01-19,9.0
2017-01-20,5.0
2017-01-21,8.0
2017-01-22,6.0
2017-01-23,6.0
2017-01-24,6.0
2017-01-25,4.0
2017-01-26,4.0
2017-01-27,2.0
2017-01-28,4.0
2017-01-29,5.0
2017-01-30,3.0
2017-01-31,3.0
2017-02-01,4.0
2017-02-02,3.0
2017-02-03,3.0
2017-02-04,2.0
2017-02-05,3.0
2017-02-06,2.0
2017-02-07,3.0
2017-02-08,1.0
2017-02-09,4.0
2017-02-10,3.0
2017-02-11,5.0
2017-02-12,2.0
2017-02-13,1.0
2017-02-14,9.0
2017-02-15,8.0
2017-02-16,5.0
2017-02-17,2.0
2017-02-18,5.0
2017-02-19,3.0
2017-02-20,3.0
2017-02-21,2.0
2017-02-22,3.0
2017-02-23,3.0
2017-02-24,1.0
2017-02-25,2.0
2017-02-26,1.0
2017-02-27,2.0
2017-02-28,3.0
2017-03-01,0.9382022471910112
2017-03-02,3.752808988764045
2017-03-03,3.8146067415730336
2017-03-04,2.960674157303371
2017-03-05,5.421348314606742
2017-03-06,2.8146067415730336
2017-03-07,4.421348314606742
2017-03-08,2.8146067415730336
2017-03-09,1.8146067415730336
2017-03-10,3.8146067415730336
2017-03-11,3.0224719101123596
2017-03-12,3.460674157303371
2017-03-13,0.5
2017-03-14,1.8764044943820224
2017-03-15,1.9382022471910112
2017-03-16,1.4382022471910112
2017-03-17,2.8146067415730336
2017-03-18,1.5
2017-03-19,2.0224719101123596
2017-03-20,3.691011235955056
2017-03-21,6.629213483146067
2017-03-22,3.106741573033708
2017-03-23,6.129213483146067
2017-03-24,3.837078651685393
2017-03-25,4.044943820224719
2017-03-26,3.544943820224719
2017-03-27,4.48314606741573
2017-03-28,2.252808988764045
2017-03-29,1.8146067415730336
2017-03-30,5.443820224719101
2017-03-31,2.3764044943820224
2017-04-01,5.50561797752809
2017-04-02,10.224719101123595
2017-04-03,8.764044943820224
2017-04-04,0.8764044943820224
2017-04-05,3.5056179775280896
2017-04-06,1.7528089887640448
2017-04-07,2.629213483146067
2017-04-08,2.044943820224719
2017-04-09,1.1685393258426966
2017-04-10,2.629213483146067
2017-04-11,4.382022471910112
2017-04-12,6.134831460674157
2017-04-13,4.674157303370786
2017-04-14,4.089887640449438
2017-04-15,4.382022471910112
2017-04-16,1.1685393258426966
2017-04-17,7.595505617977528
2017-04-18,3.5056179775280896
2017-04-19,16.359550561797754
2017-04-20,29.213483146067414
2017-04-21,9.932584269662922
2017-04-22,4.089887640449438
2017-04-23,4.966292134831461
2017-04-24,5.258426966292134
2017-04-25,5.258426966292134
2017-04-26,1.7528089887640448
2017-04-27,3.5056179775280896
2017-04-28,1.7528089887640448
2017-04-29,1.1685393258426966
2017-04-30,2.044943820224719
2017-05-01,0.8764044943820224
2017-05-02,0.8764044943820224
2017-05-03,1.7528089887640448
2017-05-04,0.8764044943820224
2017-05-05,1.7528089887640448
2017-05-06,1.1685393258426966
2017-05-07,2.044943820224719
2017-05-08,3.5056179775280896
2017-05-09,7.011235955056179
2017-05-10,3.5056179775280896
2017-05-11,7.011235955056179
2017-05-12,7.303370786516854
2017-05-13,2.9213483146067416
2017-05-14,6.134831460674157
2017-05-15,0.8764044943820224
2017-05-16,6.134831460674157
2017-05-17,8.764044943820224
2017-05-18,10.516853932584269
2017-05-19,3.5056179775280896
2017-05-20,2.044943820224719
2017-05-21,0.0
2017-05-22,1.7528089887640448
2017-05-23,3.5056179775280896
2017-05-24,1.7528089887640448
2017-05-25,2.629213483146067
2017-05-26,0.0
2017-05-27,2.044943820224719
2017-05-28,4.382022471910112
2017-05-29,1.7528089887640448
2017-05-30,7.011235955056179
2017-05-31,1.7528089887640448
2017-06-01,6.134831460674157
2017-06-02,4.674157303370786
2017-06-03,1.1685393258426966
