date,trump leaks
2016-05-01,0.0
2016-05-02,1.9200513382710769
2016-05-03,0.9600256691355384
2016-05-04,1.9200513382710769
2016-05-05,0.9600256691355384
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.9600256691355384
2016-05-09,0.9600256691355384
2016-05-10,1.9200513382710769
2016-05-11,0.9600256691355384
2016-05-12,0.0
2016-05-13,0.9600256691355384
2016-05-14,0.9600256691355384
2016-05-15,2.4000641728388463
2016-05-16,0.9600256691355384
2016-05-17,0.9600256691355384
2016-05-18,0.9600256691355384
2016-05-19,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.9600256691355384
2016-05-23,0.0
2016-05-24,0.9600256691355384
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.9600256691355384
2016-05-31,0.0
2016-06-01,1.9200513382710769
2016-06-02,0.0
2016-06-03,0.9600256691355384
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.9600256691355384
2016-06-07,0.9600256691355384
2016-06-08,0.9600256691355384
2016-06-09,0.9600256691355384
2016-06-10,0.9600256691355384
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,0.9600256691355384
2016-06-14,0.9600256691355384
2016-06-15,0.9600256691355384
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,2.4000641728388463
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,0.9600256691355384
2016-06-22,1.9200513382710769
2016-06-23,0.9600256691355384
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.9600256691355384
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.9600256691355384
2016-07-06,0.0
2016-07-07,0.9600256691355384
2016-07-08,0.9600256691355384
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.9600256691355384
2016-07-13,0.0
2016-07-14,5.280141180245462
2016-07-15,0.9600256691355384
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,1.9200513382710769
2016-07-19,3.8401026765421538
2016-07-20,1.9200513382710769
2016-07-21,0.9600256691355384
2016-07-22,5.280141180245462
2016-07-23,24.960667397524002
2016-07-24,31.680847081472773
2016-07-25,41.76111660739593
2016-07-26,23.040616059252923
2016-07-27,21.120564720981847
2016-07-28,19.20051338271077
2016-07-29,12.480333698762001
2016-07-30,48.001283456776925
2016-07-31,9.600256691355385
2016-08-01,13.920372202465309
2016-08-02,3.8401026765421538
2016-08-03,2.8800770074066153
2016-08-04,2.8800770074066153
2016-08-05,4.320115511109924
2016-08-06,3.3600898419743848
2016-08-07,0.9600256691355384
2016-08-08,2.8800770074066153
2016-08-09,2.8800770074066153
2016-08-10,1.9200513382710769
2016-08-11,5.280141180245462
2016-08-12,0.0
2016-08-13,0.9600256691355384
2016-08-14,0.9600256691355384
2016-08-15,3.3600898419743848
2016-08-16,4.800128345677693
2016-08-17,3.8401026765421538
2016-08-18,3.8401026765421538
2016-08-19,6.2401668493810005
2016-08-20,2.4000641728388463
2016-08-21,2.4000641728388463
2016-08-22,3.8401026765421538
2016-08-23,1.9200513382710769
2016-08-24,0.9600256691355384
2016-08-25,0.9600256691355384
2016-08-26,2.8800770074066153
2016-08-27,0.9600256691355384
2016-08-28,0.9600256691355384
2016-08-29,3.8401026765421538
2016-08-30,1.9200513382710769
2016-08-31,0.9600256691355384
2016-09-01,2.8800770074066153
2016-09-02,1.9200513382710769
2016-09-03,0.9600256691355384
2016-09-04,0.0
2016-09-05,1.9200513382710769
2016-09-06,0.0
2016-09-07,0.9600256691355384
2016-09-08,0.9600256691355384
2016-09-09,1.9200513382710769
2016-09-10,2.4000641728388463
2016-09-11,2.4000641728388463
2016-09-12,1.9200513382710769
2016-09-13,1.9200513382710769
2016-09-14,5.760154014813231
2016-09-15,6.7201796839487695
2016-09-16,5.760154014813231
2016-09-17,2.4000641728388463
2016-09-18,6.7201796839487695
2016-09-19,2.8800770074066153
2016-09-20,4.800128345677693
2016-09-21,1.9200513382710769
2016-09-22,1.9200513382710769
2016-09-23,3.8401026765421538
2016-09-24,4.320115511109924
2016-09-25,3.3600898419743848
2016-09-26,2.8800770074066153
2016-09-27,6.7201796839487695
2016-09-28,4.800128345677693
2016-09-29,4.800128345677693
2016-09-30,2.8800770074066153
2016-10-01,2.963601967967058
2016-10-02,7.022915051204578
2016-10-03,14.28583651969304
2016-10-04,15.945085430091718
2016-10-05,7.878619749191155
2016-10-06,5.447191101366347
2016-10-07,16.97806759539025
2016-10-08,41.55315650151074
2016-10-09,30.397971870905643
2016-10-10,42.805349073504644
2016-10-11,33.21531992834033
2016-10-12,27.507326399101586
2016-10-13,33.89374715901494
2016-10-14,26.651621701115005
2016-10-15,21.392276531458062
2016-10-16,15.037220246530659
2016-10-17,16.529419235808444
2016-10-18,15.80939998395679
2016-10-19,10.602215299874329
2016-10-20,31.190947618920294
2016-10-21,17.990253750100273
2016-10-22,18.105143185646675
2016-10-23,14.28583651969304
2016-10-24,15.725875023396348
2016-10-25,13.597181742827349
2016-10-26,11.030067648867618
2016-10-27,15.35018315997754
2016-10-28,21.41307254204658
2016-10-29,12.845798015989734
2016-10-30,15.110176742693655
2016-10-31,13.670138238990349
2016-11-01,16.1850918473756
2016-11-02,18.825503355704697
2016-11-03,25.671140939597315
2016-11-04,27.38255033557047
2016-11-05,20.536912751677853
2016-11-06,26.526845637583893
2016-11-07,29.093959731543627
2016-11-08,16.258389261744966
2016-11-09,29.949664429530202
2016-11-10,20.536912751677853
2016-11-11,16.258389261744966
2016-11-12,6.845637583892618
2016-11-13,3.422818791946309
2016-11-14,6.845637583892618
2016-11-15,3.422818791946309
2016-11-16,5.989932885906041
2016-11-17,3.422818791946309
2016-11-18,5.134228187919463
2016-11-19,2.5671140939597317
2016-11-20,0.0
2016-11-21,0.8557046979865772
2016-11-22,3.422818791946309
2016-11-23,2.5671140939597317
2016-11-24,1.7114093959731544
2016-11-25,1.7114093959731544
2016-11-26,2.5671140939597317
2016-11-27,4.278523489932886
2016-11-28,1.7114093959731544
2016-11-29,2.5671140939597317
2016-11-30,1.7114093959731544
2016-12-01,2.5671140939597317
2016-12-02,1.7114093959731544
2016-12-03,2.5671140939597317
2016-12-04,2.5671140939597317
2016-12-05,2.5671140939597317
2016-12-06,1.7114093959731544
2016-12-07,2.5671140939597317
2016-12-08,0.8557046979865772
2016-12-09,1.7114093959731544
2016-12-10,5.989932885906041
2016-12-11,15.40268456375839
2016-12-12,4.278523489932886
2016-12-13,4.278523489932886
2016-12-14,3.422818791946309
2016-12-15,2.5671140939597317
2016-12-16,3.422818791946309
2016-12-17,6.845637583892618
2016-12-18,5.989932885906041
2016-12-19,0.8557046979865772
2016-12-20,2.5671140939597317
2016-12-21,1.7114093959731544
2016-12-22,0.8557046979865772
2016-12-23,1.7114093959731544
2016-12-24,2.5671140939597317
2016-12-25,2.5671140939597317
2016-12-26,0.8557046979865772
2016-12-27,2.5671140939597317
2016-12-28,2.5671140939597317
2016-12-29,1.7114093959731544
2016-12-30,1.7114093959731544
2016-12-31,0.8557046979865772
2017-01-01,0.8557046979865772
2017-01-02,1.7114093959731544
2017-01-03,2.5671140939597317
2017-01-04,3.422818791946309
2017-01-05,3.422818791946309
2017-01-06,5.989932885906041
2017-01-07,5.989932885906041
2017-01-08,5.134228187919463
2017-01-09,4.278523489932886
2017-01-10,3.422818791946309
2017-01-11,50.486577181208055
2017-01-12,63.322147651006716
2017-01-13,22.24832214765101
2017-01-14,5.989932885906041
2017-01-15,3.422818791946309
2017-01-16,10.268456375838927
2017-01-17,7.701342281879195
2017-01-18,4.278523489932886
2017-01-19,6.845637583892618
2017-01-20,6.845637583892618
2017-01-21,5.134228187919463
2017-01-22,6.845637583892618
2017-01-23,9.412751677852349
2017-01-24,13.691275167785236
2017-01-25,11.979865771812081
2017-01-26,14.546979865771814
2017-01-27,30.80536912751678
2017-01-28,32.51677852348993
2017-01-29,13.691275167785236
2017-01-30,10.268456375838927
2017-01-31,10.268456375838927
2017-02-01,11.979865771812081
2017-02-02,26.526845637583893
2017-02-03,26.526845637583893
2017-02-04,29.093959731543627
2017-02-05,17.114093959731544
2017-02-06,16.258389261744966
2017-02-07,11.124161073825505
2017-02-08,21.39261744966443
2017-02-09,16.258389261744966
2017-02-10,19.681208053691275
2017-02-11,17.114093959731544
2017-02-12,7.701342281879195
2017-02-13,9.412751677852349
2017-02-14,29.949664429530202
2017-02-15,71.02348993288591
2017-02-16,85.57046979865773
2017-02-17,48.7751677852349
