date,trump money laundering
2017-01-28,0.0
2017-01-29,4.161490683229814
2017-01-30,0.0
2017-01-31,5.350488021295475
2017-02-01,3.566992014196983
2017-02-02,3.566992014196983
2017-02-03,9.214729370008873
2017-02-04,0.0
2017-02-05,3.8642413487133984
2017-02-06,7.133984028393966
2017-02-07,3.566992014196983
2017-02-08,3.566992014196983
2017-02-09,3.566992014196983
2017-02-10,3.566992014196983
2017-02-11,8.322981366459627
2017-02-12,4.161490683229814
2017-02-13,10.403726708074535
2017-02-14,7.133984028393966
2017-02-15,3.566992014196983
2017-02-16,8.917480035492458
2017-02-17,5.64773735581189
2017-02-18,4.161490683229814
2017-02-19,8.322981366459627
2017-02-20,5.350488021295475
2017-02-21,10.403726708074535
2017-02-22,0.0
2017-02-23,5.350488021295475
2017-02-24,0.0
2017-02-25,12.484472049689442
2017-02-26,4.161490683229814
2017-02-27,7.133984028393966
2017-02-28,10.70097604259095
2017-03-01,12.201863354037268
2017-03-02,9.566992014196984
2017-03-03,8.89086069210293
2017-03-04,18.025732031943214
2017-03-05,8.904614019520853
2017-03-06,11.201863354037268
2017-03-07,22.903726708074537
2017-03-08,10.48535936113576
2017-03-09,5.066992014196983
2017-03-10,7.066992014196983
2017-03-11,6.012866015971606
2017-03-12,8.012866015971607
2017-03-13,7.066992014196983
2017-03-14,18.877107364685003
2017-03-15,17.26885536823425
2017-03-16,7.918367346938776
2017-03-17,3.7834960070984915
2017-03-18,2.972493345164153
2017-03-19,0.0
2017-03-20,3.2834960070984915
2017-03-21,28.362466725820763
2017-03-22,22.903726708074537
2017-03-23,15.025732031943212
2017-03-24,7.215616681455191
2017-03-25,5.080745341614907
2017-03-26,11.201863354037268
2017-03-27,5.283496007098492
2017-03-28,16.403726708074537
2017-03-29,8.066992014196984
2017-03-30,10.607364685004438
2017-03-31,8.215616681455192
2017-04-01,7.121118012422361
2017-04-02,14.0
2017-04-03,5.0
2017-04-04,5.0
2017-04-05,7.0
2017-04-06,7.0
2017-04-07,7.0
2017-04-08,8.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,7.0
2017-04-12,0.0
2017-04-13,6.0
2017-04-14,12.0
2017-04-15,4.0
2017-04-16,8.0
2017-04-17,15.0
2017-04-18,9.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,7.0
2017-04-22,4.0
2017-04-23,4.0
2017-04-24,5.0
2017-04-25,3.0
2017-04-26,0.0
2017-04-27,5.0
2017-04-28,4.0
2017-04-29,8.0
2017-04-30,4.0
2017-05-01,4.0
2017-05-02,5.0
2017-05-03,3.0
2017-05-04,10.0
2017-05-05,13.0
2017-05-06,24.0
2017-05-07,4.0
2017-05-08,10.0
2017-05-09,16.0
2017-05-10,43.0
2017-05-11,72.0
2017-05-12,45.0
2017-05-13,100.0
2017-05-14,60.0
2017-05-15,33.0
2017-05-16,42.0
2017-05-17,35.0
2017-05-18,42.0
2017-05-19,25.0
2017-05-20,12.0
2017-05-21,4.0
2017-05-22,10.0
2017-05-23,14.0
2017-05-24,4.0
2017-05-25,5.0
2017-05-26,8.0
2017-05-27,6.0
2017-05-28,9.0
2017-05-29,4.0
2017-05-30,7.0
2017-05-31,14.0
2017-06-01,7.0
2017-06-02,6.0
2017-06-03,10.0
