date,obamacare
2016-10-29,10.297029702970297
2016-10-30,8.586358635863586
2016-10-31,11.185368536853685
2016-11-01,19.44939493949395
2016-11-02,17.0
2016-11-03,14.0
2016-11-04,12.0
2016-11-05,9.0
2016-11-06,9.0
2016-11-07,13.0
2016-11-08,15.0
2016-11-09,70.0
2016-11-10,56.0
2016-11-11,56.0
2016-11-12,78.0
2016-11-13,33.0
2016-11-14,23.0
2016-11-15,15.0
2016-11-16,13.0
2016-11-17,11.0
2016-11-18,9.0
2016-11-19,6.0
2016-11-20,7.0
2016-11-21,9.0
2016-11-22,9.0
2016-11-23,6.0
2016-11-24,4.0
2016-11-25,4.0
2016-11-26,4.0
2016-11-27,4.0
2016-11-28,7.0
2016-11-29,11.0
2016-11-30,10.0
2016-12-01,9.0
2016-12-02,8.0
2016-12-03,5.0
2016-12-04,5.0
2016-12-05,8.0
2016-12-06,8.0
2016-12-07,9.0
2016-12-08,9.0
2016-12-09,6.0
2016-12-10,6.0
2016-12-11,5.0
2016-12-12,9.0
2016-12-13,10.0
2016-12-14,11.0
2016-12-15,15.0
2016-12-16,11.0
2016-12-17,6.0
2016-12-18,4.0
2016-12-19,8.0
2016-12-20,7.0
2016-12-21,5.0
2016-12-22,6.0
2016-12-23,4.0
2016-12-24,3.0
2016-12-25,3.0
2016-12-26,3.0
2016-12-27,6.0
2016-12-28,6.0
2016-12-29,6.0
2016-12-30,7.0
2016-12-31,5.0
2017-01-01,4.0
2017-01-02,8.0
2017-01-03,20.0
2017-01-04,26.0
2017-01-05,31.0
2017-01-06,21.0
2017-01-07,12.0
2017-01-08,10.0
2017-01-09,14.0
2017-01-10,23.0
2017-01-11,24.0
2017-01-12,43.0
2017-01-13,48.0
2017-01-14,52.0
2017-01-15,26.0
2017-01-16,28.0
2017-01-17,22.0
2017-01-18,21.0
2017-01-19,19.0
2017-01-20,21.0
2017-01-21,100.0
2017-01-22,32.0
2017-01-23,30.0
2017-01-24,26.0
2017-01-25,20.0
2017-01-26,18.0
2017-01-27,16.0
2017-01-28,17.0
2017-01-29,12.0
2017-01-30,13.0
2017-01-31,19.0
2017-02-01,14.0
2017-02-02,9.0
2017-02-03,8.0
2017-02-04,6.0
2017-02-05,6.0
2017-02-06,7.0
2017-02-07,8.0
2017-02-08,11.0
2017-02-09,7.0
2017-02-10,8.0
2017-02-11,8.0
2017-02-12,7.0
2017-02-13,6.0
2017-02-14,6.0
2017-02-15,9.0
2017-02-16,9.0
2017-02-17,7.0
2017-02-18,6.0
2017-02-19,5.0
2017-02-20,6.0
2017-02-21,5.0
2017-02-22,7.0
2017-02-23,7.0
2017-02-24,9.0
2017-02-25,6.0
2017-02-26,6.0
2017-02-27,9.0
2017-02-28,12.0
2017-03-01,15.270061728395062
2017-03-02,8.089506172839506
2017-03-03,7.180555555555555
2017-03-04,5.362654320987654
2017-03-05,4.953703703703704
2017-03-06,8.998456790123456
2017-03-07,35.90277777777778
2017-03-08,23.85956790123457
2017-03-09,23.85956790123457
2017-03-10,13.043209876543209
2017-03-11,8.998456790123456
2017-03-12,8.589506172839506
2017-03-13,12.63425925925926
2017-03-14,16.270061728395063
2017-03-15,9.407407407407408
2017-03-16,8.998456790123456
2017-03-17,7.180555555555555
