date,paul ryan
2016-11-02,9.0
2016-11-03,6.0
2016-11-04,8.0
2016-11-05,8.0
2016-11-06,9.0
2016-11-07,10.0
2016-11-08,13.0
2016-11-09,100.0
2016-11-10,47.0
2016-11-11,38.0
2016-11-12,18.0
2016-11-13,23.0
2016-11-14,23.0
2016-11-15,30.0
2016-11-16,22.0
2016-11-17,17.0
2016-11-18,13.0
2016-11-19,10.0
2016-11-20,9.0
2016-11-21,10.0
2016-11-22,9.0
2016-11-23,7.0
2016-11-24,4.0
2016-11-25,5.0
2016-11-26,4.0
2016-11-27,5.0
2016-11-28,6.0
2016-11-29,6.0
2016-11-30,6.0
2016-12-01,6.0
2016-12-02,6.0
2016-12-03,5.0
2016-12-04,5.0
2016-12-05,15.0
2016-12-06,9.0
2016-12-07,9.0
2016-12-08,6.0
2016-12-09,6.0
2016-12-10,7.0
2016-12-11,6.0
2016-12-12,5.0
2016-12-13,6.0
2016-12-14,6.0
2016-12-15,6.0
2016-12-16,5.0
2016-12-17,4.0
2016-12-18,3.0
2016-12-19,3.0
2016-12-20,3.0
2016-12-21,4.0
2016-12-22,3.0
2016-12-23,5.0
2016-12-24,4.0
2016-12-25,3.0
2016-12-26,3.0
2016-12-27,3.0
2016-12-28,4.0
2016-12-29,5.0
2016-12-30,6.0
2016-12-31,3.0
2017-01-01,4.0
2017-01-02,4.0
2017-01-03,13.0
2017-01-04,27.0
2017-01-05,23.0
2017-01-06,20.0
2017-01-07,16.0
2017-01-08,12.0
2017-01-09,12.0
2017-01-10,13.0
2017-01-11,10.0
2017-01-12,10.0
2017-01-13,43.0
2017-01-14,23.0
2017-01-15,16.0
2017-01-16,10.0
2017-01-17,10.0
2017-01-18,11.0
2017-01-19,9.0
2017-01-20,49.0
2017-01-21,31.0
2017-01-22,21.0
2017-01-23,16.0
2017-01-24,16.0
2017-01-25,15.0
2017-01-26,22.0
2017-01-27,15.0
2017-01-28,19.0
2017-01-29,31.0
2017-01-30,21.0
2017-01-31,30.0
2017-02-01,22.0
2017-02-02,15.0
2017-02-03,10.0
2017-02-04,11.0
2017-02-05,11.0
2017-02-06,8.0
2017-02-07,7.0
2017-02-08,7.0
2017-02-09,7.0
2017-02-10,6.0
2017-02-11,5.0
2017-02-12,6.0
2017-02-13,5.0
2017-02-14,10.0
2017-02-15,11.0
2017-02-16,10.0
2017-02-17,12.0
2017-02-18,7.0
2017-02-19,7.0
2017-02-20,7.0
2017-02-21,6.0
2017-02-22,7.0
2017-02-23,8.0
2017-02-24,6.0
2017-02-25,6.0
2017-02-26,5.0
2017-02-27,8.0
2017-02-28,11.0
2017-03-01,62.11196911196912
2017-03-02,16.71911196911197
2017-03-03,12.19015444015444
2017-03-04,9.741795366795367
2017-03-05,8.425675675675675
2017-03-06,9.741795366795367
2017-03-07,13.138513513513514
2017-03-08,13.454633204633204
2017-03-09,20.93194980694981
2017-03-10,23.512548262548265
2017-03-11,14.770752895752896
2017-03-12,12.322393822393822
2017-03-13,14.770752895752896
2017-03-14,30.357625482625483
2017-03-15,19.167471042471043
2017-03-16,17.85135135135135
2017-03-17,19.799710424710426
2017-03-18,13.638513513513514
2017-03-19,11.19015444015444
2017-03-20,10.874034749034749
2017-03-21,11.19015444015444
2017-03-22,9.557915057915057
2017-03-23,17.21911196911197
2017-03-24,60.61196911196912
2017-03-25,56.95077220077221
2017-03-26,39.09942084942085
2017-03-27,38.46718146718147
2017-03-28,19.483590733590734
2017-03-29,13.638513513513514
2017-03-30,15.086872586872587
2017-03-31,11.374034749034749
2017-04-01,7.609555984555985
2017-04-02,6.322393822393822
2017-04-03,5.057915057915058
2017-04-04,5.690154440154441
2017-04-05,5.690154440154441
2017-04-06,6.954633204633205
2017-04-07,5.690154440154441
2017-04-08,3.7934362934362937
2017-04-09,3.7934362934362937
2017-04-10,4.425675675675675
2017-04-11,4.425675675675675
2017-04-12,3.7934362934362937
2017-04-13,3.7934362934362937
2017-04-14,4.425675675675675
2017-04-15,3.7934362934362937
2017-04-16,3.161196911196911
2017-04-17,3.7934362934362937
2017-04-18,4.425675675675675
2017-04-19,5.690154440154441
2017-04-20,5.690154440154441
2017-04-21,4.425675675675675
2017-04-22,3.7934362934362937
2017-04-23,3.7934362934362937
2017-04-24,5.057915057915058
2017-04-25,5.057915057915058
2017-04-26,5.057915057915058
2017-04-27,5.690154440154441
2017-04-28,5.690154440154441
2017-04-29,4.425675675675675
2017-04-30,3.7934362934362937
2017-05-01,5.057915057915058
2017-05-02,6.322393822393822
2017-05-03,6.322393822393822
2017-05-04,18.334942084942085
2017-05-05,18.334942084942085
2017-05-06,12.012548262548263
2017-05-07,13.90926640926641
2017-05-08,8.85135135135135
2017-05-09,9.483590733590734
2017-05-10,11.380308880308881
2017-05-11,9.483590733590734
2017-05-12,7.5868725868725875
2017-05-13,5.057915057915058
2017-05-14,5.690154440154441
2017-05-15,7.5868725868725875
2017-05-16,12.644787644787645
2017-05-17,20.231660231660232
2017-05-18,19.59942084942085
2017-05-19,10.115830115830116
2017-05-20,7.5868725868725875
2017-05-21,5.690154440154441
2017-05-22,5.057915057915058
2017-05-23,4.425675675675675
2017-05-24,7.5868725868725875
2017-05-25,8.85135135135135
2017-05-26,5.690154440154441
2017-05-27,4.425675675675675
2017-05-28,7.5868725868725875
2017-05-29,12.644787644787645
2017-05-30,8.21911196911197
2017-05-31,5.057915057915058
2017-06-01,4.425675675675675
2017-06-02,5.690154440154441
2017-06-03,4.425675675675675
