date,jared kushner
2016-05-01,0.4188157623272127
2016-05-02,0.1396052541090709
2016-05-03,0.4188157623272127
2016-05-04,2.2336840657451345
2016-05-05,2.373289319854205
2016-05-06,1.256447286981638
2016-05-07,2.512894573963276
2016-05-08,0.8376315246544254
2016-05-09,1.1168420328725672
2016-05-10,0.6980262705453545
2016-05-11,0.4188157623272127
2016-05-12,0.4188157623272127
2016-05-13,0.5584210164362836
2016-05-14,0.4188157623272127
2016-05-15,0.4188157623272127
2016-05-16,0.4188157623272127
2016-05-17,0.4188157623272127
2016-05-18,0.4188157623272127
2016-05-19,0.2792105082181418
2016-05-20,0.2792105082181418
2016-05-21,0.2792105082181418
2016-05-22,0.1396052541090709
2016-05-23,0.1396052541090709
2016-05-24,0.2792105082181418
2016-05-25,0.1396052541090709
2016-05-26,0.5584210164362836
2016-05-27,0.2792105082181418
2016-05-28,0.4188157623272127
2016-05-29,0.2792105082181418
2016-05-30,0.1396052541090709
2016-05-31,0.2792105082181418
2016-06-01,0.4188157623272127
2016-06-02,0.2792105082181418
2016-06-03,0.2792105082181418
2016-06-04,0.2792105082181418
2016-06-05,0.1396052541090709
2016-06-06,0.2792105082181418
2016-06-07,0.4188157623272127
2016-06-08,0.8376315246544254
2016-06-09,2.792105082181418
2016-06-10,1.256447286981638
2016-06-11,0.2792105082181418
2016-06-12,0.5584210164362836
2016-06-13,0.1396052541090709
2016-06-14,0.2792105082181418
2016-06-15,0.2792105082181418
2016-06-16,0.2792105082181418
2016-06-17,0.2792105082181418
2016-06-18,0.2792105082181418
2016-06-19,0.4188157623272127
2016-06-20,4.048552369163056
2016-06-21,4.467368131490269
2016-06-22,2.2336840657451345
2016-06-23,0.8376315246544254
2016-06-24,0.8376315246544254
2016-06-25,0.4188157623272127
2016-06-26,0.5584210164362836
2016-06-27,0.2792105082181418
2016-06-28,0.2792105082181418
2016-06-29,0.2792105082181418
2016-06-30,0.4188157623272127
2016-07-01,0.4188157623272127
2016-07-02,0.2792105082181418
2016-07-03,0.9772367787634962
2016-07-04,0.6980262705453545
2016-07-05,6.840657451344474
2016-07-06,7.538683721889829
2016-07-07,5.304999656144694
2016-07-08,2.2336840657451345
2016-07-09,0.6980262705453545
2016-07-10,0.8376315246544254
2016-07-11,0.8376315246544254
2016-07-12,0.8376315246544254
2016-07-13,1.5356577951997799
2016-07-14,2.373289319854205
2016-07-15,1.5356577951997799
2016-07-16,3.2109208445086304
2016-07-17,2.373289319854205
2016-07-18,1.5356577951997799
2016-07-19,2.792105082181418
2016-07-20,5.165394402035623
2016-07-21,8.655525754762396
2016-07-22,13.960525410907088
2016-07-23,3.490131352726772
2016-07-24,2.373289319854205
2016-07-25,1.5356577951997799
2016-07-26,0.9772367787634962
2016-07-27,1.1168420328725672
2016-07-28,1.256447286981638
2016-07-29,1.256447286981638
2016-07-30,0.8376315246544254
2016-07-31,0.6980262705453545
2016-08-01,0.6980262705453545
2016-08-02,0.8376315246544254
2016-08-03,0.6980262705453545
2016-08-04,0.8376315246544254
2016-08-05,0.8376315246544254
2016-08-06,0.6980262705453545
2016-08-07,0.2792105082181418
2016-08-08,0.5584210164362836
2016-08-09,0.8376315246544254
2016-08-10,0.8376315246544254
2016-08-11,0.5584210164362836
2016-08-12,0.5584210164362836
2016-08-13,0.6980262705453545
2016-08-14,0.9772367787634962
2016-08-15,1.5356577951997799
2016-08-16,1.256447286981638
2016-08-17,1.256447286981638
2016-08-18,2.931710336290489
2016-08-19,2.512894573963276
2016-08-20,1.1168420328725672
2016-08-21,0.9772367787634962
2016-08-22,0.5584210164362836
2016-08-23,0.5584210164362836
2016-08-24,0.2792105082181418
2016-08-25,0.6980262705453545
2016-08-26,0.5584210164362836
2016-08-27,0.4188157623272127
2016-08-28,0.2792105082181418
2016-08-29,0.2792105082181418
2016-08-30,0.4188157623272127
2016-08-31,0.5584210164362836
2016-09-01,0.2792105082181418
