date,president obama speech
2016-05-01,11.428571428571429
2016-05-02,10.0
2016-05-03,4.285714285714286
2016-05-04,3.5714285714285716
2016-05-05,2.142857142857143
2016-05-06,2.857142857142857
2016-05-07,2.142857142857143
2016-05-08,2.142857142857143
2016-05-09,2.142857142857143
2016-05-10,1.4285714285714286
2016-05-11,1.4285714285714286
2016-05-12,1.4285714285714286
2016-05-13,0.7142857142857143
2016-05-14,0.7142857142857143
2016-05-15,1.4285714285714286
2016-05-16,2.142857142857143
2016-05-17,1.4285714285714286
2016-05-18,1.4285714285714286
2016-05-19,0.7142857142857143
2016-05-20,0.7142857142857143
2016-05-21,0.7142857142857143
2016-05-22,0.7142857142857143
2016-05-23,1.4285714285714286
2016-05-24,1.4285714285714286
2016-05-25,1.4285714285714286
2016-05-26,0.7142857142857143
2016-05-27,1.4285714285714286
2016-05-28,2.857142857142857
2016-05-29,1.4285714285714286
2016-05-30,0.7142857142857143
2016-05-31,0.7142857142857143
2016-06-01,1.4285714285714286
2016-06-02,0.7142857142857143
2016-06-03,1.4285714285714286
2016-06-04,0.7142857142857143
2016-06-05,0.7142857142857143
2016-06-06,1.4285714285714286
2016-06-07,0.7142857142857143
2016-06-08,0.7142857142857143
2016-06-09,0.7142857142857143
2016-06-10,1.4285714285714286
2016-06-11,0.7142857142857143
2016-06-12,5.0
2016-06-13,2.857142857142857
2016-06-14,7.857142857142858
2016-06-15,4.285714285714286
2016-06-16,2.857142857142857
2016-06-17,1.4285714285714286
2016-06-18,0.7142857142857143
2016-06-19,0.7142857142857143
2016-06-20,0.0
2016-06-21,0.7142857142857143
2016-06-22,0.7142857142857143
2016-06-23,0.7142857142857143
2016-06-24,0.7142857142857143
2016-06-25,0.7142857142857143
2016-06-26,0.7142857142857143
2016-06-27,0.7142857142857143
2016-06-28,0.7142857142857143
2016-06-29,0.7142857142857143
2016-06-30,1.4285714285714286
2016-07-01,0.7142857142857143
2016-07-02,0.7142857142857143
2016-07-03,0.7142857142857143
2016-07-04,0.7142857142857143
2016-07-05,1.4285714285714286
2016-07-06,0.7142857142857143
2016-07-07,1.4285714285714286
2016-07-08,3.5714285714285716
2016-07-09,0.7142857142857143
2016-07-10,2.142857142857143
2016-07-11,0.7142857142857143
2016-07-12,7.857142857142858
2016-07-13,12.142857142857142
2016-07-14,5.714285714285714
2016-07-15,2.857142857142857
2016-07-16,1.4285714285714286
2016-07-17,2.857142857142857
2016-07-18,0.7142857142857143
2016-07-19,3.5714285714285716
2016-07-20,4.285714285714286
2016-07-21,1.4285714285714286
2016-07-22,1.4285714285714286
2016-07-23,1.4285714285714286
2016-07-24,0.7142857142857143
2016-07-25,0.7142857142857143
2016-07-26,4.285714285714286
2016-07-27,5.714285714285714
2016-07-28,71.42857142857143
2016-07-29,17.857142857142858
2016-07-30,5.714285714285714
2016-07-31,3.5714285714285716
2016-08-01,2.142857142857143
2016-08-02,1.4285714285714286
2016-08-03,2.142857142857143
2016-08-04,2.142857142857143
2016-08-05,1.4285714285714286
2016-08-06,1.4285714285714286
2016-08-07,0.7142857142857143
2016-08-08,0.7142857142857143
2016-08-09,0.7142857142857143
2016-08-10,0.0
2016-08-11,0.7142857142857143
2016-08-12,0.7142857142857143
2016-08-13,0.0
2016-08-14,0.7142857142857143
2016-08-15,0.7142857142857143
2016-08-16,0.7142857142857143
2016-08-17,0.7142857142857143
2016-08-18,0.0
2016-08-19,0.7142857142857143
2016-08-20,0.7142857142857143
2016-08-21,0.7142857142857143
2016-08-22,0.7142857142857143
2016-08-23,0.7142857142857143
2016-08-24,0.7142857142857143
2016-08-25,0.7142857142857143
2016-08-26,0.0
2016-08-27,0.7142857142857143
2016-08-28,0.0
2016-08-29,1.4285714285714286
2016-08-30,0.7142857142857143
2016-08-31,0.7142857142857143
2016-09-01,0.7142857142857143
2016-09-02,0.0
2016-09-03,0.7142857142857143
2016-09-04,0.0
2016-09-05,0.7142857142857143
2016-09-06,1.4285714285714286
2016-09-07,0.7142857142857143
2016-09-08,1.4285714285714286
2016-09-09,1.4285714285714286
2016-09-10,0.7142857142857143
2016-09-11,1.4285714285714286
2016-09-12,1.4285714285714286
2016-09-13,1.4285714285714286
2016-09-14,1.4285714285714286
2016-09-15,0.7142857142857143
2016-09-16,0.7142857142857143
2016-09-17,0.7142857142857143
2016-09-18,3.5714285714285716
2016-09-19,1.4285714285714286
2016-09-20,2.142857142857143
2016-09-21,3.5714285714285716
2016-09-22,2.142857142857143
2016-09-23,1.4285714285714286
2016-09-24,1.4285714285714286
2016-09-25,1.4285714285714286
2016-09-26,1.4285714285714286
2016-09-27,1.4285714285714286
2016-09-28,1.4285714285714286
2016-09-29,1.4285714285714286
2016-09-30,0.7142857142857143
2016-10-01,0.8571428571428572
2016-10-02,0.8571428571428572
2016-10-03,0.8571428571428572
2016-10-04,0.5
2016-10-05,0.8571428571428572
2016-10-06,1.2142857142857144
2016-10-07,0.8571428571428572
2016-10-08,1.2142857142857144
2016-10-09,1.2142857142857144
2016-10-10,0.8571428571428572
2016-10-11,1.2142857142857144
2016-10-12,1.2142857142857144
2016-10-13,1.2142857142857144
2016-10-14,5.0
2016-10-15,2.071428571428571
2016-10-16,2.071428571428571
2016-10-17,1.2142857142857144
2016-10-18,0.8571428571428572
2016-10-19,2.071428571428571
2016-10-20,1.2142857142857144
2016-10-21,1.7142857142857144
2016-10-22,0.8571428571428572
2016-10-23,1.2142857142857144
2016-10-24,1.2142857142857144
2016-10-25,0.8571428571428572
2016-10-26,1.2142857142857144
2016-10-27,0.8571428571428572
2016-10-28,0.8571428571428572
2016-10-29,0.8571428571428572
2016-10-30,0.8571428571428572
2016-10-31,0.8571428571428572
2016-11-01,1.2142857142857144
2016-11-02,2.0
2016-11-03,2.0
2016-11-04,2.0
2016-11-05,1.0
2016-11-06,1.0
2016-11-07,3.0
2016-11-08,3.0
2016-11-09,49.0
2016-11-10,20.0
2016-11-11,5.0
2016-11-12,4.0
2016-11-13,2.0
2016-11-14,6.0
2016-11-15,3.0
2016-11-16,3.0
2016-11-17,1.0
2016-11-18,1.0
2016-11-19,1.0
2016-11-20,2.0
2016-11-21,1.0
2016-11-22,1.0
2016-11-23,1.0
2016-11-24,1.0
2016-11-25,0.0
2016-11-26,1.0
2016-11-27,1.0
2016-11-28,1.0
2016-11-29,0.0
2016-11-30,1.0
2016-12-01,1.0
2016-12-02,1.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,1.0
2016-12-06,1.0
2016-12-07,1.0
2016-12-08,2.0
2016-12-09,1.0
2016-12-10,0.0
2016-12-11,1.0
2016-12-12,0.0
2016-12-13,1.0
2016-12-14,1.0
2016-12-15,1.0
2016-12-16,3.0
2016-12-17,2.0
2016-12-18,1.0
2016-12-19,1.0
2016-12-20,1.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,1.0
2016-12-25,0.0
2016-12-26,1.0
2016-12-27,0.0
2016-12-28,1.0
2016-12-29,1.0
2016-12-30,0.0
2016-12-31,1.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,1.0
2017-01-04,1.0
2017-01-05,1.0
2017-01-06,1.0
2017-01-07,3.0
2017-01-08,2.0
2017-01-09,2.0
2017-01-10,11.0
2017-01-11,100.0
2017-01-12,20.0
2017-01-13,9.0
2017-01-14,5.0
2017-01-15,5.0
2017-01-16,4.0
2017-01-17,4.0
2017-01-18,5.0
2017-01-19,8.0
2017-01-20,19.0
2017-01-21,12.0
2017-01-22,5.0
2017-01-23,4.0
2017-01-24,2.0
2017-01-25,2.0
2017-01-26,2.0
2017-01-27,1.0
2017-01-28,1.0
2017-01-29,1.0
2017-01-30,1.0
2017-01-31,1.0
2017-02-01,1.0
2017-02-02,2.0
2017-02-03,1.0
2017-02-04,1.0
2017-02-05,1.0
2017-02-06,1.0
2017-02-07,1.0
2017-02-08,1.0
2017-02-09,1.0
