date,hillary golf
2016-07-27,33.43737166324435
2016-07-28,27.203285420944557
2016-07-29,49.30595482546201
2016-07-30,13.601642710472278
2016-07-31,34.57084188911704
2016-08-01,37.97125256673511
2016-08-02,20.40246406570842
2016-08-03,18.135523613963038
2016-08-04,20.40246406570842
2016-08-05,26.069815195071868
2016-08-06,13.601642710472278
2016-08-07,18.702258726899384
2016-08-08,13.601642710472278
2016-08-09,26.63655030800821
2016-08-10,13.601642710472278
2016-08-11,22.6694045174538
2016-08-12,20.96919917864476
2016-08-13,13.034907597535934
2016-08-14,18.702258726899384
2016-08-15,6.800821355236139
2016-08-16,11.3347022587269
2016-08-17,11.3347022587269
2016-08-18,9.067761806981519
2016-08-19,35.13757700205338
2016-08-20,18.135523613963038
2016-08-21,18.135523613963038
2016-08-22,33.43737166324435
2016-08-23,24.369609856262834
2016-08-24,18.135523613963038
2016-08-25,9.067761806981519
2016-08-26,9.067761806981519
2016-08-27,10.20123203285421
2016-08-28,20.96919917864476
2016-08-29,10.767967145790553
2016-08-30,8.501026694045175
2016-08-31,8.501026694045175
2016-09-01,10.767967145790553
2016-09-02,13.601642710472278
2016-09-03,10.20123203285421
2016-09-04,12.468172484599588
2016-09-05,11.3347022587269
2016-09-06,15.301848049281313
2016-09-07,6.234086242299794
2016-09-08,13.034907597535934
2016-09-09,9.067761806981519
2016-09-10,15.301848049281313
2016-09-11,35.13757700205338
2016-09-12,47.605749486652975
2016-09-13,10.767967145790553
2016-09-14,28.336755646817245
2016-09-15,13.034907597535934
2016-09-16,11.3347022587269
2016-09-17,19.835728952772072
2016-09-18,14.735112936344969
2016-09-19,12.468172484599588
2016-09-20,10.767967145790553
2016-09-21,10.767967145790553
2016-09-22,6.234086242299794
2016-09-23,15.868583162217657
2016-09-24,12.468172484599588
2016-09-25,17.56878850102669
2016-09-26,23.23613963039014
2016-09-27,56.67351129363449
2016-09-28,23.23613963039014
2016-09-29,19.268993839835726
2016-09-30,24.369609856262834
2016-10-01,17.184804928131417
2016-10-02,8.317248459958932
2016-10-03,12.867556468172484
2016-10-04,13.867556468172484
2016-10-05,14.734086242299794
2016-10-06,9.234086242299794
2016-10-07,10.017453798767967
2016-10-08,22.55133470225873
2016-10-09,13.367556468172484
2016-10-10,31.11806981519507
2016-10-11,16.734086242299796
2016-10-12,23.901437371663242
2016-10-13,24.48459958932238
2016-10-14,23.767967145790553
2016-10-15,7.550308008213552
2016-10-16,21.634496919917865
2016-10-17,18.851129363449694
2016-10-18,15.717659137577002
2016-10-19,11.734086242299794
2016-10-20,21.98459958932238
2016-10-21,14.001026694045175
2016-10-22,14.450718685831621
2016-10-23,13.501026694045175
2016-10-24,11.750513347022586
2016-10-25,6.967145790554414
2016-10-26,13.084188911704311
2016-10-27,10.750513347022586
2016-10-28,23.168377823408623
2016-10-29,24.55133470225873
2016-10-30,30.635523613963038
2016-10-31,29.251540041067763
2016-11-01,20.267967145790553
2016-11-02,19.0
2016-11-03,23.0
2016-11-04,26.0
2016-11-05,24.0
2016-11-06,9.0
2016-11-07,33.0
2016-11-08,63.0
2016-11-09,100.0
2016-11-10,29.0
2016-11-11,22.0
2016-11-12,19.0
2016-11-13,7.0
2016-11-14,10.0
2016-11-15,8.0
2016-11-16,12.0
2016-11-17,19.0
2016-11-18,9.0
2016-11-19,5.0
2016-11-20,14.0
2016-11-21,8.0
2016-11-22,8.0
2016-11-23,4.0
2016-11-24,6.0
2016-11-25,4.0
2016-11-26,0.0
2016-11-27,5.0
2016-11-28,6.0
2016-11-29,8.0
2016-11-30,4.0
2016-12-01,6.0
2016-12-02,6.0
2016-12-03,9.0
2016-12-04,5.0
2016-12-05,4.0
2016-12-06,4.0
2016-12-07,4.0
2016-12-08,4.0
2016-12-09,7.0
2016-12-10,5.0
2016-12-11,0.0
2016-12-12,4.0
2016-12-13,4.0
2016-12-14,8.0
2016-12-15,8.0
2016-12-16,7.0
2016-12-17,5.0
2016-12-18,5.0
2016-12-19,6.0
2016-12-20,4.0
2016-12-21,9.0
2016-12-22,11.0
2016-12-23,18.0
2016-12-24,5.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,4.0
2016-12-28,4.0
2016-12-29,4.0
2016-12-30,5.0
2016-12-31,5.0
2017-01-01,5.0
2017-01-02,0.0
2017-01-03,8.0
2017-01-04,0.0
2017-01-05,4.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,5.0
2017-01-09,4.0
2017-01-10,8.0
2017-01-11,0.0
2017-01-12,8.0
2017-01-13,4.0
2017-01-14,0.0
2017-01-15,5.0
2017-01-16,6.0
2017-01-17,10.0
2017-01-18,0.0
2017-01-19,8.0
2017-01-20,10.0
2017-01-21,9.0
2017-01-22,9.0
2017-01-23,0.0
2017-01-24,4.0
2017-01-25,6.0
2017-01-26,6.0
2017-01-27,4.0
2017-01-28,9.0
2017-01-29,5.0
2017-01-30,4.0
2017-01-31,4.0
2017-02-01,4.0
2017-02-02,4.0
2017-02-03,4.0
2017-02-04,0.0
2017-02-05,4.0
2017-02-06,4.0
2017-02-07,4.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,4.0
2017-02-11,5.0
2017-02-12,5.0
2017-02-13,4.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,4.0
2017-02-17,0.0
2017-02-18,5.0
2017-02-19,5.0
2017-02-20,4.0
2017-02-21,12.0
2017-02-22,6.0
2017-02-23,4.0
2017-02-24,4.0
2017-02-25,9.0
2017-02-26,5.0
2017-02-27,0.0
2017-02-28,10.0
2017-03-01,3.199421965317919
2017-03-02,2.0
2017-03-03,5.377167630057803
2017-03-04,6.232658959537572
2017-03-05,5.554913294797688
2017-03-06,7.199421965317919
2017-03-07,5.199421965317919
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,5.377167630057803
2017-03-11,2.5
2017-03-12,2.0
2017-03-13,0.0
2017-03-14,2.0
2017-03-15,0.0
2017-03-16,9.199421965317919
2017-03-17,3.3771676300578037
2017-03-18,6.232658959537572
2017-03-19,6.054913294797688
2017-03-20,7.199421965317919
2017-03-21,5.199421965317919
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-25,2.5
2017-03-26,6.232658959537572
2017-03-27,2.0
2017-03-28,8.79913294797688
2017-03-29,0.0
2017-03-30,2.0
2017-03-31,7.377167630057803
2017-04-01,10.1878612716763
2017-04-02,7.465317919075145
2017-04-03,6.398843930635838
2017-04-04,6.398843930635838
2017-04-05,6.398843930635838
2017-04-06,6.398843930635838
2017-04-07,27.01734104046243
2017-04-08,15.286127167630058
2017-04-09,15.286127167630058
2017-04-10,0.0
2017-04-11,6.7543352601156075
2017-04-12,6.7543352601156075
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,15.286127167630058
2017-04-17,0.0
2017-04-18,12.797687861271676
2017-04-19,12.797687861271676
2017-04-20,6.398843930635838
2017-04-21,6.7543352601156075
2017-04-22,0.0
2017-04-23,7.465317919075145
2017-04-24,0.0
2017-04-25,9.598265895953757
2017-04-26,12.797687861271676
2017-04-27,6.398843930635838
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,7.820809248554914
2017-05-01,0.0
2017-05-02,6.398843930635838
2017-05-03,12.797687861271676
2017-05-04,6.398843930635838
2017-05-05,6.7543352601156075
2017-05-06,7.465317919075145
2017-05-07,14.93063583815029
2017-05-08,6.398843930635838
2017-05-09,6.398843930635838
2017-05-10,19.196531791907514
2017-05-11,6.398843930635838
2017-05-12,6.7543352601156075
2017-05-13,22.751445086705203
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,6.398843930635838
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,13.508670520231215
2017-05-20,0.0
2017-05-21,7.820809248554914
2017-05-22,6.398843930635838
2017-05-23,6.398843930635838
2017-05-24,12.797687861271676
2017-05-25,6.7543352601156075
2017-05-26,35.54913294797688
2017-05-27,15.997109826589597
2017-05-28,0.0
2017-05-29,6.7543352601156075
2017-05-30,6.398843930635838
2017-05-31,0.0
2017-06-01,6.7543352601156075
2017-06-02,7.109826589595376
2017-06-03,7.820809248554914
