date,blockchain
2016-11-29,43.791469194312796
2016-11-30,40.14218009478673
2016-12-01,45.00789889415482
2016-12-02,41.96682464454976
2016-12-03,29.80252764612954
2016-12-04,27.977883096366508
2016-12-05,40.14218009478673
2016-12-06,45.616113744075825
2016-12-07,45.00789889415482
2016-12-08,45.00789889415482
2016-12-09,42.57503949447077
2016-12-10,31.627172195892573
2016-12-11,27.369668246445496
2016-12-12,37.70932069510268
2016-12-13,41.96682464454976
2016-12-14,44.39968404423381
2016-12-15,40.14218009478673
2016-12-16,37.10110584518167
2016-12-17,24.328593996840443
2016-12-18,24.93680884676145
2016-12-19,36.492890995260666
2016-12-20,34.06003159557662
2016-12-21,39.53396524486572
2016-12-22,41.96682464454976
2016-12-23,32.843601895734594
2016-12-24,26.153238546603475
2016-12-25,23.72037914691943
2016-12-26,26.153238546603475
2016-12-27,34.66824644549763
2016-12-28,32.843601895734594
2016-12-29,34.06003159557662
2016-12-30,26.761453396524487
2016-12-31,21.287519747235386
2017-01-01,21.895734597156398
2017-01-02,37.70932069510268
2017-01-03,43.183254344391784
2017-01-04,44.39968404423381
2017-01-05,50.481832543443915
2017-01-06,45.00789889415482
2017-01-07,33.451816745655606
2017-01-08,31.627172195892573
2017-01-09,48.657187993680886
2017-01-10,43.791469194312796
2017-01-11,46.83254344391785
2017-01-12,43.791469194312796
2017-01-13,41.35860979462875
2017-01-14,30.410742496050553
2017-01-15,30.410742496050553
2017-01-16,41.35860979462875
2017-01-17,44.39968404423381
2017-01-18,44.39968404423381
2017-01-19,46.83254344391785
2017-01-20,43.183254344391784
2017-01-21,27.977883096366508
2017-01-22,30.410742496050553
2017-01-23,44.39968404423381
2017-01-24,48.657187993680886
2017-01-25,46.83254344391785
2017-01-26,44.39968404423381
2017-01-27,41.35860979462875
2017-01-28,34.66824644549763
2017-01-29,29.19431279620853
2017-01-30,42.57503949447077
2017-01-31,45.616113744075825
2017-02-01,42.57503949447077
2017-02-02,48.04897314375987
2017-02-03,47.44075829383886
2017-02-04,31.627172195892573
2017-02-05,30.410742496050553
2017-02-06,44.39968404423381
2017-02-07,48.04897314375987
2017-02-08,48.04897314375987
2017-02-09,46.83254344391785
2017-02-10,48.04897314375987
2017-02-11,32.843601895734594
2017-02-12,31.018957345971565
2017-02-13,50.481832543443915
2017-02-14,45.00789889415482
2017-02-15,43.791469194312796
2017-02-16,49.2654028436019
2017-02-17,45.616113744075825
2017-02-18,30.410742496050553
2017-02-19,33.451816745655606
2017-02-20,41.96682464454976
2017-02-21,49.2654028436019
2017-02-22,52.91469194312796
2017-02-23,51.69826224328594
2017-02-24,50.481832543443915
2017-02-25,35.884676145339654
2017-02-26,34.06003159557662
2017-02-27,46.22432859399684
2017-02-28,56.56398104265403
2017-03-01,54.76145339652449
2017-03-02,54.06556082148499
2017-03-03,53.56556082148499
2017-03-04,40.179304897314374
2017-03-05,39.375197472353875
2017-03-06,55.173775671406005
2017-03-07,58.69431279620853
2017-03-08,51.74091627172196
2017-03-09,51.84913112164297
2017-03-10,50.132701421800945
2017-03-11,33.813586097946285
2017-03-12,35.74644549763033
2017-03-13,48.02448657187993
2017-03-14,50.74091627172196
2017-03-15,52.653238546603475
2017-03-16,55.28199052132702
2017-03-17,48.632701421800945
2017-03-18,38.46287519747236
2017-03-19,35.63823064770932
2017-03-20,53.56556082148499
2017-03-21,59.41074249605055
2017-03-22,53.56556082148499
2017-03-23,53.84913112164297
2017-03-24,53.56556082148499
2017-03-25,38.354660347551345
2017-03-26,33.313586097946285
2017-03-27,53.3696682464455
2017-03-28,52.153238546603475
2017-03-29,51.653238546603475
2017-03-30,52.653238546603475
2017-03-31,46.72037914691943
2017-04-01,29.29304897314376
2017-04-02,34.0
2017-04-03,50.0
2017-04-04,53.0
2017-04-05,49.0
2017-04-06,53.0
2017-04-07,44.0
2017-04-08,34.0
2017-04-09,34.0
2017-04-10,48.0
2017-04-11,53.0
2017-04-12,49.0
2017-04-13,47.0
2017-04-14,44.0
2017-04-15,35.0
2017-04-16,34.0
2017-04-17,45.0
2017-04-18,49.0
2017-04-19,51.0
2017-04-20,47.0
2017-04-21,48.0
2017-04-22,34.0
2017-04-23,31.0
2017-04-24,52.0
2017-04-25,54.0
2017-04-26,57.0
2017-04-27,56.0
2017-04-28,57.0
2017-04-29,33.0
2017-04-30,35.0
2017-05-01,45.0
2017-05-02,51.0
2017-05-03,57.0
2017-05-04,61.0
2017-05-05,64.0
2017-05-06,42.0
2017-05-07,43.0
2017-05-08,62.0
2017-05-09,66.0
2017-05-10,68.0
2017-05-11,63.0
2017-05-12,67.0
2017-05-13,46.0
2017-05-14,46.0
2017-05-15,66.0
2017-05-16,74.0
2017-05-17,74.0
2017-05-18,71.0
2017-05-19,71.0
2017-05-20,59.0
2017-05-21,56.0
2017-05-22,90.0
2017-05-23,90.0
2017-05-24,100.0
2017-05-25,96.0
2017-05-26,89.0
2017-05-27,63.0
2017-05-28,61.0
2017-05-29,71.0
2017-05-30,78.0
2017-05-31,80.0
2017-06-01,71.0
2017-06-02,73.0
2017-06-03,60.0
