date,unemployment
2016-05-01,67.71472550025653
2016-05-02,86.81375064135453
2016-05-03,65.97845048742944
2016-05-04,59.90148794253463
2016-05-05,58.165212929707536
2016-05-06,53.82452539763981
2016-05-07,31.252950230887635
2016-05-08,59.03335043612108
2016-05-09,82.47306310928681
2016-05-10,70.31913801949717
2016-05-11,60.769625448948176
2016-05-12,55.5608004104669
2016-05-13,49.483837865572085
2016-05-14,26.912262698819905
2016-05-15,62.50590046177527
2016-05-16,84.2093381221139
2016-05-17,65.97845048742944
2016-05-18,59.90148794253463
2016-05-19,54.69266290405336
2016-05-20,46.87942534633145
2016-05-21,30.384812724474088
2016-05-22,61.63776295536172
2016-05-23,78.13237557721908
2016-05-24,65.11031298101591
2016-05-25,57.297075423294
2016-05-26,55.5608004104669
2016-05-27,45.14315033350436
2016-05-28,27.78040020523345
2016-05-29,56.42893791688045
2016-05-30,45.14315033350436
2016-05-31,77.26423807080553
2016-06-01,65.97845048742944
2016-06-02,57.297075423294
2016-06-03,58.165212929707536
2016-06-04,32.12108773730118
2016-06-05,61.63776295536172
2016-06-06,79.86865059004617
2016-06-07,66.84658799384299
2016-06-08,56.42893791688045
2016-06-09,53.82452539763981
2016-06-10,47.747562852745
2016-06-11,30.384812724474088
2016-06-12,56.42893791688045
2016-06-13,72.92355053873781
2016-06-14,59.90148794253463
2016-06-15,54.69266290405336
2016-06-16,47.747562852745
2016-06-17,47.747562852745
2016-06-18,26.044125192406362
2016-06-19,58.165212929707536
2016-06-20,75.52796305797845
2016-06-21,61.63776295536172
2016-06-22,59.03335043612108
2016-06-23,52.95638789122627
2016-06-24,52.088250384812724
2016-06-25,29.51667521806054
2016-06-26,59.90148794253463
2016-06-27,79.00051308363263
2016-06-28,65.11031298101591
2016-06-29,55.5608004104669
2016-06-30,52.95638789122627
2016-07-01,48.61570035915854
2016-07-02,28.648537711647
2016-07-03,53.82452539763981
2016-07-04,46.011287839917905
2016-07-05,76.39610056439199
2016-07-06,69.45100051308363
2016-07-07,57.297075423294
2016-07-08,54.69266290405336
2016-07-09,29.51667521806054
2016-07-10,62.50590046177527
2016-07-11,80.73678809645972
2016-07-12,63.37403796818881
2016-07-13,58.165212929707536
2016-07-14,54.69266290405336
2016-07-15,46.87942534633145
2016-07-16,27.78040020523345
2016-07-17,64.24217547460236
2016-07-18,82.47306310928681
2016-07-19,64.24217547460236
2016-07-20,60.769625448948176
2016-07-21,55.5608004104669
2016-07-22,52.088250384812724
2016-07-23,29.51667521806054
2016-07-24,61.63776295536172
2016-07-25,79.86865059004617
2016-07-26,63.37403796818881
2016-07-27,60.769625448948176
2016-07-28,53.82452539763981
2016-07-29,48.61570035915854
2016-07-30,29.51667521806054
2016-07-31,63.37403796818881
2016-08-01,79.86865059004617
2016-08-02,66.84658799384299
2016-08-03,59.03335043612108
2016-08-04,55.5608004104669
2016-08-05,51.22011287839918
2016-08-06,29.51667521806054
2016-08-07,58.165212929707536
2016-08-08,78.13237557721908
2016-08-09,60.769625448948176
2016-08-10,54.69266290405336
2016-08-11,48.61570035915854
2016-08-12,42.538737814263726
2016-08-13,27.78040020523345
2016-08-14,63.37403796818881
2016-08-15,79.00051308363263
2016-08-16,59.90148794253463
2016-08-17,54.69266290405336
2016-08-18,51.22011287839918
2016-08-19,45.14315033350436
2016-08-20,29.51667521806054
2016-08-21,61.63776295536172
2016-08-22,78.13237557721908
2016-08-23,57.297075423294
2016-08-24,56.42893791688045
2016-08-25,50.35197537198563
2016-08-26,48.61570035915854
2016-08-27,26.912262698819905
2016-08-28,56.42893791688045
2016-08-29,74.65982555156491
2016-08-30,62.50590046177527
2016-08-31,49.483837865572085
2016-09-01,52.088250384812724
2016-09-02,45.14315033350436
2016-09-03,26.912262698819905
2016-09-04,53.82452539763981
2016-09-05,43.406875320677266
2016-09-06,68.58286300667008
2016-09-07,65.97845048742944
2016-09-08,55.5608004104669
2016-09-09,47.747562852745
2016-09-10,27.78040020523345
