date,hillary scandal
2016-05-01,4.842268041237113
2016-05-02,7.6092783505154635
2016-05-03,7.6092783505154635
2016-05-04,17.29381443298969
2016-05-05,17.98556701030928
2016-05-06,15.218556701030927
2016-05-07,11.759793814432989
2016-05-08,8.30103092783505
2016-05-09,8.30103092783505
2016-05-10,10.376288659793815
2016-05-11,6.917525773195877
2016-05-12,8.30103092783505
2016-05-13,9.684536082474226
2016-05-14,4.150515463917525
2016-05-15,7.6092783505154635
2016-05-16,8.30103092783505
2016-05-17,9.684536082474226
2016-05-18,9.684536082474226
2016-05-19,11.068041237113402
2016-05-20,6.917525773195877
2016-05-21,8.30103092783505
2016-05-22,5.534020618556701
2016-05-23,6.917525773195877
2016-05-24,6.225773195876289
2016-05-25,11.759793814432989
2016-05-26,17.29381443298969
2016-05-27,13.143298969072164
2016-05-28,11.759793814432989
2016-05-29,10.376288659793815
2016-05-30,8.99278350515464
2016-05-31,11.068041237113402
2016-06-01,7.6092783505154635
2016-06-02,8.30103092783505
2016-06-03,9.684536082474226
2016-06-04,8.30103092783505
2016-06-05,8.30103092783505
2016-06-06,9.684536082474226
2016-06-07,12.451546391752577
2016-06-08,17.98556701030928
2016-06-09,18.677319587628865
2016-06-10,22.82783505154639
2016-06-11,23.519587628865978
2016-06-12,15.218556701030927
2016-06-13,9.684536082474226
2016-06-14,10.376288659793815
2016-06-15,11.759793814432989
2016-06-16,8.30103092783505
2016-06-17,6.225773195876289
2016-06-18,5.534020618556701
2016-06-19,8.30103092783505
2016-06-20,8.30103092783505
2016-06-21,9.684536082474226
2016-06-22,6.225773195876289
2016-06-23,7.6092783505154635
2016-06-24,8.99278350515464
2016-06-25,8.99278350515464
2016-06-26,4.842268041237113
2016-06-27,8.30103092783505
2016-06-28,6.225773195876289
2016-06-29,6.917525773195877
2016-06-30,4.150515463917525
2016-07-01,9.684536082474226
2016-07-02,9.684536082474226
2016-07-03,13.835051546391753
2016-07-04,8.99278350515464
2016-07-05,20.75257731958763
2016-07-06,33.2041237113402
2016-07-07,24.211340206185568
2016-07-08,21.444329896907217
2016-07-09,9.684536082474226
2016-07-10,12.451546391752577
2016-07-11,8.30103092783505
2016-07-12,7.6092783505154635
2016-07-13,8.30103092783505
2016-07-14,8.99278350515464
2016-07-15,6.917525773195877
2016-07-16,4.842268041237113
2016-07-17,6.225773195876289
2016-07-18,5.534020618556701
2016-07-19,9.684536082474226
2016-07-20,16.6020618556701
2016-07-21,13.835051546391753
2016-07-22,12.451546391752577
2016-07-23,15.910309278350516
2016-07-24,19.369072164948452
2016-07-25,23.519587628865978
2016-07-26,22.82783505154639
2016-07-27,32.51237113402062
2016-07-28,30.437113402061854
2016-07-29,36.66288659793814
2016-07-30,17.98556701030928
2016-07-31,12.451546391752577
2016-08-01,12.451546391752577
2016-08-02,8.99278350515464
2016-08-03,10.376288659793815
2016-08-04,8.30103092783505
2016-08-05,8.30103092783505
2016-08-06,6.917525773195877
2016-08-07,8.30103092783505
2016-08-08,8.30103092783505
2016-08-09,6.917525773195877
2016-08-10,8.99278350515464
2016-08-11,8.99278350515464
2016-08-12,6.917525773195877
2016-08-13,10.376288659793815
2016-08-14,6.225773195876289
2016-08-15,6.225773195876289
2016-08-16,4.842268041237113
2016-08-17,5.534020618556701
2016-08-18,6.225773195876289
2016-08-19,4.842268041237113
2016-08-20,6.225773195876289
2016-08-21,6.225773195876289
2016-08-22,6.225773195876289
2016-08-23,11.068041237113402
2016-08-24,10.376288659793815
2016-08-25,13.835051546391753
2016-08-26,11.068041237113402
2016-08-27,7.6092783505154635
2016-08-28,8.30103092783505
2016-08-29,8.30103092783505
2016-08-30,8.30103092783505
2016-08-31,6.917525773195877
2016-09-01,7.6092783505154635
2016-09-02,6.917525773195877
2016-09-03,5.534020618556701
2016-09-04,6.917525773195877
2016-09-05,6.917525773195877
2016-09-06,6.225773195876289
2016-09-07,8.99278350515464
2016-09-08,8.30103092783505
2016-09-09,8.99278350515464
2016-09-10,5.534020618556701
2016-09-11,6.917525773195877
2016-09-12,7.6092783505154635
2016-09-13,6.225773195876289
2016-09-14,11.068041237113402
2016-09-15,6.917525773195877
2016-09-16,7.6092783505154635
2016-09-17,4.842268041237113
2016-09-18,6.917525773195877
2016-09-19,6.225773195876289
2016-09-20,6.225773195876289
2016-09-21,6.917525773195877
2016-09-22,4.842268041237113
2016-09-23,6.225773195876289
2016-09-24,5.534020618556701
2016-09-25,6.225773195876289
2016-09-26,8.99278350515464
2016-09-27,40.12164948453608
2016-09-28,19.369072164948452
2016-09-29,16.6020618556701
2016-09-30,15.910309278350516
2016-10-01,12.879896907216494
2016-10-02,9.342268041237112
2016-10-03,7.804639175257732
2016-10-04,11.379896907216494
2016-10-05,9.342268041237112
2016-10-06,7.804639175257732
2016-10-07,8.99639175257732
2016-10-08,20.53041237113402
2016-10-09,26.18092783505155
2016-10-10,43.598453608247425
2016-10-11,21.22216494845361
2016-10-12,17.99278350515464
2016-10-13,16.30103092783505
2016-10-14,12.917525773195877
2016-10-15,13.455154639175259
2016-10-16,13.417525773195877
2016-10-17,14.26340206185567
2016-10-18,20.684536082474224
2016-10-19,19.838659793814433
2016-10-20,24.605670103092784
2016-10-21,15.917525773195877
2016-10-22,10.034020618556701
2016-10-23,8.99639175257732
2016-10-24,10.534020618556701
2016-10-25,15.26340206185567
2016-10-26,11.534020618556701
2016-10-27,12.571649484536081
2016-10-28,40.214948453608244
2016-10-29,70.08762886597938
2016-10-30,48.86546391752577
2016-10-31,52.09484536082474
2016-11-01,42.32783505154639
2016-11-02,52.0
2016-11-03,63.0
2016-11-04,49.0
2016-11-05,49.0
2016-11-06,48.0
2016-11-07,42.0
2016-11-08,46.0
2016-11-09,100.0
2016-11-10,43.0
2016-11-11,22.0
2016-11-12,14.0
2016-11-13,13.0
2016-11-14,10.0
2016-11-15,7.0
2016-11-16,6.0
2016-11-17,4.0
2016-11-18,6.0
2016-11-19,2.0
2016-11-20,5.0
2016-11-21,5.0
2016-11-22,4.0
2016-11-23,3.0
2016-11-24,3.0
2016-11-25,3.0
2016-11-26,4.0
2016-11-27,2.0
2016-11-28,2.0
2016-11-29,3.0
