date,hillary scandal
2016-11-30,2.0
2016-12-01,3.0
2016-12-02,3.0
2016-12-03,2.0
2016-12-04,1.0
2016-12-05,2.0
2016-12-06,2.0
2016-12-07,3.0
2016-12-08,2.0
2016-12-09,3.0
2016-12-10,3.0
2016-12-11,3.0
2016-12-12,1.0
2016-12-13,2.0
2016-12-14,2.0
2016-12-15,1.0
2016-12-16,2.0
2016-12-17,1.0
2016-12-18,2.0
2016-12-19,3.0
2016-12-20,3.0
2016-12-21,2.0
2016-12-22,1.0
2016-12-23,3.0
2016-12-24,1.0
2016-12-25,1.0
2016-12-26,1.0
2016-12-27,2.0
2016-12-28,1.0
2016-12-29,2.0
2016-12-30,2.0
2016-12-31,2.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,1.0
2017-01-04,2.0
2017-01-05,1.0
2017-01-06,2.0
2017-01-07,1.0
2017-01-08,1.0
2017-01-09,2.0
2017-01-10,1.0
2017-01-11,2.0
2017-01-12,2.0
2017-01-13,4.0
2017-01-14,1.0
2017-01-15,1.0
2017-01-16,1.0
2017-01-17,2.0
2017-01-18,2.0
2017-01-19,1.0
2017-01-20,3.0
2017-01-21,5.0
2017-01-22,4.0
2017-01-23,2.0
2017-01-24,4.0
2017-01-25,1.0
2017-01-26,2.0
2017-01-27,2.0
2017-01-28,1.0
2017-01-29,2.0
2017-01-30,1.0
2017-01-31,1.0
2017-02-01,1.0
2017-02-02,3.0
2017-02-03,2.0
2017-02-04,1.0
2017-02-05,1.0
2017-02-06,0.0
2017-02-07,2.0
2017-02-08,1.0
2017-02-09,1.0
2017-02-10,1.0
2017-02-11,1.0
2017-02-12,1.0
2017-02-13,1.0
2017-02-14,2.0
2017-02-15,1.0
2017-02-16,3.0
2017-02-17,1.0
2017-02-18,1.0
2017-02-19,1.0
2017-02-20,0.0
2017-02-21,1.0
2017-02-22,1.0
2017-02-23,1.0
2017-02-24,1.0
2017-02-25,1.0
2017-02-26,1.0
2017-02-27,1.0
2017-02-28,1.0
2017-03-01,1.9283276450511946
2017-03-02,0.9641638225255973
2017-03-03,2.2764505119453924
2017-03-04,2.0830489192263935
2017-03-05,1.2349260523321957
2017-03-06,0.9641638225255973
2017-03-07,0.2707622298065984
2017-03-08,1.4641638225255973
2017-03-09,1.5443686006825939
2017-03-10,0.9835039817974972
2017-03-11,0.9448236632536974
2017-03-12,0.4254835039817975
2017-03-13,0.6934015927189989
2017-03-14,1.7542662116040955
2017-03-15,1.0608646188850968
2017-03-16,0.36746302616609783
2017-03-17,1.676905574516496
2017-03-18,0.8287827076222981
2017-03-19,0.21274175199089876
2017-03-20,0.7901023890784983
2017-03-21,1.9283276450511946
2017-03-22,0.2707622298065984
2017-03-23,0.8868031854379977
2017-03-24,0.2901023890784983
2017-03-25,0.7320819112627986
2017-03-26,1.0608646188850968
2017-03-27,0.6934015927189989
2017-03-28,1.2542662116040955
2017-03-29,0.6934015927189989
2017-03-30,1.5802047781569966
2017-03-31,1.196245733788396
2017-04-01,0.9448236632536974
2017-04-02,1.7792946530147895
2017-04-03,1.1217292377701935
2017-04-04,0.38680318543799774
2017-04-05,0.9670079635949944
2017-04-06,0.38680318543799774
2017-04-07,1.5858930602957908
2017-04-08,0.6575654152445962
2017-04-09,0.4641638225255973
2017-04-10,1.547212741751991
2017-04-11,0.38680318543799774
2017-04-12,0.5802047781569966
2017-04-13,1.8179749715585893
2017-04-14,0.6575654152445962
2017-04-15,1.1604095563139931
2017-04-16,0.4641638225255973
2017-04-17,1.2377701934015928
2017-04-18,1.5085324232081911
2017-04-19,0.7349260523321957
2017-04-20,0.38680318543799774
2017-04-21,0.38680318543799774
2017-04-22,0.4641638225255973
2017-04-23,0.4254835039817975
2017-04-24,0.0
2017-04-25,0.7736063708759955
2017-04-26,1.5085324232081911
2017-04-27,0.5802047781569966
2017-04-28,0.38680318543799774
2017-04-29,0.8896473265073948
2017-04-30,0.6962457337883959
2017-05-01,0.850967007963595
2017-05-02,1.1217292377701935
2017-05-03,0.5802047781569966
2017-05-04,0.7349260523321957
2017-05-05,0.5802047781569966
2017-05-06,1.353811149032992
2017-05-07,0.8896473265073948
2017-05-08,0.7736063708759955
2017-05-09,0.7736063708759955
2017-05-10,2.0887372013651877
2017-05-11,1.74061433447099
2017-05-12,0.38680318543799774
2017-05-13,0.8896473265073948
2017-05-14,1.1217292377701935
2017-05-15,1.353811149032992
2017-05-16,1.74061433447099
2017-05-17,2.6689419795221845
2017-05-18,1.547212741751991
2017-05-19,2.9783845278725827
2017-05-20,1.353811149032992
2017-05-21,0.6962457337883959
2017-05-22,1.3151308304891924
2017-05-23,1.1217292377701935
2017-05-24,0.9670079635949944
2017-05-25,1.199089874857793
2017-05-26,1.2377701934015928
2017-05-27,1.1604095563139931
2017-05-28,0.9283276450511946
2017-05-29,0.6188850967007964
2017-05-30,1.1604095563139931
2017-05-31,0.38680318543799774
2017-06-01,0.9670079635949944
2017-06-02,3.8680318543799777
2017-06-03,0.9283276450511946
