date,alzheimers
2016-05-01,50.44827586206897
2016-05-02,58.41379310344828
2016-05-03,46.9080459770115
2016-05-04,53.10344827586207
2016-05-05,61.95402298850575
2016-05-06,48.67816091954023
2016-05-07,36.287356321839084
2016-05-08,46.02298850574713
2016-05-09,46.9080459770115
2016-05-10,57.52873563218391
2016-05-11,51.333333333333336
2016-05-12,55.758620689655174
2016-05-13,45.13793103448276
2016-05-14,29.20689655172414
2016-05-15,32.74712643678161
2016-05-16,45.13793103448276
2016-05-17,46.9080459770115
2016-05-18,54.87356321839081
2016-05-19,51.333333333333336
2016-05-20,41.59770114942529
2016-05-21,38.05747126436782
2016-05-22,31.862068965517242
2016-05-23,48.67816091954023
2016-05-24,38.05747126436782
2016-05-25,51.333333333333336
2016-05-26,60.18390804597701
2016-05-27,38.94252873563219
2016-05-28,31.862068965517242
2016-05-29,30.977011494252874
2016-05-30,50.44827586206897
2016-05-31,41.59770114942529
2016-06-01,42.48275862068966
2016-06-02,45.13793103448276
2016-06-03,37.17241379310345
2016-06-04,45.13793103448276
2016-06-05,27.436781609195403
2016-06-06,49.5632183908046
2016-06-07,44.252873563218394
2016-06-08,49.5632183908046
2016-06-09,48.67816091954023
2016-06-10,46.02298850574713
2016-06-11,30.977011494252874
2016-06-12,35.40229885057472
2016-06-13,44.252873563218394
2016-06-14,51.333333333333336
2016-06-15,43.367816091954026
2016-06-16,45.13793103448276
2016-06-17,39.827586206896555
2016-06-18,25.666666666666668
2016-06-19,34.51724137931035
2016-06-20,47.793103448275865
2016-06-21,53.98850574712644
2016-06-22,53.98850574712644
2016-06-23,38.05747126436782
2016-06-24,39.827586206896555
2016-06-25,33.63218390804598
2016-06-26,29.20689655172414
2016-06-27,43.367816091954026
2016-06-28,85.85057471264368
2016-06-29,66.37931034482759
2016-06-30,51.333333333333336
2016-07-01,47.793103448275865
2016-07-02,34.51724137931035
2016-07-03,30.091954022988507
2016-07-04,34.51724137931035
2016-07-05,45.13793103448276
2016-07-06,53.10344827586207
2016-07-07,56.64367816091954
2016-07-08,40.71264367816092
2016-07-09,31.862068965517242
2016-07-10,42.48275862068966
2016-07-11,48.67816091954023
2016-07-12,41.59770114942529
2016-07-13,47.793103448275865
2016-07-14,47.793103448275865
2016-07-15,39.827586206896555
2016-07-16,38.94252873563219
2016-07-17,42.48275862068966
2016-07-18,53.10344827586207
2016-07-19,51.333333333333336
2016-07-20,45.13793103448276
2016-07-21,48.67816091954023
2016-07-22,30.977011494252874
2016-07-23,35.40229885057472
2016-07-24,47.793103448275865
2016-07-25,50.44827586206897
2016-07-26,62.839080459770116
2016-07-27,56.64367816091954
2016-07-28,54.87356321839081
2016-07-29,52.2183908045977
2016-07-30,44.252873563218394
2016-07-31,50.44827586206897
2016-08-01,44.252873563218394
2016-08-02,39.827586206896555
2016-08-03,36.287356321839084
2016-08-04,46.9080459770115
2016-08-05,45.13793103448276
2016-08-06,32.74712643678161
2016-08-07,42.48275862068966
2016-08-08,49.5632183908046
2016-08-09,41.59770114942529
2016-08-10,47.793103448275865
2016-08-11,48.67816091954023
2016-08-12,34.51724137931035
2016-08-13,37.17241379310345
2016-08-14,41.59770114942529
2016-08-15,55.758620689655174
2016-08-16,58.41379310344828
2016-08-17,54.87356321839081
2016-08-18,51.333333333333336
2016-08-19,50.44827586206897
2016-08-20,37.17241379310345
2016-08-21,40.71264367816092
2016-08-22,50.44827586206897
2016-08-23,43.367816091954026
2016-08-24,45.13793103448276
2016-08-25,48.67816091954023
2016-08-26,35.40229885057472
2016-08-27,38.94252873563219
2016-08-28,48.67816091954023
2016-08-29,64.60919540229885
2016-08-30,66.37931034482759
2016-08-31,60.18390804597701
2016-09-01,88.50574712643679
2016-09-02,65.49425287356323
2016-09-03,55.758620689655174
2016-09-04,46.02298850574713
2016-09-05,49.5632183908046
2016-09-06,61.95402298850575
2016-09-07,64.60919540229885
2016-09-08,56.64367816091954
2016-09-09,56.64367816091954
2016-09-10,59.298850574712645
2016-09-11,45.13793103448276
2016-09-12,64.60919540229885
2016-09-13,64.60919540229885
2016-09-14,53.10344827586207
2016-09-15,61.95402298850575
2016-09-16,68.14942528735632
2016-09-17,66.37931034482759
2016-09-18,61.95402298850575
2016-09-19,71.6896551724138
2016-09-20,61.06896551724138
2016-09-21,71.6896551724138
2016-09-22,69.0344827586207
2016-09-23,72.57471264367817
2016-09-24,53.98850574712644
2016-09-25,48.67816091954023
2016-09-26,63.724137931034484
2016-09-27,49.5632183908046
2016-09-28,64.60919540229885
2016-09-29,53.98850574712644
2016-09-30,52.2183908045977
2016-10-01,41.08620689655173
2016-10-02,45.18390804597701
2016-10-03,56.43678160919541
2016-10-04,59.03448275862069
2016-10-05,59.804597701149426
2016-10-06,49.01149425287356
2016-10-07,45.18390804597701
2016-10-08,43.798850574712645
2016-10-09,44.298850574712645
2016-10-10,57.20689655172414
2016-10-11,52.55172413793103
2016-10-12,58.32183908045977
2016-10-13,57.53448275862069
2016-10-14,42.741379310344826
2016-10-15,40.41379310344828
2016-10-16,43.68390804597701
2016-10-17,54.55172413793103
2016-10-18,48.241379310344826
2016-10-19,51.82183908045977
2016-10-20,49.724137931034484
2016-10-21,51.10919540229885
2016-10-22,43.6264367816092
2016-10-23,45.356321839080465
2016-10-24,54.43678160919541
2016-10-25,69.0
2016-10-26,59.86206896551724
2016-10-27,52.66666666666667
2016-10-28,49.2816091954023
2016-10-29,37.47126436781609
2016-10-30,38.02873563218391
2016-10-31,52.66666666666667
2016-11-01,62.86206896551724
2016-11-02,59.0
2016-11-03,69.0
2016-11-04,58.0
2016-11-05,45.0
2016-11-06,44.0
2016-11-07,61.0
2016-11-08,50.0
2016-11-09,49.0
2016-11-10,53.0
2016-11-11,48.0
2016-11-12,42.0
2016-11-13,37.0
2016-11-14,54.0
2016-11-15,60.0
2016-11-16,59.0
2016-11-17,69.0
2016-11-18,57.0
2016-11-19,37.0
2016-11-20,37.0
2016-11-21,65.0
2016-11-22,56.0
2016-11-23,50.0
