date,conference
2016-11-03,38.0
2016-11-04,36.0
2016-11-05,24.0
2016-11-06,24.0
2016-11-07,38.0
2016-11-08,33.0
2016-11-09,31.0
2016-11-10,39.0
2016-11-11,33.0
2016-11-12,28.0
2016-11-13,32.0
2016-11-14,41.0
2016-11-15,44.0
2016-11-16,38.0
2016-11-17,35.0
2016-11-18,33.0
2016-11-19,22.0
2016-11-20,23.0
2016-11-21,33.0
2016-11-22,32.0
2016-11-23,26.0
2016-11-24,22.0
2016-11-25,20.0
2016-11-26,21.0
2016-11-27,26.0
2016-11-28,35.0
2016-11-29,35.0
2016-11-30,35.0
2016-12-01,33.0
2016-12-02,31.0
2016-12-03,24.0
2016-12-04,27.0
2016-12-05,32.0
2016-12-06,33.0
2016-12-07,31.0
2016-12-08,31.0
2016-12-09,26.0
2016-12-10,16.0
2016-12-11,17.0
2016-12-12,29.0
2016-12-13,28.0
2016-12-14,29.0
2016-12-15,27.0
2016-12-16,33.0
2016-12-17,18.0
2016-12-18,16.0
2016-12-19,24.0
2016-12-20,26.0
2016-12-21,24.0
2016-12-22,21.0
2016-12-23,16.0
2016-12-24,13.0
2016-12-25,12.0
2016-12-26,14.0
2016-12-27,18.0
2016-12-28,20.0
2016-12-29,23.0
2016-12-30,22.0
2016-12-31,28.0
2017-01-01,22.0
2017-01-02,26.0
2017-01-03,41.0
2017-01-04,36.0
2017-01-05,35.0
2017-01-06,33.0
2017-01-07,21.0
2017-01-08,22.0
2017-01-09,37.0
2017-01-10,43.0
2017-01-11,100.0
2017-01-12,67.0
2017-01-13,44.0
2017-01-14,25.0
2017-01-15,28.0
2017-01-16,40.0
2017-01-17,42.0
2017-01-18,47.0
2017-01-19,45.0
2017-01-20,38.0
2017-01-21,25.0
2017-01-22,32.0
2017-01-23,46.0
2017-01-24,42.0
2017-01-25,40.0
2017-01-26,38.0
2017-01-27,40.0
2017-01-28,25.0
2017-01-29,24.0
2017-01-30,39.0
2017-01-31,41.0
2017-02-01,40.0
2017-02-02,41.0
2017-02-03,36.0
2017-02-04,23.0
2017-02-05,25.0
2017-02-06,44.0
2017-02-07,44.0
2017-02-08,40.0
2017-02-09,40.0
2017-02-10,37.0
2017-02-11,24.0
2017-02-12,27.0
2017-02-13,40.0
2017-02-14,42.0
2017-02-15,41.0
2017-02-16,66.0
2017-02-17,81.0
2017-02-18,39.0
2017-02-19,30.0
2017-02-20,38.0
2017-02-21,44.0
2017-02-22,49.0
2017-02-23,42.0
2017-02-24,40.0
2017-02-25,27.0
2017-02-26,28.0
2017-02-27,43.0
2017-02-28,45.0
2017-03-01,45.33505154639175
2017-03-02,45.790868924889544
2017-03-03,41.01178203240059
2017-03-04,27.902430044182623
2017-03-05,29.541973490427097
2017-03-06,43.87923416789396
2017-03-07,44.562960235640645
2017-03-08,43.15132547864506
2017-03-09,45.062960235640645
2017-03-10,40.51178203240059
2017-03-11,29.586156111929306
2017-03-12,30.769882179675996
2017-03-13,41.01178203240059
2017-03-14,40.7838733431517
2017-03-15,41.2838733431517
2017-03-16,41.23969072164948
2017-03-17,39.8280559646539
2017-03-18,27.902430044182623
2017-03-19,28.130338733431515
2017-03-20,44.10714285714286
2017-03-21,41.51178203240059
2017-03-22,40.7838733431517
2017-03-23,41.73969072164948
2017-03-24,37.41642120765832
2017-03-25,26.44661266568483
2017-03-26,29.586156111929306
2017-03-27,42.69550810014728
2017-03-28,44.33505154639175
2017-03-29,42.19550810014728
2017-03-30,43.15132547864506
2017-03-31,40.2838733431517
2017-04-01,36.46060382916053
2017-04-02,37.83284241531664
2017-04-03,42.84683357879234
2017-04-04,41.47938144329897
2017-04-05,42.39101620029455
2017-04-06,41.93519882179676
2017-04-07,38.28865979381443
2017-04-08,25.069955817378496
2017-04-09,27.804860088365242
2017-04-10,41.02356406480118
2017-04-11,41.93519882179676
2017-04-12,41.47938144329897
2017-04-13,40.56774668630339
2017-04-14,27.34904270986745
2017-04-15,19.144329896907216
2017-04-16,18.688512518409425
2017-04-17,31.90721649484536
2017-04-18,36.46539027982327
2017-04-19,37.83284241531664
2017-04-20,38.28865979381443
2017-04-21,35.553755522827686
2017-04-22,21.879234167893962
2017-04-23,22.335051546391753
2017-04-24,39.656111929307805
2017-04-25,39.200294550810014
2017-04-26,39.656111929307805
2017-04-27,39.200294550810014
2017-04-28,36.46539027982327
2017-04-29,23.246686303387335
2017-04-30,23.246686303387335
2017-05-01,36.92120765832106
2017-05-02,39.200294550810014
2017-05-03,39.200294550810014
2017-05-04,38.28865979381443
2017-05-05,33.27466863033873
2017-05-06,20.51178203240059
2017-05-07,22.335051546391753
2017-05-08,39.656111929307805
2017-05-09,40.111929307805596
2017-05-10,40.111929307805596
2017-05-11,39.656111929307805
2017-05-12,36.92120765832106
2017-05-13,23.702503681885126
2017-05-14,25.069955817378496
2017-05-15,40.111929307805596
2017-05-16,41.47938144329897
2017-05-17,38.74447717231222
2017-05-18,38.74447717231222
2017-05-19,33.27466863033873
2017-05-20,21.42341678939617
2017-05-21,22.335051546391753
2017-05-22,36.92120765832106
2017-05-23,39.200294550810014
2017-05-24,35.553755522827686
2017-05-25,34.18630338733431
2017-05-26,32.36303387334315
2017-05-27,17.776877761413843
2017-05-28,17.776877761413843
2017-05-29,22.790868924889544
2017-05-30,33.73048600883652
2017-05-31,35.097938144329895
2017-06-01,35.553755522827686
2017-06-02,36.00957290132548
2017-06-03,21.879234167893962
