date,faux news
2016-11-08,45.0
2016-11-09,53.0
2016-11-10,23.0
2016-11-11,0.0
2016-11-12,14.0
2016-11-13,13.0
2016-11-14,23.0
2016-11-15,12.0
2016-11-16,58.0
2016-11-17,70.0
2016-11-18,24.0
2016-11-19,13.0
2016-11-20,26.0
2016-11-21,23.0
2016-11-22,57.0
2016-11-23,46.0
2016-11-24,12.0
2016-11-25,36.0
2016-11-26,27.0
2016-11-27,26.0
2016-11-28,23.0
2016-11-29,34.0
2016-11-30,11.0
2016-12-01,23.0
2016-12-02,24.0
2016-12-03,13.0
2016-12-04,66.0
2016-12-05,34.0
2016-12-06,57.0
2016-12-07,80.0
2016-12-08,24.0
2016-12-09,0.0
2016-12-10,15.0
2016-12-11,41.0
2016-12-12,34.0
2016-12-13,23.0
2016-12-14,46.0
2016-12-15,59.0
2016-12-16,49.0
2016-12-17,41.0
2016-12-18,13.0
2016-12-19,35.0
2016-12-20,12.0
2016-12-21,37.0
2016-12-22,12.0
2016-12-23,0.0
2016-12-24,29.0
2016-12-25,15.0
2016-12-26,13.0
2016-12-27,61.0
2016-12-28,37.0
2016-12-29,0.0
2016-12-30,26.0
2016-12-31,0.0
2017-01-01,44.0
2017-01-02,24.0
2017-01-03,69.0
2017-01-04,45.0
2017-01-05,46.0
2017-01-06,60.0
2017-01-07,65.0
2017-01-08,0.0
2017-01-09,23.0
2017-01-10,45.0
2017-01-11,44.0
2017-01-12,45.0
2017-01-13,12.0
2017-01-14,52.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,11.0
2017-01-18,22.0
2017-01-19,0.0
2017-01-20,46.0
2017-01-21,13.0
2017-01-22,38.0
2017-01-23,33.0
2017-01-24,44.0
2017-01-25,44.0
2017-01-26,0.0
2017-01-27,0.0
2017-01-28,13.0
2017-01-29,13.0
2017-01-30,22.0
2017-01-31,33.0
2017-02-01,44.0
2017-02-02,77.0
2017-02-03,12.0
2017-02-04,13.0
2017-02-05,37.0
2017-02-06,33.0
2017-02-07,44.0
2017-02-08,22.0
2017-02-09,11.0
2017-02-10,69.0
2017-02-11,13.0
2017-02-12,38.0
2017-02-13,22.0
2017-02-14,22.0
2017-02-15,22.0
2017-02-16,0.0
2017-02-17,47.0
2017-02-18,65.0
2017-02-19,52.0
2017-02-20,100.0
2017-02-21,11.0
2017-02-22,55.0
2017-02-23,33.0
2017-02-24,35.0
2017-02-25,78.0
2017-02-26,13.0
2017-02-27,23.0
2017-02-28,11.0
2017-03-01,21.734488315874295
2017-03-02,16.234488315874295
2017-03-03,14.00604351329573
2017-03-04,21.660354552780014
2017-03-05,21.37630942788074
2017-03-06,29.086220789685736
2017-03-07,18.851732473811442
2017-03-08,24.678887993553587
2017-03-09,38.030620467365026
2017-03-10,58.8638195004029
2017-03-11,56.036663980660755
2017-03-12,40.37630942788074
2017-03-13,35.14786462530218
2017-03-14,32.530620467365026
2017-03-15,27.030620467365026
2017-03-16,21.79613215149073
2017-03-17,14.50604351329573
2017-03-18,12.104754230459307
2017-03-19,30.604754230459307
2017-03-20,13.678887993553586
2017-03-21,29.851732473811442
2017-03-22,42.499597099113615
2017-03-23,19.178887993553587
2017-03-24,20.394842868654308
2017-03-25,15.703464947622884
2017-03-26,25.75906526994359
2017-03-27,13.678887993553586
2017-03-28,13.351732473811442
2017-03-29,13.678887993553586
2017-03-30,39.18493150684931
2017-03-31,14.39484286865431
2017-04-01,15.98751007252216
2017-04-02,38.60435132957292
2017-04-03,22.246575342465754
2017-04-04,32.06124093473005
2017-04-05,32.71555197421434
2017-04-06,33.36986301369863
2017-04-07,17.01208702659146
2017-04-08,13.086220789685736
2017-04-09,65.43110394842869
2017-04-10,11.123287671232877
2017-04-11,27.481063658340048
2017-04-12,33.36986301369863
2017-04-13,22.900886381950038
2017-04-14,18.97502014504432
2017-04-15,13.086220789685736
2017-04-16,32.71555197421434
2017-04-17,11.777598710717163
2017-04-18,21.592264302981466
2017-04-19,32.71555197421434
2017-04-20,16.35777598710717
2017-04-21,17.01208702659146
2017-04-22,38.60435132957292
2017-04-23,24.863819500402897
2017-04-24,22.246575342465754
2017-04-25,21.592264302981466
2017-04-26,26.82675261885576
2017-04-27,32.71555197421434
2017-04-28,17.01208702659146
2017-04-29,25.518130539887185
2017-04-30,19.629331184528603
2017-05-01,23.555197421434325
2017-05-02,16.35777598710717
2017-05-03,10.468976631748589
2017-05-04,16.35777598710717
2017-05-05,45.14746172441579
2017-05-06,18.97502014504432
2017-05-07,25.518130539887185
2017-05-08,49.07332796132151
2017-05-09,21.592264302981466
2017-05-10,27.481063658340048
2017-05-11,43.18452860596293
2017-05-12,34.02417405318292
2017-05-13,25.518130539887185
2017-05-14,38.60435132957292
2017-05-15,27.481063658340048
2017-05-16,16.35777598710717
2017-05-17,32.71555197421434
2017-05-18,27.481063658340048
2017-05-19,34.02417405318292
2017-05-20,19.629331184528603
2017-05-21,51.69057211925866
2017-05-22,22.246575342465754
2017-05-23,21.592264302981466
2017-05-24,11.123287671232877
2017-05-25,11.777598710717163
2017-05-26,11.777598710717163
2017-05-27,0.0
2017-05-28,26.82675261885576
2017-05-29,22.900886381950038
2017-05-30,22.246575342465754
2017-05-31,33.36986301369863
2017-06-01,22.246575342465754
2017-06-02,34.6784850926672
2017-06-03,38.60435132957292
