date,president obama book
2016-11-16,31.0
2016-11-17,42.0
2016-11-18,11.0
2016-11-19,12.0
2016-11-20,0.0
2016-11-21,0.0
2016-11-22,20.0
2016-11-23,21.0
2016-11-24,0.0
2016-11-25,11.0
2016-11-26,36.0
2016-11-27,23.0
2016-11-28,20.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,10.0
2016-12-02,0.0
2016-12-03,12.0
2016-12-04,12.0
2016-12-05,10.0
2016-12-06,30.0
2016-12-07,21.0
2016-12-08,11.0
2016-12-09,11.0
2016-12-10,14.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,10.0
2016-12-15,11.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,12.0
2016-12-19,10.0
2016-12-20,11.0
2016-12-21,0.0
2016-12-22,22.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,13.0
2016-12-26,0.0
2016-12-27,11.0
2016-12-28,0.0
2016-12-29,11.0
2016-12-30,12.0
2016-12-31,0.0
2017-01-01,13.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,20.0
2017-01-05,0.0
2017-01-06,21.0
2017-01-07,12.0
2017-01-08,46.0
2017-01-09,0.0
2017-01-10,10.0
2017-01-11,100.0
2017-01-12,20.0
2017-01-13,10.0
2017-01-14,0.0
2017-01-15,23.0
2017-01-16,10.0
2017-01-17,0.0
2017-01-18,30.0
2017-01-19,30.0
2017-01-20,92.0
2017-01-21,81.0
2017-01-22,46.0
2017-01-23,20.0
2017-01-24,20.0
2017-01-25,10.0
2017-01-26,0.0
2017-01-27,31.0
2017-01-28,0.0
2017-01-29,35.0
2017-01-30,20.0
2017-01-31,20.0
2017-02-01,0.0
2017-02-02,10.0
2017-02-03,21.0
2017-02-04,11.0
2017-02-05,22.0
2017-02-06,10.0
2017-02-07,10.0
2017-02-08,10.0
2017-02-09,20.0
2017-02-10,31.0
2017-02-11,12.0
2017-02-12,11.0
2017-02-13,10.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,10.0
2017-02-18,0.0
2017-02-19,11.0
2017-02-20,10.0
2017-02-21,10.0
2017-02-22,10.0
2017-02-23,0.0
2017-02-24,21.0
2017-02-25,12.0
2017-02-26,23.0
2017-02-27,20.0
2017-02-28,10.0
2017-03-01,57.281847133757964
2017-03-02,35.041401273885356
2017-03-03,25.681528662420384
2017-03-04,15.72452229299363
2017-03-05,10.22452229299363
2017-03-06,9.108280254777071
2017-03-07,8.902866242038217
2017-03-08,11.162420382165605
2017-03-09,16.162420382165607
2017-03-10,0.0
2017-03-11,16.22452229299363
2017-03-12,0.0
2017-03-13,12.32484076433121
2017-03-14,13.608280254777071
2017-03-15,8.21656050955414
2017-03-16,5.0
2017-03-17,4.313694267515924
2017-03-18,14.949044585987261
2017-03-19,4.724522292993631
2017-03-20,0.0
2017-03-21,5.0
2017-03-22,9.108280254777071
2017-03-23,21.43312101910828
2017-03-24,9.313694267515924
2017-03-25,0.0
2017-03-26,10.929936305732484
2017-03-27,0.0
2017-03-28,16.162420382165607
2017-03-29,6.162420382165605
2017-03-30,13.421974522292993
2017-03-31,13.627388535031848
2017-04-01,13.189490445859873
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,20.952229299363058
2017-04-05,0.0
2017-04-06,12.735668789808917
2017-04-07,13.146496815286625
2017-04-08,9.859872611464969
2017-04-09,9.859872611464969
2017-04-10,12.735668789808917
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,9.038216560509554
2017-04-14,14.378980891719745
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,16.43312101910828
2017-04-19,0.0
2017-04-20,8.627388535031848
2017-04-21,0.0
2017-04-22,9.859872611464969
2017-04-23,0.0
2017-04-24,8.627388535031848
2017-04-25,8.21656050955414
2017-04-26,8.21656050955414
2017-04-27,0.0
2017-04-28,17.254777070063696
2017-04-29,0.0
2017-04-30,20.130573248407643
2017-05-01,9.038216560509554
2017-05-02,8.21656050955414
2017-05-03,0.0
2017-05-04,24.64968152866242
2017-05-05,8.627388535031848
2017-05-06,9.859872611464969
2017-05-07,0.0
2017-05-08,12.32484076433121
2017-05-09,8.21656050955414
2017-05-10,33.27707006369427
2017-05-11,0.0
2017-05-12,8.627388535031848
2017-05-13,14.789808917197453
2017-05-14,0.0
2017-05-15,8.21656050955414
2017-05-16,8.21656050955414
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,8.21656050955414
2017-05-25,8.627388535031848
2017-05-26,0.0
2017-05-27,10.270700636942676
2017-05-28,0.0
2017-05-29,8.627388535031848
2017-05-30,0.0
2017-05-31,8.627388535031848
2017-06-01,8.627388535031848
2017-06-02,0.0
2017-06-03,0.0
