date,russian ties
2016-11-18,4.0
2016-11-19,4.0
2016-11-20,2.0
2016-11-21,5.0
2016-11-22,2.0
2016-11-23,3.0
2016-11-24,2.0
2016-11-25,3.0
2016-11-26,0.0
2016-11-27,6.0
2016-11-28,6.0
2016-11-29,3.0
2016-11-30,2.0
2016-12-01,2.0
2016-12-02,0.0
2016-12-03,6.0
2016-12-04,2.0
2016-12-05,2.0
2016-12-06,2.0
2016-12-07,2.0
2016-12-08,2.0
2016-12-09,2.0
2016-12-10,17.0
2016-12-11,27.0
2016-12-12,21.0
2016-12-13,20.0
2016-12-14,11.0
2016-12-15,11.0
2016-12-16,11.0
2016-12-17,13.0
2016-12-18,7.0
2016-12-19,5.0
2016-12-20,6.0
2016-12-21,2.0
2016-12-22,2.0
2016-12-23,4.0
2016-12-24,3.0
2016-12-25,3.0
2016-12-26,4.0
2016-12-27,7.0
2016-12-28,0.0
2016-12-29,7.0
2016-12-30,10.0
2016-12-31,11.0
2017-01-01,5.0
2017-01-02,3.0
2017-01-03,6.0
2017-01-04,0.0
2017-01-05,4.0
2017-01-06,4.0
2017-01-07,10.0
2017-01-08,6.0
2017-01-09,4.0
2017-01-10,9.0
2017-01-11,100.0
2017-01-12,21.0
2017-01-13,27.0
2017-01-14,56.0
2017-01-15,11.0
2017-01-16,17.0
2017-01-17,8.0
2017-01-18,8.0
2017-01-19,7.0
2017-01-20,19.0
2017-01-21,14.0
2017-01-22,5.0
2017-01-23,9.0
2017-01-24,6.0
2017-01-25,5.0
2017-01-26,6.0
2017-01-27,10.0
2017-01-28,8.0
2017-01-29,6.0
2017-01-30,4.0
2017-01-31,8.0
2017-02-01,4.0
2017-02-02,8.0
2017-02-03,5.0
2017-02-04,5.0
2017-02-05,4.0
2017-02-06,3.0
2017-02-07,5.0
2017-02-08,4.0
2017-02-09,3.0
2017-02-10,7.0
2017-02-11,13.0
2017-02-12,7.0
2017-02-13,3.0
2017-02-14,26.0
2017-02-15,53.0
2017-02-16,37.0
2017-02-17,19.0
2017-02-18,18.0
2017-02-19,19.0
2017-02-20,18.0
2017-02-21,17.0
2017-02-22,18.0
2017-02-23,8.0
2017-02-24,15.0
2017-02-25,10.0
2017-02-26,9.0
2017-02-27,14.0
2017-02-28,15.0
2017-03-01,13.66220735785953
2017-03-02,60.759197324414714
2017-03-03,37.10033444816054
2017-03-04,20.38294314381271
2017-03-05,27.32441471571906
2017-03-06,18.770903010033443
2017-03-07,14.994983277591974
2017-03-08,14.827759197324415
2017-03-09,21.993311036789297
2017-03-10,28.98829431438127
2017-03-11,13.439799331103679
2017-03-12,14.77257525083612
2017-03-13,8.219063545150501
2017-03-14,9.663879598662207
2017-03-15,16.494983277591974
2017-03-16,10.38628762541806
2017-03-17,7.608695652173912
2017-03-18,7.831103678929765
2017-03-19,13.66220735785953
2017-03-20,22.714046822742475
2017-03-21,25.546822742474916
2017-03-22,30.82274247491639
2017-03-23,36.4314381270903
2017-03-24,22.65886287625418
2017-03-25,26.046822742474916
2017-03-26,18.493311036789297
2017-03-27,13.32943143812709
2017-03-28,28.657190635451506
2017-03-29,23.436454849498325
2017-03-30,19.493311036789297
2017-03-31,25.157190635451506
2017-04-01,10.32943143812709
2017-04-02,7.217391304347825
2017-04-03,17.765886287625417
2017-04-04,13.879598662207357
2017-04-05,13.879598662207357
2017-04-06,6.107023411371237
2017-04-07,20.54180602006689
2017-04-08,13.879598662207357
2017-04-09,14.43478260869565
2017-04-10,11.103678929765886
2017-04-11,6.107023411371237
2017-04-12,10.54849498327759
2017-04-13,13.324414715719062
2017-04-14,8.882943143812708
2017-04-15,3.88628762541806
2017-04-16,6.107023411371237
2017-04-17,7.217391304347825
2017-04-18,4.996655518394649
2017-04-19,4.996655518394649
2017-04-20,4.996655518394649
2017-04-21,5.551839464882943
2017-04-22,2.220735785953177
2017-04-23,3.88628762541806
2017-04-24,2.7759197324414715
2017-04-25,6.107023411371237
2017-04-26,1.6655518394648827
2017-04-27,1.6655518394648827
2017-04-28,2.7759197324414715
2017-04-29,6.107023411371237
2017-04-30,4.996655518394649
2017-05-01,3.88628762541806
2017-05-02,3.3311036789297654
2017-05-03,4.996655518394649
2017-05-04,4.441471571906354
2017-05-05,4.441471571906354
2017-05-06,4.996655518394649
2017-05-07,4.996655518394649
2017-05-08,4.441471571906354
2017-05-09,6.107023411371237
2017-05-10,23.872909698996654
2017-05-11,21.652173913043477
2017-05-12,21.09698996655518
2017-05-13,12.214046822742475
2017-05-14,18.321070234113712
2017-05-15,17.21070234113712
2017-05-16,12.769230769230768
2017-05-17,8.327759197324415
2017-05-18,13.879598662207357
2017-05-19,14.989966555183946
2017-05-20,8.327759197324415
2017-05-21,4.996655518394649
2017-05-22,4.441471571906354
2017-05-23,8.327759197324415
2017-05-24,6.107023411371237
2017-05-25,8.882943143812708
2017-05-26,7.217391304347825
2017-05-27,10.54849498327759
2017-05-28,4.441471571906354
2017-05-29,8.882943143812708
2017-05-30,12.214046822742475
2017-05-31,7.77257525083612
2017-06-01,7.217391304347825
2017-06-02,5.551839464882943
2017-06-03,3.88628762541806
