date,dementia
2016-07-12,33.89717373091457
2016-07-13,38.13432044727889
2016-07-14,36.01574708909673
2016-07-15,29.660027014550245
2016-07-16,26.83526253697403
2016-07-17,30.366218133944297
2016-07-18,32.484791492126455
2016-07-19,31.778600372732402
2016-07-20,33.89717373091457
2016-07-21,33.89717373091457
2016-07-22,30.366218133944297
2016-07-23,26.129071417579976
2016-07-24,31.07240925333835
2016-07-25,40.25289380546104
2016-07-26,38.13432044727889
2016-07-27,36.01574708909673
2016-07-28,35.30955596970267
2016-07-29,31.778600372732402
2016-07-30,28.95383589515619
2016-07-31,31.07240925333835
2016-08-01,33.89717373091457
2016-08-02,33.89717373091457
2016-08-03,35.30955596970267
2016-08-04,33.89717373091457
2016-08-05,30.366218133944297
2016-08-06,24.71668917879187
2016-08-07,28.247644775762137
2016-08-08,30.366218133944297
2016-08-09,33.19098261152052
2016-08-10,34.603364850308616
2016-08-11,35.30955596970267
2016-08-12,31.778600372732402
2016-08-13,30.366218133944297
2016-08-14,30.366218133944297
2016-08-15,33.89717373091457
2016-08-16,38.840511566672944
2016-08-17,36.01574708909673
2016-08-18,34.603364850308616
2016-08-19,31.778600372732402
2016-08-20,28.95383589515619
2016-08-21,31.07240925333835
2016-08-22,36.01574708909673
2016-08-23,36.01574708909673
2016-08-24,36.721938208490776
2016-08-25,34.603364850308616
2016-08-26,33.19098261152052
2016-08-27,27.541453656368084
2016-08-28,28.95383589515619
2016-08-29,35.30955596970267
2016-08-30,38.840511566672944
2016-08-31,36.721938208490776
2016-09-01,34.603364850308616
2016-09-02,33.19098261152052
2016-09-03,26.83526253697403
2016-09-04,31.07240925333835
2016-09-05,32.484791492126455
2016-09-06,35.30955596970267
2016-09-07,34.603364850308616
2016-09-08,37.428129327884825
2016-09-09,34.603364850308616
2016-09-10,32.484791492126455
2016-09-11,34.603364850308616
2016-09-12,40.9590849248551
2016-09-13,39.54670268606699
2016-09-14,37.428129327884825
2016-09-15,38.13432044727889
2016-09-16,34.603364850308616
2016-09-17,29.660027014550245
2016-09-18,31.778600372732402
2016-09-19,43.07765828303726
2016-09-20,39.54670268606699
2016-09-21,38.13432044727889
2016-09-22,37.428129327884825
2016-09-23,40.9590849248551
2016-09-24,31.778600372732402
2016-09-25,33.89717373091457
2016-09-26,40.25289380546104
2016-09-27,36.721938208490776
2016-09-28,36.721938208490776
2016-09-29,35.30955596970267
2016-09-30,34.603364850308616
2016-10-01,50.03948170818587
2016-10-02,55.39226950718394
2016-10-03,49.33329058879181
2016-10-04,42.539943349234306
2016-10-05,39.58808795116864
2016-10-06,34.94149127156462
2016-10-07,33.75511367198409
2016-10-08,28.882512353172498
2016-10-09,31.029262913125997
2016-10-10,36.83405999053921
2016-10-11,38.048614791891076
2016-10-12,39.46099703067918
2016-10-13,36.83405999053921
2016-10-14,34.46130479137814
2016-10-15,28.882512353172498
2016-10-16,30.068889952753036
2016-10-17,36.25495979163461
2016-10-18,36.38205071212406
2016-10-19,37.21533275200757
2016-10-20,36.96115091102866
2016-10-21,33.04892255259004
2016-10-22,28.529416793475473
2016-10-23,29.23560791286953
2016-10-24,38.75480591128513
2016-10-25,36.48096443084218
2016-10-26,37.44133739121514
2016-10-27,34.46130479137814
2016-10-28,31.156353833615444
2016-10-29,24.589011233265513
2016-10-30,31.029262913125997
2016-10-31,34.94149127156462
2016-11-01,38.75480591128513
2016-11-02,43.21678321678322
2016-11-03,41.2960372960373
2016-11-04,33.613053613053616
2016-11-05,28.81118881118881
2016-11-06,30.731934731934732
2016-11-07,37.45454545454545
2016-11-08,37.45454545454545
2016-11-09,28.81118881118881
2016-11-10,35.53379953379953
2016-11-11,32.65268065268065
2016-11-12,24.96969696969697
2016-11-13,28.81118881118881
2016-11-14,48.01864801864802
2016-11-15,42.256410256410255
2016-11-16,38.41491841491842
2016-11-17,48.97902097902098
2016-11-18,36.494172494172496
2016-11-19,28.81118881118881
2016-11-20,32.65268065268065
2016-11-21,42.256410256410255
2016-11-22,42.256410256410255
2016-11-23,39.375291375291376
2016-11-24,33.613053613053616
2016-11-25,32.65268065268065
2016-11-26,26.89044289044289
2016-11-27,31.692307692307693
2016-11-28,40.33566433566433
2016-11-29,41.2960372960373
2016-11-30,37.45454545454545
2016-12-01,40.33566433566433
2016-12-02,40.33566433566433
2016-12-03,30.731934731934732
2016-12-04,30.731934731934732
2016-12-05,39.375291375291376
2016-12-06,37.45454545454545
2016-12-07,38.41491841491842
2016-12-08,38.41491841491842
2016-12-09,30.731934731934732
2016-12-10,24.00932400932401
2016-12-11,28.81118881118881
2016-12-12,34.57342657342657
2016-12-13,38.41491841491842
2016-12-14,36.494172494172496
2016-12-15,37.45454545454545
2016-12-16,28.81118881118881
2016-12-17,27.850815850815852
2016-12-18,38.41491841491842
2016-12-19,37.45454545454545
2016-12-20,38.41491841491842
2016-12-21,34.57342657342657
2016-12-22,35.53379953379953
2016-12-23,28.81118881118881
2016-12-24,22.08857808857809
2016-12-25,24.96969696969697
2016-12-26,29.77156177156177
2016-12-27,31.692307692307693
2016-12-28,34.57342657342657
2016-12-29,35.53379953379953
2016-12-30,29.77156177156177
2016-12-31,26.89044289044289
2017-01-01,28.81118881118881
2017-01-02,30.731934731934732
2017-01-03,34.57342657342657
2017-01-04,33.613053613053616
2017-01-05,48.01864801864802
2017-01-06,37.45454545454545
2017-01-07,32.65268065268065
2017-01-08,36.494172494172496
2017-01-09,38.41491841491842
2017-01-10,39.375291375291376
2017-01-11,35.53379953379953
2017-01-12,37.45454545454545
2017-01-13,33.613053613053616
2017-01-14,30.731934731934732
2017-01-15,31.692307692307693
2017-01-16,34.57342657342657
2017-01-17,35.53379953379953
2017-01-18,36.494172494172496
2017-01-19,36.494172494172496
2017-01-20,35.53379953379953
2017-01-21,28.81118881118881
2017-01-22,32.65268065268065
2017-01-23,37.45454545454545
2017-01-24,36.494172494172496
2017-01-25,39.375291375291376
2017-01-26,38.41491841491842
2017-01-27,37.45454545454545
2017-01-28,27.850815850815852
2017-01-29,33.613053613053616
2017-01-30,40.33566433566433
2017-01-31,41.2960372960373
2017-02-01,40.33566433566433
2017-02-02,40.33566433566433
2017-02-03,39.375291375291376
2017-02-04,31.692307692307693
2017-02-05,31.692307692307693
2017-02-06,36.494172494172496
2017-02-07,39.375291375291376
2017-02-08,40.33566433566433
2017-02-09,40.33566433566433
2017-02-10,38.41491841491842
2017-02-11,30.731934731934732
2017-02-12,34.57342657342657
2017-02-13,33.613053613053616
2017-02-14,34.57342657342657
2017-02-15,46.0979020979021
2017-02-16,41.2960372960373
2017-02-17,37.45454545454545
2017-02-18,28.81118881118881
2017-02-19,37.45454545454545
2017-02-20,48.01864801864802
2017-02-21,96.03729603729604
2017-02-22,57.62237762237762
2017-02-23,46.0979020979021
2017-02-24,48.01864801864802
2017-02-25,37.45454545454545
2017-02-26,41.2960372960373
2017-02-27,46.0979020979021
2017-02-28,48.01864801864802
2017-03-01,47.068764568764564
2017-03-02,44.568764568764564
2017-03-03,37.247086247086244
2017-03-04,34.28671328671329
2017-03-05,39.16783216783217
2017-03-06,37.747086247086244
2017-03-07,42.608391608391614
2017-03-08,40.187645687645684
2017-03-09,38.22727272727273
2017-03-10,36.22727272727273
2017-03-11,33.82634032634033
2017-03-12,35.72727272727273
2017-03-13,38.22727272727273
2017-03-14,40.64801864801865
2017-03-15,40.16783216783217
2017-03-16,40.64801864801865
2017-03-17,35.28671328671329
2017-03-18,32.34615384615385
2017-03-19,36.26689976689977
2017-03-20,46.52913752913753
2017-03-21,45.548951048951054
2017-03-22,42.608391608391614
2017-03-23,39.187645687645684
2017-03-24,38.187645687645684
2017-03-25,31.826340326340326
2017-03-26,32.806526806526804
2017-03-27,39.687645687645684
2017-03-28,39.187645687645684
2017-03-29,41.16783216783217
2017-03-30,41.16783216783217
2017-03-31,36.26689976689977
2017-04-01,31.346153846153847
2017-04-02,35.0
2017-04-03,40.0
2017-04-04,40.0
2017-04-05,38.0
2017-04-06,40.0
2017-04-07,37.0
2017-04-08,29.0
2017-04-09,33.0
2017-04-10,38.0
2017-04-11,39.0
2017-04-12,40.0
2017-04-13,36.0
2017-04-14,35.0
2017-04-15,30.0
2017-04-16,32.0
2017-04-17,38.0
2017-04-18,38.0
2017-04-19,39.0
2017-04-20,52.0
2017-04-21,61.0
2017-04-22,44.0
2017-04-23,40.0
2017-04-24,50.0
2017-04-25,49.0
2017-04-26,46.0
2017-04-27,40.0
2017-04-28,37.0
2017-04-29,35.0
2017-04-30,36.0
2017-05-01,40.0
2017-05-02,44.0
2017-05-03,45.0
2017-05-04,40.0
2017-05-05,39.0
2017-05-06,34.0
2017-05-07,34.0
2017-05-08,39.0
2017-05-09,40.0
2017-05-10,40.0
2017-05-11,40.0
2017-05-12,42.0
2017-05-13,32.0
2017-05-14,34.0
2017-05-15,42.0
2017-05-16,43.0
2017-05-17,42.0
2017-05-18,45.0
2017-05-19,41.0
2017-05-20,35.0
2017-05-21,42.0
2017-05-22,100.0
2017-05-23,51.0
2017-05-24,41.0
2017-05-25,38.0
2017-05-26,37.0
2017-05-27,31.0
2017-05-28,34.0
2017-05-29,43.0
2017-05-30,44.0
2017-05-31,45.0
2017-06-01,38.0
2017-06-02,38.0
2017-06-03,36.0
