date,manafort
2016-05-01,3.6560196560196565
2016-05-02,0.9140049140049141
2016-05-03,0.9140049140049141
2016-05-04,2.7420147420147423
2016-05-05,7.312039312039313
2016-05-06,2.7420147420147423
2016-05-07,1.8280098280098283
2016-05-08,3.6560196560196565
2016-05-09,1.8280098280098283
2016-05-10,1.8280098280098283
2016-05-11,2.7420147420147423
2016-05-12,2.7420147420147423
2016-05-13,0.0
2016-05-14,0.9140049140049141
2016-05-15,2.7420147420147423
2016-05-16,0.9140049140049141
2016-05-17,0.9140049140049141
2016-05-18,0.9140049140049141
2016-05-19,0.9140049140049141
2016-05-20,2.7420147420147423
2016-05-21,0.9140049140049141
2016-05-22,0.9140049140049141
2016-05-23,1.8280098280098283
2016-05-24,0.9140049140049141
2016-05-25,0.9140049140049141
2016-05-26,2.7420147420147423
2016-05-27,1.8280098280098283
2016-05-28,0.9140049140049141
2016-05-29,1.8280098280098283
2016-05-30,0.9140049140049141
2016-05-31,0.9140049140049141
2016-06-01,0.0
2016-06-02,0.9140049140049141
2016-06-03,0.9140049140049141
2016-06-04,0.9140049140049141
2016-06-05,0.0
2016-06-06,0.9140049140049141
2016-06-07,0.9140049140049141
2016-06-08,1.8280098280098283
2016-06-09,0.9140049140049141
2016-06-10,0.9140049140049141
2016-06-11,0.9140049140049141
2016-06-12,1.8280098280098283
2016-06-13,1.8280098280098283
2016-06-14,0.0
2016-06-15,0.9140049140049141
2016-06-16,0.9140049140049141
2016-06-17,0.9140049140049141
2016-06-18,0.9140049140049141
2016-06-19,0.9140049140049141
2016-06-20,17.36609336609337
2016-06-21,11.882063882063884
2016-06-22,3.6560196560196565
2016-06-23,0.9140049140049141
2016-06-24,0.9140049140049141
2016-06-25,1.8280098280098283
2016-06-26,5.4840294840294845
2016-06-27,2.7420147420147423
2016-06-28,0.9140049140049141
2016-06-29,0.9140049140049141
2016-06-30,0.9140049140049141
2016-07-01,0.9140049140049141
2016-07-02,0.9140049140049141
2016-07-03,0.9140049140049141
2016-07-04,0.9140049140049141
2016-07-05,0.9140049140049141
2016-07-06,0.9140049140049141
2016-07-07,0.9140049140049141
2016-07-08,0.9140049140049141
2016-07-09,0.0
2016-07-10,0.9140049140049141
2016-07-11,0.0
2016-07-12,0.9140049140049141
2016-07-13,0.9140049140049141
2016-07-14,1.8280098280098283
2016-07-15,3.6560196560196565
2016-07-16,2.7420147420147423
2016-07-17,4.570024570024571
2016-07-18,11.882063882063884
2016-07-19,31.990171990171994
2016-07-20,16.452088452088454
2016-07-21,12.796068796068797
2016-07-22,19.194103194103196
2016-07-23,3.6560196560196565
2016-07-24,12.796068796068797
2016-07-25,12.796068796068797
2016-07-26,5.4840294840294845
2016-07-27,7.312039312039313
2016-07-28,6.398034398034398
2016-07-29,5.4840294840294845
2016-07-30,5.4840294840294845
2016-07-31,10.968058968058969
2016-08-01,15.53808353808354
2016-08-02,8.226044226044227
2016-08-03,20.10810810810811
2016-08-04,14.624078624078626
2016-08-05,7.312039312039313
2016-08-06,3.6560196560196565
2016-08-07,2.7420147420147423
2016-08-08,2.7420147420147423
2016-08-09,0.9140049140049141
2016-08-10,1.8280098280098283
2016-08-11,1.8280098280098283
2016-08-12,1.8280098280098283
2016-08-13,1.8280098280098283
2016-08-14,7.312039312039313
2016-08-15,68.55036855036855
2016-08-16,27.420147420147423
2016-08-17,33.81818181818182
2016-08-18,16.452088452088454
2016-08-19,91.4004914004914
2016-08-20,28.33415233415234
2016-08-21,9.140049140049141
2016-08-22,4.570024570024571
2016-08-23,3.6560196560196565
2016-08-24,2.7420147420147423
2016-08-25,1.8280098280098283
2016-08-26,1.8280098280098283
2016-08-27,0.9140049140049141
2016-08-28,0.9140049140049141
2016-08-29,0.9140049140049141
2016-08-30,0.9140049140049141
2016-08-31,0.9140049140049141
2016-09-01,0.9140049140049141
2016-09-02,0.9140049140049141
2016-09-03,0.9140049140049141
2016-09-04,0.0
2016-09-05,0.9140049140049141
2016-09-06,0.9140049140049141
2016-09-07,0.9140049140049141
2016-09-08,0.0
2016-09-09,0.9140049140049141
2016-09-10,0.9140049140049141
2016-09-11,0.9140049140049141
2016-09-12,0.9140049140049141
2016-09-13,0.9140049140049141
2016-09-14,0.9140049140049141
2016-09-15,0.9140049140049141
2016-09-16,0.0
2016-09-17,0.9140049140049141
2016-09-18,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,0.9140049140049141
2016-09-23,0.0
2016-09-24,0.9140049140049141
2016-09-25,0.9140049140049141
2016-09-26,0.0
2016-09-27,0.9140049140049141
2016-09-28,0.0
2016-09-29,0.0
2016-09-30,0.9140049140049141
2016-10-01,0.9434889434889435
