date,trump fool
2016-05-01,6.931610337972168
2016-05-02,4.235984095427435
2016-05-03,3.8508946322067596
2016-05-04,3.8508946322067596
2016-05-05,8.47196819085487
2016-05-06,10.782504970178927
2016-05-07,4.621073558648111
2016-05-08,4.621073558648111
2016-05-09,3.8508946322067596
2016-05-10,3.8508946322067596
2016-05-11,6.161431411530815
2016-05-12,4.235984095427435
2016-05-13,0.0
2016-05-14,4.621073558648111
2016-05-15,9.242147117296222
2016-05-16,3.8508946322067596
2016-05-17,0.0
2016-05-18,3.8508946322067596
2016-05-19,4.235984095427435
2016-05-20,4.235984095427435
2016-05-21,4.621073558648111
2016-05-22,4.621073558648111
2016-05-23,8.086878727634195
2016-05-24,0.0
2016-05-25,6.161431411530815
2016-05-26,6.161431411530815
2016-05-27,4.235984095427435
2016-05-28,4.621073558648111
2016-05-29,0.0
2016-05-30,4.235984095427435
2016-05-31,11.937773359840955
2016-06-01,3.8508946322067596
2016-06-02,3.8508946322067596
2016-06-03,4.235984095427435
2016-06-04,9.627236580516898
2016-06-05,11.937773359840955
2016-06-06,3.8508946322067596
2016-06-07,3.8508946322067596
2016-06-08,4.235984095427435
2016-06-09,4.235984095427435
2016-06-10,4.235984095427435
2016-06-11,4.621073558648111
2016-06-12,0.0
2016-06-13,15.788667992047715
2016-06-14,8.086878727634195
2016-06-15,0.0
2016-06-16,6.161431411530815
2016-06-17,4.235984095427435
2016-06-18,9.627236580516898
2016-06-19,6.931610337972168
2016-06-20,0.0
2016-06-21,8.086878727634195
2016-06-22,3.8508946322067596
2016-06-23,4.235984095427435
2016-06-24,4.235984095427435
2016-06-25,4.621073558648111
2016-06-26,9.627236580516898
2016-06-27,10.012326043737573
2016-06-28,8.086878727634195
2016-06-29,8.086878727634195
2016-06-30,8.086878727634195
2016-07-01,0.0
2016-07-02,5.006163021868787
2016-07-03,0.0
2016-07-04,8.857057654075547
2016-07-05,4.235984095427435
2016-07-06,4.235984095427435
2016-07-07,0.0
2016-07-08,4.235984095427435
2016-07-09,5.006163021868787
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,8.086878727634195
2016-07-13,6.161431411530815
2016-07-14,4.235984095427435
2016-07-15,4.235984095427435
2016-07-16,7.3166998011928435
2016-07-17,10.012326043737573
2016-07-18,0.0
2016-07-19,18.86938369781312
2016-07-20,12.32286282306163
2016-07-21,16.94393638170974
2016-07-22,12.707952286282307
2016-07-23,9.627236580516898
2016-07-24,0.0
2016-07-25,6.161431411530815
2016-07-26,8.086878727634195
2016-07-27,6.161431411530815
2016-07-28,8.47196819085487
2016-07-29,4.235984095427435
2016-07-30,10.012326043737573
2016-07-31,9.627236580516898
2016-08-01,8.086878727634195
2016-08-02,14.633399602385687
2016-08-03,10.397415506958252
2016-08-04,8.47196819085487
2016-08-05,6.546520874751492
2016-08-06,14.633399602385687
2016-08-07,5.006163021868787
2016-08-08,0.0
2016-08-09,8.086878727634195
2016-08-10,20.794831013916504
2016-08-11,8.47196819085487
2016-08-12,4.235984095427435
2016-08-13,9.627236580516898
2016-08-14,12.32286282306163
2016-08-15,12.707952286282307
2016-08-16,4.235984095427435
2016-08-17,4.235984095427435
2016-08-18,8.086878727634195
2016-08-19,8.47196819085487
2016-08-20,6.931610337972168
2016-08-21,4.621073558648111
2016-08-22,4.235984095427435
2016-08-23,4.235984095427435
2016-08-24,10.397415506958252
2016-08-25,4.235984095427435
2016-08-26,4.235984095427435
2016-08-27,4.621073558648111
2016-08-28,4.621073558648111
2016-08-29,0.0
2016-08-30,3.8508946322067596
2016-08-31,3.8508946322067596
2016-09-01,6.161431411530815
2016-09-02,12.32286282306163
2016-09-03,4.621073558648111
2016-09-04,4.621073558648111
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,8.086878727634195
2016-09-08,11.937773359840955
2016-09-09,12.32286282306163
2016-09-10,9.242147117296222
2016-09-11,4.621073558648111
2016-09-12,3.8508946322067596
2016-09-13,3.8508946322067596
2016-09-14,11.937773359840955
2016-09-15,6.161431411530815
2016-09-16,4.235984095427435
2016-09-17,6.931610337972168
2016-09-18,8.857057654075547
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,3.8508946322067596
2016-09-22,3.8508946322067596
2016-09-23,0.0
2016-09-24,4.621073558648111
2016-09-25,9.242147117296222
2016-09-26,7.701789264413519
2016-09-27,17.329025844930417
2016-09-28,9.627236580516898
2016-09-29,23.490457256461234
2016-09-30,4.235984095427435
2016-10-01,7.07117296222664
2016-10-02,9.797813121272368
2016-10-03,6.655069582504971
2016-10-04,12.316401590457257
2016-10-05,7.856858846918489
2016-10-06,6.655069582504971
2016-10-07,8.049403578528826
2016-10-08,21.822166998011927
2016-10-09,9.990357852882704
2016-10-10,25.688568588469185
2016-10-11,36.07952286282306
2016-10-12,20.958946322067597
2016-10-13,14.51192842942346
2016-10-14,18.309840954274353
2016-10-15,3.6053677932405566
2016-10-16,10.953081510934394
2016-10-17,10.390954274353877
2016-10-18,12.154870775347913
2016-10-19,14.319383697813123
2016-10-20,9.78230616302187
2016-10-21,5.93141153081511
2016-10-22,9.120675944333996
2016-10-23,12.108349900596423
2016-10-24,9.78230616302187
2016-10-25,4.807157057654075
2016-10-26,14.157852882703779
2016-10-27,8.658051689860836
2016-10-28,6.092942345924454
2016-10-29,0.0
2016-10-30,6.717097415506958
2016-10-31,5.93141153081511
2016-11-01,7.856858846918489
2016-11-02,20.029821073558647
2016-11-03,15.222664015904574
2016-11-04,6.4095427435387675
2016-11-05,13.62027833001988
2016-11-06,6.4095427435387675
2016-11-07,15.222664015904574
2016-11-08,7.210735586481113
2016-11-09,80.11928429423459
2016-11-10,44.866799204771375
2016-11-11,28.041749502982107
2016-11-12,22.433399602385688
2016-11-13,26.439363817097416
2016-11-14,13.62027833001988
2016-11-15,9.61431411530815
2016-11-16,11.216699801192844
2016-11-17,16.02385685884692
2016-11-18,8.01192842942346
2016-11-19,11.216699801192844
2016-11-20,12.819085487077535
2016-11-21,15.222664015904574
2016-11-22,9.61431411530815
2016-11-23,8.01192842942346
2016-11-24,8.01192842942346
2016-11-25,12.01789264413519
2016-11-26,6.4095427435387675
2016-11-27,8.813121272365805
2016-11-28,9.61431411530815
2016-11-29,5.608349900596422
2016-11-30,8.01192842942346
2016-12-01,5.608349900596422
2016-12-02,4.00596421471173
2016-12-03,6.4095427435387675
2016-12-04,6.4095427435387675
2016-12-05,5.608349900596422
2016-12-06,11.216699801192844
2016-12-07,4.00596421471173
